机构ID	机构名称	报表时间	捐赠收入_限定	会费收入_限定	提供服务收入_限定	政府购买服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	调整净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	政府购买服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	调整净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
ricf_oid	ba_cn	fp_dt	fa_dine	fa_asine	fa_sine	fa_gse	fa_pine	fa_gine	fa_inine	fa_otine	fa_intoe	fa_accoe	fa_adexe	fa_fuexe	fa_otexe	fa_cotoe	fa_etoue	fa_chase	fa_neche	fa_dinu	fa_asinu	fa_sinu	fa_gsu	fa_pinu	fa_ginu	fa_ininu	fa_otinu	fa_intou	fa_accou	fa_adexu	fa_fuexu	fa_otexu	fa_cotou	fa_etouu	fa_chasu	fa_nechu
1755	无锡公安大病特困救助基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	25000000	0	0		0	0	8285000	35205.61	33320205.61	10002544.3	145950.1	0	0	10148494.4	0		23171711.21
1756	无锡华地慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2338069.82	0	0		0	0	0	66696.24	2404766.06	570829.05	15782.72	0	0	586611.77	0		1818154.29
1757	无锡商业职业技术学院教育发展基金会	2013	87500	0	0		0	0	0	0	87500	85278	0	0	0	85278	0		2222	0	0	0		0	0	0	40845.83	40845.83	820000	9400	0	0	829400	0		-788554.17
1758	无锡城市职业技术学院教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	8416100	0	0		0	0	0	445333.67	8861433.67	3117841.8	33660.9	0	39393	3190895.7	0		5670537.97
1759	无锡太湖文化发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3120000	0	0		0	0	0	94377.71	3214377.71	1111000	193.2	0	0	1111193.2	0		2103184.51
1760	无锡市太湖禁毒基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2150000	0	0		0	0	0	10526.94	2160526.94	81500	20616.83	0	0	102116.83	0		2058410.11
1761	无锡市文化遗产保护基金会	2013	890000	0	0		0	250000	0	0	1140000	0	0	0	0	0	890000		250000	0	0	0		0	0	1330000	22895.79	1352895.79	1585030.5	19166	0	0	1604196.5	-890000		638699.29
1762	无锡市滨湖区慈善基金会	2013	10540489.8	0	0		0	0	0	0	10540489.8	0	0	0	0	0	2677839.8		7862650	23772351.42	0	0		0	564270	2020972.22	508473.02	26866066.66	23306608.8	832992.13	18904.73	0	24158505.66	-2677839.8		5385400.8
1763	无锡市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	400000	0	0		0	626000	1229111.11	379540.06	2634651.17	1699766	130602.19	0	0	1830368.19	0		804282.98
1764	无锡灵山慈善基金会	2013	7266613.46	0	0		0	0	0	0	7266613.46	0	0	0	0	0	7316613.46		-50000	6721707.58	0	0		0	0	0	4406.34	6726113.92	10828925.31	544677.93	2451	0	11376054.24	-7316613.46		2666673.14
1765	无锡职业技术学院教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	7029763.1	0	0		0	0	0	72650.22	7102413.32	8071200	0	0	0	8071200	0		-971776.68
1766	日照职业技术学院教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	700000	0	0		0	0	0	7739.04	707739.04	0	9153.6	0	0	9153.6	0		698585.44
1767	昆山市党员关爱暨帮扶困难群众基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	4791097.99		0	7493944	0	0		0	0	9440000	66928.14	17000872.14	12076000	25696.65	0	108077.5	12209774.15	0		4791097.99
1770	昆山祥和帮困基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2275686	0	0		0	0	0	259952.6	2535638.6	1829500	65888	48.5	0	1895436.5	0		640202.1
1772	昆明市春蕾少年儿童基金会	2013	2409870	0	0		0	100000	0	0	2509870	1844200	0	0	0	1844200	0		665670	0	0	0		0	0	30992.5	0	30992.5	0	144542.72	-1708.88	0	142833.84	0		-111841.34
1773	昆明市社会治安基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	263610.8	263610.8	121877	14772.08	0	0	136649.08	0		126961.72
1774	昆明市见义勇为基金会	2013	0	0	0		0	41000	0	0	41000	41000	0	0	0	41000	0		0	280000	0	0		0	600000	671400	60201.14	1611601.14	642766.53	108686.32	100	0	751552.85	0		860048.29
1775	晋江市侨声中学教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1587000	0	0		0	0	0	30325.36	1617325.36	1312431	0	0	0	1313355	0		303970.36
1776	晋江市南侨中学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	916600	0	0		0	0	0	9526.08	926126.08	706050	14470.4	0	0	720520.4	0		205605.68
1777	晋江市梅岭教育基金会	2013	5500000	0	0		0	0	0	0	5500000	0	0	0	0	0	8976344.75		0	7796500	0	0		0	2000000	0	6034.75	9802534.75	810500	15690	0	0	826190	5500000		0
1778	晋江市湖中安安老人福利基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1000000	0	0		0	0	0	469177.95	1469177.95	830600	16241	0	0	846841	0		622336.95
1779	晋江市紫峰中学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1018000	0	0		0	0	0	3990.36	1021990.36	1295268.76	78663.92	0	0	1373932.68	0		-351942.32
1780	晋江市英林中学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1950000	0	0		0	0	0	4035.4	1954035.4	1180075	53393.68	0	0	1233468.68	0		720566.72
1781	晋江市英林中心小学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	550000	0	0		0	0	0	71850.85	621850.85	621850.85	18847.1	0	0	409977.1	0		211873.75
1783	晋江市金井教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3000000	0	0		0	0	0	3249.39	3003249.39	1000000	61	0	0	1000061	0		2003188.39
1784	晋江市陈埭教育基金会	2013	7450000	0	0		0	0	0	0	7450000	1420000	126	0	0	1420126	0		0	271000	0	0		0	0	0	16334.68	287334.68	0	0	0	0	0	0		0
1785	晋江市陈埭民族中学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3009000	0	0		0	0	0	26171.28	3035171.28	398009	62631.5	0	0	460640.5	0		0
1786	晋江市青阳教育发展基金会	2013	15840985.8	0	0		0	0	0	0	15840985.8	16737594	0	0	0	16737594	0		-896608.2	6462500	0	0		0	0	0	2439802.67	8902302.67	3910792.9	96568	0	0	4007360.9	0		4894941.77
1788	普宁市南山爱心基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3033000	0	0		0	0	254750	3501.98	3291251.98	701630	119487	0	72424	893541	0		2397710.98
1789	普宁市新坛慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	13781.9	13781.9	1560938	0	0	0	1560938	0		-1547156.1
1792	智善公益基金会	2013	110000	0	0		0	0	0	0	110000	0	0	0	0	0	110000		0	3920000	0	0		0	0	5566533.64	17542.23	9504075.87	8532918.28	871800.97	2187.37	52531.63	9459438.25	-110000		154637.62
1793	曲阜师范大学孔子教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	60069.75	4361.24	64430.99	316973	13348	0	381	330702	0		-266271.01
1794	朝阳市人民法官救助基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	200	0	0		0	0	0	13020.98	13220.98	125000	73094.7	0	0	198094.7	0		-184873.72
1795	朝阳市公安民警救助基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1401700	0	0		0	0	0	238395.92	1640095.92	4658500	6900	0	0	4665400	0		-3025304.08
1796	本溪市公安民警救助基金会	2013	8500000	0	0		0	0	0	0	8500000	0	0	0	0	0	0		8500000	2893300	0	0		0	0	0	19701.89	2913001.89	3111557	38267	0	0	3149824	0		-236822.11
1797	本溪市教育基金会	2013	415850	0	0		0	0	0	0	415850	0	0	0	0	0	373760		42090	0	0	0		0	200000	0	921543.38	1121543.38	1770404	121791.03	0	0	1892195.03	-373760		-396891.65
1798	李可染艺术基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2020000	0	255600		0	0	384238.35	56145.86	2715984.21	1839204.2	74499.43	53513.7	794.64	1968011.97	0		747972.24
1799	李四光地质科学奖基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	211000	0	0		0	0	2655311.25	905307.65	3771618.9	3615303	67134.56	0	22295.34	3704732.9	0		66886
1800	杭州市上城区教育发展基金会	2013	11000000	0	0		0	0	0	0	11000000	0	0	0	0	0	11000000		0	12318971.01	0	0		0	0	0	491997.32	12810968.33	27154175	77947.5	0	0	27232122.5	11000000		-3421154.17
1802	杭州市人民教育基金会	2013	0	0	0		0	0	0	87366.27	87366.27	0	0	0	0	0	0		87366.27	0	0	0		0	0	0	211800.59	211800.59	214938	3000	0	0	217938	0		-6137.41
1803	杭州市余杭区老年基金会	2013	0	0	0		0	485000	0	0	485000	305000	0	0	0	305000	0		180000	0	0	0		0	30000	0	771581.56	801581.56	511500	61310.34	0	929	573739.34	0		227842.22
1804	杭州市余杭区见义勇为奖励基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	11300	0	0		0	100000	0	401614.53	512914.53	418313.65	41239.59	0	0	459553.24	0		53361.29
1805	杭州市关心下一代基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		675044.61	500000	0	0		0	0	0	1399707.41	1899707.41	1135600	89062.8	0	0	1224662.8	0		0
1806	杭州市关爱孤儿基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	917596	0	0		0	0	0	0	917596	663615.12	165177.64	-134486.04	295.33	694602.05	0		222993.95
1807	杭州市农业技术推广基金会	2013	0	0	0		0	0	4300000	32620.84	4332620.84	3979550	178546.81	0	0	4158096.81	0		174524.03	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
1808	杭州市图书馆事业基金会	2013	345288.3	0	0		0	0	0	37496.53	382784.83	509445.19	0	0	0	509445.19	0		-976660.36	0	6000	0		0	0	0	0	6000	0	8110.68	49	0	8159.68	-850000		-2159.68
1809	杭州市拱墅区人民教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	18786.48	18786.48	15000	0	0	0	15000	0		3786.48
1810	杭州市残疾人福利基金会	2013	746300	0	0		0	204000	0	0	950300	929188.4	51727.68	0	0	980916.08	0		365027.87	257526.26	0	0		0	0	0	376390.89	633917.15	889500	108834.72	610.3	0	998945.02	0		-365027.87
1811	杭州市江干区人民教育基金会	2013	3750000	0	0		0	0	0	0	3750000	0	0	0	0	0	0		3750000	67180	0	0		0	0	0	256989.4	324169.4	2637168	0	0	0	2637168	0		-2312998.6
1813	杭州市温商慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	308000	0	0		0	0	0	791829.45	1099829.45	1508000	43289	0	0	1551289	0		-451460.15
1814	杭州市老龄事业发展基金会	2013	1690000	0	0		0	800000	0	680650.94	3170650.94	2886693.19	17795.7	0	0	2904488.89	0		266162.05	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
1816	杭州市萧山区残疾人福利基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	87000	0	0		0	0	0	140113.69	227113.69	81000	6235.15	0	0	87235.15	0		139878.54
1817	杭州市萧山区老年基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
1818	杭州市萧山区见义勇为奖励基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	630000	0	0		0	0	0	285042.71	915042.71	42800	1600	0	269	44669	0		870373.71
1819	杭州市西湖区教育基金会	2013	2500000	0	0		0	0	0	0	2500000	1750000	0	0	0	1750000	0		750000	0	0	0		0	0	0	0	0	502000	6210.5	-57196.46	0	451014.04	0		-451014.04
1820	杭州市西湖区老龄事业发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	30000	0	0		0	200000	0	15396.1	245396.1	243800	14779	0	0	258579	0		-13182.9
1821	杭州市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	330000	0	0		0	2000000	0	199887.91	2529887.91	1838762.9	183905.62	0	0	2022668.52	0		507219.39
1823	杭州市金成高尔夫体育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
1824	杭州市陈伯滔体育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	700000	0	0		0	0	168996.21	17727.68	886723.89	570233	195561.3	0	1170	766964.3	0		119759.59
1825	杭州师范大学教育基金会	2013	7266538.44	0	0		0	0	0	0	7266538.44	0	0	0	0	0	0		7266538.44	0	0	0		0	0	0	14342.69	14342.69	1840011.23	293.2	0	225	1840529.43	0		-1826186.74
1826	杭州泰商慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	7219.64	7219.64	500000	0	27.5	0	500027.5	0		-492807.86
1827	杭州电子科技大学教育发展基金会	2013	648100	0	0		0	0	0	0	648100	153793.4	0	0	0	153793.4	0		494306.6	3301200	0	0		0	0	0	0	3301200	31467	2720	-11627.6	4190	26749.4	0		3274450.6
1828	松原市公安民警优抚基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
1830	林则徐基金会	2013	500000	0	0		0	1620000	0	0	2120000	1872012	0	0	0	1872012	0		247988	120000	0	0		0	0	0	52971.92	172971.92	304896.1	72438.07	18113.9	0	395448.07	0		-222476.15
1831	枣庄市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	11938212	0	0		0	4000000	0	48636.08	15986848.08	141000	0	312	0	141312	0		15845536.08
1832	株洲市教育基金会	2013	0	0	0		0	2000000	0	0	2000000	0	0	0	0	0	0		2000000	2884062.61	0	0		0	0	2143054.21	9254.51	5036371.33	3427070.45	86249.9	130700	48898	3692918.35	0		1343452.98
1833	桂林市仁济慈善基金会	2013	200000	0	0		0	0	0	0	200000	99900	0	0	0	99900	0		100100	0	0	0		0	0	2328686.78	5197.23	2333884.01	2071899.74	191720.94	0	0	2263620.68	0		70263.33
1834	桃源居公益事业发展基金会	2013	5000000	0	0		0	0	0	0	5000000	5000000	0	0	0	5000000	0		0	4500000	0	0		0	0	7923896.09	20381.6	12444277.69	11625000	595271.36	1864.1	0	12222135.46	0		222142.23
1835	桐乡市人民教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3353318.24	0	0		0	0	0	136754.19	3490072.43	3669960	2990.8	0	0	3672950.8	0		-182878.37
1836	桐乡市农业技术推广基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	4258.34	4258.34	0	0	0	0	0	0		4258.34
1837	桐庐县老龄事业发展基金会	2013	452300	0	0		0	0	0	0	452300	531970	0	0	0	531970	0		-79670	126000	0	0		0	0	0	9110.26	135110.26	125000	18273	0	0	143273	0		-8162.74
1838	桑植县教育基金会	2013	1262010	0	0		0	200000	428000	9990	1900000	0	0	0	0	0	0		1900000	1107323.6	0	0		0	0	0	2851.61	1110175.21	647741	56721.41	69530	17178	791170.41	0		319004.8
1840	梅州市希望教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1531000	0	0		0	0	0	546469.65	2077469.65	591907.08	175523.01	0	84397.96	851828.05	0		1225641.6
1842	梅州市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	300000	0	0		0	150000	0	205446.58	655446.58	357394.68	167897.85	1110	0	526402.53	0		129044.05
1844	榆林市胡星元慈善基金会	2013	0	0	0		0	0	0	0	0	50927564.45	0	0	0	50927564.45	0		-50927564.45	0	0	0		0	0	0	2602571.96	2602571.96	0	64696	0	0	64696	0		2537875.96
1845	欧美同学基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	8206.4	8206.4	0	10335.5	0	1003.28	11338.78	0		-3132.38
1846	正德职业技术学院教育基金会	2013	25000	0	0		0	0	0	0	25000	0	0	0	0	0	36128		-11128	266950.63	0	0		0	0	0	351266.58	618217.21	1578882.3	3811	50	0	1582743.3	-36128		-928398.09
1847	武义县君南天使基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	453120	1055.71	454175.71	324000	43317.45	0	0	367317.45	0		86858.26
1848	武义县教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	956400	0	0		0	0	0	23740.82	980140.82	969700	35020	0	0	1004720	0		0
1849	武平县蓝启林慈善教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	129493.8	238300.47	367794.27	718378	718378	0	0	1436756	0		-420673.51
1850	武汉大学教育发展基金会	2013	91145158.83	0	0		0	0	80000	0	91225158.83	61058171.48	0	0	0	61058171.48	0		30166987.35	2592243.06	0	0		0	0	0	2574229.69	5166472.75	0	902009.34	23352.47	30672	956033.81	0		4210438.94
1851	武汉大学韩德培法学基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	104500	0	0		0	0	0	8874.2	113374.2	150000	4425	0	0	154425	0		-41050.8
1852	武汉大学马克昌法学基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2333079.33	0	0		0	0	288789.04	4052.91	2625921.28	760292.97	72847.63	0	0	833140.6	0		1792780.68
1853	武汉工程大学教育发展基金会	2013	602000	0	0		0	0	0	0	602000	639463	0	0	0	639463	0		-37463	230000	0	0		0	0	0	46843.05	276843.05	192920.6	15145.13	390	0	208455.73	0		68387.32
1854	武汉市公安民警英烈基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	39562256	0	0		0	0	343693.32	17151.53	39923100.85	340000	330	112500	0	452830	0		39470270.85
1855	武汉市慈惠助学基金会	2013	2220050	0	0		0	0	0	0	2220050	160000	0	0	0	160000	0		2060050	0	0	0		0	0	0	0	0	0	8860	0	0	8860	0		0
1856	武汉市残疾人福利基金会	2013	2000000	0	0		0	0	0	0	2000000	2009999	0	0	0	2009999	-1013947.08		-9999	1422862.7	0	0		0	0	0	138407.08	1561269.78	2332369.45	165239.41	15368	62240	2575216.86	-9999		-1013947.08
1857	武汉市法律援助基金会	2013	200000	0	0		0	0	0	0	200000	0	0	0	0	0	0		200000	1917000	0	0		0	300000	319649.17	13494.85	2550144.02	2221123.6	233000.24	161223.8	0	2615347.64	0		-65203.62
1858	武汉市社会组织发展基金会	2013	1554286.1	0	0		0	555000	0	0	2109286.1	951063.1	0	0	0	951063.1	2807.03		1158223	60000	0	0		0	0	0	30539.09	90539.09	0	87732.06	0	0	87732.06	1158223		2807.03
1859	武汉市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3519000	0	0		0	800000	746805.25	0	5065805.25	2815427.02	301374.3	76000	0	3192801.32	0		1873003.93
1860	武汉市青少年发展基金会	2013	1978484.61	0	0		0	0	0	0	1978484.61	0	0	0	0	0	0		1978484.61	7423572.33	0	0		0	0	0	607093.96	8030666.29	7603338.08	705300.42	493243.6	2212	8804094.1	0		-773427.81
1861	武汉张培刚发展经济学研究基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3740000	0	0		0	0	296263.82	63876.59	4100140.41	635748.3	16015	0	0	651763.3	0		3448377.11
1862	武汉理工大学华夏学院教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1964046	0	0		0	0	0	288.38	1964334.38	1245640	8221.7	0	0	1253861.7	0		710472.68
1863	武汉理工大学教育发展基金会	2013	5130314.74	0	0		0	0	0	0	5130314.74	4499240.73	0	0	0	4499240.73	0		631074.01	2000000	0	0		0	0	0	193693.19	2193693.19	452920.5	0	0	1271.6	454192.1	0		1739501.09
1864	武汉白鱀豚保护基金会	2013	1296205.63	0	0		0	0	0	38991.67	1335197.3	922981.72	42100	0	20898.86	985980.58	0		349216.72	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
1865	武汉闻一多基金会	2013	500000	0	0		0	0	0	0	500000	500000	0	0	0	500000	0		0	400000	0	0		0	0	0	152320.67	552320.67	465244	15205.5	0	563.19	481012.69	0		71307.98
1866	比亚迪慈善基金会	2013	494380	0	0		0	0	0	0	494380	0	0	0	0	0	0		494380	2057600	0	0		0	0	0	896949.67	2954549.67	6568750.99	146200.83	0	0	6714951.82	0		-3760402.15
1867	民福社会福利研究基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	576518.23	576518.23	600320.9	44866.2	0	0	645187.1	0		-68668.87
1868	永嘉县人民教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	6171912	0	0		0	0	0	0	6171912	5519208	0	0	0	5519208	0		0
1869	永安市第一中学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	50000	0	0		0	0	904070	0	954070	480000	6800	-1116.55	0	485683.45	0		468386.55
1870	永州市冷水滩区教师奖励基金会	2013	0	0	0		0	300000	0	0	300000	0	0	0	0	0	0		300000	95287.7	0	0		0	700000	410000	1821.53	1207109.23	1087468.6	31018.2	0	0	1118486.8	0		88622.43
1871	永州市教师奖励基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1938410	0	0		0	730000	0	43011.15	2711421.15	908694.23	40999.8	0	0	949694.03	0		1761727.12
1872	永州市残疾人福利基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	776725.5	0	0		0	0	0	0	776725.5	451540	20851	0	40000	512391	0		264334.5
1873	永康市人民教育基金会	2013	2158790	0	0		0	0	0	0	2158790	308590	0	0	0	308590	0		1850200	7075800	0	0		0	0	0	163393.21	7239193.21	6296207.46	18901	0	3468600	9783708.46	0		-2544515.25
1874	永恒慈善基金会	2013	1150000	0	0		0	0	0	0	1150000	1150000	0	0	0	1150000	0		0	0	0	0		0	0	0	51218.01	51218.01	0	14000	0	180	14180	0		37038.01
1875	汕头市公益基金会	2013	0	0	0		0	100000	0	0	100000	0	0	0	0	0	0		100000	5158170.3	0	0		0	0	0	6091547.89	11249718.19	6448350.65	638620.03	0	0	7086970.68	0		4162747.51
1876	汕头市困难职工福利基金会	2013	10000	0	0		0	0	0	0	10000	165000	0	0	0	165000	0		-155000	590000	0	0		0	0	0	10204.7	600204.7	866460	0	0	100000	966460	0		-366255.3
1877	汕头市平东肖华松慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1350000	0	0		0	0	0	2422.61	1352422.61	434540	24606.34	0	2794.5	461940.84	0		890481.77
1878	汕头市潮南区公益基金会	2013	26053690	0	0		0	0	0	0	26053690	21507072.76	12773.09	0	0	21519845.85	0		4533844.15	6467577	0	0		0	0	0	120678.55	6588255.55	6568536.69	12795	0	83	6581414.69	0		6840.86
1879	汕头市潮阳区公益基金会	2013	102960000	0	0		0	0	0	0	102960000	97710000	0	0	0	97710000	0		5250000	1690983.06	0	0		0	655000	0	286921.25	2632904.31	316	449768.02	0	0	450084.02	0		2182820.29
1880	汕头市潮阳区教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	879438.61	879438.61	255748	27116.5	0	0	282864.5	0		596574.11
1881	汕头市潮阳区贵屿慈善基金会	2013	800000	0	0		0	0	0	0	800000	700000	0	0	0	700000	0		100000	3137000	0	0		0	0	0	4783.38	3141783.38	0	30.5	0	0	30.5	0		3141752.88
1882	汕头市潮阳实验学校教育慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	16427900	0	0		0	0	316676.01	0	16744576.01	8002098.17	113416.21	-60633.55	0	8054880.83	0		8689695.18
1883	汕头市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	162423.23	162423.23	342906	78757.81	0	0	421663.81	0		-259240.58
1884	汕尾市扶贫基金会	2013	47206409.8	0	0		0	50000	0	0	47256409.8	37734700	0	0	0	37734700	0		9521709.8	644722.38	0	0		0	0	309732.88	15679.3	970134.56	2076375.8	338433.34	0	2910.5	2417719.64	0		-1447585.08
1885	汕尾市教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3991400	0	0		0	0	0	11540.08	4002940.08	5272000	85076.6	0	581.65	5357658.25	0		-1354718.17
1886	江南大学太湖学院教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	4620000	0	0		0	0	0	18970.35	4638970.35	7426733.5	8268	0	451.78	7435453.28	0		-2796482.93
1887	江南大学教育发展基金会	2013	11646763.96	0	0		0	0	0	0	11646763.96	6522500.07	0	-9781.79	0	6512718.28	0		5134045.68	2310212	0	0		0	0	0	169620.18	2479832.18	2440167.71	556691.73	-1327284.16	0	1669575.28	0		810256.9
1888	江山市人民教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1020000	0	0		0	0	0	1000000	2020000	1123412.54	2899	0	0	1126311.54	0		-6311.54
1889	江山市农村公益基金会	2013	680000	0	0		0	4299000	0	0	4979000	5114000	0	0	0	5114000	-135000		0	0	0	0		0	0	0	857.95	857.95	0	0	0	3.25	3.25	135000		-134145.3
1890	江汉大学教育发展基金会	2013	243576	0	0		0	0	0	0	243576	247800	0	0	0	247800	0		-4224	0	0	0		0	0	0	39042.58	39042.58	600000	755	0	0	600755	0		-561712.42
1891	江苏七彩凤凰母语发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	700000	0	0		0	0	0	0	700000	202627	63137.4	-725.19	0	265039.21	0		434960.79
1893	江苏中外大学女校长教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	500000	0	0		0	0	0	76175.74	576175.74	671690.9	63689.8	0	1078	736458.7	0		-160282.96
1894	江苏中大公益基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	2629184.2	25965.5	-62404.53	0	2592745.17	0		-2592745.17
1895	江苏中远助学帮老基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1103000	0	0		0	0	0	5357.99	1108357.99	870000	114244.4	0	0	984244.4	0		124113.59
1896	江苏仁医基金会	2013	1311500	0	0		0	0	0	0	1311500	833855.3	0	0	0	833855.3	0		477644.7	5035505.02	0	0		0	0	376091.41	14543.8	5426140.23	1890979.47	54492.87	11577	0	1957049.34	0		3469090.89
1897	江苏信息职业技术学院教育发展基金会	2013	2892485.37	0	0		0	0	0	0	2892485.37	585821.4	0	0	0	585821.4	0		0	0	0	0		0	0	0	22182.25	22182.25	19943.2	0	0	3418.5	23361.7	0		0
1898	江苏元林慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	250000000	0	0		0	0	8748934.45	31563.69	258780498.14	190782721.7	1167792.78	0	0	191950514.48	0		66829983.66
