机构ID	机构名称	报表时间	捐赠收入_限定	会费收入_限定	提供服务收入_限定	政府购买服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	调整净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	政府购买服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	调整净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
ricf_oid	ba_cn	fp_dt	fa_dine	fa_asine	fa_sine	fa_gse	fa_pine	fa_gine	fa_inine	fa_otine	fa_intoe	fa_accoe	fa_adexe	fa_fuexe	fa_otexe	fa_cotoe	fa_etoue	fa_chase	fa_neche	fa_dinu	fa_asinu	fa_sinu	fa_gsu	fa_pinu	fa_ginu	fa_ininu	fa_otinu	fa_intou	fa_accou	fa_adexu	fa_fuexu	fa_otexu	fa_cotou	fa_etouu	fa_chasu	fa_nechu
267	中国绿色碳汇基金会	2013	92693155.5	0	760000		0	1045000	0	0	94498155.5	0	0	0	0	0	103515470.51		-9017315.01	71863.86	0	0		0	0	11230130.21	21146.81	11323140.88	108779793.6	2098472.65	0	0	110878266.25	-103515470.51		3960345.14
268	中国老龄事业发展基金会	2013	88522875.42	0	0		0	950000	0	0	89472875.42	52469498.18	0	0	0	52469498.18	0		37003377.24	4423120	0	0		0	0	0	1368901.94	5792021.94	0	2182461.14	44719.33	0	2227180.47	0		3564841.47
269	中国职工发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	300000	0	0		0	0	0	622939.06	922939.06	300000	16974.5	0	0	316974.5	0		605964.56
270	中国肝炎防治基金会	2013	26635415.85	0	0		0	950000	0	0	27585415.85	27768445.95	0	0	0	27768445.95	0		183030.1	1294727	0	0		0	0	67276.66	45074.69	1407078.35	843126.06	330049.07	4343.14	0	1177518.27	0		229560.08
271	中国航天基金会	2013	1300000	0	0		0	0	0	0	1300000	0	0	0	0	0	1300000		0	0	0	35970873.88		0	0	11263347.63	59860.13	47294081.64	28478252.58	2733534.19	2749500	2396.78	33963683.55	-1300000		14630398.09
272	中国艺术节基金会	2013	1200000	0	0		0	0	0	0	1200000	0	0	0	0	0	1200000		0	700000	0	0		0	0	0	41490.16	741490.16	2789585.82	155921.41	4039.39	10141.64	2959688.26	-1200000		-1018198.1
273	中国西部人才开发基金会	2013	21902000	0	0		0	570000	0	0	22472000	24034939.57	0	0	0	24034939.57	0		-1562939.57	2288000	0	0		0	0	0	873083.6	3161083.6	805141.31	789255.17	165	895.64	1595457.12	0		1565626.48
274	中国金融教育发展基金会	2013	10824364.9	0	0		0	0	0	0	10824364.9	0	0	0	0	0	8814842.27		2009522.63	4712776	0	2335591		0	0	4278212.1	23003.74	11349582.84	16155632.51	843283.98	22175.33	7478.47	17028570.29	-8814842.27		3135854.82
275	中国青少年发展基金会	2013	481826075.94	0	0		0	0	0	0	481826075.94	0	0	0	0	0	516463567.33		63820615.14	20880814.22	0	0		0	0	202178537.34	515752.85	223575104.41	433503440.78	14721089.43	4325657.69	20266.48	452570454.38	-418005460.8		287468217.36
276	中国青年创业就业基金会	2013	134138988.02	0	0		0	0	0	0	134138988.02	0	0	0	0	0	77594423.8		56544564.22	10500000	0	0		0	0	15312406.24	1816175.39	27628581.63	77594423.8	1382795.41	134427.76	0	79111646.97	-77594423.8		26111358.46
277	中国预防性病艾滋病基金会	2013	984627.62	0	0		0	0	0	0	984627.62	0	0	0	0	0	943263.26		41364.36	8827817.59	0	0		0	0	1045524.65	75853.41	9949195.65	14030163.36	1367856.04	0	0	15398019.4	-943263.26		-4505560.49
278	中国马克思主义研究基金会	2013	6900000	0	0		0	0	0	0	6900000	0	0	0	0	0	3867174.31		3032825.69	0	0	0		0	0	0	1651021.7	1651021.7	4376780.81	300558.1	29690	73125.93	4780154.84	-3867174.31		738041.17
279	中央财经大学教育基金会	2013	9776682.98	0	0		0	0	2176983.44	0	11953666.42	11099189.58	0	0	0	11099189.58	-38700		893176.84	504782.69	0	0		0	0	533300	603964	1642046.69	449427.91	361124.56	0	0	810552.47	38700		792794.22
281	中方县康龙助学基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	201062.68	14095.71	215158.39	198900	19800	0	1606.5	220306.5	0		-5148.11
282	中社社会工作发展基金会	2013	24424375.65	0	0		0	0	0	0	24424375.65	0	0	0	0	0	4865279.84		19559095.81	847128	0	654		0	0	0	1251092.1	2098874.1	7834967.84	363376.67	104.21	0	8198448.72	-4865279.84		-1234294.78
283	中科院研究生教育基金会	2013	13156682.98	0	0		0	0	0	0	13156682.98	6929224.38	0	0	0	6929224.38	0		6227458.6	0	0	0		0	0	14139090.7	1485.32	14140576.02	3339085.71	139809.87	0	0	3478895.58	0		10661680.44
284	中远慈善基金会	2013	40179726.31	0	0		0	950000	0	0	41129726.31	29392442.6	0	0	0	29392442.6	0		11737283.71	19144511.75	0	0		0	0	13448983.68	1031312.25	33624807.68	4236786.7	225852.93	975.91	2511497.62	6975113.16	0		26649694.52
286	临安市见义勇为奖励基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	660000	0	0		0	0	0	4980.92	664980.92	190561	3263.9	0	0	193824.9	0		471156.02
287	临沂市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1300000	0	0		0	0	710712.1	34214.35	2044926.45	3112387	86637.88	0	60.7	3199085.58	0		-1154159.13
289	临高县教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	6295504.4	0	0		0	407500	0	158490.39	6861494.79	1191300	136167.52	21387	0	1348854.52	0		5512640.27
290	丹东市公安民警救助基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1240000	0	0		0	0	0	29614.86	1269614.86	1905550	66553.48	0	0	1972103.48	0		-702488.62
291	丹阳市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	52000	0	0		0	0	0	704832.88	756832.88	1844768.55	31691.2	0	0	1876459.75	0		-1119626.87
292	丽水学院教育基金会	2013	2000000	0	0		0	0	0	0	2000000	0	0	0	0	0	0		0	0	0	0		0	0	0	2003.03	2003.03	0	0	0	0	0	0		0
293	丽水市人民教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2158136.9	0	0		0	0	0	76113.45	2234250.35	1713078.9	9413.5	0	0	1722492.4	0		511757.95
294	丽水市莲都区人民教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	146600	0	0		0	0	0	150053.06	296653.06	326317.2	26695	0	0	353012.2	0		-56359.14
296	乌兰察布市教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1000500	0	0		0	0	0	0	1000500	2000000	0	-589.09	0	1999410.91	0		-998910.91
298	乌兰浩特市城乡困难群众大病医疗救助基金会	2013	20000	0	0		0	2380000	1387500	0	3787500	1331716	4073.28	0	0	1335789.28	0		2451710.72	0	0	0		0	0	28570.39	4649.11	33219.5	0	687.5	0	0	687.5	0		32532
299	乌兰浩特市扶贫基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
300	乐山市关心下一代基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	36153	0	0		0	500000	0	15975	552128	36153	0	24	0	36177	0		515951
301	乐山市教育基金会	2013	17505744.5	0	0		0	20000	0	0	17525744.5	8930957.1	0	0	30000	8960957.1	-31149.9		8518937.3	22786570.9	0	0		0	0	0	1024341.76	23810912.66	12529019.3	382800.75	89988.5	0	13001808.55	-45850.1		10777954.21
302	乐清市社会组织发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	18227.55	18227.55	309700	2040	0	0	311740	0		-293512.45
303	乐至县教育基金会	2013	934000	0	0		0	0	0	0	934000	1198570	0	0	0	1198570	0		-264570	0	0	0		0	0	0	102056.82	102056.82	0	23479	0	0	23479	0		78577.82
304	九江市兆龙教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	225000	905.3	225905.3	169540	44303	0	0	213843	0		12062.3
305	九江市教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	18054900	0	0		0	0	0	0	18054900	0	0	0	0	0	0		6591261.66
306	九江银行敬老爱幼慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
307	云南三益文化国防基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1120174	0	0		0	0	0	4149.92	1124323.92	1187801.32	131646.98	1151.2	0	1320599.5	0		-196275.58
308	云南东陆教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	150000	0	0		0	0	0	23749.25	173749.25	50168	4678	0	0	54846	0		118903.25
309	云南中美二战国际友谊基金会	2013	0	0	0		0	0	0	0	0	10000000	0	0	0	10000000	0		-10000000	0	0	0		0	0	0	2880.06	2880.06	0	131500.04	0	0	131500.04	0		-128619.98
311	云南华商公益基金会	2013	5058528.39	0	0		0	0	0	0	5058528.39	5519685.41	0	0	0	5519685.41	0		-461157.02	7636.8	0	0		0	0	300000	0	307636.8	527505	505417.9	-14796.4	0	1018126.5	0		-710489.7
312	云南厚德教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2000000	0	0		0	0	58300	0	2058300	53452.56	3778.35	-4857.21	14574.85	66948.55	0		1991351.45
313	云南同行公益基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	4100000	0	0		0	0	0	0	4100000	235500	16674	-11180.56	0	240993.44	0		3859006.56
314	云南君仁博爱基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	457422	0	0		0	0	0	0	457422	601200	58300	0	-4221.91	655278.09	0		-197856.09
315	云南启晨生命生存生活教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	750000	0	0		0	0	0	0	750000	4197884.02	58675.35	-917.56	0	4255641.81	0		-3505641.81
316	云南启航教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	11000000	0	0		0	0	80094.24	2109.69	11082203.93	5500000	5445.69	0	0	5505445.69	0		5576758.24
317	云南和谊公益基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	150000	5500000	0		0	0	0	2645.96	5652645.96	1500000	11202.5	0	0	1511202.5	0		4141443.46
318	云南国际文化交流基金会	2013	0	0	0		0	0	0	0	0	400000	0	0	0	400000	0		0	400000	0	0		0	0	0	0	400000	0	0	0	0	0	0		0
319	云南士恒教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	11550		-11550	2090260	0	0		0	0	0	3284.84	2093544.84	823345.4	85537.91	0	1103214.2	2012097.51	-11550		92997.33
320	云南大理白族自治州扶贫基金会	2013	557900	0	0		0	0	0	0	557900	595500	0	0	0	595500	0		-37600	0	0	0		0	155000	0	323599.02	478599.02	67552.1	91350.31	13175	0	172077.41	0		306521.61
321	云南大益爱心基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	27984790.1	0	0		0	0	-84058.87	583111.76	28483842.99	4783814.76	327133.85	36276.5	0	5147225.11	0		23336617.88
322	云南孝尊教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	132087.1	83464.02	0	0	215551.12	0		-215551.12
323	云南宝华福田慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	320100	0	0		0	0	0	2000000	2320100	300000	3743	229	0	303972	0		2016128
324	云南慧邦尼公益基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	49200	24095	0	0	73295	0		-73295
325	云南振英润云公益基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2000000	0	0		0	0	0	0	2000000	0	0	0	0	0	0		2000000
326	云南教育基金会	2013	0	0	0		0	1000000	0	0	1000000	0	0	0	0	0	0		0	15889700	0	0		0	0	1988944.52	34087.46	17912731.98	16434647.81	367499.05	93400	0	16895546.86	0		1017185.12
327	云南民族文化发展基金会	2013	1462892.82	0	0		0	0	0	0	1462892.82	2199282.7	0	0	0	2199282.7	0		-736389.88	1566160	0	0		0	0	0	0	1566160	2664106	408724.44	-9779.65	0	3063050.79	0		-1496890.79
328	云南民间国际友好交流基金会	2013	0	0	0		0	4000000	0	0	4000000	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
330	云南滇池保护治理基金会	2013	80000	0	0		0	0	0	0	80000	2883690	0	0	0	2883690	0		-2803690	0	0	0		0	0	0	0	0	0	232326.12	-507048.46	0	-274722.34	0		274722.34
331	云南省俊发教育扶贫基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3205910	0	0		0	0	0	0	3205910	2541897.52	11808	-943.85	5212	2557973.67	0		647936.33
332	云南省公安民警英烈基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	5787140	0	0		0	0	8100000	62179.03	13949319.03	4001640.8	2991	0	0	4004631.8	0		9944687.23
333	云南省关心下一代基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1120174	0	0		0	0	0	4149.92	1124323.92	1187801.32	131646.98	1151.2	0	1320599.5	0		-196275.58
334	云南省医疗扶贫基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	73266850	0	0		0	0	0	0	73266850	64225506.75	688191.22	-273.64	8661	64922085.33	0		8344764.67
335	云南省妇女儿童发展基金会	2013	2971849.41	0	0		0	0	0	0	2971849.41	2019078.47	0	0	0	2019078.47	0		952770.94	0	0	0		0	0	917000	112962.3	1029962.3	0	107214.81	0	0	107214.81	0		922747.49
336	云南省工业人才发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	4600000	0	0		0	0	0	0	4600000	0	123299.38	-52738.76	0	70560.62	0		4529439.38
337	云南省扶贫基金会	2013	8396320.28	0	0		0	0	0	0	8396320.28	7640490.28	0	0	0	7640490.28	620000		135830	0	0	0		0	0	0	185009.68	185009.68	84377.97	274235.59	0	288515.64	647129.2	-620000		157880.48
338	云南省普洱市教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	621000	0	0		0	600000	16419.2	14678.59	1252097.79	1734000	0	14185.2	0	1748185.2	0		-496087.41
339	云南省杨善洲绿化基金会	2013	4014312.4	0	0		0	0	0	0	4014312.4	2311117.98	0	0	0	2311117.98	0		1703194.42	4528700	0	0		0	0	0	340200.54	4868900.54	4449028	232808.41	69292.4	0	4751128.81	0		117771.73
340	云南省残疾人福利基金会	2013	2018232.01	0	0		0	0	0	0	2018232.01	2001768.01	0	0	0	2001768.01	0		16464	0	0	0		0	200000	0	18479.3	218479.3	72137.2	169442.8	0	0	241580	0		-23100.7
341	云南省法律援助基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	29850	0	0		0	0	0	309325.31	339175.31	811160	67187.69	14607.84	0	892955.53	0		-553780.22
342	云南省泸商长江公益基金会	2013	0	0	0		0	0	0	0	0	0	6000	0	0	6000	0		-6000	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
344	云南省生物多样性保护基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3700000	0	0		0	0	1387992.89	0	5087992.89	1334586.43	142002.37	17089.72	0	1493678.52	0		3628493.81
345	云南省禁毒与防治艾滋病基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	10000	19230.16	218.02	0	29448.18	0		-29448.18
346	云南省绿色环境发展基金会	2013	3134126.6	790000	0		0	0	0	0	3924126.6	5280016.14	0	0	0	5280016.14	257309.21		-1613198.75	0	0	0		0	0	178761.64	13264.46	192026.1	0	367117.27	21138.6	2161.5	390417.37	-257309.21		58917.94
347	云南省老龄事业发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	6322000	0	0		0	0	654745.33	6690.46	6983435.79	6285998.7	232195.3	0	0	6518194	0		465241.79
348	云南省董勒成公益发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1000000	0	0		0	0	0	108.25	1000108.25	166000	2295	0	0	168295	0		831813.25
349	云南省见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1145395.9	0	0		0	7000000	4295000	5923.45	12446319.35	5519294.7	51270.32	0	0	5570565.02	0		6875754.33
350	云南省视界留学基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	37213		0	0	0	2463.52	39676.52	1750156.66	192165.34	0	0	1942322	0		-1902645.48
351	云南省青少年发展基金会	2013	82789817.93	0	0		0	475000	0	0	83264817.93	0	0	0	0	0	69808544.08		13456273.85	0	0	0		0	0	3449991.62	445026.08	3895017.7	69942018.71	1268818.44	787199.57	0	71998036.72	-69808544.08		1705525.06
352	云南省青年创业就业基金会	2013	2580300	0	0		0	0	0	0	2580300	0	0	0	0	0	2850220		-269920	0	0	0		0	0	222154.94	15001.04	237155.98	2850220	120142.66	0	0	2970362.66	-2850220		117013.32
354	云南聂耳音乐基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	1100000	0	3582.24	1103582.24	174309.45	41500.1	0	0	215809.55	0		887772.69
355	云南蒲公英民族扶贫助学基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	10000	0	0		0	0	0	0	10000	863011.7	77949.59	6753.99	0	947715.28	0		-937715.28
356	云南西双版纳州热带雨林保护基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	377800	0	0		0	0	0	30687.36	408487.36	1267830.6	132597.97	0	0	1400428.57	0		-991941.21
358	云和县人民教育基金会	2013	1373626	0	0		0	0	0	93110.66	1466736.66	1721000	13909	0	0	1734909	0		-268172.34	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
359	云霄县下坂扶贫助学基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
360	亨通慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	12102962	0	0		0	1262300	346910.19	1286625.68	14998797.87	13670929.37	601690.1	1333.91	0	14273953.38	0		724844.49
362	人保慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	2039620.23	2039620.23	22597543.8	48511.5	0	0	22646055.3	0		-20606435.07
363	亿利公益基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	12020000	0	0		0	0	0	21990.14	12041990.14	8623525.2	199380	0	0	8822905.2	0		3219084.94
364	什邡市教育基金会	2013	1506058.1	0	0		0	0	0	0	1506058.1	0	0	0	0	0	2052700		-546641.9	7105131.87	0	0		0	0	323202.45	8746.21	7437080.53	6374913.3	65011	23370.48	0	6463294.78	-2052700		3026485.75
365	仁寿县景圣景荟爱教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3757605.43	0	0		0	0	0	224000	3981605.43	3978305.43	0	0	455.16	3978760.59	0		2844.84
366	从化市教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2684800	0	0		0	500000	0	27797.98	3212597.98	1677366	31643.5	0	0	1709009.5	0		1503588.48
367	从化市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	1578.05	1578.05	6400	7908.54	0	0	14308.54	0		-12730.49
368	仙居县人民教育基金会	2013	0	0	0		0	0	0	128446	128446	60840	0	0	0	60840	0		67606	0	0	0		0	0	0	33765.55	33765.55	10311195.95	21475.6	0	0	10332671.55	0		-10298906
369	仪征万博慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	7040000	0	0		0	0	0	0	7040000	498000	1098	0	-361.95	498736.05	0		6550263.95
370	仪征市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2160000	0	0		0	0	0	2015.03	2162015.03	72384.6	10571	1100	0	84055.6	0		0
371	仰恩基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	250477.85	250477.85	500000	17019.5	0	0	517019.5	0		-266541.65
372	伊金霍洛旗人民教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	4802011	110427.15	4912438.15	12519084	140202.64	0	0	12659286.64	0		-7746848.49
373	伊金霍洛旗圣地英才基金会	2013	46000000	0	0		0	0	2700000	21181.06	48721181.06	702546.1	9464	0	880	712890.1	0		48008290.96	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
374	伊金霍洛旗少数民族发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	51550.69	11462.14	63012.83	0	4240	0	0	4240	0		58772.83
375	伊金霍洛旗扶贫基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	250000	0	0		0	0	672000	709.24	922709.24	450680	45020.27	0	315.92	496016.19	0		426693.05
376	伊金霍洛旗民族文化发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	380000	0	0		0	0	83432.62	19589.77	483022.39	385000	65147	0	0	430557.23	0		0
377	伊金霍洛旗特殊人群救助发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	65000	0	0		0	0	0	14193.55	79193.55	65000	6123	0	0	71123	0		8070.55
378	伊金霍洛旗玉良爱心基金会	2013	0	0	0		0	0	0	0	0	455000	0	380	0	455380	0		-455380	0	0	0		0	0	0	7089.9	7089.9	0	0	-7089.9	0	-7089.9	0		14179.8
379	传媒大学教育基金会	2013	12470000	0	0		0	0	0	0	12470000	5369142.6	0	0	0	5369142.6	0		7100857.4	50000	0	0		0	0	0	335872.06	385872.06	1000000	75632.98	0	0	1075632.98	0		-689760.92
380	余姚市人民教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1054596.4	0	0		0	0	0	54025.53	1108621.93	4165506.4	14585	0	0	4180091.4	0		-3071469.47
381	余姚市高级中学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	235000	0	0		0	0	0	173.54	235173.54	224717	9719.88	0	0	234436.88	0		736.66
382	余彭年慈善基金会	2013	11300000	0	0		0	0	0	505753.43	11805753.43	13072643.1	218721.03	-23318.09	0	13268046.04	0		-1462292.61	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
383	佛山市建设文化事业基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	210844.81	210844.81	352331.37	0	0	219414.04	571745.41	0		-360900.6
385	佛山市炽昌慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1400000	0	0		0	0	0	3439.69	1403439.69	433000	15100	63.5	0	448163.5	0		955276.19
387	佛山市顺德区教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	8703144.84	8703144.84	8276473.54	6930	0	0	8283403.54	0		419741.3
389	保定军校基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	56892	0	0		0	0	0	0	56892	2257221	111505.42	343.27	0	2369069.69	0		-2311191.15
392	儋州市思源高级中学首正教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3485200	0	0		0	0	0	0	3485200	2652254	69864.19	4108.62	0	2726226.81	0		758973.19
395	兰坪县大通照昀教育发展基金会	2013	2000000	0	0		0	0	0	0	2000000	2000000	0	0	0	2000000	0		0	10000	0	0		0	0	0	2428.06	12428.06	0	1302.5	0	0	1302.5	0		11125.56
397	兰州大学教育发展基金会	2013	6843859.51	0	0		0	0	0	0	6843859.51	1708629.23	0	0	0	1708629.23	0		5135230.28	0	0	0		0	0	0	363624.46	363624.46	0	16000	244.45	0	16244.45	0		347380.01
403	兰溪市教育基金会	2013	0	0	0		0	0	0	0	0	0	4852	0	0	4852	0		-4852	24306999	0	0		0	0	0	200155.07	24507154.07	21610570	103010	0	0	21713580	0		2793574.07
405	兴化市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	61000	0	0		0	0	0	245768.88	306768.88	70000	12238.8	0	0	82238.8	0		0
407	兴安盟人民教育基金会	2013	1000000	0	0		0	1000000	0	0	2000000	2000000	0	0	0	2000000	0		0	3103565.75	0	0		0	0	0	8068.72	3111634.47	4926365	238119.83	0	0	5164484.83	0		-2052850.36
408	兴安盟扶贫基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	268500	0	0		0	0	0	0	268500	268500	0	0	0	268500	0		0
409	内江市市中区教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	949780.4	0	0		0	0	0	148821.52	1098601.92	1865210	47120.8	5020	0	1917350.8	0		-818748.88
410	内蒙古乌拉特后旗盛安爱心济困基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	86450	0	0		0	0	39698.99	365.23	126514.22	169960	18339.96	0	0	188299.96	0		-61785.74
411	内蒙古云曙碧公益事业基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1751000	0	0		0	0	738000	4026.89	2493026.89	9317568	316922.18	0	298.5	9634788.68	0		-7141761.79
412	内蒙古元和爱心基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	342.12	342.12	100000	5750	0	0	105750	0		-105407.88
413	内蒙古包头市爱心慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	442114	0	0		0	380000	170100	0	992214	890020	97600	-70.53	0	987549.47	0		4664.53
414	内蒙古包头市青山区教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	245560	0	10786.91	256346.91	0	60453.5	0	0	60453.5	0		195893.41
415	内蒙古双秀农村教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
416	内蒙古天佑公益慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	16698.92	0	0	16698.92	0		-201104.42
417	内蒙古天隆公益慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	8772368	0	0		0	0	0	25753.77	8798121.77	500000	10346	0	0	510346	0		8287775.77
421	内蒙古师范大学教育发展基金会	2013	2484000	0	0		0	0	0	0	2484000	1218404.45	0	0	0	1218404.45	0		1265595.55	664871.9	0	0		0	0	82429.5	16005	763306.4	245878.8	39661.6	-12635.03	0	272905.37	0		490401.03
423	内蒙古弘业光彩事业扶困助学基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	403380	0	0		0	0	0	0	403380	770247	65156.47	14.38	100	835517.85	0		-432137.85
424	内蒙古李琳公益慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	29550	2564.5	0	0	32114.5	0		-32114.5
425	内蒙古来喜公益基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	61605	0	0		0	0	0	8051.96	69656.96	811200	81032.12	0	0	892232.12	0		-822575.16
