机构ID	机构名称	报表时间	本年度捐赠收入_现金	来自境内的捐赠_现金	来自境内自然人的捐赠_现金	来自境内法人或者其他组织的捐赠_现金	来自境外的捐赠_现金	来自境外自然人的捐赠_现金	来自境外法人或者其他组织的捐赠_现金	接受非公益性捐赠情况_现金	本年度捐赠收入_非现金	来自境内的捐赠_非现金	来自境内自然人的捐赠_非现金	来自境内法人或者其他组织的捐赠_非现金	来自境外的捐赠_非现金	来自境外自然人的捐赠_非现金	来自境外法人或者其他组织的捐赠_非现金	接受非公益性捐赠情况_非现金	上年度基金余额	本年度总支出	本年度用于公益事业的支出	工作人员工资福利支出	行政办公支出	捐赠主体ID	捐赠主体名称	捐赠额_现金_限定	捐赠额_非现金_限定	捐赠额_现金_非限定	捐赠额_非现金_非限定	用途
ricf_oid	ba_cn	fp_dt	ao_ad	ao_dd	ao_ddc	ao_ddi	ao_od	ao_odn	ao_odi	ao_nni	ao_adn	ao_ddn	ao_ddnn	ao_ddin	ao_odnn	ao_odnn	ao_odin	ao_nnin	ao_lst	ao_ate	ao_cc	ao_slr	ao_adex	ao_did	ao_dn	ao_dcae	ao_ncae	ao_dcan	ao_ncan	ao_use
2447	深圳市绿色低碳发展基金会	2013	6216779	5428992	0	5428992	787787	0	787787	0	0	0	0	0	0	0	0	0		1867217.4	1701384.6	145872.96	19959.84							
2448	深圳市绿色基金会	2013	3915770	3915770	0	3915770	0	0	0	0	0	0	0	0	0	0	0	0		22526809.69	21793800.4	0	733009.29							
2449	深圳市老龄事业发展基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		193442.14	0	0	193442.14							
2450	深圳市职工解困济难基金会	2013	1674088.1	1674088.1	1674088.1	0	0	0	0	0	0	0	0	0	0	0	0	0		3588665.97	3350244.7	0	238212.27							
2452	深圳市花样盛年慈善基金会	2013	1827808.04	1827808.04	1827808.04	0	0	0	0	0	0	0	0	0	0	0	0	0		1265953.1	1265863.1	0	90							
2453	深圳市荣格爱的力量公益基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		144472	135251	0	9221							
2455	深圳市见义勇为基金会	2013	178300	178300	78300	100000	0	0	0	0	0	0	0	0	0	0	0	0		3072087.29	2779364.98	0	292722.31							
2456	深圳市警察基金会	2013	15945750	15945750	15945750	0	0	0	0	0	0	0	0	0	0	0	0	0		16815048.28	16040925.4	0	685165.18							
2457	深圳市越海慈善基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
2458	深圳市转动热情自行车体育基金会	2013	690000	690000	0	690000	0	0	0	0	0	0	0	0	0	0	0	0		511953.3	508564.7	0	3388.6							
2459	深圳市远见教育发展基金会	2013	332000	332000	29800	302200	0	0	0	0	0	0	0	0	0	0	0	0		741781.41	702457.99	36463.28	2985.12							
2460	深圳市郑卫宁慈善基金会	2013	5912508.76	5912508.76	581414.5	5331094.26	0	0	0	0	0	0	0	0	0	0	0	0		4313117.21	4313117.21	0	0							
2463	深圳市阳光心理健康基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3224485.9	2964525.56	131498.6	125097.9							
2465	深圳市雅图文化教育慈善基金会	2013	1700000	1700000	0	1700000	0	0	0	0	0	0	0	0	0	0	0	0		421843	419200	0	2643							
2466	深圳市雅昌艺术基金会	2013	530000	530000	0	530000	0	0	0	0	0	0	0	0	0	0	0	0		364799.35	364400	0	399.35							
2467	深圳市青少年发展基金会	2013	9803444.85	9803444.85	5502444.85	4301000	0	0	0	0	0	0	0	0	0	0	0	0		15885520.89	14873384.86	0	1008492.23							
2469	深圳市马洪经济研究发展基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		459569.92	416795.42	10700	31583.32							
2471	深圳市龙越慈善基金会	2013	4623275.4	4623275.4	1563000.55	3060274.85	0	0	0	0	0	0	0	0	0	0	0	0		4370664.49	3896386.31	316805.25	100590.05							
2473	清华大学教育基金会	2013	1451203964.44	1228557816.5	83379845.55	1145177970.95	222646147.94	6434382.18	216211765.76	0	0	0	0	0	0	0	0	0		727567477.3	693727183.61	7142807.58	7144401.92							
2474	清远市农商银行公益基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		555102.62	531536.9	0	23565.72							
2475	清远市见义勇为基金会	2013	3020000	3020000	0	3020000	0	0	0	0	0	0	0	0	0	0	0	0		963828.61	963828.61	0	0							
2476	温岭市人民教育基金会	2013	1411000	1411000	1411000	0	0	0	0	0	0	0	0	0	0	0	0	0		10709268.48	10653584.24	0	34015.3							
2477	温州中学教育发展基金会	2013	4890000	4890000	0	4890000	0	0	0	0	0	0	0	0	0	0	0	0		4144014.8	4104958.5	16100	22956.3							
2478	温州医科大学教育发展基金会	2013	1437960	1437960	122000	1315960	0	0	0	0	0	0	0	0	0	0	0	0		3978.2	0	0	3978.2							
2480	温州大学教育发展基金会	2013	7251488.67	7251488.67	1334000	5917488.67	0	0	0	0	0	0	0	0	0	0	0	0		753265	729737	0	23528							
2481	温州市人民教育基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13482471.88	13113121.1	133552.15	219080.63							
2482	温州市优秀历史文化保护发展基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1557615.91	1435000	97852	18298.91							
2483	温州市农业技术推广基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2091463	1801000	46200	48266							
2484	温州市叶康松慈善基金会	2013	200000	200000	200000	0	0	0	0	0	0	0	0	0	0	0	0	0		777714.33	721492.8	54350	1871.53							
2486	温州市实验小学教育发展基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2049152	2027297	17600	4255							
2487	温州市永乐科技奖励医疗救助基金会	2013	405500	405500	23000	382500	0	0	0	0	0	0	0	0	0	0	0	0		1209229.17	1164061	29900	15268.17							
2488	温州市温商慈善基金会	2013	710200	710200	15000	695200	0	0	0	0	0	0	0	0	0	0	0	0		727182.5	704598	6900	15411							
2489	温州市瓯海区人民教育基金会	2013	12337696	12337696	0	12337696	0	0	0	0	0	0	0	0	0	0	0	0		10741605	10614336	10000	1548							
2492	温州市警察基金会	2013	13142036.08	13142036.08	0	13142036.08	0	0	0	0	0	0	0	0	0	0	0	0		4637773.43	4569100	24816.04	42069.87							
2495	温州市鹿城区人民教育基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5270526	5264142	0	6384							
2497	温州市龙湾区人民教育基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		448309	444000	0	4309							
2500	温州百润教育基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		516390.75	401610	0	114780.75							
2502	温州金州永强慈善基金会	2013	1173616	1173616	182500	991116	0	0	0	0	0	0	0	0	0	0	0	0		1308654.99	1226800	68400	13454.99							
2503	湖北博昊济学基金会	2013	3358180	3358180	3358180	0	0	0	0	0	0	0	0	0	0	0	0	0		3352860.09	3348443.4	0	3981.69							
2504	湖北大学教育发展基金会	2013	3579773.6	3579773.6	3579773.6	0	0	0	0	51062.14	0	0	0	0	0	0	0	0		2455503.36	2443108.16	0	12395.2							
2505	湖北工业大学教育发展基金会	2013	4237350.3	4237350.3	1772300.3	2465050	0	0	0	0	0	0	0	0	0	0	0	0		1204582.1	1116739.3	0	45851.8							
2506	湖北工程学院教育发展基金会	2013	11183898.5	11183898.5	1041998.5	10141900	0	0	0	0	0	0	0	0	0	0	0	0		2445374.6	2411563	0	33811.6							
2507	湖北文理学院教育发展基金会	2013	5270000	5270000	0	5270000	0	0	0	0	0	0	0	0	0	0	0	0		18592535.3	18587988.6	0	3546.7							
2508	湖北汽车工业学院教育发展基金会	2013	1135856	1135856	125856	1010000	0	0	0	0	0	0	0	0	0	0	0	0		79090.5	79000	0	0							
2509	湖北省仙桃见义勇为基金会	2013	3989710	3989710	3989710	0	0	0	0	0	0	0	0	0	0	0	0	0		299136.6	266418.6	0	32718							
2510	湖北省体育基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		335000	335000	0	0							
2511	湖北省信义兄弟农民工帮扶基金会	2013	773940	773940	773940	0	0	0	0	0	0	0	0	0	0	0	0	0		477383	447383	30000	0							
2512	湖北省全洲慈善公益基金会	2013	500000	500000	0	500000	0	0	0	0	0	0	0	0	0	0	0	0		1104794.08	963000	121393	2200							
2513	湖北省兴发之星教师奖励基金会	2013	1200000	1200000	0	1200000	0	0	0	0	0	0	0	0	0	0	0	0		1084279.3	1064007	13500	6772.3							
2514	湖北省刘道玉教育基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		592719.86	555039.77	19172	18370							
2515	湖北省吴兆麟基金会	2013	231000	231000	231000	0	0	0	0	0	0	0	0	0	0	0	0	0		265831.63	241541.9	12000	7394.9							
2516	湖北省吴汉东法学教育基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2920.35	0	0	2920.35							
2517	湖北省国中医药公益基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		261863.41	240000	21863.41	0							
2518	湖北省外出务工农民救助基金会	2013	200000	200000	0	200000	0	0	0	0	0	0	0	0	0	0	0	0		195600	180000	9800	5800							
2519	湖北省夷陵中学教育发展基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		647456.5	640750	0	6706.5							
2520	湖北省妇女儿童发展基金会	2013	1587066.51	1587066.51	707066.51	880000	0	0	0	0	0	0	0	0	0	0	0	0		3335916.5	3333737	0	0							
2521	湖北省宜昌一中教育发展基金会	2013	1728000	1728000	1728000	0	0	0	0	0	0	0	0	0	0	0	0	0		1527383.09	1454404.29	3000	7028.8							
2522	湖北省宜昌思源慈善基金会	2013	1500000	1500000	0	1500000	0	0	0	0	0	0	0	0	0	0	0	0		933783.43	929748.6	0	5963							
2523	湖北省宜昌金东方助学基金会	2013	2815000	2815000	0	2815000	0	0	0	0	0	0	0	0	0	0	0	0		332214.5	300796	0	12510.5							
2525	湖北省弘愿慈善基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		494646	429000	64873	773							
2526	湖北省扶贫基金会	2013	38216268.68	38216268.68	38216268.68	0	0	0	0	0	0	0	0	0	0	0	0	0		41025187.15	40484363.35	162691	232302.4							
2527	湖北省教育基金会	2013	17843864.73	17843864.73	17843864.73	0	0	0	0	0	0	0	0	0	0	0	0	0		10237284.29	9579166.71	224146.9	325871.28							
2528	湖北省文化艺术发展基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		21577.2	10000	0	11198.8							
2529	湖北省新纪元公益基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
2530	湖北省树海公益慈善基金会	2013	2144000	2144000	344000	1800000	0	0	0	0	0	0	0	0	0	0	0	0		536796	528000	0	8796							
2531	湖北省武汉中学教育发展基金会	2013	198014.91	198014.91	148014.91	50000	0	0	0	0	0	0	0	0	0	0	0	0		4362293.4	4335461.4	26400	432							
2532	湖北省洪湖丰森助学基金会	2013	70000	70000	70000	0	0	0	0	0	0	0	0	0	0	0	0	0		177013.43	160000	12000	5013.43							
2533	湖北省湿地保护基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1290992.69	1242878.6	31200	16914.09							
2534	湖北省炎帝神农故里建设基金会	2013	600000	600000	0	600000	0	0	0	0	0	0	0	0	0	0	0	0		2284841.5	2073900	124373	86568.5							
2535	湖北省红十字基金会	2013	415505.1	415505.1	54513	360992.1	0	0	0	0	0	0	0	0	0	0	0	0		338869.23	333644.4	0	5224.83							
2536	湖北省红安惠农公益基金会	2013	17714083	17714083	0	17714083	0	0	0	0	0	0	0	0	0	0	0	0		2617553.72	2491391.86	58765.6	67396.26							
2537	湖北省自强教育基金会	2013	300000	300000	300000	0	0	0	0	0	0	0	0	0	0	0	0	0		242176.78	240000	0	2076.2							
2539	湖北省荆门聂绀弩诗词研究基金会	2013	1201000	1201000	0	1201000	0	0	0	0	0	0	0	0	0	0	0	0		260530.5	260000	0	530.5							
2540	湖北省见义勇为基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2980622.09	2514977.5	214605	168939.73							
2541	湖北省长江证券公益慈善基金会	2013	3150	3150	150	3000	0	0	0	0	0	0	0	0	0	0	0	0		883324.5	878848.5	0	4476							
2542	湖北省青少年发展基金会	2013	65966222.81	65966222.81	65966222.81	0	0	0	0	0	0	0	0	0	0	0	0	0		65633480.84	62153625.5	999113.43	390163.71							
2543	湖北省青年创业就业基金会	2013	2816000	2816000	0	2816000	0	0	0	0	0	0	0	0	0	0	0	0		2987381.36	2975366.06	0	12015.3							
2544	湖北省龙感湖中学雪龙教育发展基金会	2013	241500	241500	241500	0	0	0	0	0	0	0	0	0	0	0	0	0		402496.32	312430	36000	3466.32							
2545	湖北西部生态健康基金会	2013	3000000	3000000	0	3000000	0	0	0	0	0	0	0	0	0	0	0	0		1091005.14	984173.68	0	106831.46							
2546	湖南光召科学技术基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		755903.2	683963.7	56400	15539.5							
2548	湖南商学院教育基金会	2013	150000	150000	150000	0	0	0	0	0	0	0	0	0	0	0	0	0		167230	165000	0	670							
2549	湖南大学教育基金会	2013	21822313.56	20766277	17129017	3637260	1056036.56	20989.55	1035047.01	0	0	0	0	0	0	0	0	0		12158537.92	11804501.69	24840	88263.4							
2550	湖南天龙慈善基金会	2013	800000	800000	0	800000	0	0	0	0	0	0	0	0	0	0	0	0		776910.5	772027.5	0	4883							
2551	湖南岳阳长炼石化科技创新基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1100	0	0	0							
2552	湖南工学院教育基金会	2013	2045800	2045800	2045800	0	0	0	0	0	0	0	0	0	0	0	0	0		3264811.6	3253207	0	11604.6							
2553	湖南平安小精灵一路无忧公益基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
2554	湖南惠民农村留守儿童学前教育基金会	2013	4641961.7	4641961.7	4341961.7	300000	0	0	0	0	0	0	0	0	0	0	0	0		4208228.6	3809275.8	255555	143397.8							
2555	湖南慧源文化艺术发展基金会	2013	200000	200000	0	200000	0	0	0	0	0	0	0	0	0	0	0	0		197500	165000	11500	0							
2556	湖南文理学院教育发展基金会	2013	120000	120000	120000	0	0	0	0	0	0	0	0	0	0	0	0	0		260594.35	268500	0	0							
2558	湖南正阳大学生创业基金会	2013	350000	350000	350000	0	0	0	0	0	0	0	0	0	0	0	0	0		344537.6	320000	0	24537.6							
2560	湖南潇湘晨报公益基金会	2013	1543661.9	1543661.9	163219	1380442.9	0	0	0	0	0	0	0	0	0	0	0	0		320027.12	317990.82	0	2036.3							
2561	湖南理工学院教育基金会	2013	1352780	1352780	1352780	0	0	0	0	0	0	0	0	0	0	0	0	0		566752.4	564000	0	0							
2563	湖南省中南林业科技大学教育基金会	2013	75000	75000	75000	0	0	0	0	0	0	0	0	0	0	0	0	0		467259.98	452382.98	10000	4877							
2564	湖南省临湘市教师奖励基金会	2013	722421	722421	522421	200000	0	0	0	0	0	0	0	0	0	0	0	0		894256.48	754614.5	34400	4546.5							
2565	湖南省九嶷山舜帝陵基金会	2013	7587800	7587800	7587800	0	0	0	0	0	0	0	0	0	0	0	0	0		5417887.85	5243437.9	63916.33	110533.62							
2566	湖南省佛慈基金会	2013	4229495.5	4229495.5	4229495.5	0	0	0	0	0	0	0	0	0	0	0	0	0		2631991.4	2451501.9	172900	7589.5							
2567	湖南省保靖县教育基金会	2013	522593	522593	122593	400000	0	0	0	0	0	0	0	0	0	0	0	0		52487	45100	0	0							
2568	湖南省公安民警基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14504680.03	14487156.72	0	17523.31							
2569	湖南省华容县教师奖励基金会	2013	8201307	8201307	8201307	0	0	0	0	0	0	0	0	0	0	0	0	0		8265448	8233079	16600	15769							
2570	湖南省双峰县教育基金会	2013	747500	747500	80000	667500	0	0	0	0	0	0	0	0	0	0	0	0		1927644	1864669	0	62975							
2571	湖南省吉首大学教育基金会	2013	1141042.56	1141042.56	406878.29	734164.27	0	0	0	0	0	0	0	0	0	0	0	0		763720	763720	0	0							
2572	湖南省吉首市教育基金会	2013	106537.5	106537.5	106537.5	0	0	0	0	0	0	0	0	0	0	0	0	0		42537	37992	0	4545							
2573	湖南省喜生慈善基金会	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0							
2574	湖南省基督教信德基金会	2013	2831133.43	0	0	0	2831133.43	0	2831133.43	0	0	0	0	0	0	0	0	0		2680828.2	2645958.5	0	34869.7							
2575	湖南省大药王寺安养基金会	2013	753880	753880	753880	0	0	0	0	0	0	0	0	0	0	0	0	0		201899.3	180137.3	0	0							
2576	湖南省妇女儿童发展基金会	2013	2793475.17	1981144	1981144	0	812331.17	0	812331.17	0	0	0	0	0	0	0	0	0		2294884.69	2238065.5	7200	49619.19							
