ricf_oid	ba_cn	nacao_uscc	name_set
3325	黑龙江省妇女儿童基金会	53230000E68261305K	黑龙江省妇女儿童基金会
3326	黑龙江省教师奖励基金会	53230000505300412Q	黑龙江省教师奖励基金会
3327	黑龙江省残疾人福利基金会	5323000075866621X6	黑龙江省残疾人福利基金会
3328	黑龙江省求真经济研究基金会	532300000691980279	黑龙江省求真经济研究基金会
3329	黑龙江省玛克威慈善基金会	53230000066097941F	黑龙江省玛克威慈善基金会
3330	黑龙江省省直机关职工爱心救助基金会	532300005561121984	黑龙江省省直机关职工爱心救助基金会
3331	黑龙江省社会科学发展基金会	53230000744400373P	黑龙江省社会科学发展基金会
3332	黑龙江省见义勇为奖励基金会	53230000505301933H	黑龙江省见义勇为奖励基金会
3333	黑龙江省青少年发展基金会	53230000505300017H	黑龙江省青少年发展基金会
3334	黑龙江省青年创业就业基金会	53230000556118565R	黑龙江省青年创业就业基金会
3335	黑龙江省齐齐哈尔医学院教育发展基金会	532300000574430995	黑龙江省齐齐哈尔医学院教育发展基金会
3336	黑龙江省齐齐哈尔市公安民警救助基金会	532300000660951375	黑龙江省齐齐哈尔市公安民警救助基金会
3337	黑龙江省齐齐哈尔市残疾人福利基金会	53230000052858260Q	黑龙江省齐齐哈尔市残疾人福利基金会
3338	黑龙江飞鹤乳业有限公司助学基金会	53230000790524385F	黑龙江飞鹤乳业有限公司助学基金会
3339	齐齐哈尔大学教育发展基金会	53230000588107705J	齐齐哈尔大学教育发展基金会
3340	齐齐哈尔工程学院教育发展基金会	532300000777896283	齐齐哈尔工程学院教育发展基金会
3341	齐齐哈尔市见义勇为奖励基金会	53230000E76844471F	齐齐哈尔市见义勇为奖励基金会#齐齐哈尔市维护社会治安见义勇为奖励基金会
3342	龙岩市新罗区林国仁教育基金会	53350000669292797J	龙岩市新罗区林国仁教育基金会
3343	龙川县教育发展基金会	53440000678895864F	龙川县教育发展基金会
3344	龙游县人民教育基金会	53330000786449220Y	龙游县人民教育基金会
3345	黑龙江省烈士纪念事业基金会	53230000505300957Q	黑龙江省烈士纪念事业基金会
3346	湘潭市子敬慈善基金会	53430300395840660P	湘潭市子敬慈善基金会
3347	东莞市教育基金会	53440000762911548L	东莞市教育基金会
3348	宁夏银川大学教育发展基金会	53640000MJX173197L	宁夏银川大学教育发展基金会
3349	广东省利海绿色基金会	53440000678899611J	广东省利海绿色基金会
3350	宁夏回族自治区残疾人福利基金会	53640000MJX173365N	宁夏回族自治区残疾人福利基金会
3351	广东省绿景慈善基金会	534400006806013196	广东省绿景慈善基金会
3352	宁夏科技创业基金会		宁夏科技创业基金会#宁夏回族自治区科技创业基金会
3353	广东省南粤广播电视发展基金会	534400006806263137	广东省南粤广播电视发展基金会
3354	宁夏煤炭职工扶贫济困基金会	53640000MJX1731622	宁夏回族自治区煤炭职工扶贫济困基金会#宁夏煤炭职工扶贫济困基金会
3355	深圳市教育发展基金会	53440000502677548K	深圳市教育发展基金会
3356	宁夏青少年发展基金会	53640000MJX173146C	宁夏回族自治区青少年发展基金会#宁夏青少年发展基金会
3357	宁夏文学艺术基金会		宁夏文学艺术基金会
3358	宁夏医学科研教育基金会	53640000MJX1735173	宁夏回族自治区医学科研教育基金会#宁夏医学科研教育基金会
3359	惠来县教育基金会	53440000762911433E	惠来县教育基金会
3360	宁夏回族自治区见义勇为基金会	53640000MJX173429L	宁夏回族自治区见义勇为基金会
3361	宁夏回族自治区扶贫基金会		宁夏扶贫基金会#宁夏回族自治区扶贫基金会
3362	宁夏中小学幼儿教师奖励基金会	53640000MJX173488P	宁夏中小学幼儿教师奖励基金会
3363	深圳市社会福利基金会	53440000502677185P	深圳市社会福利基金会
3364	宁夏回族自治区妇女儿童发展基金会		宁夏回族自治区妇女儿童发展基金会#宁夏妇女儿童发展基金会
3365	宁夏回族自治区公安民警英烈基金会		宁夏回族自治区公安民警英烈基金会#宁夏公安民警英烈基金会
3366	深圳市社会公益基金会	534400005026760003	深圳市社会公益基金会#深圳市老区建设基金会
3367	深圳市拥军优属基金会		深圳市拥军优属基金会
3368	四会市教育基金会	5344000076291145X1	四会市教育基金会
3369	宁夏银川市残疾人福利基金会	53640000MJX173533Q	宁夏回族自治区银川市残疾人福利基金会#宁夏银川市残疾人福利基金会
3370	银川市人民群众见义勇为基金会	53640000MJX173074K	银川市人民群众见义勇为基金会#宁夏回族自治区银川市人民群众见义勇为基金会
3371	宁夏盐池教育发展基金会		宁夏盐池教育发展基金会#宁夏回族自治区盐池教育发展基金会
3372	广东省文物保护基金会	534400005153563051	广东省文物保护基金会
3373	汕头市澄海区教育基金会	53440000724795785L	汕头市澄海区教育基金会
3374	新疆妇女儿童发展基金会	536501026763412354	新疆妇女儿童发展基金会
3375	广东省林若熹艺术基金会	53440000684470491X	广东省林若熹艺术基金会
3376	深圳市弘法寺慈善功德基金会	53440000724796972W	深圳市弘法寺慈善功德基金会
3377	新疆巴音郭楞蒙古自治州送温暖工程基金会	53652801505263906M	新疆维吾尔自治区巴州送温暖基金会#新疆巴音郭楞蒙古自治州送温暖工程基金会
3378	新疆维吾尔自治区残疾人福利基金会	53650103673415622L	新疆维吾尔自治区残疾人福利基金会
3379	广东省骏安慈善基金会	534400006864146536	广东省骏安慈善基金会
3380	广东省大成慈善基金会	534400006864146611	广东省大成慈善基金会
3381	新疆维吾尔自治区迪丽娜尔文化艺术交流发展基金会	536501027846868479	新疆维吾尔自治区迪丽娜尔文化艺术交流发展基金会
3382	深圳市腾邦慈善基金会	53440000686424456U	深圳市腾邦慈善基金会
3383	广东省广东警官学院教育发展基金会	53440000686424472H	广东省广东警官学院教育发展基金会
3384	新疆维吾尔自治区教育基金会		新疆维吾尔自治区教育基金会
3385	广东省妇女儿童基金会	53440000515355118Q	广东省妇女儿童基金会
3386	新疆维吾尔自治区克拉玛依12.8专项基金会		新疆维吾尔自治区克拉玛依12.8专项基金会
3387	新疆维吾尔自治区蓝盾基金会	536501035052636318	新疆维吾尔自治区蓝盾基金会
3388	新疆维吾尔自治区老龄事业发展基金会	5365010250526022X3	新疆维吾尔自治区老龄事业发展基金会
3389	新疆维吾尔自治区青少年发展基金会	53650000MJX616509G	新疆维吾尔自治区青少年发展基金会
3390	新疆维吾尔自治区社会治安综合治理见义勇为奖励基金会	53650102505263180F	新疆维吾尔自治区社会治安综合治理见义勇为奖励基金会
3391	乌鲁木齐市见义勇为基金会	53650105505262719A	乌鲁木齐市社会治安见义勇为奖励基金会#乌鲁木齐市见义勇为基金会
3392	新疆维吾尔自治区乌鲁木齐老年基金会	53650102787639042X	新疆维吾尔自治区乌鲁木齐老年基金会
3393	乌鲁木齐市职工送温暖工程基金会		乌鲁木齐市职工送温暖工程基金会#新疆维吾尔自治区乌市职工送温暖工程基金会
3394	新疆维吾尔自治区畜牧业发展基金会	53650102505260246X	新疆维吾尔自治区畜牧业发展基金会
3395	新疆维吾尔自治区送温暖工程基金会	5365010250526399XP	新疆维吾尔自治区送温暖工程基金会
3396	新疆维吾尔自治区自然生态保护基金会		新疆维吾尔自治区自然生态保护基金会
3397	援助西藏发展基金会	53100000500009730W	援助西藏发展基金会
3398	重庆市彭水王应田教育基金会	535000007688597445	重庆市彭水王应田教育基金会
3399	重庆市扶贫基金会	53500000768860403K	重庆市扶贫基金会
3400	重庆孤残儿童援助基金会	53500000778475971L	重庆孤残儿童援助基金会
3401	广东省陈绍常慈善基金会	53440000688640101A	广东省陈绍常慈善基金会
3402	东莞市金胜教育发展基金会	534400006886584916	东莞市金胜教育发展基金会
3403	重庆市儿童医疗救助基金会	53500000778469838M	重庆市白血病儿童救助基金会#重庆市儿童医疗救助基金会
3404	广东省达清慈善基金会	53440000688658504U	广东省达清慈善基金会
3405	重庆儿童救助基金会	53500000781580174D	重庆儿童救助基金会#重庆弃婴收养基金会
3406	广东省农工商职业技术学院教育发展基金会	53440000688685836P	广东省农工商职业技术学院教育发展基金会
3407	中山市教育基金会	534400007629107211	中山市教育基金会
3408	重庆市急救医疗救助基金会	5350000078423711XB	重庆市急救医疗救助基金会
3409	广东省星海音乐学院教育发展基金会	53440000690509161G	广东省星海音乐学院教育发展基金会
3410	广东省消防救助基金会	53440000690509209Q	广东省消防救助基金会
3411	佛山市金盾救助基金会	53440000692407150P	佛山市金盾救助基金会
3412	深圳市新闻人才基金会	5344000050267681XB	深圳市新闻人才基金会
3413	揭阳市志英助学基金会	53440000692425746C	揭阳市志英助学基金会
3414	广州市华侨文化发展基金会	534400005173593079	广州市华侨文化发展基金会
3415	佛山市顺德区职工解困基金会	53440000762910692M	佛山市顺德区职工解困基金会
3416	重庆市华岩文教基金会	53500000787480537U	重庆市华岩文教基金会
3417	广东省隆江慈善基金会	53440000692484869L	广东省隆江慈善基金会
3418	重庆市光明基金会	53500000798045610W	重庆市光明基金会
3419	广东省富迪慈善基金会	53440000694700238M	广东省富迪慈善基金会
3420	广东省千禾社区公益基金会	53440000694724379Y	广东省千禾社区公益基金会
3421	重庆市法律援助基金会	535000006635642020	重庆市法律援助基金会
3422	深圳市博时慈善基金会	53440000694724205M	深圳市博时慈善基金会
3423	重庆市残疾人福利基金会	535000006664079902	重庆市残疾人福利基金会
3424	广东省春桃慈善基金会	53440000694778377C	广东省春桃慈善基金会
3425	广东省建滔慈善基金会	53440000696400503Q	广东省建滔慈善基金会
3426	重庆市丰都教育奖励扶助基金会	535000006664158867	重庆市丰都教育奖励扶助基金会
3427	广东省卓越慈善基金会	53440000696410760Q	广东省卓越慈善基金会
3428	广东省钻石世家慈善基金会	53440000696437111N	广东省钻石世家慈善基金会
3429	广东省吴小兰慈善基金会	53440000696437103U	广东省吴小兰慈善基金会
3430	重庆缙云山养生慈爱基金会	53500000666429057E	重庆缙云山养生慈爱基金会
3431	广东省发展中医药事业基金会	53440000515357375F	广东省发展中医药事业基金会
3432	广东省鹏城拥军优抚基金会	53440000696475628A	广东省鹏城拥军优抚基金会
3433	重庆浙商爱心基金会	5350000066893716XU	重庆浙商爱心基金会
3434	广东省青年创业就业基金会	534400006964869769	广东省青年创业就业基金会
3435	广东省甲中慈善基金会	53440000698104732M	广东省甲中慈善基金会
3436	重庆大学教育基金会		重庆大学教育基金会
3437	广州市羊城志愿服务基金会	53440000698153198U	广州市羊城志愿服务基金会
3438	广东省华南师大附中教育基金会	53440000698181252K	广东省华南师大附中教育基金会
3439	广东省汕头大学教育基金会	53440000698188817K	广东省汕头大学教育基金会
3440	广东省惠民慈善基金会	53440000699719819G	广东省惠民慈善基金会
3441	广东省暨南大学教育发展基金会	53440000699750234Y	广东省暨南大学教育发展基金会
