机构ID	机构名称	捐赠收入_限定	会费收入_限定	提供服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
ricf_oid	ba_cn	fa_dine	fa_asine	fa_sine	fa_pine	fa_gine	fa_inine	fa_otine	fa_intoe	fa_accoe	fa_adexe	fa_fuexe	fa_otexe	fa_cotoe	fa_etoue	fa_neche	fa_dinu	fa_asinu	fa_sinu	fa_pinu	fa_ginu	fa_ininu	fa_otinu	fa_intou	fa_accou	fa_adexu	fa_fuexu	fa_otexu	fa_cotou	fa_etouu	fa_nechu
255	中国留学人才发展基金会	9701713.9	0	0	0	0	0	0	9701713.9	19100687.07	0	0	0	19100687.07	0	-9398973.17	806500	0	0	0	0	0	1806136.53	2612636.53	1604204.84	1934624.59	822.38	10680	3550331.81	0	-937695.28
256	中国癌症基金会	3024057469.53	0	13807672.6	0	0	0	0	3037865142.13	0	0	0	0	0	2658919414.19	378945727.94	3736711.05	0	1145107.88	0	0	0	496025.24	5377844.17	2659307689.89	3587063.11	0	0	2662894753	2658919414.19	1402505.36
257	中国益民文化建设基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381998.91	381998.91	1148000	108555.05	0	109	1256664.05	0	-874665.14
258	中国矿业大学教育发展基金会	2367737	0	0	0	0	0	0	2367737	765884.6	0	0	0	765884.6	0	1601852.4	17520199.26	0	0	0	0	0	0	17520199.26	19102000	112118.44	-111763.93	0	19102354.51	0	-1582155
259	中国社会福利基金会	270680531.19	0	0	0	1000000	0	0	271680531.19	0	0	0	0	0	-251572221.53	20108309.66	0	0	0	0	0	0	9750575.4	9750575.4	244581651.16	5098639.08	0	1995	249682285.24	251572221.53	11640511.69
260	中国禁毒基金会	31991248	0	291262.14	0	0	0	0	32282510.14	0	0	0	0	0	-17700001	14582509.14	253865	0	0	0	0	0	2492350.02	2746215.02	21239844.25	1009025.66	0	28567.25	22277437.16	17700001	-1831221.14
261	中国科学技术大学教育基金会	59939282.44	0	0	0	0	0	149475.26	60088757.7	24541976.39	0	-112380	0	24429596.39	0	35659161.31	0	0	0	0	0	0	4415531.87	4415531.87	0	87091.61	0	0	87091.61	0	4328440.26
262	中国科技馆发展基金会	5250000	0	0	0	0	0	0	5250000	0	0	0	0	0	-7990705.4	-2740705.4	0	0	0	0	0	0	853560.67	853560.67	8153750.4	148087.21	0	0	8301837.61	7990705.4	542428.46
263	中国移动慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38000000	0	0	0	0	0	1024401.7	39024401.7	38300000	15400	0	0	38315400	0	709001.7
264	中国红十字基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159350656	0	0	0	85800000	18696295.19	3939899.27	267786850.46	237286289.82	11570273.54	1413276.09	0	250269839.45	0	17517011.01
265	中国经济改革研究基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2829974.03	0	0	0	0	17264300	36684.26	20130958.29	9477981.68	717489.58	0	0	10195471.26	0	9935487.03
266	中国绿化基金会	47401035.06	0	0	0	4540000	0	0	51941035.06	0	0	0	0	0	-46749852.06	5191183	0	0	0	0	583800	229000	6501109.02	7313909.02	47349852.06	3161517.08	0	0	50511369.14	46749852.06	3552391.94
267	中国绿色碳汇基金会	58840365.3	0	0	0	1500000	0	0	60340365.3	0	0	0	0	0	-84546940.28	-24206574.98	30498.37	0	0	0	0	7753660.56	1096938.33	8881097.26	85028573.97	2908153.09	0	0	87936727.06	84546940.28	5491310.48
