	ricf_oid	ba_cn	fp_yr	cf_doc	cf_soc	cf_srvc	cf_proc	cf_govc	cf_otca	cf_atci	cf_dopc	cf_stpc	cf_psc	cf_otpc	cf_atco	cf_anc	cf_inc	cf_inrc	cf_assc	cf_oc	cf_itci	cf_aspc	cf_invs	cf_oinc	cf_tinc	cf_intc	cf_leca	cf_tfc	cf_tfic	cf_bopc	cf_inpc	cf_ofc	cf_tfoc	cf_nfl	cf_exch	cf_ninc
0	2645	漳州市见义勇为基金会	2015	0.00	0.00	0.00	0.00	402,882.34	58,523.86	461,406.20	1,316,836.76	107,879.96	70,289.64	0.00	1,495,006.36	-1,033,600.16	0.00	1,342,000.00	0.00	0.00	1,342,000.00	0.00	0.00	0.00	0.00	1,342,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	308,399.84
1	2147	河南省老年文化事业发展基金会	2015	506,300.00	0.00	0.00	0.00	0.00	-200,300.00	306,000.00	222,755.00	6,000.00	0.00	15,547.62	244,302.62	61,697.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	61,697.38
2	928	吉林省残疾人福利基金会	2015	2,503,980.12	0.00	0.00	0.00	0.00	1,768,283.42	4,272,263.54	3,112,257.71	131,378.73	298,181.81	121,985.00	3,663,803.25	608,460.29	0.00	0.00	0.00	0.00	0.00	2,198.00	0.00	0.00	2,198.00	-2,198.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	606,262.29
3	3161	陈香梅公益基金会	2015	20,672,607.05	0.00	0.00	0.00	0.00	257,630.32	20,930,237.37	13,171,557.05	798,268.04	99,326.46	744,502.00	14,813,653.55	6,116,583.82	50,215,000.00	484,085.50	0.00	0.00	50,699,085.50	15,498.00	53,870,000.00	0.00	53,885,498.00	-3,186,412.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,930,171.32
4	276	中国青年创业就业基金会	2015	61,165,208.00	0.00	0.00	0.00	0.00	10,647,797.46	71,813,005.46	64,515,657.80	2,383,627.17	0.00	1,144,859.70	68,044,144.67	3,768,860.79	0.00	0.00	0.00	0.00	0.00	103,255.00	800,000.00	0.00	903,255.00	-903,255.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35,164.72	2,900,770.51
5	4692	云南云投建设扶贫教育基金会	2015	296,924.10	0.00	0.00	0.00	0.00	4,468.68	301,392.78	50,000.00	0.00	0.00	1,762.40	51,762.40	249,630.38	2,000,000.00	0.00	0.00	0.00	2,000,000.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,249,630.38
6	263	中国移动慈善基金会	2015	38,000,000.00	0.00	0.00	0.00	0.00	0.00	38,000,000.00	38,300,000.00	0.00	0.00	15,400.00	38,315,400.00	-315,400.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,024,401.70	1,024,401.70	0.00	0.00	0.00	0.00	1,024,401.70	0.00	709,001.70
7	2133	河南省民营企业信用发展基金会	2015	3,000,000.00	0.00	0.00	0.00	0.00	7,964.33	3,007,964.33	3,000,000.00	53,402.04	0.00	1,449,518.50	4,502,920.54	-1,494,956.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,494,956.21
8	284	中远海运慈善基金会	2015	21,947,600.00	0.00	0.00	0.00	1,000,000.00	449,944.21	23,397,544.21	33,168,089.25	74,951.00	0.00	134,952.97	33,377,993.22	-9,980,449.01	275,597,399.05	26,069,749.95	0.00	0.00	301,667,149.00	0.00	307,907,254.79	0.00	307,907,254.79	-6,240,105.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9	2115	河南省宋庆龄基金会	2015	129,151,072.34	0.00	0.00	0.00	0.00	8,511,622.63	137,662,694.97	135,357,205.80	1,470,063.10	0.00	1,411,380.31	138,238,649.21	-575,954.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-575,954.24
10	4742	天津市孝慈文化发展基金会	2015	2,000,000.07	0.00	0.00	0.00	0.00	179.16	2,000,179.23	0.00	0.00	0.00	55.00	55.00	2,000,124.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	200,124.23
11	343	云南省温暖工程慈善基金会	2015	450,200.00	0.00	0.00	0.00	0.00	30,459.65	480,659.65	1,243,100.00	109,456.57	79,787.29	0.00	1,432,343.86	-951,684.21	0.00	240,000.00	0.00	0.00	240,000.00	0.00	0.00	0.00	0.00	240,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-711,684.21
12	2288	浙江省新台州人健康救助基金会	2015	619,701.15	0.00	0.00	0.00	0.00	33,004,560.29	33,624,261.44	88,582.91	0.00	14,020.50	29,255,265.78	29,357,869.19	4,266,392.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18,003.12	18,003.12	0.00	0.00	10.00	10.00	17,993.12	0.00	0.00
13	2265	浙江省合盛慈善基金会	2015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,000.00	3,000.00	-3,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	215.00	215.00	-215.00	0.00	1,384.48	1,384.48	0.00	0.00	0.00	0.00	1,384.48	0.00	-1,830.52
14	2176	泛海公益基金会	2015	24,000,000.00	0.00	0.00	0.00	0.00	9,446,373.90	33,446,373.90	32,695,000.00	69,695.26	0.00	726,632.09	33,491,327.35	-44,953.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-44,953.45
15	189	中华社会文化发展基金会	2015	40,463,698.00	0.00	0.00	0.00	0.00	2,358,725.24	42,822,423.24	21,724,700.55	1,095,858.01	0.00	5,002,210.48	27,822,769.04	14,999,654.20	46,452,948.18	1,574,199.97	0.00	0.00	48,027,148.15	7,224.00	62,292,480.98	0.00	62,299,704.98	-14,272,556.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	727,096.93
16	3618	云南省光彩事业基金会	2015	5,909,788.40	0.00	0.00	0.00	0.00	0.00	5,909,788.40	0.00	52,200.00	9,705,374.58	113,769.64	9,871,344.22	-3,961,555.82	0.00	0.00	0.00	0.00	0.00	4,855.00	0.00	0.00	4,855.00	-4,855.00	0.00	47,637.06	47,637.06	0.00	0.00	0.00	0.00	47,637.06	0.00	-3,918,773.76
17	319	云南士恒教育基金会	2015	750,000.00	0.00	0.00	0.00	0.00	0.08	750,000.08	749,189.02	13,400.00	0.00	73,088.55	835,677.57	-85,677.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18	3011	辽宁省大连海事大学教育发展基金会	2015	6,863,030.80	0.00	0.00	0.00	0.00	246,420.50	7,109,451.30	5,682,850.75	0.00	0.00	14,031.55	5,696,882.30	1,412,569.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,412,569.00
19	1052	大连市见义勇为基金会	2015	200,000.00	0.00	0.00	0.00	0.00	9,216.68	209,216.68	1,088,500.00	155,042.41	67,757.53	326,171.80	1,637,471.74	-1,428,255.06	0.00	1,600,000.00	0.00	0.00	1,600,000.00	0.00	0.00	0.00	0.00	1,600,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	171,744.94
20	1282	山东理工大学教育发展基金会	2015	2,433,295.40	0.00	0.00	0.00	0.00	2,600,000.53	5,033,295.93	4,214,500.00	0.00	4,747.00	0.00	4,219,247.00	814,048.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,046.75	8,046.75	0.00	0.00	840.00	840.00	7,206.75	0.00	821,255.68
21	2311	浙江省青少年英才奖励基金会	2015	2,366,269.76	0.00	0.00	0.00	0.00	0.00	2,366,269.76	2,269,382.35	0.00	159,722.20	9,635.00	2,438,739.55	-72,469.79	4,000,000.00	300,000.00	0.00	24,192.59	4,324,192.59	0.00	6,000,000.00	0.00	6,000,000.00	-1,675,807.41	0.00	0.00	0.00	0.00	0.00	58,000.00	58,000.00	-58,000.00	0.00	-1,806,277.20
22	3753	甘肃省社会扶贫爱心捐助基金会	2015	2,500.00	0.00	0.00	0.00	350,000.00	98,154.24	450,654.24	52,600.00	14,274.50	0.00	12,430.00	79,304.50	371,349.74	3,700,000.00	0.00	0.00	0.00	3,700,000.00	6,100.00	0.00	0.00	6,100.00	3,693,900.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,065,249.74
23	856	南都公益基金会	2015	25,689,503.54	0.00	0.00	0.00	0.00	156,033.88	25,845,537.42	32,098,119.24	3,913,458.40	0.00	3,341,279.72	39,352,857.36	-13,507,319.94	0.00	3,344,978.48	0.00	0.00	3,344,978.48	54,850.00	0.00	0.00	54,850.00	3,290,128.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	457.31	-10,216,734.15
24	4905	河南省黄河科技学院教育发展基金会	2015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
25	917	吉林省大禹助学基金会	2015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	400,500.00	0.00	0.00	6,261.49	406,761.49	-406,761.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-406,761.49
26	1864	武汉白鱀豚保护基金会	2015	601,638.27	0.00	0.00	0.00	0.00	80,000.00	681,638.27	0.00	65,800.00	766,558.31	17,107.21	849,465.52	-167,827.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	43,065.04	43,065.04	0.00	0.00	730.00	730.00	42,335.04	23,094.34	-102,397.87
27	1095	天津市网球发展基金会	2015	200,000.00	0.00	0.00	0.00	0.00	8,050.02	208,050.02	870,000.00	0.00	5,835.00	13,081.70	888,916.70	-680,866.68	10,000,000.00	1,000,000.00	0.00	0.00	11,000,000.00	0.00	0.00	13,000,000.00	13,000,000.00	-2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,680,866.68
28	3612	青岛理工大学教育发展基金会	2015	1,076,000.30	0.00	0.00	0.00	0.00	8,988.73	1,084,989.03	757,645.00	0.00	0.00	9,058.00	766,703.00	318,286.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	318,286.03
29	2844	纺织之光科技教育基金会	2015	5,100,000.00	0.00	0.00	0.00	0.00	166,335.20	5,266,335.20	8,911,500.75	714,466.44	387,064.39	371,131.75	10,384,163.33	-5,117,828.13	88,000,000.00	7,133,145.47	0.00	0.00	95,133,145.47	26,299.00	102,100,000.00	0.00	102,126,299.00	-6,993,153.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-12,110,981.66
30	2741	石狮市蔡经阳慈善基金会	2015	0.00	0.00	0.00	0.00	0.00	52,087.13	52,087.13	464,000.00	14,000.00	27,054.40	0.00	505,054.40	-452,967.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-452,967.27
31	2768	福建师范大学附属中学正祥教育基金会	2015	830,000.00	0.00	0.00	0.00	0.00	94,652.37	924,652.37	1,633,995.23	24,000.00	10,345.38	0.00	1,668,340.61	-743,688.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-743,688.24
32	4711	浙江海善公益基金会	2015	5,400.00	0.00	0.00	0.00	0.00	2,401.81	7,801.81	55,639.31	2,000.00	-3,348.00	6,973.58	61,264.89	-53,463.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	2,000,000.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	1,946,536.92
33	259	中国社会福利基金会	2015	225,383,122.19	0.00	0.00	0.00	1,000,000.00	9,750,575.40	236,133,697.59	179,155,118.61	9,130,251.86	0.00	21,167,659.14	209,453,029.61	26,680,667.98	0.00	0.00	0.00	0.00	0.00	128,226.00	0.00	0.00	128,226.00	-128,226.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26,552,441.98
34	1834	桃源居公益事业发展基金会	2015	1,550,000.00	0.00	0.00	0.00	0.00	7,333,589.95	8,883,589.95	8,638,787.83	360,448.15	0.00	2,624,049.77	11,623,285.75	-2,739,695.80	100,000,000.00	4,274,583.33	0.00	0.00	104,274,583.33	250,975.00	0.00	0.00	100,250,975.00	4,023,608.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,283,912.53
35	3423	重庆市残疾人福利基金会	2015	41,454,033.96	0.00	150,000.00	0.00	500,000.00	1,539,003.06	43,643,037.02	38,089,146.87	444,148.79	0.00	0.00	38,533,295.66	5,109,741.36	0.00	0.00	0.00	0.00	0.00	184,796.00	0.00	0.00	184,796.00	-184,796.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,924,945.36
36	1062	天津宝坻桑梓助学基金会	2015	27,800.00	0.00	0.00	0.00	0.00	6,979,312.19	7,007,112.19	4,230,859.00	116,750.00	120,258.15	0.00	4,467,867.15	2,539,245.04	0.00	0.00	0.00	0.00	0.00	8,388.00	0.00	2,000,000.00	2,008,388.00	-2,008,388.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	530,857.04
37	2151	河南省荆浩非物质文化遗产传承发展基金会	2015	0.00	0.00	0.00	0.00	0.00	424.40	424.40	99,010.00	0.00	0.00	1,886,450.50	1,985,460.50	-1,985,036.10	0.00	0.00	0.00	0.00	0.00	19,300.00	0.00	0.00	19,300.00	-19,300.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,004,336.10
38	3146	长沙市教育基金会	2015	49,407,500.00	0.00	0.00	0.00	700,000.00	1,371,695.84	51,479,195.84	0.00	116,600.00	0.00	5,721,478.40	5,838,078.40	45,641,117.44	0.00	1,141,787.86	5,054.80	-9.00	1,146,833.66	0.00	66,000,000.00	1,000,000.00	67,000,000.00	-65,853,166.34	0.00	0.00	0.00	0.00	551,437.00	58,293.61	609,730.61	-609,730.61	0.00	-20,821,779.51
39	1053	大连市青少年发展基金会	2015	16,174,158.35	0.00	0.00	0.00	0.00	505,983.39	16,680,141.74	15,191,440.06	0.00	0.00	40,248.20	15,231,688.26	1,448,453.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,448,453.48
40	2966	贵州省妇女儿童发展基金会	2015	23,520,105.98	0.00	0.00	0.00	0.00	17,908.03	23,538,014.01	23,748,912.60	133,995.40	0.00	1,180,209.77	25,063,117.77	-1,525,103.76	3,000,000.00	343,000.00	0.00	0.00	3,343,000.00	4,930,922.00	0.00	0.00	4,930,922.00	-1,587,922.00	0.00	0.00	0.00	0.00	0.00	677,440.00	677,440.00	-677,440.00	0.00	-3,180,769.76
41	379	传媒大学教育基金会	2015	15,405,020.00	0.00	0.00	0.00	0.00	987,328.51	16,392,348.51	6,026,033.43	0.00	0.00	945,490.60	6,971,524.03	9,420,824.48	86,640,000.00	302,500.22	0.00	0.00	86,942,500.22	5,999.00	95,840,000.00	28,000,000.00	123,845,999.00	-36,903,498.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-27,482,674.30
42	3433	重庆浙商爱心基金会	2015	2,512,218.08	0.00	0.00	0.00	0.00	303,404.90	2,815,622.98	2,520,153.60	214,252.34	119,789.79	14,312.45	2,868,508.18	-52,885.20	0.00	0.00	0.00	5,050,000.00	5,050,000.00	0.00	0.00	0.00	0.00	5,050,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,997,114.80
43	2969	贵州省宏立城公益基金会	2015	0.00	0.00	0.00	0.00	0.00	142,569,500.00	142,569,500.00	41,814,220.00	644,898.47	189,158.00	203,629.97	42,851,906.44	99,717,593.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12,664.51	12,664.51	0.00	0.00	2,556.20	2,556.20	10,108.31	0.00	99,727,701.87
44	340	云南省残疾人福利基金会	2015	9,208,724.37	0.00	0.00	0.00	0.00	460,552.69	9,669,277.06	9,067,607.99	158,809.58	84,114.00	174,601.16	9,485,132.73	184,144.33	23,600,000.00	378,114.13	0.00	0.00	23,978,114.13	475,091.63	33,200,000.00	0.00	33,675,091.63	-9,696,977.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-9,512,833.17
45	186	中华文学基金会	2015	10,163,000.00	0.00	530,000.00	0.00	0.00	5,450.16	10,698,450.16	11,410,937.01	1,328,310.32	0.00	412,948.78	13,152,196.11	-2,453,745.95	500,000.00	0.00	0.00	0.00	500,000.00	30,423.00	0.00	0.00	30,423.00	469,577.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,984,168.95
46	257	中国益民文化建设基金会	2015	0.00	0.00	0.00	0.00	0.00	381,998.91	381,998.91	148,000.00	0.00	0.00	108,664.05	256,664.05	125,334.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	125,334.86
47	278	中国马克思主义研究基金会	2015	0.00	0.00	0.00	0.00	0.00	844,557.78	844,557.78	6,843,629.49	0.00	11,544.56	1,304,758.95	8,159,933.00	-7,315,375.22	30,000,000.00	2,202,916.67	0.00	0.00	32,202,916.67	3,489.00	0.00	0.00	3,489.00	32,199,427.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24,884,052.45
48	1046	大连市妇女儿童发展基金会	2015	2,501,452.20	0.00	0.00	0.00	0.00	14,426.42	2,515,878.62	4,038,804.00	55,300.00	64,213.58	0.00	4,158,317.58	-1,642,438.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,642,438.96
49	4434	辽宁省众德慈善基金会	2015	2,008,565.23	0.00	0.00	0.00	0.00	374.06	2,008,939.29	93,963.00	0.00	0.00	6,037.00	100,000.00	1,908,939.29	0.00	0.00	0.00	0.00	0.00	0.00	1,900,000.00	0.00	1,900,000.00	-1,900,000.00	6,037.00	0.00	6,037.00	0.00	0.00	0.00	0.00	6,037.00	0.00	14,976.29
50	2097	河南省体育发展基金会	2015	9,220,000.00	0.00	0.00	0.00	18,282.93	0.00	9,238,282.93	9,997,112.00	69,320.00	0.00	38,844.75	10,105,276.75	-866,993.82	4,000,000.00	34,569.86	0.00	0.00	4,034,569.86	0.00	0.00	0.00	0.00	4,034,569.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,167,576.04
51	2509	湖北省仙桃见义勇为基金会	2015	13,000.00	0.00	0.00	0.00	250,000.00	2,671.61	265,671.61	209,000.00	19,200.00	111,643.87	130,440.00	470,283.87	-204,612.26	740,000.00	0.00	0.00	0.00	740,000.00	0.00	0.00	0.00	0.00	740,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	535,387.74
52	5068	张伯驹潘素文化发展基金会	2015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
53	834	南航“十分”关爱基金会	2015	10,410,131.90	0.00	0.00	0.00	0.00	182,468.96	10,592,600.86	2,800,000.00	0.00	0.00	248,572.00	3,048,572.00	7,544,028.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,544,028.86
54	2191	济仁慈善基金会	2015	3,421,242.00	0.00	0.00	0.00	0.00	98,076.70	3,519,318.70	497,328.00	775,638.99	288,218.80	7,953.34	1,569,139.13	1,950,179.57	42,000,000.00	527,508.63	0.00	0.00	42,527,508.63	0.00	26,000,000.00	0.00	26,000,000.00	16,527,508.63	0.00	0.00	0.00	0.00	0.00	1,007.00	1,007.00	-1,007.00	0.00	18,476,681.20
55	3904	中脉公益基金会	2015	23,695,487.43	0.00	0.00	0.00	0.00	506,944.20	24,202,431.63	14,549,295.48	9,194.20	0.00	4,873,995.84	19,432,485.52	4,769,946.11	176,600,000.00	832,293.05	0.00	0.00	177,432,293.05	164,532.00	181,600,000.00	0.00	181,764,532.00	-4,332,238.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	437,707.16
56	234	中国民族文化艺术基金会	2015	18,959,250.00	0.00	0.00	0.00	0.00	1,000,952.29	19,960,202.29	17,345,977.59	368,329.62	0.00	1,215,939.39	18,930,246.60	1,029,955.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,029,955.69
57	3579	河南省金阳光慈善救助基金会	2015	161,350.00	0.00	0.00	0.00	0.00	66,007.61	227,357.61	166,000.00	12,000.00	0.00	6,398.50	184,398.50	42,959.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	42,959.11
58	3268	青海省贫困学生助学慈善基金会	2015	800,000.00	0.00	0.00	0.00	0.00	1,700,000.00	2,500,000.00	783,000.00	0.00	0.00	0.00	783,000.00	1,717,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
59	4571	重庆市璧山区教育基金会	2015	2,100,000.00	0.00	0.00	0.00	0.00	4,255.62	2,104,255.62	174,126.00	0.00	0.00	60.00	174,186.00	1,930,069.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,930,069.62
60	1716	抚顺市雷锋基金会	2015	2,200.00	0.00	0.00	0.00	0.00	5,469.62	7,669.62	253,822.00	0.00	0.00	16,890.00	270,712.00	-263,042.38	18,100,000.00	0.00	132,838.90	0.00	18,232,838.90	0.00	18,100,000.00	0.00	18,100,000.00	132,838.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-130,203.48
61	2799	福建省正荣公益基金会	2015	13,092,794.13	0.00	0.00	0.00	0.00	3,404,526.05	16,497,320.18	10,066,440.61	167,492.30	3,144,834.64	3,423,168.00	16,801,935.55	-304,615.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
62	1866	比亚迪慈善基金会	2015	3,028,635.00	0.00	0.00	0.00	0.00	72,721.51	3,101,356.51	3,888,021.00	181,044.17	0.00	34,215.50	4,103,280.67	-1,001,924.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,001,924.16
63	4536	云南吴征镒科学基金会	2015	309,358.00	0.00	0.00	0.00	0.00	21,653.53	331,011.53	0.00	0.00	0.00	1,706.00	1,706.00	329,305.53	2,000,000.00	0.00	0.00	0.00	2,000,000.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,329,305.53
64	1064	天津市体育发展基金会	2015	10,100,000.00	0.00	0.00	0.00	0.00	115,069.05	10,215,069.05	9,999,000.00	0.00	12,681.18	0.00	10,011,681.18	203,387.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	203,387.87
65	2862	聊城市见义勇为基金会	2015	0.00	0.00	0.00	0.00	0.00	5,046,491.17	5,046,491.17	398,000.00	0.00	311,536.05	197,060.00	906,596.05	4,139,895.12	0.00	2,271,761.34	0.00	0.00	2,271,761.34	0.00	0.00	0.00	0.00	2,271,761.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,411,656.46
66	275	中国青少年发展基金会	2015	484,296,405.75	0.00	0.00	0.00	0.00	3,222,876.35	487,519,282.10	402,245,025.18	13,799,145.85	0.00	4,257,090.31	420,301,261.34	67,218,020.76	1,385,507,244.55	94,270,360.48	0.00	0.00	1,479,777,605.03	1,367,856.00	1,513,012,613.68	0.00	1,514,380,469.68	-34,602,864.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-84,995.38	32,530,160.73
67	252	中国牙病防治基金会	2015	1,985,404.10	0.00	0.00	0.00	1,000,000.00	194,318.65	3,179,722.75	3,199,881.45	47,800.00	0.00	362,687.27	3,610,368.72	-430,645.97	0.00	0.00	0.00	0.00	0.00	1,529.00	0.00	0.00	1,529.00	-1,529.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	328.38	-431,846.59
68	339	云南省杨善洲绿化基金会	2015	1,741,190.88	0.00	0.00	0.00	350,000.00	70,720.80	2,161,911.68	1,181,300.00	85,600.00	1,112,679.12	65,148.84	2,444,727.96	-282,816.28	7,000,000.00	310,000.00	0.00	0.00	7,310,000.00	0.00	7,000,000.00	0.00	7,000,000.00	310,000.00	0.00	0.00	0.00	0.00	0.00	3,794.00	3,794.00	-3,794.00	0.00	23,389.72
69	262	中国科技馆发展基金会	2015	5,000,000.00	0.00	0.00	0.00	0.00	1,249,014.07	6,249,014.07	7,695,763.40	0.00	207,987.00	147,089.23	8,050,839.63	-1,801,825.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,801,825.56
70	2145	河南省羚锐老区扶贫帮困基金会	2015	1,375,257.00	0.00	0.00	0.00	0.00	2,541.24	1,377,798.24	2,335,078.00	0.00	0.00	14,494.66	2,349,572.66	-971,774.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-971,774.42
71	2113	河南省大爱文化艺术发展基金会	2015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50,400.00	0.00	114,370.73	164,770.73	-164,770.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	86,000.00	80,000.00	166,000.00	0.00	0.00	0.00	0.00	166,000.00	0.00	1,229.27
