	ricf_oid	ba_cn	fp_yr	cf_doc	cf_soc	cf_srvc	cf_proc	cf_govc	cf_otca	cf_atci	cf_dopc	cf_stpc	cf_psc	cf_otpc	cf_atco	cf_anc	cf_inc	cf_inrc	cf_assc	cf_oc	cf_itci	cf_aspc	cf_invs	cf_oinc	cf_tinc	cf_intc	cf_leca	cf_tfc	cf_tfic	cf_bopc	cf_inpc	cf_ofc	cf_tfoc	cf_nfl	cf_exch	cf_ninc
323	3680	甘肃兰海助学基金会	2015	8,000.00	0.00	0.00	0.00	0.00	3,003,515.16	3,011,515.16	481,805.00	26,000.00	0.00	1,278,626.30	1,786,431.30	1,225,083.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,225,083.86
324	363	亿利公益基金会	2015	0.00	0.00	0.00	0.00	0.00	791,016.56	791,016.56	2,865,784.52	47,492.24	0.00	412,605.65	3,325,882.41	-2,534,865.85	8,000,000.00	0.00	0.00	0.00	8,000,000.00	0.00	0.00	0.00	0.00	8,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,465,134.15
325	4093	云南晟成扶贫助老基金会	2015	0.00	0.00	0.00	0.00	0.00	10,000.00	10,000.00	0.00	17,500.00	51,430.47	27,794.66	96,725.13	-86,725.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-86,725.13
326	156	东丰县见义勇为基金会	2015	1,100,000.00	0.00	0.00	0.00	0.00	3.35	1,100,003.35	28,824.00	0.00	1,856.00	725.00	31,405.00	1,068,598.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,068,598.35
327	3270	青海省青少年发展基金会	2015	10,954,658.31	0.00	0.00	0.00	420,000.00	53,632.65	11,428,290.96	12,592,209.31	10,100.00	0.00	197,360.24	12,799,669.55	-1,371,378.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,371,378.59
328	2684	瑞安市社会组织发展基金会	2015	402,400.00	0.00	0.00	0.00	0.00	137,562.92	539,962.92	429,300.00	43,176.00	93,300.00	7,261.48	573,037.48	-33,074.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-33,074.56
329	1774	昆明市见义勇为基金会	2015	0.00	0.00	0.00	0.00	2,008,500.00	31,615.78	2,040,115.78	2,121,500.00	36,940.32	19,918.00	0.00	2,178,358.32	-138,242.54	0.00	0.00	0.00	0.00	0.00	9,180.00	0.00	0.00	9,180.00	-9,180.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-147,422.54
330	3993	昆明理工大学教育发展基金会	2015	325,000.00	0.00	0.00	0.00	0.00	10,944.39	335,944.39	24,000.00	0.00	0.00	701.60	24,701.60	311,242.79	0.00	0.00	0.00	0.00	0.00	1,680.00	0.00	0.00	1,680.00	-1,680.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	333,562.79
331	3905	云南状元文化公益基金会	2015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	240,000.00	0.00	0.00	1,372,383.00	1,612,383.00	-1,612,383.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
332	2242	浙江永强慈善基金会	2015	1,000,000.00	0.00	0.00	0.00	0.00	2,785.89	1,002,785.89	805,300.00	0.00	0.00	160,900.00	966,200.00	36,585.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36,585.89
333	2676	王振滔慈善基金会	2015	7,789,000.00	0.00	0.00	0.00	0.00	0.00	7,789,000.00	8,390,463.70	228,148.56	0.00	51,192.80	8,669,805.06	-880,805.06	0.00	992,876.71	0.00	0.00	992,876.71	8,560.00	0.00	0.00	8,560.00	984,316.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	103,511.65
334	2984	贵州省青年创业就业基金会	2015	3,072,800.00	0.00	0.00	0.00	100,000.00	200,661.90	3,373,461.90	3,141,177.00	365,937.87	822,200.10	277,219.34	4,606,534.31	-1,233,072.41	0.00	0.00	0.00	0.00	0.00	18,130.00	0.00	0.00	18,130.00	-18,130.00	1,000,000.00	0.00	1,000,000.00	0.00	0.00	0.00	0.00	1,000,000.00	0.00	-251,202.41
335	1736	新昌爱莲美丽乡村基金会	2015	0.00	0.00	0.00	0.00	0.00	179.12	179.12	685,820.00	0.00	0.00	45,003.00	730,823.00	-730,643.88	0.00	750,000.00	0.00	0.00	750,000.00	0.00	0.00	0.00	0.00	750,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19,356.12
336	348	云南省董勒成公益发展基金会	2015	0.00	0.00	0.00	0.00	0.00	105.95	105.95	151,000.00	0.00	0.00	200.00	151,200.00	-151,094.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
337	3122	锦州市公安民警救助基金会	2015	393,700.00	0.00	0.00	0.00	0.00	417,014.73	810,714.73	1,589,709.20	0.00	0.00	151,206.50	1,740,915.70	-930,200.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-930,200.97
338	360	亨通慈善基金会	2015	7,000,000.00	0.00	0.00	0.00	382,487.23	60,526.17	7,443,013.40	11,041,600.00	270,535.09	0.00	40,236.03	11,352,371.12	-3,909,357.72	0.00	3,611,111.11	0.00	0.00	3,611,111.11	0.00	0.00	0.00	0.00	3,611,111.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-298,246.61
339	320	云南大理白族自治州扶贫基金会	2015	1,774,280.00	0.00	0.00	0.00	0.00	367,624.53	2,141,904.53	1,643,074.07	81,260.00	0.00	23,719.17	1,748,053.24	393,851.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,195.00	4,195.00	-4,195.00	0.00	389,656.29
340	3095	重庆市科普发展基金会	2015	400,000.00	0.00	0.00	0.00	640,000.00	-133,762.56	906,237.44	875,758.69	0.00	0.00	30,259.46	906,018.15	219.29	0.00	68,120.55	0.00	0.00	68,120.55	0.00	0.00	3,000,000.00	3,000,000.00	-2,931,879.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,931,660.16
341	3038	辽源市平安基金会	2015	10,175,000.00	0.00	0.00	0.00	0.00	437,293.58	10,612,293.58	5,353,639.04	0.00	0.00	177,113.94	5,530,752.98	5,081,540.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,081,540.60
342	2078	河北石家庄二中教育发展基金会	2015	0.00	0.00	0.00	0.00	0.00	14,083.11	14,083.11	2,292,372.83	0.00	0.00	14,375.00	2,306,747.83	-2,292,664.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,292,664.72
343	3160	陈嘉庚科学奖基金会	2015	3,000,000.00	0.00	0.00	0.00	0.00	5,737.04	3,005,737.04	0.00	277,528.74	0.00	3,340,591.48	3,618,120.22	-612,383.18	13,800,000.00	494,813.60	0.00	0.00	14,294,813.60	0.00	0.00	16,000,000.00	16,000,000.00	-1,705,186.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,317,569.58
344	211	中国关心下一代健康体育基金会	2015	2,855,518.50	0.00	0.00	0.00	7,000.00	1,386,624.48	4,249,142.98	1,708,241.28	376,969.39	102,392.00	736,000.00	2,923,602.67	1,325,540.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,325,540.31
345	2704	甘肃省残疾人福利基金会	2015	4,405,200.50	10,000.00	0.00	0.00	2,222,158.48	8,147,513.23	14,784,872.21	4,755,164.50	164,963.50	70,539.50	12,112,214.37	17,102,881.87	-2,318,009.66	0.00	0.00	0.00	0.00	0.00	73,850.00	0.00	0.00	73,850.00	-73,850.00	0.00	0.00	0.00	0.00	0.00	17,525.00	17,525.00	-17,525.00	0.00	-2,409,384.66
346	2138	河南省爱心事业基金会	2015	6,000,000.00	0.00	0.00	0.00	0.00	5,177,972.63	11,177,972.63	5,555,778.00	53,952.00	0.00	0.00	5,609,730.00	5,568,242.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,568,242.63
347	178	中华健康快车基金会	2015	29,126,384.88	0.00	0.00	164,035.92	0.00	884,705.68	30,175,126.48	26,905,208.31	1,825,196.21	0.00	400,970.00	29,131,374.52	1,043,751.96	12,789,664.27	6,883,938.12	0.00	0.00	19,673,602.39	2,099.00	0.00	0.00	2,099.00	19,671,503.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.45	20,715,264.80
348	2071	河北省见义勇为基金会	2015	1,041,000.00	0.00	0.00	0.00	0.00	351,521.40	1,392,521.40	1,737,052.40	0.00	49,726.54	326,929.20	2,113,708.14	-721,186.74	0.00	0.00	0.00	0.00	0.00	5,280.00	0.00	0.00	5,280.00	-5,280.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-726,466.74
349	337	云南省扶贫基金会	2015	7,288,120.25	0.00	0.00	0.00	0.00	210,913.35	7,499,033.60	6,672,558.71	337,402.04	0.00	161,705.61	7,171,666.36	327,367.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	327,367.24
350	3136	长春市青少年发展基金会	2015	100,000.00	0.00	0.00	0.00	0.00	8,555.61	108,555.61	136,302.00	0.00	0.00	5,700.00	142,002.00	-33,446.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-33,446.39
351	3092	重庆市武隆县扶贫基金会	2015	20,122,642.50	0.00	0.00	0.00	0.00	4,317,048.21	24,439,690.71	19,115,850.00	44,014.00	0.00	246,967.89	19,406,831.89	5,032,858.82	0.00	0.00	0.00	0.00	0.00	4,530.00	0.00	0.00	4,530.00	-4,530.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,028,328.82
352	1676	德州市见义勇为基金会	2015	450,000.00	0.00	0.00	0.00	0.00	205,860.14	655,860.14	276,482.00	11,000.00	58,605.26	9,334.70	355,421.96	300,438.18	6,000,000.00	139,117.80	0.00	0.00	6,139,117.80	0.00	0.00	6,000,000.00	6,000,000.00	139,117.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	439,555.98
353	2925	葫芦岛市公安民警救助基金会	2015	391,100.00	0.00	0.00	0.00	0.00	19,143.02	410,243.02	0.00	0.00	0.00	184,362.00	184,362.00	225,881.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	225,881.02
354	1068	天津市华夏器官移植救助基金会	2015	49,499,880.00	0.00	0.00	0.00	0.00	22,999,489.14	72,499,369.14	5,917,799.38	0.00	0.00	42,984,214.39	48,902,013.77	23,597,355.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23,597,355.37
355	3251	青海省天佑德教育基金会	2015	2,100,000.00	0.00	0.00	0.00	0.00	0.00	2,100,000.00	2,089,614.00	0.00	0.00	1,500.00	2,091,114.00	8,886.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-83,410.51	-83,410.51	83,410.51	0.00	92,296.51
356	3019	辽宁省沈阳化工大学教育基金会	2015	40,000.00	0.00	0.00	0.00	0.00	3,003,964.52	3,043,964.52	118,020.00	0.00	0.00	405,861.80	523,881.80	2,520,082.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,520,082.72
357	2985	贵州省青年志愿服务基金会	2015	3,063,075.10	0.00	0.00	0.00	0.00	822,510.00	3,885,585.10	3,387,972.30	67,441.50	0.00	922,016.60	4,377,430.40	-491,845.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10,992.06	10,992.06	0.00	0.00	2,335.00	2,335.00	8,657.06	0.00	483,188.24
358	4898	天津市荣程普济公益基金会	2015	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
359	231	中国孔子基金会	2015	2,386,325.33	0.00	0.00	0.00	10,000,000.00	261,768.95	12,648,094.28	3,358,212.27	497,013.43	0.00	822,644.32	4,677,870.02	7,970,224.26	0.00	0.00	0.00	0.00	0.00	27,097.00	0.00	0.00	27,097.00	-27,097.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,943,127.26
360	2102	河南省兴达爱心基金会	2015	6,000.00	0.00	0.00	0.00	0.00	137.53	6,137.53	6,000.00	0.00	0.00	2,001,491.60	2,007,491.60	-2,001,354.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2,001,354.07
361	3021	辽宁省沈阳理工大学教育基金会	2015	360,094.10	0.00	0.00	0.00	0.00	21,264.32	381,358.42	300,000.00	0.00	0.00	16,877.00	316,877.00	64,481.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	64,481.42
362	1086	天津市残疾人福利基金会	2015	4,948,815.88	0.00	0.00	0.00	75,000.00	325,793.00	5,349,608.88	269,424.35	261,589.42	1,274,545.00	1,050,307.74	2,855,866.51	2,493,742.37	0.00	0.00	0.00	0.00	0.00	12,864.00	0.00	0.00	12,864.00	-12,864.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,480,878.37
363	336	云南省工业人才发展基金会	2015	0.00	0.00	0.00	0.00	150,000.00	4,096,444.44	4,246,444.44	0.00	69,600.00	143,900.00	138,800.56	352,300.56	3,894,143.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	119,078.08	119,078.08	0.00	0.00	0.00	0.00	119,078.08	0.00	4,013,221.96
364	2101	河南省关心下一代基金会	2015	1,550,000.00	0.00	0.00	0.00	0.00	64,143.57	1,614,143.57	2,723,185.89	130,751.51	0.00	65,256.68	2,919,194.08	-1,305,050.51	0.00	422,630.14	0.00	0.00	422,630.14	13,401.97	0.00	0.00	13,401.97	409,228.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-895,822.34
365	396	兰州交通大学教育发展基金会	2015	902,050.00	0.00	0.00	0.00	0.00	170,757.53	1,072,807.53	1,436,289.00	0.00	0.00	50,420.12	1,486,709.12	-413,901.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-413,901.59
366	1066	天津市冬朋助学基金会	2015	100,000.00	0.00	0.00	0.00	0.00	172,600.24	272,600.24	278,500.00	0.00	0.00	20,547.91	299,047.91	-26,447.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-26,447.67
367	748	华中农业大学教育发展基金会	2015	10,317,070.52	0.00	0.00	0.00	0.00	4,928,966.19	15,246,036.71	3,449,667.85	15,200.00	0.00	19,880,239.01	23,345,106.86	-8,099,070.15	0.00	1,050,936.98	0.00	0.00	1,050,936.98	0.00	0.00	26,600,000.00	26,600,000.00	-25,549,063.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-33,648,133.17
368	3790	山东师范大学教育基金会	2015	10,299,000.00	0.00	0.00	0.00	0.00	112,047.08	10,411,047.08	34,000.00	0.00	0.00	200.00	34,200.00	10,376,847.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
369	3397	援助西藏发展基金会	2015	6,465,800.00	0.00	0.00	0.00	0.00	1,992,521.54	8,458,321.54	6,553,428.74	0.00	0.00	569,903.80	7,123,332.54	1,334,989.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	500,000.00	500,000.00	-500,000.00	0.00	834,989.00
370	865	厦门工商旅游学校教育基金会	2015	761,000.00	0.00	0.00	0.00	0.00	56,406.31	817,406.31	167,900.00	0.00	0.00	2,897.00	170,797.00	646,609.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	646,609.31
371	3280	韬奋基金会	2015	3,071,425.32	0.00	540,000.00	0.00	0.00	1,674.02	3,613,099.34	1,338,865.68	739,161.66	1,964,110.44	4,815,771.74	8,857,909.52	-5,244,810.18	133,400,000.00	861,712.85	0.00	0.00	134,261,712.85	0.00	153,000,000.00	1,400,000.00	154,400,000.00	-20,138,287.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-25,383,097.33
372	4499	辽宁省光复眼病防治基金会	2015	18,000,000.00	0.00	0.00	0.00	0.00	31,028.62	18,031,028.62	0.00	43,196.65	231,559.93	8,825.24	283,581.82	17,747,446.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17,747,444.80
373	341	云南省法律援助基金会	2015	12,362,310.50	0.00	0.00	0.00	0.00	443,960.83	12,806,271.33	0.00	42,300.00	4,805,158.40	171,967.42	5,019,425.82	7,786,845.51	0.00	0.00	0.00	0.00	0.00	17,530.00	0.00	0.00	17,530.00	-17,530.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,769,315.51
374	934	吉林省见义勇为基金会	2015	4,592,430.76	0.00	0.00	0.00	650,000.00	2,058,412.26	7,300,843.02	3,446,443.22	70,474.33	0.00	52,773.30	3,569,690.85	3,731,152.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,731,152.17
375	870	厦门市翔安区教育基金会	2015	49,161,907.34	0.00	0.00	0.00	4,824,780.00	4,229,868.88	58,216,556.22	27,268,673.95	210,119.00	86,226.42	0.00	27,565,019.37	30,651,536.85	0.00	0.00	0.00	0.00	0.00	14,110.00	23,000,000.00	0.00	23,014,110.00	-23,014,110.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,637,426.85
376	1075	天津市孙洪森助学基金会	2015	130,000.00	0.00	0.00	0.00	0.00	1,859.55	131,859.55	147,069.00	0.00	0.00	12,565.00	159,634.00	-27,774.45	0.00	152,000.00	0.00	0.00	152,000.00	0.00	0.00	0.00	0.00	152,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	124,225.55
377	3265	青海省福瑞慈善基金会	2015	11,503,422.90	0.00	0.00	0.00	0.00	90,490.23	11,593,913.13	14,343,804.71	0.00	73,239.74	749,000.00	15,166,044.45	-3,572,131.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-357,213.32
378	2815	福建省见义勇为基金会	2015	5,720,080.00	0.00	0.00	0.00	2,900,000.00	35,638.52	8,655,718.52	558,945.12	240,701.95	5,187,325.81	0.00	5,986,972.88	2,668,745.64	5,000,000.00	1,054,000.00	0.00	0.00	6,054,000.00	20,730.00	0.00	0.00	20,730.00	6,033,270.00	67,000.00	0.00	67,000.00	0.00	67,000.00	124,607.00	191,607.00	-124,607.00	0.00	8,577,408.64
379	4542	重庆德勤公益基金会	2015	2,000,000.00	0.00	0.00	0.00	0.00	3,861.38	2,003,861.38	0.00	87,273.13	0.00	70,401.78	157,674.91	1,846,186.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,846,186.47
380	4414	长春中医药大学教育基金会	2015	0.00	200,000.00	0.00	0.00	0.00	8,253.50	208,253.50	0.00	0.00	0.00	91,738.00	91,738.00	116,515.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,150,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,266,515.50
381	5959	洛阳师范学院教育基金会	2015	10,100,000.00	0.00	0.00	0.00	0.00	0.00	10,100,000.00	0.00	0.00	0.00	0.00	0.00	10,100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
382	2693	甘肃恒滨未来四方书画教育发展基金会	2015	0.00	0.00	0.00	0.00	0.00	518.32	518.32	40,447.60	0.00	0.00	925,302.50	965,750.10	-965,231.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-965,231.78
383	3679	辽宁省昌图县教育基金会	2015	2,946,267.33	0.00	0.00	0.00	0.00	140,110.45	3,086,377.78	2,615,117.30	22,400.00	0.00	4,155,588.41	6,793,105.71	-3,706,727.93	0.00	0.00	0.00	0.00	0.00	4,120.00	0.00	0.00	4,120.00	-4,120.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3,710,847.93
384	4572	重庆理工大学教育发展基金会	2015	2,506,539.00	0.00	0.00	0.00	0.00	2,003,905.19	4,510,444.19	582,746.00	2,400.00	231,077.00	2,000,898.40	2,817,121.40	1,693,322.79	300,000.00	1,895.75	0.00	0.00	301,895.75	5,300.00	0.00	3,810,000.00	3,815,300.00	-3,513,404.25	0.00	2,000,000.00	2,000,000.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	179,918.54
385	4369	山东省山大齐鲁医院医疗援助基金会	2015	7,130,000.00	0.00	0.00	0.00	0.00	25,931.16	7,155,931.16	0.00	18,000.00	0.00	7,393.30	25,393.30	7,130,537.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,130,537.86
386	1059	天津城建大学教育发展基金会	2015	431,356.80	0.00	0.00	0.00	0.00	32,594.33	463,951.13	292,414.00	0.00	0.00	26,006.60	318,420.60	145,530.53	0.00	15,036.00	0.00	0.00	15,036.00	0.00	0.00	0.00	0.00	15,036.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	160,566.53
387	2922	营口市公安民警救助基金会	2015	0.00	0.00	0.00	0.00	0.00	42,400.85	42,400.85	179,000.00	0.00	0.00	4,577.69	183,577.69	-141,176.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3,052,750.00	0.00	-3,052,750.00	0.00	0.00	0.00	0.00	-3,052,750.00	0.00	-3,193,926.84
388	4769	重庆广德公益慈善文化基金会	2015	200,000.00	0.00	0.00	0.00	0.00	2,289.74	202,289.74	0.00	0.00	450,000.00	73.75	450,073.75	-247,784.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,552,215.99
389	4398	甘肃多识爱心基金会	2015	111,510.15	0.00	0.00	0.00	0.00	190.44	111,700.59	45,000.00	0.00	0.00	0.93	45,000.93	66,699.66	0.00	0.00	2,000,000.00	0.00	2,000,000.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,066,699.66
390	3527	武汉音乐学院教育发展基金会	2015	0.00	0.00	0.00	0.00	0.00	9,437.00	9,437.00	228,137.00	0.00	3,515.00	0.00	231,652.00	-222,215.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-222,215.00
391	1082	天津市教育发展基金会	2015	200,000.00	0.00	0.00	0.00	17,690.00	518,019.98	735,709.98	6,920,806.60	225,230.58	328,232.71	156,281.80	7,630,551.69	-6,894,841.71	0.00	5,229,290.66	0.00	0.00	5,229,290.66	0.00	0.00	0.00	0.00	5,229,290.66	0.00	0.00	0.00	0.00	0.00	11,414.00	11,414.00	-11,414.00	0.00	-1,676,965.05
392	3093	重庆市沈铁梅文化发展基金会	2015	115,000.00	0.00	0.00	0.00	0.00	3,497.91	118,497.91	193,057.00	0.00	0.00	8,848.39	201,905.39	-83,407.48	1,000,000.00	85,000.00	0.00	0.00	1,085,000.00	0.00	0.00	0.00	0.00	1,085,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,001,592.52
393	1288	山东省妇女儿童发展基金会	2015	567,324.60	0.00	0.00	0.00	0.00	2,361.40	569,686.00	683,686.80	0.00	0.00	6,838.90	690,525.70	-120,839.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-120,839.70
394	352	云南省青年创业就业基金会	2015	3,298,084.20	0.00	0.00	0.00	0.00	186,601.63	3,484,685.83	3,152,100.00	170,265.26	16,883.99	27,088.83	3,366,338.08	118,347.75	17,730,000.00	289,449.69	0.00	0.00	18,019,449.69	0.00	11,230,000.00	0.00	11,230,000.00	6,789,449.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,907,797.44
395	902	吉林大学唐敖庆教育基金会	2015	50,000.00	0.00	0.00	0.00	0.00	147,146.73	197,146.73	725,000.00	0.00	0.00	530,130.00	1,255,130.00	-1,057,983.27	0.00	5,132,282.95	0.00	0.00	5,132,282.95	0.00	0.00	0.00	0.00	5,132,282.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,074,299.68
396	282	中社社会工作发展基金会	2015	23,742,730.60	0.00	300,000.00	0.00	0.00	2,689,441.06	26,732,171.66	28,645,458.02	852,417.83	403,960.00	863,804.16	30,765,640.01	-4,033,468.35	10,000,000.00	800,000.00	0.00	0.00	10,800,000.00	63,680.00	10,000,000.00	0.00	10,063,680.00	736,320.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.42	-3,297,134.93
