	ao_ad	ao_adex	ao_adn	ao_ate	ao_cc	ao_dd	ao_ddc	ao_ddi	ao_ddin	ao_ddn	ao_ddnn	ao_lst	ao_nni	ao_nnin	ao_od	ao_odi	ao_odin	ao_odn	ao_odnn	ao_odt	ao_oth	ao_slr	ba_cn	fp_yr	ricf_oid
0	0.00	72,585.86	0.00	1,664,414.32	1,395,836.76	0.00	0.00	0.00	0.00	0.00	0.00	299,037.50	null	null	0.00	0.00	0.00	0.00	0.0	0.00	null	67,684.74	漳州市见义勇为基金会	2015	2645
1	356,300.00	9,090.00	150,000.00	238,302.62	222,755.00	356,300.00	356,300.00	0.00	0.00	150,000.00	150,000.00	31,757,275.45	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	457.62	6,000.00	河南省老年文化事业发展基金会	2015	2147
2	2,503,980.12	85,563.81	14,914,160.56	22,564,064.75	22,347,122.21	2,503,980.12	53,385.12	2,450,595.00	14,914,160.56	14,914,160.56	0.00	17,636,607.50	null	null	0.00	0.00	0.00	0.00	0.0	0.00	0.00	131,378.73	吉林省残疾人福利基金会	2015	928
3	20,788,253.13	198,566.50	504.00	13,966,913.33	13,228,861.23	20,275,023.68	2,765,908.90	17,509,114.78	0.00	504.00	504.00	5,000,000.00	null	null	513,229.45	513,229.45	0.00	0.00	0.0	0.00	0.00	960,455.43	陈香梅公益基金会	2015	3161
4	53,726,123.00	1,154,772.10	37,685,084.36	106,002,229.63	102,466,811.18	49,120,116.79	410,000.00	48,710,116.79	37,685,084.36	37,685,084.36	0.00	2,249,630.38	0.00	0.0	4,606,006.21	4,606,006.21	0.00	0.00	0.0	0.00	-5,125.82	2,385,772.17	中国青年创业就业基金会	2015	276
5	296,924.10	0.00	0.00	51,762.40	50,000.00	296,924.10	0.00	296,924.10	0.00	0.00	0.00	100,319,785.96	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	云南云投建设扶贫教育基金会	2015	4692
6	38,000,000.00	15,400.00	0.00	38,315,400.00	38,300,000.00	38,000,000.00	0.00	38,000,000.00	0.00	0.00	0.00	2,301,196.79	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	中国移动慈善基金会	2015	263
7	3,000,000.00	14,767.50	0.00	3,053,612.04	3,000,000.00	3,000,000.00	0.00	3,000,000.00	0.00	0.00	0.00	382,203,482.01	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	38,634.54	河南省民营企业信用发展基金会	2015	2133
8	21,947,600.00	141,905.31	0.00	33,287,739.31	33,070,794.00	9,947,600.00	10,000.00	9,937,600.00	0.00	0.00	0.00	1,500,000.00	null	null	12,000,000.00	12,000,000.00	0.00	0.00	0.0	0.00	null	75,040.00	中远海运慈善基金会	2015	284
9	129,151,072.34	1,503,750.02	0.00	138,165,328.54	135,417,685.80	129,151,072.34	601,071.36	128,550,000.98	0.00	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	56,571.22	1,187,321.50	河南省宋庆龄基金会	2015	2115
10	0.07	55.00	0.00	55.00	0.00	0.07	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	天津市孝慈文化发展基金会	2015	4742
11	450,200.00	8,573.89	91,298.78	1,530,564.33	1,394,849.88	450,200.00	200.00	450,000.00	91,298.78	91,298.78	0.00	2,731,864.51	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	17,683.99	109,456.57	云南省温暖工程慈善基金会	2015	343
12	619,701.15	0.00	0.00	216,221.53	209,039.63	619,701.15	0.00	619,701.15	0.00	0.00	0.00	1,974,759.64	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	16,750.50	15,000.00	浙江省新台州人健康救助基金会	2015	2288
13	20,000.00	23,015.00	0.00	23,215.00	0.00	20,000.00	0.00	20,000.00	0.00	0.00	0.00	200,073,380.98	null	null	0.00	0.00	0.00	0.00	0.0	0.00	200.00	0.00	浙江省合盛慈善基金会	2015	2265
14	24,000,000.00	118,381.86	0.00	33,616,093.51	32,695,000.00	24,000,000.00	0.00	24,000,000.00	0.00	0.00	0.00	2,000,000.00	null	null	0.00	0.00	0.00	0.00	0.0	0.00	535,012.95	267,698.70	泛海公益基金会	2015	2176
15	40,463,698.00	1,247,935.32	0.00	26,285,342.09	24,077,763.87	40,463,698.00	3,088,200.00	37,375,498.00	0.00	0.00	0.00	398,444.40	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	959,642.90	中华社会文化发展基金会	2015	189
16	5,909,788.40	66,132.58	0.00	9,826,708.58	9,760,576.00	5,909,788.40	813,000.00	5,096,788.40	0.00	0.00	0.00	2,169,786.18	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	null	52,200.00	云南省光彩事业基金会	2015	3618
17	750,000.00	13,089.90	0.00	842,308.57	749,189.02	750,000.00	0.00	750,000.00	0.00	0.00	0.00	14,235,877.84	null	null	0.00	0.00	0.00	0.00	0.0	0.00	65,629.65	14,400.00	云南士恒教育基金会	2015	319
18	6,863,030.80	14,031.55	0.00	5,753,596.49	5,739,564.94	6,863,030.80	574,530.80	6,288,500.00	0.00	0.00	0.00	3,405,755.02	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	辽宁省大连海事大学教育发展基金会	2015	3011
19	200,000.00	7,210.00	0.00	1,681,466.26	1,475,219.33	200,000.00	200,000.00	0.00	0.00	0.00	0.00	6,032,454.01	0.00	null	0.00	0.00	0.00	0.00	0.0	0.00	null	155,042.41	大连市见义勇为基金会	2015	1052
20	2,433,295.40	0.00	0.00	4,219,247.00	4,214,500.00	2,433,295.40	0.00	2,433,295.40	0.00	0.00	0.00	779,049.58	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	4,747.00	0.00	山东理工大学教育发展基金会	2015	1282
21	2,366,269.76	96,122.20	0.00	2,438,739.55	2,269,382.35	2,366,269.76	2,366,269.76	0.00	0.00	0.00	0.00	774,814.89	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	9,635.00	63,600.00	浙江省青少年英才奖励基金会	2015	2311
22	2,500.00	12,430.00	0.00	79,304.50	52,600.00	2,500.00	2,500.00	0.00	0.00	0.00	0.00	104,685,376.32	null	null	0.00	0.00	0.00	0.00	0.0	0.00	null	14,274.50	甘肃省社会扶贫爱心捐助基金会	2015	3753
23	28,949,503.49	614,463.17	0.00	36,950,006.23	35,794,831.50	28,924,329.29	61,368.05	28,862,961.24	0.00	0.00	0.00	0.00	0.00	0.0	25,174.20	25,174.20	0.00	0.00	0.0	0.00	0.00	2,354,357.45	南都公益基金会	2015	856
24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,124,075.79	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	null	0.00	河南省黄河科技学院教育发展基金会	2015	4905
25	0.00	5,500.00	0.00	406,761.49	400,500.00	0.00	0.00	0.00	0.00	0.00	0.00	1,224,535.84	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	761.49	0.00	吉林省大禹助学基金会	2015	917
26	601,638.27	4,449.01	0.00	1,526,084.00	1,508,606.17	566,638.27	129,238.27	437,400.00	0.00	0.00	0.00	2,303,707.02	null	null	35,000.00	35,000.00	0.00	0.00	0.0	0.00	null	65,800.00	武汉白鱀豚保护基金会	2015	1864
27	200,000.00	18,916.70	0.00	888,916.70	870,000.00	200,000.00	0.00	200,000.00	0.00	0.00	0.00	110,016,209.53	0.00	null	0.00	0.00	0.00	0.00	0.0	0.00	null	0.00	天津市网球发展基金会	2015	1095
28	1,076,000.30	8,400.00	0.00	549,058.00	540,658.00	1,076,000.30	426,000.30	650,000.00	0.00	0.00	0.00	134.00	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	青岛理工大学教育发展基金会	2015	3612
29	5,100,000.00	224,544.28	0.00	10,241,917.24	8,911,500.75	5,100,000.00	0.00	5,100,000.00	0.00	0.00	0.00	11,820,276.51	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	387,064.39	718,807.82	纺织之光科技教育基金会	2015	2844
30	0.00	27,054.40	0.00	1,025,054.40	984,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	null	null	0.00	0.00	0.00	0.00	0.0	0.00	null	14,000.00	石狮市蔡经阳慈善基金会	2015	2741
31	0.00	10,345.38	830,000.00	1,668,340.61	1,633,995.23	0.00	0.00	0.00	700,000.00	830,000.00	130,000.00	253,517,102.14	null	null	0.00	0.00	0.00	0.00	0.0	0.00	0.00	24,000.00	福建师范大学附属中学正祥教育基金会	2015	2768
32	5,400.00	6,973.58	0.00	64,612.89	55,639.31	5,400.00	100.00	5,300.00	0.00	0.00	0.00	104,617,316.93	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	2,000.00	浙江海善公益基金会	2015	4711
33	225,401,485.19	3,243,561.63	45,279,046.00	249,682,285.24	244,581,651.16	199,968,406.41	114,245,589.45	85,722,816.96	45,279,046.00	45,279,046.00	0.00	39,727,948.27	0.00	0.0	25,433,078.78	25,433,078.78	0.00	0.00	0.0	0.00	1,995.00	8,559,184.68	中国社会福利基金会	2015	259
34	1,550,000.00	460,174.53	0.00	9,492,311.33	8,638,787.83	1,550,000.00	0.00	1,550,000.00	0.00	0.00	0.00	10,400,766.39	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	null	393,348.97	桃源居公益事业发展基金会	2015	1834
35	26,753,874.51	584,097.50	14,700,159.45	39,451,568.30	38,089,146.87	26,753,874.51	292,238.92	26,461,635.59	14,700,159.45	14,700,159.45	0.00	2,011,186.56	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	444,148.79	重庆市残疾人福利基金会	2015	3423
36	27,800.00	182,903.29	0.00	4,530,512.29	4,230,859.00	27,800.00	27,800.00	0.00	0.00	0.00	0.00	49,824,085.90	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	116,750.00	天津宝坻桑梓助学基金会	2015	1062
37	0.00	32,832.00	0.00	284,560.50	99,010.00	0.00	0.00	0.00	0.00	0.00	0.00	27,801,283.55	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	27,134.50	125,372.00	河南省荆浩非物质文化遗产传承发展基金会	2015	2151
38	49,407,500.00	67,491.40	0.00	6,447,809.01	5,653,987.00	49,407,500.00	0.00	49,407,500.00	0.00	0.00	0.00	18,861,652.72	null	null	0.00	0.00	0.00	0.00	0.0	0.00	609,730.61	116,600.00	长沙市教育基金会	2015	3146
39	16,174,158.35	40,248.20	2,447,766.08	17,707,841.34	17,667,593.14	16,074,158.35	2,160,659.44	13,913,498.91	2,435,786.08	2,447,766.08	11,980.00	57,998,586.40	null	null	100,000.00	0.00	0.00	100,000.00	0.0	0.00	null	0.00	大连市青少年发展基金会	2015	1053
40	22,305,535.98	184,744.67	1,214,570.00	24,139,397.01	23,752,912.94	22,305,535.98	124,542.65	22,180,993.33	1,214,570.00	1,214,570.00	0.00	3,219,256.87	null	null	0.00	0.00	0.00	0.00	0.0	0.00	67,744.00	133,995.40	贵州省妇女儿童发展基金会	2015	2966
41	15,405,020.00	267,120.97	0.00	6,293,154.40	6,026,033.43	15,405,020.00	422,500.00	14,982,520.00	0.00	0.00	0.00	100,332,166.84	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	传媒大学教育基金会	2015	379
42	2,512,218.08	42,621.29	0.00	2,871,786.46	2,597,322.10	2,512,218.08	1,208,614.00	1,303,604.08	0.00	0.00	0.00	2,393,298.00	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	null	214,252.34	重庆浙商爱心基金会	2015	3433
43	0.00	358,276.20	0.00	40,005,483.05	38,964,720.00	0.00	0.00	0.00	0.00	0.00	0.00	15,405,484.43	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	22,307.70	660,179.15	贵州省宏立城公益基金会	2015	2969
44	5,215,961.00	136,171.58	3,992,763.37	8,987,386.02	9,151,721.99	5,215,961.00	22,400.00	5,193,561.00	3,992,763.37	3,992,763.37	0.00	1,531,865.96	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	158,809.58	云南省残疾人福利基金会	2015	340
45	10,163,000.00	566,984.74	0.00	13,792,728.44	12,976,662.13	10,163,000.00	0.00	10,163,000.00	0.00	0.00	0.00	8,688,933.30	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	55,162.17	806,892.68	中华文学基金会	2015	186
46	0.00	108,555.05	0.00	1,256,664.05	1,148,000.00	0.00	0.00	0.00	0.00	0.00	0.00	200,000.00	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	null	0.00	中国益民文化建设基金会	2015	257
47	0.00	228,323.53	0.00	8,567,825.22	7,234,669.49	0.00	0.00	0.00	0.00	0.00	0.00	2,000,000.00	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	1,104,832.20	0.00	中国马克思主义研究基金会	2015	278
48	2,501,452.20	64,213.58	0.00	2,163,308.85	2,043,795.27	2,501,452.20	159,471.80	2,341,980.40	0.00	0.00	0.00	10,432,089.83	null	null	0.00	0.00	0.00	0.00	0.0	0.00	null	55,300.00	大连市妇女儿童发展基金会	2015	1046
49	2,008,565.23	6,037.00	0.00	100,000.00	93,963.00	2,008,565.23	2,000,000.00	8,565.23	0.00	0.00	0.00	1,240,000.00	0.00	null	0.00	0.00	0.00	0.00	0.0	0.00	null	0.00	辽宁省众德慈善基金会	2015	4434
50	9,220,000.00	22,246.75	0.00	10,105,276.75	9,997,112.00	9,220,000.00	0.00	9,220,000.00	0.00	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	16,598.00	69,320.00	河南省体育发展基金会	2015	2097
51	13,000.00	0.00	0.00	337,612.26	320,643.87	13,000.00	13,000.00	0.00	0.00	0.00	0.00	28,639,729.27	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	null	19,200.00	湖北省仙桃见义勇为基金会	2015	2509
52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17,451,570.22	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	null	0.00	张伯驹潘素文化发展基金会	2015	5068
53	10,410,131.90	248,572.00	0.00	3,048,572.00	2,800,000.00	10,410,131.90	10,410,131.90	0.00	0.00	0.00	0.00	41,213,637.07	null	null	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	南航“十分”关爱基金会	2015	834
54	3,421,242.00	296,922.36	276,762.00	1,719,633.28	654,560.85	3,421,242.00	3,421,242.00	0.00	276,762.00	276,762.00	0.00	1,500,000.00	null	null	0.00	0.00	0.00	0.00	0.0	0.00	-4,863.32	773,013.39	济仁慈善基金会	2015	2191
55	14,585,487.43	1,087,539.81	3,280,000.00	20,926,029.49	19,829,295.48	14,585,487.43	965,701.19	13,619,786.24	3,280,000.00	3,280,000.00	0.00	2,001,586.44	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	9,194.20	中脉公益基金会	2015	3904
56	20,459,250.00	142,071.88	5,800.00	18,950,123.84	18,180,250.17	20,459,250.00	0.00	20,459,250.00	0.00	5,800.00	5,800.00	800,000.00	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	259,472.17	368,329.62	中国民族文化艺术基金会	2015	234
57	161,350.00	4,000.00	0.00	183,398.50	166,618.50	161,350.00	120,000.00	41,350.00	0.00	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	12,000.00	河南省金阳光慈善救助基金会	2015	3579
58	800,000.00	0.00	0.00	783,000.00	783,000.00	800,000.00	0.00	800,000.00	0.00	0.00	0.00	5,093,730.24	null	null	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	青海省贫困学生助学慈善基金会	2015	3268
59	2,100,000.00	60.00	0.00	174,186.00	174,126.00	2,100,000.00	0.00	2,100,000.00	0.00	0.00	0.00	2,698,383.21	null	null	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	重庆市璧山区教育基金会	2015	4571
60	2,200.00	4,890.00	0.00	270,712.00	253,822.00	2,200.00	2,200.00	0.00	0.00	0.00	0.00	3,558,228.60	null	null	0.00	0.00	0.00	0.00	0.0	0.00	null	12,000.00	抚顺市雷锋基金会	2015	1716
61	13,092,794.13	176,833.86	0.00	10,410,766.77	10,066,440.61	13,074,744.13	48,786.00	13,025,958.13	0.00	0.00	0.00	0.00	null	null	18,050.00	18,050.00	0.00	0.00	0.0	0.00	0.00	167,492.30	福建省正荣公益基金会	2015	2799
62	3,028,635.00	34,215.50	0.00	4,103,280.67	3,888,021.00	3,028,635.00	2,581,810.00	446,825.00	0.00	0.00	0.00	8,604,308.03	null	null	0.00	0.00	0.00	0.00	0.0	0.00	null	181,044.17	比亚迪慈善基金会	2015	1866
63	309,358.00	1,706.00	0.00	1,706.00	0.00	309,358.00	9,358.00	300,000.00	0.00	0.00	0.00	2,210,266.86	null	null	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	云南吴征镒科学基金会	2015	4536
64	10,100,000.00	15,521.62	0.00	10,014,521.62	9,999,000.00	10,100,000.00	10,100,000.00	0.00	0.00	0.00	0.00	521,062,415.69	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	null	0.00	天津市体育发展基金会	2015	1064
65	0.00	101,085.00	0.00	906,596.05	595,060.00	0.00	0.00	0.00	0.00	0.00	0.00	1,453,705.96	null	null	0.00	0.00	0.00	0.00	0.0	0.00	114,195.05	96,256.00	聊城市见义勇为基金会	2015	2862
66	480,036,455.52	11,147,835.70	20,743,877.03	437,138,409.44	414,922,359.96	474,461,676.30	40,674,515.30	433,787,161.00	20,743,877.03	20,743,877.03	0.00	0.00	0.00	0.0	5,574,779.22	5,574,779.22	0.00	0.00	0.0	0.00	0.00	13,799,145.85	中国青少年发展基金会	2015	275
67	1,985,404.10	153,318.55	93,500.00	3,577,797.37	3,409,143.45	1,985,404.10	191,404.10	1,794,000.00	93,500.00	93,500.00	0.00	7,190,498.71	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	2,335.37	47,800.00	中国牙病防治基金会	2015	252
68	1,741,190.88	131,377.68	2,301,085.00	4,829,995.80	4,585,524.12	1,709,880.00	36,180.00	1,673,700.00	2,301,085.00	2,301,085.00	0.00	3,189,784.95	0.00	0.0	31,310.88	31,310.88	0.00	0.00	0.0	0.00	0.00	87,300.00	云南省杨善洲绿化基金会	2015	339
69	5,000,000.00	270,883.61	250,000.00	8,424,634.01	7,945,763.40	5,000,000.00	0.00	5,000,000.00	250,000.00	250,000.00	0.00	2,088,093.91	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	207,987.00	0.00	中国科技馆发展基金会	2015	262
70	1,375,257.00	17,494.66	0.00	2,352,572.66	2,335,078.00	1,375,257.00	502,432.00	872,825.00	0.00	0.00	0.00	1,497,502.70	null	null	0.00	0.00	0.00	0.00	0.0	0.00	2,541.24	0.00	河南省羚锐老区扶贫帮困基金会	2015	2145
71	0.00	3,680.00	814,800.00	887,800.00	833,720.00	0.00	0.00	0.00	0.00	814,800.00	814,800.00	1,160,940.08	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	50,400.00	河南省大爱文化艺术发展基金会	2015	2113
72	2,059,000.00	0.00	0.00	1,542,140.00	1,373,000.00	2,059,000.00	2,059,000.00	0.00	0.00	0.00	0.00	3,538,426.97	null	null	0.00	0.00	0.00	0.00	0.0	0.00	11,390.00	139,550.00	福建省海峡环保基金会	2015	3652
73	2,814,000.00	56,494.55	0.00	1,249,478.55	1,057,984.00	2,814,000.00	2,814,000.00	0.00	0.00	0.00	0.00	0.00	null	null	0.00	0.00	0.00	0.00	0.0	0.00	0.00	135,000.00	大连市职工慈善基金会	2015	1051
74	288,418.00	12,838.00	0.00	301,510.48	288,418.00	288,418.00	288,418.00	0.00	0.00	0.00	0.00	266,736.53	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	254.48	0.00	辽宁省辽宁师范大学教育基金会	2015	3029
75	792,481.50	83,805.22	917,642.00	1,721,700.08	1,500,645.20	633,719.00	201,039.00	432,680.00	912,842.00	917,642.00	4,800.00	3,732,592.76	null	null	158,762.50	158,762.50	0.00	0.00	0.0	0.00	null	82,020.18	天津市联合助学基金会	2015	1098
76	336,000.00	35,222.63	0.00	345,442.43	306,646.47	336,000.00	0.00	336,000.00	0.00	0.00	0.00	3,449,616.40	null	null	0.00	0.00	0.00	0.00	0.0	0.00	3,573.33	0.00	葫芦岛市见义勇为基金会	2015	2926
77	9,007,400.59	230,911.04	5,682,482.30	16,650,816.23	15,254,786.10	9,007,400.59	9,007,400.59	0.00	0.00	5,682,482.30	5,682,482.30	5,241,915.64	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	814,771.64	厦门市红十字基金会	2015	868
78	207,521.30	27,458.98	0.00	1,658,307.55	1,436,080.11	207,521.30	0.00	207,521.30	0.00	0.00	0.00	2,000,000.00	null	null	0.00	0.00	0.00	0.00	0.0	0.00	125,423.61	69,344.85	贵州省贵阳市生态文明基金会	2015	2978
79	410,000.00	15,554.53	0.00	1,432,056.75	1,384,778.22	410,000.00	10,000.00	400,000.00	0.00	0.00	0.00	12,185,216.58	0.00	null	0.00	0.00	0.00	0.00	0.0	0.00	598.00	7,200.00	南安市仑苍镇教育发展基金会	2015	822
80	2,000,000.00	21,550.60	0.00	1,658,586.60	1,543,036.00	2,000,000.00	0.00	2,000,000.00	0.00	0.00	0.00	6,953,955.31	null	null	0.00	0.00	0.00	0.00	0.0	0.00	0.00	94,000.00	厦门市集美社公业基金会	2015	872
81	12,426,245.10	185,252.96	12,990,266.48	22,682,304.95	22,181,299.46	12,426,245.10	8,546,192.10	3,880,053.00	12,030,266.48	12,630,266.48	600,000.00	1,002,256.12	0.00	0.0	0.00	0.00	360,000.00	0.00	0.0	360,000.00	70,824.12	327,098.04	山东省残疾人福利基金会	2015	1295
82	7,770,566.70	515,092.53	0.00	12,130,256.09	11,443,081.10	7,770,566.70	337,942.00	7,432,624.70	0.00	0.00	0.00	5,000,000.00	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	171,882.46	温州市人民教育基金会	2015	2481
83	231,246.00	31,091.62	0.00	0.00	577,727.00	150,000.00	0.00	150,000.00	0.00	0.00	0.00	1,003,228.84	0.00	null	81,246.00	0.00	0.00	81,246.00	0.0	0.00	null	38,681.40	林则徐基金会	2015	1830
84	650,000.00	65,773.93	0.00	1,161,373.93	1,071,600.00	650,000.00	0.00	650,000.00	0.00	0.00	0.00	2,000,000.00	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	24,000.00	天津市人口福利基金会	2015	1063
85	1,560,000.00	11,574.66	0.00	1,180,481.66	1,110,000.00	1,560,000.00	1,250,000.00	310,000.00	0.00	0.00	0.00	2,859,321.13	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	null	58,907.00	天津市天津大学建工学院大海助学基金会	2015	4279
86	0.00	2,254.00	0.00	102,274.02	100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	2,171,172.28	null	null	0.00	0.00	0.00	0.00	0.0	0.00	20.02	0.00	青岛市爱国健身公益基金会	2015	3240
87	30,002,308.54	1,235,684.86	13,987,969.69	58,137,527.82	52,988,176.29	26,532,348.39	1,742,560.87	24,789,787.52	13,987,969.69	13,987,969.69	0.00	3,934,652.97	null	null	3,469,960.15	3,469,960.15	0.00	0.00	0.0	0.00	236,052.92	3,677,613.75	中华环境保护基金会	2015	187
88	15,000.00	4,942.30	0.00	1,048,515.10	1,043,141.20	15,000.00	0.00	15,000.00	0.00	0.00	0.00	39,632,262.30	null	null	0.00	0.00	0.00	0.00	0.0	0.00	431.60	0.00	威海市恒盛文化艺术发展基金会	2015	1123
89	768,888.60	3,907.36	0.00	909,913.11	915,500.00	768,888.60	118,888.60	650,000.00	0.00	0.00	0.00	38,732,046.22	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	-9,494.25	0.00	福州外语外贸学院教育发展基金会	2015	3758
90	200.00	4,825.40	0.00	1,013,169.32	914,825.40	200.00	200.00	0.00	0.00	0.00	0.00	2,201.66	null	null	0.00	0.00	0.00	0.00	0.0	0.00	0.00	88,791.52	重庆市急救医疗救助基金会	2015	3408
91	29,216,051.23	161,752.07	0.00	19,170,200.67	18,748,342.49	28,643,015.83	9,049,743.35	19,593,272.48	0.00	0.00	0.00	3,657,083.33	0.00	null	573,035.40	550,781.65	0.00	22,253.75	0.0	0.00	0.00	151,042.88	辽宁省大连理工大学教育发展基金会	2015	3013
92	392,000.00	27,711.90	0.00	3,352,868.19	3,105,528.04	392,000.00	392,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	84,000.00	67,350.00	实事助学基金会	2015	1256
93	0.00	2,401.00	0.00	103,401.00	101,000.00	0.00	0.00	0.00	0.00	0.00	0.00	964,010.71	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	浙江省职工送温暖基金会	2015	2302
94	0.00	8,760.00	0.00	243,557.00	230,297.00	0.00	0.00	0.00	0.00	0.00	0.00	143,623,271.97	null	null	0.00	0.00	0.00	0.00	0.0	0.00	4,500.00	0.00	山东省企联企业管理科学基金会	2015	1286
95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	671,975,821.97	null	null	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	青海省治理荒漠化基金会	2015	3262
96	2,200,000.00	7,141.80	0.00	928,236.80	873,600.00	2,200,000.00	0.00	2,200,000.00	0.00	0.00	0.00	11,240,406.80	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	4,295.00	43,200.00	甘肃省公安民警英烈基金会	2015	2696
97	19,499,890.59	657,474.36	392,340.00	42,648,239.16	41,431,288.66	16,890,385.60	1,466,018.50	15,424,367.10	392,340.00	392,340.00	0.00	304,681.62	0.00	0.0	2,609,504.99	2,609,504.99	0.00	0.00	0.0	0.00	371,162.70	188,313.44	重庆大学教育发展基金会	2015	3083
98	202,911,044.83	19,968,540.03	413,667,179.42	786,725,280.60	564,510,296.38	202,911,044.83	7,230,319.88	195,680,724.95	413,667,179.42	413,667,179.42	0.00	2,055,947.06	0.00	0.0	0.00	0.00	0.00	0.00	0.0	0.00	0.00	12,994,875.99	中国光华科技基金会	2015	208
99	4,000,000.00	15,476.00	0.00	1,466,676.00	1,451,200.00	4,000,000.00	0.00	4,000,000.00	0.00	0.00	0.00	34,234.89	0.00	null	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	山东省彩虹援助基金会	2015	1307
100	5,000.00	3,000.00	0.00	8,480.00	5,000.00	5,000.00	5,000.00	0.00	0.00	0.00	0.00	3,053,602.84	null	null	0.00	0.00	0.00	0.00	0.0	0.00	3,480.00	0.00	河南省常香玉基金会	2015	2120
101	0.00	0.00	2,784,000.00	1,512,839.11	627,764.00	0.00	0.00	0.00	0.00	2,784,000.00	2,784,000.00	3,000,000.00	null	null	0.00	0.00	0.00	0.00	0.0	0.00	1,000.00	304,383.60	河南省张伯驹文化发展基金会	2015	3760
102	0.00	27,813.44	0.00	376,917.44	334,704.00	0.00	0.00	0.00	0.00	0.00	0.00	1,115,943.59	0.00	null	0.00	0.00	0.00	0.00	0.0	0.00	null	14,400.00	枣庄市见义勇为基金会	2015	1831
