Unnamed: 0	ba_cn	fp_agas_begin	fp_agas_end	fp_agd_begin	fp_agd_end	fp_asto_begin	fp_asto_end	fp_clas_begin	fp_clas_end	fp_csh_begin	fp_csh_end	fp_deex_begin	fp_deex_end	fp_det_begin	fp_det_end	fp_fias_begin	fp_fias_end	fp_fide_begin	fp_fide_end	fp_fifx_begin	fp_fifx_end	fp_fior_begin	fp_fior_end	fp_fito_begin	fp_fito_end	fp_flde_begin	fp_flde_end	fp_fra_begin	fp_fra_end	fp_inbu_begin	fp_inbu_end	fp_ldto_begin	fp_ldto_end	fp_lims_begin	fp_lims_end	fp_lobo_begin	fp_lobo_end	fp_lode_begin	fp_lode_end	fp_lopa_begin	fp_lopa_end	fp_lost_begin	fp_lost_end	fp_loto_begin	fp_loto_end	fp_noas_begin	fp_noas_end	fp_ntt_begin	fp_ntt_end	fp_ode_begin	fp_ode_end	fp_onin_begin	fp_onin_end	fp_otde_begin	fp_otde_end	fp_otfl_begin	fp_otfl_end	fp_otld_begin	fp_otld_end	fp_prde_begin	fp_prde_end	fp_prex_begin	fp_prex_end	fp_prp_begin	fp_prp_end	fp_rec_begin	fp_rec_end	fp_rm_begin	fp_rm_end	fp_shbo_begin	fp_shbo_end	fp_shpa_begin	fp_shpa_end	fp_shsa_begin	fp_shsa_end	fp_shta_begin	fp_shta_end	fp_sti_begin	fp_sti_end	fp_tofl_begin	fp_tofl_end	fp_tt_begin	fp_tt_end	fp_unls_begin	fp_unls_end	fp_yr	ricf_oid
2426	新乡市环卫爱心基金会		0.00		0.00		3,187,320.35		0.00		3,179,647.39		0.00		0.00		7,672.96		2,098.04		0.00		9,771.00		7,672.96		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		3,187,320.35		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		3,179,647.39		3,187,320.35		3,187,320.35	2015	1730
2427	中华艺文基金会	0	0	0	0	133,851,677.06	126,524,209.74	0	0	33,059,416.34	25,717,003.58	22,080	27,600	217.11	35,079.61	0	11,093.82	0	382.55	0	0	0	11,476.37	0	11,093.82	217.11	35,079.61	0	0	0	0	0	0	0	0	0	0	0	100,000,000	0	0	0	0	0	100,000,000	0	0	133,851,459.95	126,489,130.13	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	10,881.28	9,212.9	759,299.44	759,299.44	0	0	0	0	0	35,000	0	0	217.11	79.61	100,000,000	0	133,851,677.06	26,513,115.92	133,851,677.06	126,524,209.74	133,851,459.95	126,489,130.13	2015	190
2428	北京市永源公益基金会		0.00		0.00		8,161,991.22		0.00		4,982,823.89		0.00		5,412.56		8,595.83		4,652.37		0.00		13,248.20		8,595.83		5,412.56				0.00		0.00		3,497,329.82		0.00		0.00		0.00		0.00		0.00		3,547.50		8,156,578.66		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		5,412.56		3,000,000.00		8,149,847.89		8,161,991.22		4,659,248.84	2015	614
2429	常州市武进区树人教育发展基金会		0.00		0.00		5,077,800.00		0.00		5,077,800.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		5,077,800.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		5,077,800.00		5,077,800.00		5,077,800.00	2015	1388
2430	南京市鼓楼教育基金会		0.00		0.00		21,604,300.00		0.00		1,582,300.00		0.00		0.00		22,000.00		6,300.00		0.00		28,300.00		22,000.00		0.00				0.00		0.00		523,900.00		0.00		0.00		0.00		0.00		0.00		0.00		21,604,300.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		20,000,000.00		21,582,300.00		21,604,300.00		21,080,400.00	2015	796
2431	常德市鼎城区教育基金会		0.00		0.00		22,554,401.44		0.00		2,004,401.44		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		14,274,300.00		0.00		0.00		0.00		0.00		0.00		0.00		22,554,401.44		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		20,550,000.00				0.00		0.00		0.00		0.00		0.00		22,554,401.44		22,554,401.44		8,280,101.44	2015	1397
2432	湖南岳阳长炼石化科技创新基金会		0.00		0.00		5,505,158.14		0.00		3,630,158.14		0.00		199,450.00		0.00		0.00		0.00		0.00		0.00		199,450.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		5,305,708.14		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,875,000.00				0.00		0.00		0.00		199,450.00		0.00		5,505,158.14		5,505,158.14		5,305,708.14	2015	2551
2433	北京市惠民医药卫生事业发展基金会		0.00		0.00		19,722,089.62		0.00		5,905,883.61		0.00		14,261.42		41,206.01		103,529.99		0.00		144,736.00		41,206.01		14,261.42				0.00		0.00		0.00		0.00		0.00		0.00		2,400,000.00		2,400,000.00		0.00		19,707,828.20		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,350,000.00		25,000.00				0.00		0.00		0.00		14,261.42		10,000,000.00		17,280,883.61		19,722,089.62		19,707,828.20	2015	604
2434	湖南省大药王寺安养基金会		0.00		0.00		3,340,036.92		0.00		2,000,036.92		0.00		438,900.00		0.00		0.00		0.00		0.00		1,340,000.00		438,900.00				1,340,000.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,901,136.92		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		438,900.00		0.00		0.00		0.00		2,000,036.92		3,340,036.92		2,901,136.92	2015	2575
2435	湖南省祁阳县教育基金会		0.00		0.00		8,592,465.54		0.00		4,592,465.54		0.00		10,000.00		0.00		0.00		0.00		0.00		0.00		10,000.00				0.00		0.00		0.00		0.00		4,000,000.00		0.00		0.00		4,000,000.00		0.00		8,582,465.54		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		10,000.00		0.00		0.00		0.00		4,592,465.54		8,592,465.54		8,582,465.54	2015	2608
2436	邵阳市教育基金会		0.00		0.00		10,832,481.22		0.00		2,544,481.22		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		8,800,000.00		0.00		0.00		0.00		0.00		0.00		0.00		10,831,890.02		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		8,288,000.00		10,832,481.22		10,831,890.02		2,031,890.02	2015	3066
2437	首都文化艺术公益基金会		0.00		0.00		2,792,946.53		0.00		2,316,639.46		5,000.00		285,912.74		107,072.42		27,284.58		0.00		134,357.00		107,072.42		285,912.74				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,507,033.79		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		364,234.65				0.00		285,912.74		0.00		0.00		0.00		2,685,874.11		2,792,946.53		2,507,033.79	2015	3288
