Unnamed: 0,ricf_oid,ba_cn,fp_yr,name,cf_doc,cf_soc,cf_srvc,cf_proc,cf_govc,cf_otca,cf_atci,cf_dopc,cf_stpc,cf_psc,cf_otpc,cf_atco,cf_anc,cf_inc,cf_inrc,cf_assc,cf_oc,cf_itci,cf_aspc,cf_invs,cf_oinc,cf_tinc,cf_intc,cf_leca,cf_tfc,cf_tfic,cf_bopc,cf_inpc,cf_ofc,cf_tfoc,cf_nfl,cf_exch,cf_ninc
328,3459.0,中国器官移植发展基金会,2016,中国器官移植发展基金会,"7,959,972.10",0.00,0.00,0.00,0.00,"10,348,200.83","18,308,172.93","17,133,918.86","551,170.00",0.00,"8,896,909.70","26,581,998.56","-8,273,825.63",0.00,0.00,0.00,0.00,0.00,"66,938.00",0.00,0.00,"66,938.00","-66,938.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-8,340,763.63"
329,324.0,云南慧邦尼公益基金会,2016,云南慧邦尼公益基金会,"136,650.00",0.00,0.00,0.00,0.00,"240,000.00","376,650.00","338,726.00","22,000.00",0.00,"11,047.42","371,773.42","4,876.58",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,876.58"
330,242.0,中国文物保护基金会,2016,中国文物保护基金会,"28,103,499.06",0.00,0.00,0.00,"6,128,830.00","306,604.52","34,538,933.58","9,855,099.39","1,218,933.43","1,354,229.39","508,126.41","12,936,388.62","21,602,544.96",0.00,0.00,0.00,0.00,0.00,"260,790.76",0.00,0.00,"260,790.76","-260,790.76",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"21,341,754.20"
331,,MoreThanOneMatch,2016,宁夏银川景博教育发展基金会,"3,111,000.00",0.00,0.00,0.00,0.00,"8,975.41","3,119,975.41","1,335,000.00","99,119.95",0.00,"68,232.26","1,502,352.21","1,617,623.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,617,623.20"
332,2768.0,福建师范大学附属中学正祥教育基金会,2016,福建师范大学附属中学正祥教育基金会,"1,280,000.00",0.00,0.00,0.00,0.00,"168,878.30","1,448,878.30","1,932,821.21","22,000.00","14,135.20","100,000.00","2,068,956.41","-620,078.11",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-620,078.11"
333,1804.0,杭州市余杭区见义勇为基金会,2016,杭州市余杭区见义勇为基金会,"20,000.00",0.00,0.00,0.00,"100,000.00","402,557.21","522,557.21",0.00,"7,000.00",0.00,"352,595.61","359,595.61","162,961.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"162,961.60"
334,3021.0,辽宁省沈阳理工大学教育基金会,2016,辽宁省沈阳理工大学教育基金会,0.00,0.00,0.00,0.00,0.00,"18,472.37","18,472.37","355,000.00",0.00,0.00,"22,866.00","377,866.00","-359,393.63",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-359,393.63"
335,2967.0,贵州省孔学堂发展基金会,2016,贵州省孔学堂发展基金会,"17,000,813.10",0.00,0.00,0.00,0.00,"9,338,359.21","26,339,172.31","3,436,200.00","255,585.54",0.00,"196,596.35","3,888,381.89","22,450,790.42",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"22,450,790.42"
336,3433.0,重庆浙商爱心基金会,2016,重庆浙商爱心基金会,"2,289,284.45",0.00,0.00,0.00,0.00,"153,078.27","2,442,362.72","2,478,820.02","167,700.00",0.00,"77,339.25","2,723,859.27","-281,496.55",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-281,496.55"
337,3584.0,浙江钟伟嵊泗中学教育基金会,2016,浙江钟伟嵊泗中学教育基金会,0.00,"65,000.00",0.00,0.00,0.00,"6,944.12","71,944.12","301,500.00",0.00,0.00,"12,748.00","314,248.00","-242,303.88",0.00,"395,309.03",0.00,0.00,"395,309.03",0.00,0.00,0.00,0.00,"395,309.03",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
338,437.0,内蒙古清格尔泰蒙古语言文化基金会,2016,内蒙古清格尔泰蒙古语言文化基金会,0.00,0.00,0.00,0.00,"90,000.00","24,216.39","114,216.39","215,284.30","9,100.00","13,633.20",550.00,"238,567.50","-124,351.11",0.00,0.00,0.00,0.00,0.00,"5,300.00",0.00,0.00,"5,300.00","-5,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-129,651.11"
339,2970.0,贵州省扶贫基金会,2016,贵州省扶贫基金会,"1,003,133,694.43",0.00,"100,000.00",0.00,0.00,"52,183.97","1,003,285,878.40","1,004,902,858.80","469,480.02","28,490.00","145,970.74","1,005,546,799.56","-2,260,921.16",0.00,0.00,0.00,0.00,0.00,"2,839.00",0.00,0.00,"2,839.00","-2,839.00",0.00,"2,106.06","2,106.06","18,000.00",0.00,"5,587.78","23,587.78","-21,481.72",0.00,"-2,285,241.88"
340,5887.0,河北省石家庄外国语教育集团助学基金会,2016,河北省石家庄外国语教育集团助学基金会,"7,173,456.00",0.00,0.00,0.00,0.00,"11,336.15","7,184,792.15","1,131,700.90","11,705.00",0.00,"4,039.50","1,147,445.40","6,037,346.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,000,000.00","2,000,000.00",0.00,0.00,0.00,0.00,"2,000,000.00",0.00,"8,037,346.75"
341,2973.0,贵州省残疾人福利基金会,2016,贵州省残疾人福利基金会,"6,650,000.00",0.00,0.00,0.00,0.00,"1,042,000.00","7,692,000.00","6,550,145.00","95,931.00","5,982.40","17,326.00","6,669,384.40","1,022,615.60",0.00,0.00,0.00,"4,259.25","4,259.25",0.00,0.00,0.00,0.00,"4,259.25",0.00,"12,998.90","12,998.90",0.00,0.00,0.00,0.00,"12,998.90",0.00,"1,039,873.75"
342,1184.0,宁波市镇海区老年福利基金会,2016,宁波市镇海区老年福利基金会,"850,000.00",0.00,0.00,0.00,"650,000.00","1,099,769.81","2,599,769.81","1,451,120.00","73,654.60","30,116.62","1,502,724.00","3,057,615.22","-457,845.41","500,000.00","25,982.46",0.00,0.00,"525,982.46",0.00,0.00,0.00,0.00,"525,982.46",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
343,4492.0,浙江省阳光圆梦基金会,2016,浙江省阳光圆梦基金会,"3,558,659.52",0.00,0.00,0.00,0.00,"198,556.74","3,757,216.26","1,369,506.61",0.00,0.00,"121,780.00","1,491,286.61","2,265,929.65","1,500,000.00",0.00,0.00,0.00,"1,500,000.00",0.00,"3,000,000.00",0.00,"3,000,000.00","-1,500,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"765,929.65"
344,3019.0,辽宁省沈阳化工大学教育基金会,2016,辽宁省沈阳化工大学教育基金会,"108,000.00",0.00,0.00,0.00,0.00,"17,259.29","125,259.29","243,282.00",0.00,0.00,"9,677.00","252,959.00","-127,699.71",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-127,699.71"
345,1070.0,天津市南开中学教育基金会,2016,天津市南开中学教育基金会,"41,260.00",0.00,0.00,0.00,0.00,"1,050,439.64","1,091,699.64","5,435,839.29","144,600.00",0.00,"140,449.85","5,720,889.14","-4,629,189.50",0.00,0.00,0.00,0.00,0.00,0.00,"4,000,000.00","109,115.64","4,109,115.64","-4,109,115.64",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-8,738,305.14"
346,3300.0,鹤岗市检察人员救助基金会,2016,鹤岗市检察人员救助基金会,"200,000.00",0.00,0.00,0.00,0.00,"161,967.81","361,967.81","383,523.00","24,000.00",0.00,"14,348.96","421,871.96","-59,904.15",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-59,904.15"
347,2158.0,河南省阳光助老基金会,2016,河南省阳光助老基金会,"5,000.00",0.00,0.00,0.00,0.00,0.00,"5,000.00",0.00,0.00,0.00,"5,000.00","5,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201.96,201.96,0.00,0.00,0.00,0.00,201.96,0.00,201.96
348,2488.0,温州市温商慈善基金会,2016,温州市温商慈善基金会,"2,053,200.00",0.00,0.00,0.00,0.00,"151,263.10","2,204,463.10","1,022,256.00","13,854.88","8,167.40",471.00,"1,044,749.28","1,159,713.82",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,159,713.82"
349,323.0,云南宝华福田慈善基金会,2016,云南宝华福田慈善基金会,"22,000.00",0.00,0.00,0.00,0.00,415.18,"22,415.18","10,000.00",0.00,0.00,"5,590.00","15,590.00","6,825.18",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,825.18"
350,2141.0,河南省爱心基金会,2016,河南省爱心基金会,0.00,0.00,0.00,0.00,0.00,10.98,10.98,0.00,0.00,0.00,150.00,150.00,-139.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-139.02
351,3620.0,乌审旗人民教育基金会,2016,乌审旗人民教育基金会,0.00,0.00,0.00,0.00,0.00,"214,492.68","214,492.68","876,000.00",0.00,0.00,"3,917,936.40","4,793,936.40","-4,579,443.72","4,000,000.00",0.00,0.00,0.00,"4,000,000.00",0.00,0.00,0.00,0.00,"4,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-579,443.72"
352,272.0,中国艺术节基金会,2016,中国艺术节基金会,"5,051,709.13",0.00,0.00,0.00,0.00,"275,780.00","5,327,489.13","5,452,310.38","423,691.31",0.00,"2,572,769.22","8,448,770.91","-3,121,281.78",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-3,121,281.78"
353,4265.0,浙江湖畔大学创业研究基金会,2016,浙江湖畔大学创业研究基金会,"20,000,000.00",0.00,0.00,0.00,0.00,"5,986.85","20,005,986.85",0.00,0.00,0.00,"5,108.00","5,108.00","20,000,878.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,878.85
354,399.0,兰州市西固区教育发展基金会,2016,兰州市西固区教育发展基金会,"1,100,000.00",0.00,0.00,0.00,0.00,"10,528.45","1,110,528.45","263,000.00",0.00,0.00,"2,650.00","265,650.00","844,878.45",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"844,878.45"
355,3034.0,辽宁省青年创业基金会,2016,辽宁省青年创业基金会,"1,000,000.00",0.00,0.00,0.00,0.00,"2,270,721.22","3,270,721.22","2,118,878.48",0.00,0.00,"85,688.12","2,204,566.60","1,066,154.62",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,632.56","1,632.56","-1,632.56",0.00,"1,064,522.06"
356,3421.0,重庆市法律援助基金会,2016,重庆市法律援助基金会,"801,888.60",0.00,0.00,0.00,"100,000.00","1,432,199.29","2,334,087.89","2,330,183.39","111,289.18",0.00,"34,135.90","2,475,608.47","-141,520.58",0.00,0.00,0.00,0.00,0.00,"5,499.00",0.00,0.00,"5,499.00","-5,499.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-147,019.58"
357,1057.0,天津中国民航大学教育发展基金会,2016,天津中国民航大学教育发展基金会,"1,647,438.28",0.00,0.00,0.00,0.00,"12,071,113.32","13,718,551.60","8,828,669.10",0.00,0.00,"452,588.40","9,281,257.50","4,437,294.10",0.00,"1,080,000.00",0.00,0.00,"1,080,000.00",0.00,0.00,0.00,0.00,"1,080,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,517,294.10"
358,2682.0,瑞安市人民教育基金会,2016,瑞安市人民教育基金会,"748,746.00",0.00,0.00,0.00,0.00,"934,607.59","1,683,353.59",0.00,"79,080.00","6,555,441.23","2,335,875.88","8,970,397.11","-7,287,043.52",0.00,0.00,0.00,0.00,0.00,"12,200.00",0.00,0.00,"12,200.00","-12,200.00",0.00,0.00,0.00,0.00,0.00,"41,089.80","41,089.80","-41,089.80",0.00,"-7,340,333.32"
359,259.0,中国社会福利基金会,2016,中国社会福利基金会,"353,045,510.81",0.00,0.00,0.00,0.00,"8,658,150.95","361,703,661.76","259,644,530.82","11,679,293.41",0.00,"13,663,802.93","284,987,627.16","76,716,034.60",0.00,0.00,0.00,0.00,0.00,"92,644.00",0.00,0.00,"92,644.00","-92,644.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"76,623,390.60"
360,368.0,仙居县人民教育基金会,2016,仙居县人民教育基金会,0.00,0.00,0.00,0.00,0.00,"159,974.49","159,974.49","37,440.00",0.00,0.00,"15,832.00","53,272.00","106,702.49",0.00,0.00,0.00,"1,000,000.00","1,000,000.00",0.00,0.00,0.00,0.00,"1,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,106,702.49"
361,4711.0,浙江海善公益基金会,2016,浙江海善公益基金会,"819,471.70",0.00,"5,272.00",0.00,0.00,"263,372.91","1,088,116.61",0.00,"34,583.19","281,034.66","257,622.23","573,240.08","514,876.53",0.00,0.00,0.00,0.00,0.00,"4,522.00","-4,522.00",0.00,"9,044.00","-9,044.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"510,354.53"
362,2078.0,河北石家庄二中教育发展基金会,2016,河北石家庄二中教育发展基金会,"4,100,000.00",0.00,0.00,0.00,0.00,"12,353.21","4,112,353.21","2,139,701.00","10,000.00","1,050.00",0.00,"2,150,751.00","1,961,602.21",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,961,602.21"
363,2795.0,福建省扶贫基金会,2016,福建省扶贫基金会,"12,455,738.00",0.00,0.00,0.00,"11,970,000.00","319,724.03","24,745,462.03","11,094,508.00","247,494.48","403,259.84","5,889,235.96","17,634,498.28","7,110,963.75","300,000.00",0.00,0.00,0.00,"300,000.00",0.00,"10,000,000.00",0.00,"10,000,000.00","-9,700,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-2,589,036.25"
364,2959.0,贵州省人口福利基金会,2016,贵州省人口福利基金会,"39,625,980.82",0.00,0.00,0.00,"609,000.00","568,545.04","40,803,525.86","23,729,894.37","1,995,113.71","45,500.00","848,877.99","26,619,386.07","14,184,139.79","1,020,820,000.00","4,129,351.06",0.00,0.00,"1,024,949,351.06","27,444.00","1,043,260,000.00",0.00,"1,043,287,444.00","-18,338,092.94",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-4,153,953.15"
365,932.0,吉林省老龄事业发展基金会,2016,吉林省老龄事业发展基金会,"3,649,376.09",0.00,0.00,0.00,"766,540.24",0.00,"4,415,916.33",0.00,"683,459.76","2,052,900.00","3,596.45","2,739,956.21","1,675,960.12",0.00,0.00,"298,938.46",0.00,"298,938.46",0.00,0.00,0.00,0.00,"298,938.46",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,823,324.40"
366,1068.0,天津市华夏器官移植救助基金会,2016,天津市华夏器官移植救助基金会,"1,665,000.00",0.00,0.00,0.00,0.00,"28,379,513.24","30,044,513.24","13,081,101.85","20,600.00",0.00,"22,806,289.38","35,907,991.23","-5,863,477.99",0.00,0.00,0.00,0.00,0.00,0.00,"3,500,000.00",0.00,"3,500,000.00","-3,500,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-9,363,477.99"
367,5285.0,河南省扶贫基金会,2016,河南省扶贫基金会,"23,000,000.00",0.00,0.00,0.00,0.00,"45,684.73","23,045,684.73",0.00,0.00,0.00,"15,943.30","15,943.30","23,029,741.43",0.00,0.00,0.00,0.00,0.00,0.00,"23,000,000.00",0.00,"23,000,000.00","-23,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"29,741.43"
368,1797.0,本溪市教育基金会,2016,本溪市教育基金会,"412,500.00",0.00,0.00,0.00,0.00,"1,040,877.19","1,453,377.19","933,000.00",0.00,0.00,"544,821.91","1,477,821.91","-24,444.72",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-24,444.72"
369,4997.0,黑龙江省永续自然资源保护公益基金会,2016,黑龙江省永续自然资源保护公益基金会,"1,540,000.21",0.00,0.00,0.00,0.00,"3,054.76","1,543,054.97","1,177,309.67","74,605.00","24,062.63","7,015.69","1,282,992.99","260,061.98",0.00,0.00,0.00,0.00,0.00,"1,900.00",0.00,0.00,"1,900.00","-1,900.00",0.00,"2,000,000.00","2,000,000.00",0.00,0.00,0.00,0.00,"2,000,000.00",0.00,"2,258,161.98"
370,1409.0,平顶山市人民教育基金会,2016,平顶山市人民教育基金会,"254,850.00",0.00,0.00,0.00,0.00,"348,162.02","603,012.02","559,233.07",0.00,0.00,"9,754.00","568,987.07","34,024.95",0.00,0.00,"24,500.00",0.00,"24,500.00","3,850.00",0.00,0.00,"3,850.00","20,650.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"54,674.95"
371,434.0,内蒙古汇能慈善基金会,2016,内蒙古汇能慈善基金会,0.00,0.00,0.00,0.00,0.00,"25,698.71","25,698.71","960,000.00",0.00,0.00,"2,500.00","962,500.00","-936,801.29",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-936,801.29"
372,5273.0,河北地质大学教育发展基金会,2016,河北地质大学教育发展基金会,0.00,0.00,0.00,0.00,0.00,"2,000,000.00","2,000,000.00",0.00,0.00,0.00,0.00,0.00,"2,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,067.86","3,067.86",0.00,0.00,0.00,0.00,"3,067.86",0.00,"2,003,067.86"
373,2080.0,河北进德公益基金会,2016,河北进德公益基金会,"14,273,286.99",0.00,0.00,0.00,0.00,"899,865.97","15,173,152.96","12,615,706.19","468,893.62","265,277.30","703,602.16","14,053,479.27","1,119,673.69",0.00,0.00,0.00,0.00,0.00,"2,498.00",0.00,0.00,"2,498.00","-2,498.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,093,175.69"
374,326.0,云南教育基金会,2016,云南教育基金会,"4,919,700.00",0.00,0.00,0.00,0.00,"19,156.46","4,938,856.46","3,478,280.10","133,850.00","159,862.71","51,800.00","3,823,792.81","1,115,063.65","25,500,000.00","2,653,750.00",0.00,0.00,"28,153,750.00","9,700.00","3,587,997.52",0.00,"3,597,697.52","24,556,052.48",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"25,671,116.13"
375,2201.0,浙江中信金通教育基金会,2016,浙江中信金通教育基金会,0.00,0.00,0.00,0.00,0.00,"4,642.09","4,642.09",0.00,0.00,0.00,"588,471.37","588,471.37","-583,829.28","5,034,056.61","393,849.37",0.00,0.00,"5,427,905.98",0.00,"5,459,444.55",0.00,"5,459,444.55","-31,538.57",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-615,367.85"
376,379.0,传媒大学教育基金会,2016,传媒大学教育基金会,"16,793,400.00",0.00,0.00,0.00,0.00,"472,712.69","17,266,112.69","6,342,246.89",0.00,0.00,"2,125,255.58","8,467,502.47","8,798,610.22","14,200,000.00","46,987.95",0.00,0.00,"14,246,987.95","1,749.00",0.00,0.00,"1,749.00","14,245,238.95",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"23,043,849.17"
377,2039.0,河仁慈善基金会,2016,河仁慈善基金会,0.00,0.00,0.00,0.00,0.00,"10,387,681.16","10,387,681.16","281,976,201.75","1,856,568.75","172,651.00","3,038,509.24","287,043,930.74","-276,656,249.58","508,300,000.00","217,500,000.00",0.00,0.00,"725,800,000.00","172,651.00",0.00,"448,000,000.00","448,172,651.00","277,627,349.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"971,099.42"
378,3116.0,金龙鱼慈善公益基金会,2016,金龙鱼慈善公益基金会,"24,189,944.02",0.00,0.00,0.00,0.00,"17,280.23","24,207,224.25","23,176,299.50",0.00,0.00,"12,269.74","23,188,569.24","1,018,655.01",0.00,"24,000,000.00",0.00,0.00,"24,000,000.00",0.00,"24,000,000.00",0.00,"24,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.62,"1,018,656.63"
379,2286.0,浙江省敏实爱心基金会,2016,浙江省敏实爱心基金会,"52,415,489.54",0.00,0.00,0.00,0.00,"38,180.17","52,453,669.71","3,116,390.57","73,532.65",0.00,"1,507,104.02","4,697,027.24","47,756,642.47",0.00,"405,109.48",0.00,0.00,"405,109.48","1,030,745.70","48,300,000.00",0.00,"49,330,745.70","-48,925,636.22",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-1,168,993.75"
380,3867.0,河南省杜甫文化基金会,2016,河南省杜甫文化基金会,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,284.00","6,284.00","-6,284.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-6,284.00"
381,211.0,中国关心下一代健康体育基金会,2016,中国关心下一代健康体育基金会,"7,360,200.00",0.00,0.00,0.00,0.00,"48,603.32","7,408,803.32","6,765,777.22","465,043.60","179,004.38","40,288.08","7,450,113.28","-41,309.96","10,200,000.00",0.00,0.00,0.00,"10,200,000.00",0.00,0.00,"11,400,000.00","11,400,000.00","-1,200,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-1,241,309.96"
382,4130.0,长春工业大学教育发展基金会,2016,长春工业大学教育发展基金会,"187,570.46",0.00,0.00,0.00,0.00,"52,364.28","239,934.74","179,160.00",0.00,0.00,"22,967.99","202,127.99","37,806.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"37,806.75"
383,2064.0,河北省清河县教育基金会,2016,河北省清河县教育基金会,"1,003,610.00",0.00,0.00,0.00,"1,830,000.00","594,287.43","3,427,897.43","3,299,445.00","46,800.00","69,841.59",0.00,"3,416,086.59","11,810.84",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"11,810.84"
384,1624.0,广西国海扶贫助学基金会,2016,广西国海扶贫助学基金会,"20,000.00",0.00,0.00,0.00,0.00,142.17,"20,142.17","327,450.00",0.00,0.00,"1,053.00","328,503.00","-308,360.83","58,172.03","231,827.97",0.00,0.00,"290,000.00",0.00,0.00,0.00,0.00,"290,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-18,306.83"
385,251.0,中国煤矿文化宣传基金会,2016,中国煤矿文化宣传基金会,"1,550,000.00",0.00,0.00,0.00,0.00,"23,085.88","1,573,085.88",0.00,0.00,"1,237,713.00","22,001.38","1,259,714.38","313,371.50",0.00,"10,650,000.00","625,273.21",0.00,"11,275,273.21",0.00,"9,000,000.00",0.00,"9,000,000.00","2,275,273.21",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,588,644.71"
386,4306.0,兰州市教育发展基金会,2016,兰州市教育发展基金会,"180,000.00",0.00,0.00,0.00,0.00,"1,132,080.46","1,312,080.46","126,836.00","72,000.00",0.00,"5,471.50","204,307.50","1,107,772.96",0.00,0.00,0.00,0.00,0.00,"27,320.00",0.00,0.00,"27,320.00","-27,320.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,080,452.96"
387,2997.0,辽宁光达优抚爱心基金会,2016,辽宁光达优抚爱心基金会,0.00,0.00,0.00,0.00,0.00,389.81,389.81,0.00,"34,197.68",0.00,"15,863.00","50,060.68","-49,670.87",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-49,670.87"
388,3309.0,黑龙江工程学院教育发展基金会,2016,黑龙江工程学院教育发展基金会,0.00,0.00,0.00,0.00,0.00,"4,084.15","4,084.15","10,000.00",0.00,0.00,410.00,"10,410.00","-6,325.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-6,325.85"
389,1043.0,大庆市老年福利基金会,2016,大庆市老年福利基金会,"501,620.00",0.00,"563,000.00",0.00,0.00,"84,003.93","1,148,623.93","884,657.36","82,600.00","46,327.00","33,469.45","1,047,053.81","101,570.12",0.00,0.00,"7,500.00",0.00,"7,500.00",0.00,0.00,0.00,0.00,"7,500.00",0.00,0.00,0.00,0.00,0.00,"3,637.00","3,637.00","-3,637.00",0.00,"105,433.12"
390,328.0,云南民间国际友好交流基金会,2016,云南民间国际友好交流基金会,0.00,0.00,0.00,0.00,0.00,"290,496.96","290,496.96",0.00,0.00,"38,018.00","-235,763.03","-197,745.03","488,241.99",0.00,"4,100,000.00","66,567.12",0.00,"4,166,567.12","25,056.00",0.00,0.00,"25,056.00","4,141,511.12",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
391,2149.0,河南省老龄产业发展基金会,2016,河南省老龄产业发展基金会,"200,000.00",0.00,0.00,0.00,0.00,1.01,"200,001.01","150,000.00",0.00,0.00,347.65,"150,347.65","49,653.36",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"49,653.36"
392,2115.0,河南省宋庆龄基金会,2016,河南省宋庆龄基金会,"3,264,212.47",0.00,0.00,0.00,0.00,"3,226,806.47","6,491,018.94","4,311,283.60","1,356,920.70",0.00,"769,253.35","6,437,457.65","53,561.29",0.00,0.00,0.00,0.00,0.00,"12,605.03",0.00,0.00,"12,605.03","-12,605.03",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"40,956.26"
