Unnamed: 0,ricf_oid,ba_cn,fp_yr,name,cf_doc,cf_soc,cf_srvc,cf_proc,cf_govc,cf_otca,cf_atci,cf_dopc,cf_stpc,cf_psc,cf_otpc,cf_atco,cf_anc,cf_inc,cf_inrc,cf_assc,cf_oc,cf_itci,cf_aspc,cf_invs,cf_oinc,cf_tinc,cf_intc,cf_leca,cf_tfc,cf_tfic,cf_bopc,cf_inpc,cf_ofc,cf_tfoc,cf_nfl,cf_exch,cf_ninc
0,2161.0,河南省青年创业就业基金会,2016,河南省青年创业就业基金会,"100,000.00",0.00,0.00,0.00,0.00,"27,778.19","127,778.19","1,452,081.57","72,409.60",0.00,"275,203.53","1,799,694.70","-1,671,916.51",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-1,671,916.51"
1,1364.0,岱山县人民教育基金会,2016,岱山县人民教育基金会,"3,272,400.40",0.00,0.00,0.00,0.00,0.00,"3,272,400.40","1,115,000.00",0.00,"3,000.00",0.00,"1,118,000.00","2,154,400.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,154,400.40"
2,2213.0,浙江华策影视育才教育基金会,2016,浙江华策影视育才教育基金会,0.00,0.00,"296,199.40",0.00,"2,838.82",0.00,"299,038.22",0.00,0.00,"289,703.99","28,264.36","317,968.35","-18,930.13",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-18,930.13"
3,3889.0,云南华瑞教育发展基金会,2016,云南华瑞教育发展基金会,"3,073,774.50",0.00,0.00,0.00,0.00,"2,000,000.00","5,073,774.50","2,668,900.00","128,350.00",0.00,"297,610.18","3,094,860.18","1,978,914.32",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,956.72","2,956.72",0.00,0.00,0.00,0.00,"2,956.72",0.00,"1,981,871.04"
4,5095.0,辽宁省和光公益基金会,2016,辽宁省和光公益基金会,"2,016,000.00",0.00,0.00,0.00,0.00,8.05,"2,016,008.05","66,538.40","27,053.90",0.00,"15,161.90","108,754.20","1,907,253.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,907,253.85"
5,2144.0,河南省福兴儿童公益基金会,2016,河南省福兴儿童公益基金会,"223,771.02",0.00,0.00,0.00,"250,000.00",400.86,"474,171.88","315,183.99","48,000.00","119,282.76","69,140.60","551,607.35","-77,435.47",0.00,"177,600.00",0.00,0.00,"177,600.00",0.00,0.00,0.00,0.00,"177,600.00",0.00,0.00,0.00,0.00,0.00,"72,776.00","72,776.00","-72,776.00",0.00,"27,388.53"
6,2105.0,河南省华康爱心教育基金会,2016,河南省华康爱心教育基金会,0.00,0.00,0.00,0.00,0.00,"44,226.99","44,226.99","200,000.00",0.00,0.00,"290,093.11","490,093.11","-445,866.12",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-445,866.12"
7,3638.0,章如庚慈善基金会,2016,章如庚慈善基金会,"251,406.86",0.00,0.00,0.00,0.00,"790,785.42","1,042,192.28",0.00,"302,607.00","527,300.00","580,843.02","1,410,750.02","-368,557.74",0.00,"143,476.60",0.00,"31,556,523.40","31,700,000.00",0.00,0.00,"29,700,000.00","29,700,000.00","2,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,631,442.26"
8,964.0,哈尔滨市香坊区残疾人福利基金会,2016,哈尔滨市香坊区残疾人福利基金会,"2,250.00",0.00,0.00,0.00,0.00,"180,377.36","182,627.36","2,250.00","15,200.00",0.00,"438,522.71","455,972.71","-273,345.35",0.00,0.00,0.00,0.00,0.00,"7,120.00",0.00,0.00,"7,120.00","-7,120.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-280,465.35"
9,6287.0,黑龙江省阳光健康公益基金会,2016,黑龙江省阳光健康公益基金会,"2,657,100.00",0.00,0.00,0.00,0.00,0.00,"2,657,100.00","1,901,422.56","84,078.77",0.00,"569,017.64","2,554,518.97","102,581.03",0.00,0.00,0.00,0.00,0.00,0.00,"813,963.00",0.00,"813,963.00","-813,963.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-711,381.97"
10,2738.0,石家庄市志愿服务基金会,2016,石家庄市志愿服务基金会,"444,536.11",0.00,0.00,0.00,0.00,0.00,"444,536.11",0.00,0.00,"707,769.27","150,000.00","857,769.27","-413,233.16",0.00,"312,538.36",0.00,0.00,"312,538.36",0.00,0.00,0.00,0.00,"312,538.36",0.00,"3,703.06","3,703.06",0.00,0.00,0.00,0.00,"3,703.06",0.00,"-96,991.74"
11,2500.0,温州百润教育基金会,2016,温州百润教育基金会,"800,000.00",0.00,0.00,0.00,0.00,"457,370.30","1,257,370.30","1,033,665.48",0.00,0.00,0.00,"1,033,665.48","223,704.82",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,4405.0,华盛绿色工业基金会,2016,华盛绿色工业基金会,"3,618,990.00",0.00,0.00,0.00,0.00,"607,952.63","4,226,942.63","4,424,130.75","370,656.25",0.00,0.00,"4,794,787.00","-567,844.37",0.00,"553,734.49",0.00,0.00,"553,734.49","41,935.00",0.00,0.00,"41,935.00","511,799.49",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-56,044.88"
13,2670.0,牡丹江市公安民警救助基金会,2016,牡丹江市公安民警救助基金会,"200,000.00",0.00,0.00,0.00,0.00,"329,576.07","529,576.07","895,360.00","24,000.00",0.00,"6,447.00","925,807.00","-396,230.93",0.00,0.00,0.00,0.00,0.00,"9,070.00",0.00,0.00,"9,070.00","-9,070.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-405,300.93"
14,505.0,北京交通大学教育基金会,2016,北京交通大学教育基金会,"56,003,842.89",0.00,0.00,0.00,0.00,"3,576,790.94","59,580,633.83","18,508,996.67","249,006.24",0.00,"151,743.65","18,909,746.56","40,670,887.27",0.00,"12,379,728.74",0.00,0.00,"12,379,728.74",0.00,"43,679,932.93",0.00,"43,679,932.93","-31,300,204.19",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,370,683.08"
15,4111.0,甘肃陇盛科技发展基金会,2016,甘肃陇盛科技发展基金会,0.00,"80,000.00",0.00,0.00,0.00,"180,935.00","260,935.00","196,000.00",0.00,0.00,"49,047.93","245,047.93","15,887.07",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,887.07"
16,2922.0,营口市公安民警救助基金会,2016,营口市公安民警救助基金会,"3,100,000.00",0.00,0.00,0.00,0.00,"32,109.78","3,132,109.78","1,080,500.00",0.00,0.00,"6,697.67","1,087,197.67","2,044,912.11",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"399,000.00",0.00,"399,000.00",0.00,0.00,0.00,0.00,"399,000.00",0.00,"2,443,912.11"
17,3089.0,重庆市卢作孚教育基金会,2016,重庆市卢作孚教育基金会,"2,000,000.00",0.00,0.00,0.00,0.00,"7,662.80","2,007,662.80","1,660,300.00",0.00,0.00,"21,081.20","1,681,381.20","326,281.60","7,100,000.00","89,532.01",0.00,0.00,"7,189,532.01",0.00,"6,850,000.00",0.00,"6,850,000.00","339,532.01",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"665,813.61"
18,2839.0,河北省摩诃佛缘慈善基金会,2016,河北省摩诃佛缘慈善基金会,"200,000.00",0.00,0.00,0.00,0.00,"2,203,010.93","2,403,010.93","200,000.00",0.00,0.00,"2,204,648.00","2,404,648.00","-1,637.07",0.00,0.00,0.00,0.00,0.00,0.00,"2,000,000.00",0.00,"2,000,000.00","-2,000,000.00","2,000,000.00",0.00,"2,000,000.00",0.00,0.00,0.00,0.00,"2,000,000.00",0.00,"-1,637.07"
19,2047.0,河北省佛教慈善基金会,2016,河北省佛教慈善基金会,"7,854,411.62",0.00,0.00,0.00,0.00,"9,623.28","7,864,034.90","6,399,190.30","249,166.04",0.00,"895,417.72","7,543,774.06","320,260.84",0.00,0.00,0.00,0.00,0.00,"24,770.80",0.00,0.00,"24,770.80","-24,770.80",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"295,490.04"
20,3335.0,黑龙江省齐齐哈尔医学院教育发展基金会,2016,黑龙江省齐齐哈尔医学院教育发展基金会,"947,760.00",0.00,0.00,0.00,0.00,"12,142.78","959,902.78","783,551.50",0.00,0.00,"4,046.20","787,597.70","172,305.08",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"172,305.08"
21,3399.0,重庆市扶贫基金会,2016,重庆市扶贫基金会,"112,378,430.50",0.00,0.00,0.00,"1,783,000.00","1,145,815.77","115,307,246.27","140,400,487.71","133,207.84",0.00,"275,486.60","140,809,182.15","-25,501,935.88",0.00,0.00,0.00,0.00,0.00,"4,999.00",0.00,0.00,"4,999.00","-4,999.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-25,506,934.88"
22,3927.0,河南省闽商慈善基金会,2016,河南省闽商慈善基金会,"376,300.00",0.00,0.00,0.00,0.00,"93,059.44","469,359.44","390,222.00","39,500.00","1,093.50","6,480.00","437,295.50","32,063.94",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,3498.0,重庆市巫溪县教育基金会,2016,重庆市巫溪县教育基金会,"1,305,241.00",0.00,0.00,0.00,0.00,"39,177.35","1,344,418.35","2,569,911.00","72,000.00",0.00,"1,312,083.00","3,953,994.00","-2,609,575.65","46,543,464.84","309,172.29",0.00,0.00,"46,852,637.13",0.00,"48,010,464.84",0.00,"48,010,464.84","-1,157,827.71",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-3,695,403.36"
24,2153.0,河南省见义勇为基金会,2016,河南省见义勇为基金会,"1,100,000.00",0.00,0.00,0.00,0.00,"4,410,443.79","5,510,443.79","4,513,842.51",0.00,0.00,"8,504,167.89","13,018,010.40","-7,507,566.61",0.00,0.00,0.00,0.00,0.00,"1,680.00",0.00,0.00,"1,680.00","-1,680.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-7,509,246.61"
25,3167.0,陕西国运教育慈善基金会,2016,陕西国运教育慈善基金会,"500,000.00",0.00,0.00,0.00,0.00,"299,894.20","799,894.20","501,418.60",0.00,"1,500.00","2,320.00","505,238.60","294,655.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,868.37,868.37,0.00,0.00,740.00,740.00,128.37,0.00,"294,783.97"
26,3031.0,辽宁省辽宁石油化工大学教育发展基金会,2016,辽宁省辽宁石油化工大学教育发展基金会,"495,185.33",0.00,0.00,0.00,0.00,"98,349.92","593,535.25","471,744.00",0.00,0.00,"11,753.00","483,497.00","110,038.25",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"110,038.25"
27,5345.0,浙江爱彼此公益基金会,2016,浙江爱彼此公益基金会,"2,010,960.50",0.00,0.00,0.00,0.00,"27,426.74","2,038,387.24","600,000.00",0.00,0.00,"56,189.23","656,189.23","1,382,198.01",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,350,000.00","1,350,000.00","-1,350,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"32,198.01"
28,2117.0,河南省宝桥助学基金会,2016,河南省宝桥助学基金会,0.00,0.00,0.00,0.00,0.00,"10,148.51","10,148.51","508,600.00","16,000.00",0.00,"11,727.40","536,327.40","-526,178.89",0.00,0.00,0.00,"256,190.31","256,190.31","5,800.00",0.00,"257,572.95","263,372.95","-7,182.64","5,000,000.00",0.00,"5,000,000.00","1,200,000.00",0.00,0.00,"1,200,000.00","3,800,000.00",0.00,"3,266,638.47"
29,3181.0,陕西省世联慈善基金会,2016,陕西省世联慈善基金会,"70,000.00",0.00,0.00,0.00,0.00,972.59,"70,972.59","349,752.00","18,968.40",0.00,"124,879.00","493,599.40","-422,626.81",0.00,"320,000.00",0.00,0.00,"320,000.00",0.00,0.00,0.00,0.00,"320,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-102,626.81"
30,3007.0,辽宁省周延慈善基金会,2016,辽宁省周延慈善基金会,"199,009.00",0.00,0.00,0.00,0.00,"6,199.34","205,208.34","2,000,000.00",0.00,0.00,"3,280.54","2,003,280.54","-1,798,072.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,2034.0,沈阳市职工爱心慈善基金会,2016,沈阳市职工爱心慈善基金会,"7,181,402.90",0.00,0.00,0.00,"269,541.93","670,892.60","8,121,837.43","10,861,454.30","42,696.05",0.00,"226,845.88","11,130,996.23","-3,009,158.80",0.00,0.00,0.00,0.00,0.00,"8,850.00",0.00,0.00,"8,850.00","-8,850.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,009,158.80"
32,3206.0,陕西省红十字基金会,2016,陕西省红十字基金会,"5,201,568.00",0.00,0.00,0.00,0.00,"33,450.00","5,235,018.00","5,204,448.30","168,853.00","100,286.63","65,125.92","5,538,713.85","-303,695.85","15,000,000.00","918,027.40",0.00,0.00,"15,918,027.40","20,630.00",0.00,0.00,"20,630.00","15,897,397.40",0.00,0.00,0.00,0.00,0.00,"6,558.30","6,558.30","-6,558.30",0.00,"15,587,143.25"
33,2879.0,苍南县人民教育基金会,2016,苍南县人民教育基金会,"2,035,000.00",0.00,0.00,0.00,0.00,"350,823.44","2,385,823.44","4,948,000.00",0.00,0.00,"18,985.60","4,966,985.60","-2,581,162.16",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-2,581,162.16"
34,3460.0,中国保护黄河基金会,2016,中国保护黄河基金会,"2,002,600.00",0.00,0.00,0.00,0.00,"442,152.44","2,444,752.44","2,399,345.14","67,800.00","110,168.28",0.00,"2,577,313.42","-132,560.98","65,000,000.00","957,019.17",0.00,0.00,"65,957,019.17",0.00,"65,000,000.00",0.00,"65,000,000.00","957,019.17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"824,458.19"
35,3030.0,辽宁省辽宁水利职业学院教育基金会,2016,辽宁省辽宁水利职业学院教育基金会,"194,500.00",0.00,0.00,0.00,0.00,"18,585.39","213,085.39","169,072.00",0.00,0.00,"16,568.86","185,640.86","27,444.53",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"27,444.53"
36,4223.0,浙江百贤亚洲未来领袖基金会,2016,浙江百贤亚洲未来领袖基金会,0.00,0.00,0.00,0.00,0.00,86.01,86.01,0.00,"57,450.11",0.00,"1,100.00","58,550.11","-58,464.10",0.00,0.00,0.00,"6,003.38","6,003.38",0.00,0.00,0.00,0.00,"6,003.38",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37,1182.0,宁波市镇海区人民教育基金会,2016,宁波市镇海区人民教育基金会,"1,491,063.40",0.00,0.00,0.00,0.00,"1,031,484.53","2,522,547.93",0.00,0.00,0.00,"3,391,534.22","3,391,534.22","-868,986.29",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38,563.0,北京大学教育基金会,2016,北京大学教育基金会,"569,796,650.70",0.00,0.00,0.00,0.00,"-2,358,429.30","567,438,221.40","256,005,888.16","3,096,795.26",0.00,"-3,935,510.63","255,167,172.79","312,271,048.61","2,845,000,000.00","105,353,075.72","26,400.00",0.00,"2,950,379,475.72","279,084.00","3,340,000,000.00",0.00,"3,340,279,084.00","-389,899,608.28",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,850,408.67","-75,778,151.00"
39,352.0,云南省青年创业就业基金会,2016,云南省青年创业就业基金会,"1,365,804.00",0.00,0.00,0.00,0.00,"17,145.74","1,382,949.74","2,160,227.60","124,226.62","26,237.47","23,356.44","2,334,048.13","-951,098.39","14,000,000.00","133,454.99",0.00,0.00,"14,133,454.99",0.00,"12,500,000.00",0.00,"12,500,000.00","1,633,454.99",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"682,356.60"
40,1807.0,杭州市农业技术推广基金会,2016,杭州市农业技术推广基金会,0.00,0.00,0.00,0.00,"3,991,000.00","55,451.69","4,046,451.69",0.00,"175,400.00","3,402,592.00","54,145.59","3,632,137.59","414,314.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"414,314.10"
41,2940.0,西安高新第一中学教育基金会,2016,西安高新第一中学教育基金会,"3,200,000.00",0.00,0.00,0.00,0.00,"62,024.37","3,262,024.37","587,747.14",0.00,"136,352.13","9,320.00","733,419.27","2,528,605.10",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,528,605.10"
42,4460.0,重庆小树公益基金会,2016,重庆小树公益基金会,"5,600.00",0.00,0.00,0.00,0.00,"324,964.57","330,564.57","216,379.00",6.00,0.00,"12,112.00","228,497.00","102,067.57",0.00,"41,749.05",0.00,0.00,"41,749.05",0.00,0.00,0.00,0.00,"41,749.05",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"143,816.62"
43,2253.0,浙江省人民对外友好交流基金会,2016,浙江省人民对外友好交流基金会,0.00,0.00,0.00,0.00,0.00,"129,853.84","129,853.84",0.00,0.00,0.00,"135,939.34","135,939.34","-6,085.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-6,085.50"
44,3541.0,福建省叶柳春教育慈善基金会,2016,福建省叶柳春教育慈善基金会,"57,000,000.00",0.00,0.00,0.00,0.00,"94,674.99","57,094,674.99","52,042,400.00","74,000.00",0.00,"25,039.67","52,141,439.67","4,953,235.32",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,953,235.32"
45,3029.0,辽宁省辽宁师范大学教育基金会,2016,辽宁省辽宁师范大学教育基金会,"185,954.02",0.00,0.00,0.00,0.00,"17,097.16","203,051.18","392,016.00",0.00,0.00,"8,618.48","400,634.48","-197,583.30",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-197,583.30"
46,3261.0,青海省汇爱公益基金会,2016,青海省汇爱公益基金会,"7,387,280.00",0.00,0.00,0.00,0.00,"38,634.38","7,425,914.38","10,841,000.00",0.00,0.00,760.60,"10,841,760.60","-3,415,846.22",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-3,415,846.22"
47,1835.0,桐乡市人民教育基金会,2016,桐乡市人民教育基金会,"7,721,850.00",0.00,0.00,0.00,0.00,"116,450.55","7,838,300.55","4,647,450.00",0.00,0.00,240.00,"4,647,690.00","3,190,610.55",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,190,610.55"
48,2477.0,温州中学教育发展基金会,2016,温州中学教育发展基金会,"12,256,729.26",0.00,0.00,0.00,0.00,"25,896.76","12,282,626.02","3,438,270.30","15,600.00","11,350.20",0.00,"3,465,220.50","8,817,405.52",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49,4260.0,贵州师范大学教育发展基金会,2016,贵州师范大学教育基金会,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50,344.0,云南省生物多样性保护基金会,2016,云南省生物多样性保护基金会,0.00,0.00,0.00,0.00,0.00,"8,263.32","8,263.32","1,000,000.00","10,080.00","91,758.75",598.00,"1,102,436.75","-1,094,173.43",0.00,"1,095,448.98",0.00,0.00,"1,095,448.98",0.00,"37,135,000.00",0.00,"37,135,000.00","-36,039,551.02",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-37,133,724.45"
51,4580.0,浙江省云惠公益基金会,2016,浙江省云惠公益基金会,"1,445,367.00",0.00,0.00,0.00,0.00,685.39,"1,446,052.39","404,320.40",0.00,0.00,"18,045.70","422,366.10","1,023,686.29","216,978.00","129,022.00",0.00,0.00,"346,000.00",0.00,0.00,0.00,0.00,"346,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,369,686.29"
52,2113.0,河南省大爱文化艺术发展基金会,2016,河南省大爱文化艺术发展基金会,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"50,400.00",0.00,"59,380.50","109,780.50","-109,780.50",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-109,780.50"
53,3454.0,重庆市青少年发展基金会,2016,重庆市青少年发展基金会,"17,175,615.79",0.00,0.00,0.00,"500,000.00","131,403.26","17,807,019.05","13,029,821.20","381,217.03",0.00,"253,618.19","13,664,656.42","4,142,362.63",0.00,"193,408.23",0.00,0.00,"193,408.23",0.00,0.00,0.00,0.00,"193,408.23",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,335,770.86"
54,1800.0,杭州市上城区教育发展基金会,2016,杭州市上城区教育发展基金会,"16,901,105.20",0.00,0.00,0.00,0.00,"1,778,562.32","18,679,667.52","19,642,815.00","104,800.00",0.00,"137,966.50","19,885,581.50","-1,205,913.98",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-1,205,913.98"
55,1048.0,大连市残疾人福利基金会,2016,大连市残疾人福利基金会,"922,636.30",0.00,0.00,0.00,0.00,"50,932.48","973,568.78","1,000,360.00","109,128.96",0.00,"65,347.53","1,174,836.49","-201,267.71",0.00,0.00,0.00,0.00,0.00,"2,398.00",0.00,0.00,"2,398.00","-2,398.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-203,665.71"
56,2106.0,河南省南阳张仲景基金会,2016,河南省南阳张仲景基金会,"6,525,000.00",0.00,0.00,0.00,0.00,"100,115.33","6,625,115.33","3,032,850.00","162,780.04",0.00,"67,874.78","3,263,504.82","3,361,610.51","5,000,000.00","19,890.41",0.00,0.00,"5,019,890.41","6,200.00",0.00,0.00,"6,200.00","5,013,690.41",0.00,"149,114.44","149,114.44",0.00,0.00,"1,545.00","1,545.00","147,569.44",0.00,"8,522,870.36"
57,1176.0,宁波市海曙区人民教育基金会,2016,宁波市海曙区人民教育基金会,"500,000.00",0.00,0.00,0.00,0.00,"467,509.07","967,509.07","478,000.00",0.00,0.00,"6,343.00","484,343.00","483,166.07","2,000,000.00",0.00,0.00,0.00,"2,000,000.00",0.00,0.00,0.00,0.00,"2,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,483,166.07"
58,5627.0,宁夏回族自治区互助基金会,2016,宁夏回族自治区互助基金会,"2,000,000.00",0.00,0.00,0.00,0.00,0.00,"2,000,000.00","138,000.00","25,000.00",0.00,"26,050.00","189,050.00","1,810,950.00",0.00,0.00,0.00,0.00,0.00,"30,000.00",0.00,0.00,"30,000.00","-30,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,780,950.00"
59,1340.0,山西省明道文物保护基金会,2016,山西省明道文物保护基金会,"600,000.00",0.00,0.00,0.00,0.00,"1,562.33","601,562.33","600,000.00","38,900.02",0.00,"55,528.20","694,428.22","-92,865.89","1,000,000.00","100,000.00",0.00,0.00,"1,100,000.00",0.00,0.00,0.00,0.00,"1,100,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,007,134.11"
60,3716.0,天津市尚赫公益基金会,2016,天津市尚赫公益基金会,"8,803,100.00",0.00,0.00,0.00,0.00,"29,626.47","8,832,726.47","8,229,046.45",0.00,0.00,"378,064.80","8,607,111.25","225,615.22",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"225,615.22"
61,3711.0,浙江科技学院教育基金会,2016,浙江科技学院教育基金会,"259,374.62",0.00,0.00,0.00,0.00,"34,223.18","293,597.80","10,000.00",0.00,0.00,"225,853.43","235,853.43","57,744.37",0.00,0.00,0.00,0.00,0.00,"17,950.00",0.00,0.00,"17,950.00","-17,950.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"39,794.37"
62,2254.0,浙江省人民教育基金会,2016,浙江省人民教育基金会,"2,620,000.00",0.00,0.00,0.00,0.00,"99,749.87","2,719,749.87","2,620,000.00",0.00,0.00,"55,327.50","2,675,327.50","44,422.37",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"44,422.37"
63,2053.0,河北省德仁慈善基金会,2016,河北省德仁慈善基金会,"500,000.00",0.00,0.00,0.00,0.00,0.00,"500,000.00","525,177.00",0.00,0.00,"8,122.00","533,299.00","-33,299.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.54,14.54,0.00,0.00,10.00,10.00,4.54,0.00,"-33,294.46"
64,351.0,云南省青少年发展基金会,2016,云南省青少年发展基金会,"92,155,580.11",0.00,0.00,0.00,0.00,"7,009,631.44","99,165,211.55","77,883,801.96","1,017,734.73","326,205.98","8,597,130.29","87,824,872.96","11,340,338.59","137,000,000.00","13,082,520.01",0.00,0.00,"150,082,520.01","18,050.00","95,000,000.00",0.00,"95,018,050.00","55,064,470.01",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"66,404,808.60"
65,5153.0,浙江省讴本开放医疗与健康基金会,2016,浙江省讴本开放医疗与健康基金会,0.00,0.00,0.00,0.00,0.00,"86,896.13","86,896.13",0.00,0.00,0.00,"165,300.00","165,300.00","-78,403.87",0.00,0.00,0.00,0.00,0.00,"75,000.00",0.00,0.00,"75,000.00","-75,000.00",0.00,"200,000.00","200,000.00",0.00,0.00,0.00,0.00,"200,000.00",0.00,"1,846,596.13"
