Unnamed: 0	ricf_oid	ba_cn	fp_yr	fp_csh_begin	fp_sti_begin	fp_rec_begin	fp_prp_begin	fp_rm_begin	fp_deex_begin	fp_onin_begin	fp_otfl_begin	fp_tofl_begin	fp_lost_begin	fp_lode_begin	fp_loto_begin	fp_fior_begin	fp_fide_begin	fp_fias_begin	fp_inbu_begin	fp_clas_begin	fp_fifx_begin	fp_fito_begin	fp_noas_begin	fp_agas_begin	fp_asto_begin	fp_shbo_begin	fp_shpa_begin	fp_shsa_begin	fp_shta_begin	fp_fra_begin	fp_prex_begin	fp_prde_begin	fp_ode_begin	fp_otde_begin	fp_flde_begin	fp_lobo_begin	fp_lopa_begin	fp_otld_begin	fp_ldto_begin	fp_agd_begin	fp_det_begin	fp_unls_begin	fp_lims_begin	fp_ntt_begin	fp_tt_begin	fp_csh_end	fp_sti_end	fp_rec_end	fp_prp_end	fp_rm_end	fp_deex_end	fp_onin_end	fp_otfl_end	fp_tofl_end	fp_lost_end	fp_lode_end	fp_loto_end	fp_fior_end	fp_fide_end	fp_fias_end	fp_inbu_end	fp_clas_end	fp_fifx_end	fp_fito_end	fp_noas_end	fp_agas_end	fp_asto_end	fp_shbo_end	fp_shpa_end	fp_shsa_end	fp_shta_end	fp_fra_end	fp_prex_end	fp_prde_end	fp_ode_end	fp_otde_end	fp_flde_end	fp_lobo_end	fp_lopa_end	fp_otld_end	fp_ldto_end	fp_agd_end	fp_det_end	fp_unls_end	fp_lims_end	fp_ntt_end	fp_tt_end
1021	2481	温州市人民教育基金会	2016	65,066,125.83	0.00	1,880,660.00	0.00 	0.00	0.00	0.00	0.00	66,946,785.83	0.00	0.00	0.00	532,050.00	167,333.00	364,717.00	0.00	0.00	0.00	364,717.00	0.00	0.00	67,311,502.83	0.00	1,643,618.48	-64.08	0.00	0.00	0.00	0.00	0.00	0.00	1,643,554.40	0.00	0.00	0.00	0.00	639,350.00	1,643,554.40	57,782,082.47	57,782,082.47	65,028,598.43	67,311,502.83	85,471,332.41	0.00	1,460,328.00	0.00	0.00	0.00	0.00	0.00	86,931,660.41	0.00	0.00	0.00	549,587.00	226,667.00	322,920.00	0.00	0.00	0.00	322,920.00	0.00	0.00	87,254,580.41	0.00	1,644,208.48	-261.12	0.00	0.00	0.00	0.00	0.00	0.00	1,643,947.36	0.00	0.00	0.00	0.00	639,350.00	1,643,947.36	71,026,376.24	71,026,376.24	84,971,283.05	87,254,580.41
1022	886	台州市社会组织发展基金会	2016	1,379,920.98	0.00	13,410,600.00	0.00 	0.00	0.00	0.00	0.00	14,790,520.98	0.00	0.00	0.00	12,430.00	11,426.60	1,003.40	0.00	0.00	0.00	1,003.40	0.00	0.00	14,791,524.38	0.00	1,992.00	0.00	113.44	0.00	0.00	0.00	0.00	0.00	2,105.44	0.00	0.00	0.00	0.00	0.00	2,105.44	10,527,418.94	10,527,418.94	14,789,418.94	14,791,524.38	1,749,285.31	0.00	13,415,600.00	0.00	0.00	0.00	0.00	0.00	15,164,885.31	0.00	0.00	0.00	12,430.00	12,430.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15,164,885.31	0.00	0.00	0.00	113.44	0.00	0.00	0.00	0.00	0.00	113.44	0.00	0.00	0.00	0.00	0.00	113.44	10,902,771.87	10,902,771.87	15,164,771.87	15,164,885.31
1023	5025	内蒙古鸿雁慈善基金会	2016	0.00	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	563,656.29	0.00	1,000,000.00	0.00	0.00	16,000.00	0.00	0.00	1,579,656.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,579,656.29	0.00	2,033.00	0.00	0.00	0.00	6,000.00	0.00	0.00	0.00	8,033.00	0.00	0.00	0.00	0.00	0.00	8,033.00	1,571,623.29	1,571,623.29	1,571,623.29	1,579,656.29
1024	3352	宁夏科技创业基金会	2016	15,741,005.36	0.00	1,450,000.00	0.00 	0.00	0.00	0.00	0.00	17,191,005.36	900,000.00	0.00	900,000.00	368,280.00	0.00	368,280.00	0.00	0.00	0.00	368,280.00	0.00	0.00	18,459,285.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18,459,285.36	18,459,285.36	18,459,285.36	18,459,285.36	16,743,478.87	0.00	800,000.00	0.00	0.00	0.00	0.00	0.00	17,543,478.87	900,000.00	0.00	900,000.00	368,280.00	0.00	368,280.00	0.00	0.00	0.00	368,280.00	0.00	0.00	18,811,758.87	0.00	5,206.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,206.74	0.00	0.00	0.00	0.00	0.00	5,206.74	18,806,552.13	18,806,552.13	18,806,552.13	18,811,758.87
1025	1837	桐庐县老龄事业发展基金会	2016	6,381,814.67	0.00	100,000.00	0.00 	0.00	0.00	0.00	0.00	6,481,814.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,481,814.67	0.00	100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100,000.00	0.00	0.00	0.00	0.00	0.00	100,000.00	6,296,045.97	6,296,045.97	6,381,814.67	6,481,814.67	5,658,176.25	0.00	100,000.00	0.00	0.00	0.00	0.00	0.00	5,758,176.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,758,176.25	0.00	100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100,000.00	0.00	0.00	0.00	0.00	0.00	100,000.00	5,598,407.55	5,598,407.55	5,658,176.25	5,758,176.25
1026	1054	大连慈善基金会	2016	63,553,581.05	0.00	0.00	0.00 	230,305.61	0.00	0.00	0.00	63,783,886.66	0.00	0.00	0.00	47,410.00	17,228.84	30,181.16	0.00	0.00	0.00	30,181.16	0.00	0.00	63,814,067.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	23,102,392.61	23,102,392.61	63,814,067.82	63,814,067.82	46,212,401.94	0.00	13,000,000.00	0.00	196,929.79	0.00	0.00	0.00	59,409,331.73	0.00	0.00	0.00	79,595.00	28,681.84	50,913.16	0.00	0.00	0.00	50,913.16	0.00	0.00	59,460,244.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24,624,237.57	24,624,237.57	59,460,244.89	59,460,244.89
1027	1869	永安市第一中学教育基金会	2016	310,061.67	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	310,061.67	0.00	0.00	4,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,310,061.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,310,061.67	4,310,061.67	4,310,061.67	4,310,061.67	322,559.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	322,559.44	0.00	0.00	4,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,322,559.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,322,559.44	4,322,559.44	4,322,559.44	4,322,559.44
1028	3569	浙江省广东商会慈善基金会	2016	51,604.16	0.00	2,171,061.25	0.00 	0.00	0.00	0.00	0.00	2,222,665.41	0.00	0.00	0.00	18,440.00	4,965.55	13,474.45	0.00	0.00	0.00	13,474.45	0.00	0.00	2,236,139.86	0.00	0.00	0.00	0.00	290,000.00	0.00	0.00	0.00	0.00	290,000.00	0.00	0.00	0.00	0.00	0.00	290,000.00	1,946,139.86	1,946,139.86	1,946,139.86	2,236,139.86	38,983.91	0.00	2,198,061.25	0.00	0.00	0.00	0.00	0.00	2,237,045.16	0.00	0.00	0.00	18,440.00	8,469.19	9,970.81	0.00	0.00	0.00	9,970.81	0.00	0.00	2,247,015.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	190,000.00	0.00	0.00	0.00	0.00	0.00	190,000.00	2,057,015.97	2,057,015.97	2,057,015.97	2,247,015.97
1029	1138	宁夏回族自治区敬义泰慈善基金会	2016	329.59	0.00	2,000,000.00	0.00 	0.00	0.00	0.00	0.00	2,000,329.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,000,329.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,000,329.59	2,000,329.59	2,000,329.59	2,000,329.59	1,798.17	0.00	1,990,000.00	0.00	0.00	0.00	0.00	0.00	1,991,798.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,991,798.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,991,798.17	1,991,798.17	1,991,798.17	1,991,798.17
1030	235	中国志愿服务基金会	2016	22,028,915.73	70,000,000.00	100,000.00	0.00 	0.00	0.00	0.00	0.00	92,128,915.73	0.00	0.00	0.00	116,140.00	30,527.69	85,612.31	0.00	0.00	0.00	85,612.31	9,225.00	0.00	92,223,753.04	0.00	0.00	58,543.13	580.50	0.00	0.00	0.00	0.00	0.00	59,123.63	0.00	0.00	0.00	0.00	0.00	59,123.63	88,558,529.41	88,558,529.41	92,164,629.41	92,223,753.04	10,170,455.59	80,000,000.00	100,000.00	0.00	0.00	0.00	0.00	0.00	90,270,455.59	0.00	0.00	0.00	152,590.00	62,151.55	90,438.45	0.00	0.00	0.00	90,438.45	3,069.00	0.00	90,363,963.04	0.00	152,469.00	95,284.31	182.65	0.00	0.00	0.00	0.00	0.00	247,935.96	0.00	0.00	0.00	0.00	0.00	247,935.96	84,673,375.08	84,673,375.08	90,116,027.08	90,363,963.04
1031	3011	辽宁省大连海事大学教育发展基金会	2016	15,678,750.86	0.00	64,800.00	0.00 	0.00	0.00	0.00	0.00	15,743,550.86	0.00	0.00	0.00	64,933.55	39,137.74	25,795.81	0.00	0.00	0.00	25,795.81	0.00	0.00	15,769,346.67	0.00	177,614.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	177,614.02	0.00	0.00	0.00	0.00	0.00	177,614.02	3,738,119.19	3,738,119.19	15,591,732.65	15,769,346.67	16,423,045.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16,423,045.78	0.00	0.00	0.00	137,650.45	50,013.07	87,637.38	0.00	0.00	0.00	87,637.38	0.00	0.00	16,510,683.16	0.00	6,849.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,849.25	0.00	0.00	0.00	0.00	0.00	6,849.25	2,962,555.75	2,962,555.75	16,503,833.91	16,510,683.16
1032	3158	阿里巴巴公益基金会	2016	6,156,993.41	41,000,000.00	0.00	35,000.00 	3,000,000.00	133,332.00	0.00	0.00	50,325,325.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20,500.00	0.00	50,345,825.41	0.00	0.00	0.00	10.00	0.00	40,218.00	0.00	0.00	0.00	40,228.00	0.00	0.00	0.00	0.00	0.00	40,228.00	50,145,597.41	50,145,597.41	50,305,597.41	50,345,825.41	54,624,850.37	0.00	0.00	35,000.00	3,000,000.00	0.00	0.00	0.00	57,659,850.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17,500.00	0.00	57,677,350.37	0.00	1,120.47	0.00	0.00	133,332.00	45,000.00	0.00	0.00	0.00	46,120.47	0.00	0.00	0.00	0.00	0.00	46,120.47	57,471,229.90	57,471,229.90	57,631,229.90	57,677,350.37
1033	2978	贵州省贵阳市生态文明基金会	2016	1,647,665.27	38,400,000.00	3,135.24	0.00 	0.00	0.00	0.00	0.00	40,050,800.51	0.00	0.00	0.00	3,912,148.00	379,417.11	3,532,730.89	0.00	0.00	0.00	3,532,730.89	0.00	0.00	43,583,531.40	0.00	5,038.00	0.00	0.00	0.00	598,800.00	0.00	0.00	0.00	603,838.00	0.00	0.00	0.00	0.00	0.00	603,838.00	444,591.01	444,591.01	42,979,693.40	43,583,531.40	29,442,830.68	39,800,000.00	3,060.00	0.00	0.00	0.00	0.00	0.00	69,245,890.68	0.00	0.00	0.00	3,912,148.00	503,012.95	3,409,135.05	0.00	0.00	0.00	3,409,135.05	0.00	0.00	72,655,025.73	0.00	6,800.00	0.00	0.00	0.00	598,800.00	0.00	0.00	0.00	605,600.00	0.00	0.00	0.00	0.00	0.00	605,600.00	871,177.81	871,177.81	72,049,425.73	72,655,025.73
1034	1098	天津市联合助学基金会	2016	424,560.03	0.00	5,360.00	0.00 	6,000.00	0.00	0.00	0.00	435,920.03	0.00	0.00	0.00	44,984.00	31,354.46	13,629.54	0.00	0.00	0.00	13,629.54	4,000,000.00	0.00	4,449,549.57	0.00	180,000.00	0.00	35.72	0.00	0.00	0.00	0.00	0.00	180,035.72	0.00	0.00	0.00	0.00	0.00	180,035.72	2,572,439.41	2,572,439.41	4,269,513.85	4,449,549.57	248,130.57	0.00	5,360.00	0.00	6,656.00	0.00	0.00	0.00	260,146.57	0.00	0.00	0.00	44,984.00	37,811.86	7,172.14	0.00	0.00	0.00	7,172.14	4,000,000.00	0.00	4,267,318.71	0.00	180,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	180,000.00	0.00	0.00	0.00	0.00	0.00	180,000.00	2,406,785.11	2,406,785.11	4,087,318.71	4,267,318.71
1035	2131	河南省本源人文公益基金会	2016	10,043,880.35	0.00	10,345.16	0.00 	0.00	0.00	0.00	0.00	10,054,225.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10,054,225.51	0.00	500.00	0.00	165.60	0.00	0.00	0.00	0.00	0.00	665.60	0.00	0.00	0.00	0.00	0.00	665.60	9,882,858.38	9,882,858.38	10,053,559.91	10,054,225.51	10,153,349.85	0.00	16,795.10	0.00	0.00	0.00	0.00	0.00	10,170,144.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10,170,144.95	0.00	500.00	0.00	5,275.23	0.00	0.00	0.00	0.00	0.00	5,775.23	0.00	0.00	0.00	0.00	0.00	5,775.23	10,107,185.79	10,107,185.79	10,164,369.72	10,170,144.95
1036	1064	天津市体育发展基金会	2016	16,151,044.81	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	16,151,044.81	0.00	0.00	0.00	19,780.00	12,551.00	7,229.00	0.00	0.00	0.00	7,229.00	0.00	0.00	16,158,273.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16,158,273.81	16,158,273.81	16,158,273.81	16,158,273.81	16,162,377.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16,162,377.06	0.00	0.00	0.00	19,780.00	16,351.44	3,428.56	0.00	0.00	0.00	3,428.56	0.00	0.00	16,165,805.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16,165,805.62	16,165,805.62	16,165,805.62	16,165,805.62
1037	4536	云南吴征镒科学基金会	2016	329,305.53	2,000,000.00	0.00	0.00 	0.00	0.00	0.00	0.00	2,329,305.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,329,305.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,329,305.53	2,329,305.53	2,329,305.53	2,329,305.53	423,047.40	2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	2,423,047.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,423,047.40	0.00	2,500.00	0.00	1,250.00	0.00	0.00	0.00	0.00	0.00	3,750.00	0.00	0.00	0.00	0.00	0.00	3,750.00	2,419,297.40	2,419,297.40	2,419,297.40	2,423,047.40
1038	1073	天津市妇女儿童发展基金会	2016	15,500,643.29	16,000,000.00	240,000.00	0.00 	10,786.00	0.00	0.00	69,730.00	31,821,159.29	65,000.00	0.00	65,000.00	129,544.00	64,329.00	65,215.00	0.00	0.00	0.00	65,215.00	7,340.00	0.00	31,958,714.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	491,919.00	491,919.00	0.00	0.00	0.00	0.00	0.00	491,919.00	3,480,896.01	3,480,896.01	31,466,795.29	31,958,714.29	33,234,519.42	0.00	220,000.00	0.00	302,106.00	0.00	0.00	30.00	33,756,655.42	65,000.00	0.00	65,000.00	129,544.00	77,505.00	52,039.00	0.00	0.00	0.00	52,039.00	5,588.00	0.00	33,879,282.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,385,655.66	1,385,655.66	0.00	0.00	0.00	0.00	0.00	1,385,655.66	3,547,434.92	3,547,434.92	32,493,626.76	33,879,282.42
1039	3228	陶行知教育基金会	2016	14,151,350.47	0.00	357,260.00	0.00 	4,306,800.00	2,430,341.20	0.00	0.00	21,245,751.67	0.00	0.00	0.00	497,065.80	85,752.24	411,313.56	0.00	0.00	0.00	411,313.56	0.00	0.00	21,657,065.23	0.00	3,417.96	0.00	3,888.70	0.00	0.00	0.00	0.00	0.00	7,306.66	0.00	0.00	0.00	0.00	0.00	7,306.66	11,460,013.58	11,460,013.58	21,649,758.57	21,657,065.23	17,023,536.50	0.00	1,924,899.74	422,000.00	0.00	2,083,149.60	0.00	0.00	21,453,585.84	0.00	0.00	0.00	526,865.80	172,673.69	354,192.11	0.00	0.00	0.00	354,192.11	0.00	0.00	21,807,777.95	0.00	20,802.80	78,896.89	0.00	2,430,341.20	0.00	0.00	0.00	0.00	99,699.69	0.00	0.00	0.00	0.00	0.00	99,699.69	10,653,951.06	10,653,951.06	21,708,078.26	21,807,777.95
1040	4892	河北省君乐宝公益基金会	2016	2,000,283.33	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	2,000,283.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,000,283.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,000,283.33	2,000,283.33	2,000,283.33	2,000,283.33	4,820,257.87	0.00	0.00	2,313,713.00	0.00	0.00	0.00	0.00	7,133,970.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,133,970.87	0.00	4,200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,200.00	0.00	0.00	0.00	0.00	0.00	4,200.00	7,129,770.87	7,129,770.87	7,129,770.87	7,133,970.87
1041	2799	福建省正荣公益基金会	2016	2,983,226.57	0.00	291,926.01	0.00 	0.00	0.00	0.00	0.00	3,275,152.58	3,000,000.00	0.00	3,000,000.00	19,577.00	6,989.56	12,587.44	0.00	0.00	0.00	12,587.44	0.00	0.00	6,287,740.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,956,512.30	5,956,512.30	6,287,740.02	6,287,740.02	3,389,293.13	0.00	346,492.74	0.00	0.00	0.00	0.00	0.00	3,735,785.87	3,000,000.00	0.00	3,000,000.00	28,476.00	12,934.00	15,542.00	0.00	0.00	0.00	15,542.00	0.00	0.00	6,751,327.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,804,572.12	2,804,572.12	6,751,327.87	6,751,327.87
1042	1104	天津市静海一滴水慈善基金会	2016	1,018,664.17	0.00	4,907,299.00	0.00 	0.00	0.00	0.00	0.00	5,925,963.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,925,963.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,925,963.17	5,925,963.17	5,925,963.17	5,925,963.17	6,074,975.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,074,975.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,074,975.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,074,975.70	6,074,975.70	6,074,975.70	6,074,975.70
1043	1826	杭州泰商慈善基金会	2016	10,642.36	0.00	8,904,041.06	0.00 	0.00	0.00	0.00	0.00	8,914,683.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,914,683.42	0.00	72,000.00	9,100.00	0.00	0.00	0.00	0.00	0.00	0.00	81,100.00	0.00	0.00	0.00	0.00	0.00	81,100.00	8,833,583.42	8,833,583.42	8,833,583.42	8,914,683.42	0.57	0.00	8,904,041.06	0.00	0.00	0.00	0.00	0.00	8,904,041.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,904,041.63	0.00	72,000.00	9,100.00	0.00	0.00	0.00	0.00	0.00	0.00	81,100.00	0.00	0.00	0.00	0.00	0.00	81,100.00	8,822,941.63	8,822,941.63	8,822,941.63	8,904,041.63
1044	223	中国古生物化石保护基金会	2016	7,270,493.36	0.00	13,907.10	0.00 	1,430,220.00	0.00	0.00	0.00	8,714,620.46	2,947,162.07	0.00	2,947,162.07	1,054,996.56	872,538.39	182,458.17	0.00	0.00	0.00	182,458.17	0.00	0.00	11,844,240.70	0.00	0.00	0.00	-142,656.66	0.00	0.00	0.00	0.00	0.00	-142,656.66	0.00	0.00	0.00	0.00	0.00	-142,656.66	11,624,663.27	11,624,663.27	11,986,897.36	11,844,240.70	9,045,505.06	0.00	221,017.10	0.00	748,232.50	0.00	0.00	0.00	10,014,754.66	3,953,000.27	0.00	3,953,000.27	1,054,996.56	927,602.69	127,393.87	0.00	0.00	0.00	127,393.87	0.00	0.00	14,095,148.80	0.00	315.20	0.00	-137,440.90	0.00	0.00	0.00	0.00	0.00	-137,125.70	0.00	0.00	0.00	0.00	0.00	-137,125.70	13,974,197.05	13,974,197.05	14,232,274.50	14,095,148.80
1045	4366	郑州大学教育发展基金会	2016	8,524,057.39	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	8,524,057.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,524,057.39	0.00	0.00	0.00	0.00	282,000.00	0.00	0.00	0.00	0.00	282,000.00	0.00	0.00	0.00	0.00	0.00	282,000.00	5,041,898.90	5,041,898.90	8,242,057.39	8,524,057.39	19,218,865.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19,218,865.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19,218,865.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	51,000.00	0.00	0.00	0.00	0.00	0.00	51,000.00	5,108,825.61	5,108,825.61	19,167,865.68	19,218,865.68
1046	2318	浙江福泰隆慈善基金会	2016	267,267.15	19,300,000.00	0.00	0.00 	0.00	0.00	0.00	0.00	19,567,267.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19,567,267.15	0.00	0.00	0.00	0.00	2,716,160.24	0.00	0.00	0.00	0.00	2,716,160.24	0.00	0.00	0.00	0.00	0.00	2,716,160.24	16,851,106.91	16,851,106.91	16,851,106.91	19,567,267.15	370,590.91	19,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	19,370,590.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19,370,590.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,216,160.24	0.00	0.00	0.00	0.00	0.00	3,216,160.24	16,154,430.67	16,154,430.67	16,154,430.67	19,370,590.91
1047	1639	广西老年基金会	2016	2,104,313.84	0.00	3,900,000.00	0.00 	0.00	0.00	0.00	0.00	6,004,313.84	0.00	0.00	2,000,000.00	18,589.00	12,526.48	6,062.52	0.00	0.00	0.00	6,062.52	0.00	0.00	8,010,376.36	0.00	550,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	550,000.00	0.00	0.00	0.00	0.00	0.00	550,000.00	7,460,376.36	7,460,376.36	7,460,376.36	8,010,376.36	2,165,845.06	0.00	3,900,000.00	0.00	0.00	0.00	0.00	0.00	6,065,845.06	0.00	0.00	2,000,000.00	22,089.00	16,335.42	5,753.58	0.00	0.00	0.00	5,753.58	0.00	0.00	8,071,598.64	0.00	250,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	250,000.00	0.00	0.00	0.00	0.00	0.00	250,000.00	7,821,598.64	7,821,598.64	7,821,598.64	8,071,598.64
1048	262	中国科技馆发展基金会	2016	25,574,689.25	0.00	2,321.00	0.00 	8,798.00	0.00	0.00	0.00	25,585,808.25	0.00	0.00	0.00	4,888,098.69	2,119,696.73	2,768,401.96	0.00	0.00	0.00	2,768,401.96	0.00	0.00	28,354,210.21	0.00	1,085,848.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,085,848.60	0.00	0.00	0.00	0.00	0.00	1,085,848.60	19,353,799.47	19,353,799.47	27,268,361.61	28,354,210.21	24,315,832.12	0.00	0.00	0.00	8,798.00	0.00	0.00	0.00	24,324,630.12	0.00	0.00	0.00	4,888,098.69	2,248,512.01	2,639,586.68	0.00	0.00	0.00	2,639,586.68	0.00	0.00	26,964,216.80	0.00	1,133,324.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,133,324.60	0.00	0.00	0.00	0.00	0.00	1,133,324.60	21,099,865.06	21,099,865.06	25,830,892.20	26,964,216.80
1049	2185	泰顺县雅阳教育发展基金会	2016	196,028.75	0.00	12,940,000.00	0.00 	0.00	0.00	0.00	0.00	13,136,028.75	0.00	0.00	0.00	9,520.00	9,520.00	0.00	0.00	0.00	0.00	0.00	0.00	1,200,000.00	14,336,028.75	0.00	1,071,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,071,000.00	0.00	0.00	0.00	0.00	1,200,000.00	1,071,000.00	12,065,028.75	12,065,028.75	12,065,028.75	14,336,028.75	71,224.12	0.00	11,840,000.00	0.00	0.00	0.00	0.00	0.00	11,911,224.12	0.00	0.00	0.00	9,520.00	9,520.00	0.00	0.00	0.00	0.00	0.00	0.00	1,200,000.00	13,111,224.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,200,000.00	0.00	11,911,224.12	11,911,224.12	11,911,224.12	13,111,224.12
