Unnamed: 0	ricf_oid	ba_cn	fp_yr	fp_csh_begin	fp_sti_begin	fp_rec_begin	fp_prp_begin	fp_rm_begin	fp_deex_begin	fp_onin_begin	fp_otfl_begin	fp_tofl_begin	fp_lost_begin	fp_lode_begin	fp_loto_begin	fp_fior_begin	fp_fide_begin	fp_fias_begin	fp_inbu_begin	fp_clas_begin	fp_fifx_begin	fp_fito_begin	fp_noas_begin	fp_agas_begin	fp_asto_begin	fp_shbo_begin	fp_shpa_begin	fp_shsa_begin	fp_shta_begin	fp_fra_begin	fp_prex_begin	fp_prde_begin	fp_ode_begin	fp_otde_begin	fp_flde_begin	fp_lobo_begin	fp_lopa_begin	fp_otld_begin	fp_ldto_begin	fp_agd_begin	fp_det_begin	fp_unls_begin	fp_lims_begin	fp_ntt_begin	fp_tt_begin	fp_csh_end	fp_sti_end	fp_rec_end	fp_prp_end	fp_rm_end	fp_deex_end	fp_onin_end	fp_otfl_end	fp_tofl_end	fp_lost_end	fp_lode_end	fp_loto_end	fp_fior_end	fp_fide_end	fp_fias_end	fp_inbu_end	fp_clas_end	fp_fifx_end	fp_fito_end	fp_noas_end	fp_agas_end	fp_asto_end	fp_shbo_end	fp_shpa_end	fp_shsa_end	fp_shta_end	fp_fra_end	fp_prex_end	fp_prde_end	fp_ode_end	fp_otde_end	fp_flde_end	fp_lobo_end	fp_lopa_end	fp_otld_end	fp_ldto_end	fp_agd_end	fp_det_end	fp_unls_end	fp_lims_end	fp_ntt_end	fp_tt_end
0	2161	河南省青年创业就业基金会	2016	6,885,744.72	0.00	85,680.00	0.00 	0.00	0.00	0.00	0.00	6,971,424.72	0.00	0.00	0.00	96,600.00	29,466.00	67,134.00	0.00	0.00	0.00	67,134.00	0.00	0.00	7,038,558.72	0.00	492,267.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	492,267.32	0.00	0.00	0.00	0.00	0.00	492,267.32	2,546,291.40	2,546,291.40	6,546,291.40	7,038,558.72	5,213,828.21	0.00	85,680.00	0.00	0.00	0.00	0.00	0.00	5,299,508.21	0.00	0.00	0.00	420,600.00	107,797.26	312,802.74	0.00	0.00	0.00	312,802.74	0.00	0.00	5,612,310.95	0.00	242,267.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	242,267.32	0.00	0.00	0.00	0.00	0.00	242,267.32	1,370,043.63	1,370,043.63	5,370,043.63	5,612,310.95
1	1364	岱山县人民教育基金会	2016	7,706,951.60	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	7,706,951.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,706,951.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,211,043.48	6,211,043.48	7,706,951.60	7,706,951.60	9,861,352.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9,861,352.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9,861,352.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9,861,352.00	9,861,352.00	9,861,352.00	9,861,352.00
2	2213	浙江华策影视育才教育基金会	2016	574,301.58	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	574,301.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	574,301.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	574,301.58	574,301.58	574,301.58	574,301.58	555,371.45	0.00	7,600.00	0.00	0.00	0.00	0.00	330.00	563,301.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	563,301.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	563,301.45	563,301.45	563,301.45	563,301.45
3	3889	云南华瑞教育发展基金会	2016	401,496.39	0.00	2,000,000.00	0.00 	0.00	0.00	0.00	0.00	2,401,496.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,401,496.39	0.00	100,000.00	0.00	-56,000.00	0.00	0.00	0.00	0.00	0.00	44,000.00	0.00	0.00	0.00	0.00	0.00	44,000.00	2,357,496.39	2,357,496.39	2,357,496.39	2,401,496.39	2,383,367.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,383,367.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,383,367.43	0.00	100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100,000.00	0.00	0.00	0.00	0.00	0.00	100,000.00	2,283,367.43	2,283,367.43	2,283,367.43	2,383,367.43
4	5095	辽宁省和光公益基金会	2016	427,242.76	0.00	1,800,000.00	0.00 	0.00	0.00	0.00	0.00	2,227,242.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,227,242.76	0.00	30,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30,000.00	0.00	0.00	0.00	0.00	0.00	30,000.00	347,242.76	347,242.76	2,197,242.76	2,227,242.76	169,748.56	0.00	2,018,748.05	0.00	0.00	0.00	0.00	0.00	2,188,496.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,916,000.00	0.00	4,104,496.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,254,496.61	2,254,496.61	4,104,496.61	4,104,496.61
5	2144	河南省福兴儿童公益基金会	2016	2,290,085.61	0.00	0.00	0.00 	124,261.00	0.00	0.00	0.00	2,414,346.61	0.00	0.00	0.00	360,803.52	95,724.48	265,079.04	0.00	0.00	0.00	265,079.04	0.00	0.00	2,679,425.65	0.00	438,171.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	438,171.32	0.00	0.00	0.00	0.00	0.00	438,171.32	2,241,254.33	2,241,254.33	2,241,254.33	2,679,425.65	2,317,474.14	0.00	0.00	0.00	116,267.05	0.00	0.00	0.00	2,433,741.19	0.00	0.00	0.00	360,803.52	120,142.72	240,660.80	0.00	0.00	0.00	240,660.80	0.00	0.00	2,674,401.99	0.00	494,663.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	494,663.08	0.00	0.00	0.00	0.00	0.00	494,663.08	2,179,738.91	2,179,738.91	2,179,738.91	2,674,401.99
6	2105	河南省华康爱心教育基金会	2016	5,653,568.67	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	5,653,568.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,653,568.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13,478.76	13,478.76	5,653,568.67	5,653,568.67	5,207,702.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,207,702.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,207,702.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-267,354.35	-267,354.35	5,207,702.55	5,207,702.55
7	3638	章如庚慈善基金会	2016	750,165.12	10,975,716.00	453,988.80	80,000.30 	6,029,554.20	0.00	0.00	0.00	18,289,424.42	0.00	0.00	0.00	147,800.00	78,373.73	69,426.27	0.00	0.00	0.00	69,426.27	0.00	0.00	18,358,850.69	0.00	15,200.99	59,980.00	-385.00	0.00	0.00	38,800.00	0.00	0.00	113,595.99	0.00	0.00	0.00	0.00	0.00	113,595.99	18,245,254.70	18,245,254.70	18,245,254.70	18,358,850.69	2,381,607.38	8,957,282.00	123,235.80	245,000.30	8,486,780.77	0.00	0.00	0.00	20,193,906.25	0.00	0.00	0.00	147,800.00	106,144.62	41,655.38	0.00	0.00	0.00	41,655.38	0.00	0.00	20,235,561.63	0.00	4,000.99	94,880.00	80,992.59	0.00	0.00	38,800.00	0.00	0.00	218,673.58	0.00	0.00	0.00	0.00	0.00	218,673.58	19,775,648.19	19,775,648.19	20,016,888.05	20,235,561.63
8	964	哈尔滨市香坊区残疾人福利基金会	2016	5,419,488.64	0.00	45,607.00	0.00 	13,462.00	0.00	0.00	0.00	5,478,557.64	0.00	0.00	0.00	703,892.15	539,874.36	164,017.79	0.00	0.00	0.00	164,017.79	0.00	0.00	5,642,575.43	0.00	182,800.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	182,800.00	0.00	0.00	0.00	0.00	0.00	182,800.00	5,094,993.25	5,094,993.25	5,459,775.43	5,642,575.43	5,139,023.29	0.00	50,745.40	0.00	13,462.00	0.00	0.00	0.00	5,203,230.69	0.00	0.00	0.00	711,012.15	564,768.57	146,243.58	0.00	0.00	0.00	146,243.58	0.00	0.00	5,349,474.27	0.00	330,300.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	330,300.00	0.00	0.00	0.00	0.00	0.00	330,300.00	4,963,642.09	4,963,642.09	5,019,174.27	5,349,474.27
9	6287	黑龙江省阳光健康公益基金会	2016	905,867.56	0.00	20,000.00	20,403.27 	0.00	21,374.65	0.00	0.00	967,645.48	0.00	0.00	0.00	390,469.00	0.00	390,469.00	0.00	0.00	0.00	390,469.00	4,725.00	0.00	1,362,839.48	0.00	128,400.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	128,400.00	0.00	0.00	0.00	0.00	0.00	128,400.00	1,234,439.48	1,234,439.48	1,234,439.48	1,362,839.48	194,485.59	0.00	616,839.21	23,356.00	0.00	10,187.37	0.00	0.00	844,868.17	813,963.00	0.00	813,963.00	390,469.00	49,687.56	340,781.44	0.00	0.00	0.00	340,781.44	3,465.00	0.00	2,003,077.61	0.00	212,414.00	0.00	0.00	21,374.65	0.00	0.00	0.00	0.00	212,414.00	0.00	0.00	0.00	0.00	0.00	212,414.00	1,790,663.61	1,790,663.61	1,790,663.61	2,003,077.61
10	2738	石家庄市志愿服务基金会	2016	541,132.89	7,100,000.00	0.00	0.00 	0.00	0.00	0.00	0.00	7,641,132.89	0.00	0.00	0.00	211,700.00	52,112.88	159,587.12	0.00	0.00	0.00	159,587.12	0.00	0.00	7,800,720.01	0.00	20,190.00	0.00	0.00	0.00	150,000.00	0.00	0.00	0.00	170,190.00	0.00	0.00	0.00	0.00	0.00	170,190.00	1,390,900.16	1,390,900.16	7,630,530.01	7,800,720.01	444,141.15	7,100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	7,544,141.15	0.00	0.00	0.00	211,700.00	73,540.80	138,159.20	0.00	0.00	0.00	138,159.20	0.00	0.00	7,682,300.35	0.00	20,190.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20,190.00	0.00	0.00	0.00	0.00	0.00	20,190.00	1,644,927.49	1,644,927.49	7,662,110.35	7,682,300.35
11	2500	温州百润教育基金会	2016	526,139.22	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	526,139.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,000,000.00	5,526,139.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	526,139.22	526,139.22	5,526,139.22	5,526,139.22	749,844.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	749,844.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,000,000.00	5,749,844.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	749,844.04	749,844.04	5,749,844.04	5,749,844.04
12	4405	华盛绿色工业基金会	2016	431,043.04	16,000,000.00	690,039.00	0.00 	0.00	0.00	0.00	0.00	17,121,082.04	0.00	0.00	0.00	42,206.00	3,588.31	38,617.69	0.00	0.00	0.00	38,617.69	0.00	0.00	17,159,699.73	0.00	0.00	0.00	2,245.00	0.00	0.00	0.00	0.00	0.00	2,245.00	0.00	0.00	0.00	0.00	0.00	2,245.00	17,157,454.73	17,157,454.73	17,157,454.73	17,159,699.73	374,998.16	16,000,000.00	87,912.95	0.00	0.00	0.00	0.00	0.00	16,462,911.11	20,000,000.00	0.00	20,000,000.00	84,141.00	15,459.23	68,681.77	0.00	0.00	0.00	68,681.77	0.00	0.00	36,531,592.88	0.00	0.00	69,095.00	2,405.00	0.00	0.00	0.00	0.00	0.00	71,500.00	0.00	0.00	0.00	0.00	0.00	71,500.00	36,460,092.88	36,460,092.88	36,460,092.88	36,531,592.88
13	2670	牡丹江市公安民警救助基金会	2016	15,724,112.15	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	15,724,112.15	0.00	0.00	0.00	7,980.00	4,541.00	3,439.00	0.00	0.00	0.00	3,439.00	0.00	0.00	15,727,551.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11,727,551.15	11,727,551.15	15,727,551.15	15,727,551.15	15,318,811.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15,318,811.22	0.00	0.00	0.00	17,050.00	7,595.72	9,454.28	0.00	0.00	0.00	9,454.28	0.00	0.00	15,328,265.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11,328,265.50	11,328,265.50	15,328,265.50	15,328,265.50
14	505	北京交通大学教育基金会	2016	111,675,908.57	40,000,000.00	3,000.00	0.00 	0.00	0.00	0.00	0.00	151,678,908.57	16,545,000.00	0.00	16,545,000.00	1,602,493.54	397,549.73	1,204,943.81	0.00	0.00	0.00	1,204,943.81	0.00	0.00	169,428,852.38	0.00	5,320.00	0.00	1,100.00	0.00	0.00	0.00	0.00	0.00	6,420.00	0.00	0.00	0.00	0.00	0.00	6,420.00	29,586,097.09	29,586,097.09	169,422,432.38	169,428,852.38	121,046,591.65	65,000,000.00	3,000.00	0.00	0.00	0.00	0.00	0.00	186,049,591.65	20,224,932.93	0.00	35,224,932.93	1,602,493.54	569,247.88	1,033,245.66	0.00	0.00	0.00	1,033,245.66	0.00	0.00	222,307,770.24	0.00	208,195.20	0.00	6,500.00	0.00	0.00	0.00	0.00	0.00	214,695.20	0.00	0.00	0.00	0.00	0.00	214,695.20	46,672,833.44	46,672,833.44	222,093,075.04	222,307,770.24
15	4111	甘肃陇盛科技发展基金会	2016	19,428.03	0.00	0.00	1,253,360.00 	380,000.00	0.00	0.00	0.00	1,652,788.03	0.00	0.00	0.00	235,640.00	0.00	235,640.00	0.00	0.00	0.00	235,640.00	0.00	0.00	1,888,428.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-111,571.97	-111,571.97	1,888,428.03	1,888,428.03	35,315.10	0.00	800.00	1,257,060.00	250,000.00	701.00	0.00	0.00	1,543,876.10	0.00	0.00	0.00	235,640.00	0.00	235,640.00	0.00	0.00	0.00	235,640.00	0.00	0.00	1,779,516.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	56,136.00	0.00	0.00	0.00	0.00	0.00	56,136.00	-276,619.90	-276,619.90	1,723,380.10	1,779,516.10
16	2922	营口市公安民警救助基金会	2016	9,360,129.82	0.00	416,500.00	0.00 	0.00	0.00	0.00	0.00	9,776,629.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9,776,629.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9,776,629.82	9,776,629.82	9,776,629.82	9,776,629.82	11,804,041.93	0.00	17,500.00	0.00	0.00	0.00	0.00	0.00	11,821,541.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11,821,541.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11,821,541.93	11,821,541.93	11,821,541.93	11,821,541.93
17	3089	重庆市卢作孚教育基金会	2016	1,519,837.79	0.00	0.00	0.00 	0.00	0.00	0.00	2,750,000.00	4,269,837.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,269,837.79	0.00	12,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12,000.00	0.00	0.00	0.00	0.00	0.00	12,000.00	0.00	0.00	4,257,837.79	4,269,837.79	2,185,651.40	0.00	0.00	0.00	0.00	0.00	0.00	2,500,000.00	4,685,651.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,685,651.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,685,651.40	4,685,651.40
18	2839	河北省摩诃佛缘慈善基金会	2016	2,004,197.59	0.00	200,000.00	0.00 	45,300.00	0.00	0.00	0.00	2,249,497.59	0.00	0.00	0.00	5,487.00	3,316.71	2,170.29	0.00	0.00	0.00	2,170.29	0.00	0.00	2,251,667.88	0.00	220,081.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	220,081.70	0.00	0.00	0.00	0.00	0.00	220,081.70	2,031,586.18	2,031,586.18	2,031,586.18	2,251,667.88	2,002,560.52	2,000,000.00	0.00	0.00	25,940.00	0.00	0.00	0.00	4,028,500.52	0.00	0.00	0.00	5,487.00	5,054.19	432.81	0.00	0.00	0.00	432.81	0.00	0.00	4,028,933.33	0.00	2,023,081.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,023,081.70	0.00	0.00	0.00	0.00	0.00	2,023,081.70	2,005,851.63	2,005,851.63	2,005,851.63	4,028,933.33
19	2047	河北省佛教慈善基金会	2016	8,496,883.31	0.00	1,365,113.49	12,000.00 	0.00	0.00	0.00	1,421,703.56	11,295,700.36	0.00	0.00	0.00	676,845.89	198,707.84	478,138.05	0.00	0.00	0.00	478,138.05	134,654.76	0.00	11,908,493.17	0.00	1,194,017.02	0.00	0.00	0.00	0.00	0.00	0.00	127,963.93	1,321,980.95	0.00	0.00	0.00	0.00	0.00	1,321,980.95	6,837,409.54	6,837,409.54	10,586,512.22	11,908,493.17	8,792,373.35	0.00	3,749,429.39	0.00	0.00	0.00	0.00	0.00	12,541,802.74	0.00	0.00	0.00	697,914.69	261,919.87	435,994.82	0.00	0.00	0.00	435,994.82	115,423.68	0.00	13,093,221.24	0.00	1,517,634.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,517,634.79	0.00	0.00	0.00	0.00	0.00	1,517,634.79	6,882,600.09	6,882,600.09	11,575,586.45	13,093,221.24
20	3335	黑龙江省齐齐哈尔医学院教育发展基金会	2016	3,640,885.33	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	3,640,885.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,640,885.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,560,885.33	3,560,885.33	3,640,885.33	3,640,885.33	3,813,190.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,813,190.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,813,190.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,665,973.41	3,665,973.41	3,813,190.41	3,813,190.41
21	3399	重庆市扶贫基金会	2016	122,950,029.75	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	122,950,029.75	0.00	0.00	0.00	454,750.71	208,343.29	246,407.42	0.00	0.00	0.00	246,407.42	0.00	0.00	123,196,437.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,210,688.16	3,210,688.16	123,196,437.17	123,196,437.17	97,443,094.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	97,443,094.87	0.00	0.00	0.00	459,549.71	263,269.18	196,280.53	0.00	0.00	0.00	196,280.53	0.00	0.00	97,639,375.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,892,683.60	3,892,683.60	97,639,375.40	97,639,375.40
22	3927	河南省闽商慈善基金会	2016	808,676.95	2,500,000.00	3,900.00	0.00 	0.00	0.00	0.00	0.00	3,312,576.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,312,576.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,312,576.95	3,312,576.95	3,312,576.95	3,312,576.95	840,740.89	2,500,000.00	3,900.00	0.00	0.00	0.00	0.00	0.00	3,344,640.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,344,640.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,344,640.89	3,344,640.89	3,344,640.89	3,344,640.89
23	3498	重庆市巫溪县教育基金会	2016	6,113,458.88	6,042,000.00	0.00	0.00 	0.00	0.00	0.00	0.00	12,155,458.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12,155,458.88	0.00	5,230,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,230,000.00	0.00	0.00	0.00	0.00	0.00	5,230,000.00	5,672,158.88	5,672,158.88	6,925,458.88	12,155,458.88	2,418,055.52	7,509,000.00	0.00	0.00	0.00	0.00	0.00	0.00	9,927,055.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9,927,055.52	0.00	4,110,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,110,000.00	0.00	0.00	0.00	0.00	0.00	4,110,000.00	5,315,325.52	5,315,325.52	5,817,055.52	9,927,055.52
24	2153	河南省见义勇为基金会	2016	21,319,271.30	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	21,319,271.30	0.00	0.00	4,110,000.00	794,817.31	350,590.28	444,227.03	0.00	0.00	0.00	444,227.03	0.00	0.00	25,873,498.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17,273,498.33	17,273,498.33	25,873,498.33	25,873,498.33	13,810,024.69	0.00	7,948,290.00	0.00	0.00	0.00	0.00	0.00	21,758,314.69	0.00	0.00	4,110,000.00	796,497.31	431,362.16	365,135.15	0.00	0.00	0.00	365,135.15	0.00	0.00	26,233,449.84	0.00	1,350,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,350,000.00	0.00	0.00	0.00	0.00	0.00	1,350,000.00	16,283,449.84	16,283,449.84	24,883,449.84	26,233,449.84
25	3167	陕西国运教育慈善基金会	2016	229,571.21	0.00	299,894.20	0.00 	0.00	0.00	0.00	0.00	529,465.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	529,465.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	522,813.81	522,813.81	529,465.41	529,465.41	524,355.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	524,355.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	524,355.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	517,703.58	517,703.58	524,355.18	524,355.18
26	3031	辽宁省辽宁石油化工大学教育发展基金会	2016	5,068,303.64	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	5,068,303.64	0.00	0.00	0.00	6,200.00	6,200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,068,303.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,068,303.64	5,068,303.64	5,068,303.64	5,068,303.64	5,178,341.89	0.00	3,750.00	0.00	0.00	0.00	0.00	0.00	5,182,091.89	0.00	0.00	0.00	6,200.00	6,200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,182,091.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5,182,091.89	5,182,091.89	5,182,091.89	5,182,091.89
27	5345	浙江爱彼此公益基金会	2016	0.00	0.00	0.00	0.00 	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32,198.01	0.00	1,350,000.00	0.00	0.00	0.00	0.00	0.00	1,382,198.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,382,198.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,382,198.01	1,382,198.01	1,382,198.01	1,382,198.01
28	2117	河南省宝桥助学基金会	2016	70,956.51	1,068,932.32	2,000,000.00	0.00 	0.00	0.00	0.00	0.00	3,139,888.83	0.00	0.00	0.00	17,350.00	13,429.30	3,920.70	0.00	0.00	0.00	3,920.70	0.00	0.00	3,143,809.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,143,809.53	3,143,809.53	3,143,809.53	3,143,809.53	3,337,594.98	1,110,642.95	0.00	0.00	0.00	0.00	0.00	0.00	4,448,237.93	0.00	0.00	0.00	23,150.00	16,522.12	6,627.88	0.00	0.00	0.00	6,627.88	0.00	0.00	4,454,865.81	0.00	1,800,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,800,000.00	0.00	0.00	0.00	0.00	0.00	1,800,000.00	2,654,865.81	2,654,865.81	2,654,865.81	4,454,865.81
29	3181	陕西省世联慈善基金会	2016	145,559.79	4,000,000.00	1,000.00	0.00 	0.00	0.00	0.00	0.00	4,146,559.79	0.00	0.00	0.00	15,560.00	6,380.44	9,179.56	0.00	0.00	0.00	9,179.56	0.00	0.00	4,155,739.35	0.00	60,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	60,000.00	0.00	0.00	0.00	0.00	0.00	60,000.00	4,095,739.35	4,095,739.35	4,095,739.35	4,155,739.35	42,932.98	4,000,000.00	107,000.00	0.00	0.00	0.00	0.00	0.00	4,149,932.98	0.00	0.00	0.00	15,560.00	10,075.94	5,484.06	0.00	0.00	0.00	5,484.06	0.00	0.00	4,155,417.04	0.00	47,000.00	6,322.80	0.00	0.00	0.00	0.00	0.00	0.00	53,322.80	0.00	0.00	0.00	0.00	0.00	53,322.80	4,102,094.24	4,102,094.24	4,102,094.24	4,155,417.04
