,ao_ad,ao_adex,ao_adn,ao_ate,ao_cc,ao_dd,ao_ddc,ao_ddi,ao_ddin,ao_ddn,ao_ddnn,ao_lst,ao_nni,ao_nnin,ao_od,ao_odi,ao_odin,ao_odn,ao_odnn,ao_odnnn,ao_oth,ao_slr,ba_cn,fp_yr,name,ricf_oid
218,"328,500.00","27,847.17",0.00,"1,532,273.32","1,443,800.00","328,500.00","312,000.00","16,500.00",0.00,0.00,0.00,"17,984,636.33",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,"4,226.15","56,400.00",河北省撒可富教育基金会,2016,河北省撒可富教育基金会,2056.0
219,"2,132,666.00","3,323.52","88,176.00","795,588.26","542,913.77","2,132,666.00","2,032,666.00","100,000.00","88,176.00","88,176.00",0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,"135,165.00","114,185.97",辽宁省爱梦成真青年发展基金会,2016,辽宁省爱梦成真青年发展基金会,4964.0
220,0.00,"17,724.30",0.00,"241,027.30","223,191.00",0.00,0.00,0.00,0.00,0.00,0.00,"2,561,796.21",null,null,0.00,0.00,0.00,0.00,0.00,0.00,112.00,0.00,陕西福智慈善基金会,2016,陕西福智慈善基金会,3220.0
221,"9,947.73","2,000.00",0.00,"2,000.00",0.00,"9,947.73","9,947.73",0.00,0.00,0.00,0.00,"610,214.43",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,甘肃青年创业就业基金会,2016,甘肃青年创业就业基金会,2714.0
222,0.00,"5,035.00",0.00,"362,035.00","357,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"117,950.07",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,山西省阳泉市矿区特困帮扶基金会,2016,山西省阳泉市矿区特困帮扶基金会,1359.0
223,"16,067,942.97","108,061.33",0.00,"16,508,106.45","16,139,089.17","16,067,942.97",0.00,"16,067,942.97",0.00,0.00,0.00,"1,305,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,413.40,"260,542.55",重庆市青年创新创业基金会,2016,重庆市青年创新创业基金会,3453.0
224,"386,219.52","23,032.22",0.00,"722,254.02","639,221.80","386,219.52",0.00,"386,219.52",0.00,0.00,0.00,"136,219.54",0.02,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"60,000.00",内蒙古公益事业发展基金会,2016,内蒙古公益事业发展基金会,413.0
225,"511,517.70",0.00,0.00,"318,746.33","305,800.00","511,517.70","511,517.70",0.00,0.00,0.00,0.00,"2,000,298.47",null,null,0.00,0.00,0.00,0.00,0.00,0.00,946.33,"12,000.00",河南省孝德文化发展基金会,2016,河南省孝德文化发展基金会,3931.0
226,"2,050,000.00","2,490.40",0.00,"2,099,419.26","2,067,288.84","2,050,000.00",0.00,"2,050,000.00",0.00,0.00,0.00,"10,728,834.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,739.69","14,900.33",广西吕贻标爱心基金会,2016,广西吕贻标爱心基金会,1621.0
227,"1,395,100.14","23,490.51",0.00,"934,280.57","718,424.00","1,395,100.14","100,000.00","1,295,100.14",0.00,0.00,0.00,"1,827,247.43",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"192,366.06",重庆德勤公益基金会,2016,重庆德勤公益基金会,4542.0
228,"15,911,801.01","86,266.03",0.00,"19,259,634.75","19,173,368.72","13,990,150.00","1,660,350.00","12,329,800.00",0.00,0.00,0.00,"40,577,059.15",0.00,0.00,"1,921,651.01","916,078.50",0.00,"1,005,572.51",0.00,0.00,0.00,0.00,西北农林科技大学教育发展基金会,2016,西北农林科技大学教育发展基金会,2936.0
229,"11,575,664.00","275,175.14","22,640,000.00","26,525,504.14","26,180,500.00","11,575,664.00","2,500.00","11,573,164.00",0.00,0.00,0.00,"3,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"22,640,000.00","22,640,000.00",829.00,"69,000.00",内蒙古自治区残疾人福利基金会,2016,内蒙古自治区残疾人福利基金会,448.0
230,"160,000.00","3,374.70",0.00,"167,794.70","164,400.00","160,000.00","50,000.00","110,000.00",0.00,0.00,0.00,"2,010,015.69",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,张家口市残疾人创业慈善基金会,2016,张家口市残疾人创业慈善基金会,1657.0
231,"10,364,715.68","242,567.23",0.00,"7,969,412.64","7,655,213.73","10,115,926.00","3,917,493.00","6,198,433.00",0.00,0.00,0.00,"39,697,905.41",0.00,0.00,"248,789.68",0.00,0.00,"248,789.68",0.00,0.00,null,"71,631.68",哈尔滨工程大学教育发展基金会,2016,哈尔滨工程大学教育发展基金会,953.0
232,"500,200.00","3,843.00",0.00,"563,734.00","559,300.00","500,200.00",200.00,"500,000.00",0.00,0.00,0.00,"2,084,866.63",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,591.00,0.00,河北润腾慈善公益基金会,2016,河北润腾慈善公益基金会,2044.0
233,0.00,"3,633.50",0.00,"229,478.01","173,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"3,464,200.35",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"14,676.40","38,168.11",安吉县企业家助学基金会,2016,安吉县企业家助学基金会,1190.0
234,"465,594.50",0.00,0.00,"159,240.35","150,803.00","465,594.50","465,594.50",0.00,0.00,0.00,0.00,"7,545,208.09",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,437.35",辽宁省大连海事大学博联助学基金会,2016,辽宁省大连海事大学博联助学基金会,3010.0
235,0.00,"90,483.72",0.00,"90,483.72",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,河南省中天文化基金会,2016,河南省中天文化基金会,5837.0
236,0.00,"23,223.65",0.00,"379,823.65","334,600.00",0.00,0.00,0.00,0.00,0.00,0.00,"4,097,756.86",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,"22,000.00",天津市宏志教育基金会,2016,天津市宏志教育基金会,1077.0
237,"2,016,800.00","5,634.00",0.00,"4,375,434.00","4,369,800.00","1,976,800.00","20,000.00","1,956,800.00",0.00,0.00,0.00,"3,353,617.10",0.00,0.00,"40,000.00",0.00,0.00,"40,000.00",0.00,0.00,null,0.00,温州市鹿城区人民教育基金会,2016,温州市鹿城区人民教育基金会,2495.0
238,"641,000.00","10,390.00",0.00,"598,890.00","588,500.00","470,000.00",0.00,"470,000.00",0.00,0.00,0.00,"703,409.83",0.00,0.00,"171,000.00","171,000.00",0.00,0.00,0.00,0.00,0.00,0.00,武义县教育基金会,2016,武义县教育基金会,1848.0
239,0.00,"7,300.00","528,840.00","705,686.00","678,786.00",0.00,0.00,0.00,0.00,"528,840.00","528,840.00","3,231,083.71",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,"19,600.00",哈尔滨市道里区残疾人福利基金会,2016,哈尔滨市道里区残疾人福利基金会,962.0
240,"200,000.00",5.22,0.00,5.22,0.00,"200,000.00",0.00,0.00,0.00,0.00,0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,陕西省青年创业就业基金会,2016,陕西省青年创业就业基金会,3217.0
241,"513,801.00",0.00,"263,328.00","607,937.22","431,228.50",0.00,0.00,0.00,0.00,0.00,0.00,"2,773,606.25",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"152,708.72","24,000.00",甘肃省世恩慈善基金会,2016,甘肃省世恩慈善基金会,2695.0
242,"5,369,578.00","62,132.00",0.00,"5,285,145.91","4,822,681.03","5,369,578.00","2,707,298.00","2,662,280.00",0.00,0.00,0.00,"2,014,255.95",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,682.88","398,650.00",青海省雪域仁济慈善基金会,2016,青海省雪域仁济慈善基金会,3269.0
243,"498,251.00","3,500.00",0.00,"501,900.00","498,400.00","498,251.00","498,251.00",0.00,0.00,0.00,0.00,"1,111,432.17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,遂昌县人民教育基金会,2016,遂昌县人民教育基金会,3062.0
244,0.00,"15,795.66",0.00,"1,124,432.41","1,021,601.39",0.00,0.00,0.00,0.00,0.00,0.00,"7,552,641.73",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,"87,035.36",陕西省楠竹教育基金会,2016,陕西省楠竹教育基金会,3196.0
245,"8,935,152.23","15,617.00",0.00,"3,722,092.80","3,696,475.80","8,935,152.23","3,264,252.23","5,670,900.00",0.00,0.00,0.00,"22,535,871.33",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,000.00",浙江师范大学教育基金会,2016,浙江师范大学教育基金会,2231.0
246,"1,810,200.00","56,919.06",0.00,"5,553,960.72","5,284,385.30","1,810,200.00",200.00,"1,810,000.00",0.00,0.00,0.00,"6,111,246.25",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"27,067.71","185,588.65",广西见义勇为基金会,2016,广西见义勇为基金会,1641.0
247,"500,000.00","2,219.00",0.00,"634,485.79","632,266.79","500,000.00","500,000.00",0.00,0.00,0.00,0.00,"951,948.33",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,黑龙江省求真经济研究基金会,2016,黑龙江省求真经济研究基金会,3328.0
248,"428,017.43","11,431.00","506,236.00","1,556,436.50","1,425,021.66","428,017.43","245,703.43","182,314.00","502,936.00","506,236.00","3,300.00","2,012,003.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.41,"119,917.43",重庆大德公益基金会,2016,重庆大德公益基金会,3084.0
249,"8,000,000.00",0.00,0.00,0.00,0.00,"8,000,000.00",0.00,"8,000,000.00",0.00,0.00,0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,陕西省现代科技创业基金会,2016,陕西省现代科技创业基金会,3201.0
250,"662,148.87","3,235.00",0.00,"689,583.87","662,148.87","662,148.87",0.00,"662,148.87",0.00,0.00,0.00,"2,134,090.07",null,null,0.00,0.00,0.00,0.00,0.00,0.00,200.00,"24,000.00",河南省上上公益基金会,2016,河南省上上公益基金会,2089.0
251,"4,276,545.33","246,867.86","5,595,393.40","10,499,510.40","9,853,424.38","4,276,545.33","386,182.33","3,890,363.00","5,595,393.40","5,595,393.40",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,029.60","396,188.56",广西红十字基金会,2016,广西红十字基金会,1638.0
252,0.00,0.00,0.00,"1,199,576.60","1,097,577.00",0.00,0.00,0.00,0.00,0.00,0.00,"13,571,097.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,"101,999.60",金华市永远的荣光艺术教育基金会,2016,金华市永远的荣光艺术教育基金会,3108.0
253,"2,833,045.85",0.00,"72,986.20","9,320,905.74","8,520,890.25","2,833,045.85","397,121.00","2,435,924.85","71,923.00","72,986.20","1,063.20","24,944,350.11",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"39,292.11","760,723.38",陈香梅公益基金会,2016,陈香梅公益基金会,3161.0
254,"4,334,294.51","52,822.62",0.00,"3,325,311.04","3,186,606.53","4,334,294.51","4,334,294.51",0.00,0.00,0.00,0.00,"4,475,299.91",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"85,881.89",云南和谊公益基金会,2016,云南和谊公益基金会,317.0
255,"8,099,188.40","43,058.54",0.00,"7,959,286.15","7,797,965.00","8,099,188.40","108,165.84","7,991,022.56",0.00,0.00,0.00,"5,093,095.95",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"58,132.64","60,129.97",辽宁省红十字基金会,2016,辽宁省红十字基金会,3022.0
256,"1,183,980.00",0.00,0.00,"825,901.37","823,901.37","1,183,980.00",0.00,"1,183,980.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,000.00",0.00,浙江省光明慈善基金会,2016,浙江省光明慈善基金会,5636.0
257,0.00,"6,490.00",0.00,"190,875.00","180,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"2,088,966.93",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"4,385.00",0.00,河南省中原老龄产业发展基金会,2016,河南省中原老龄产业发展基金会,2094.0
258,0.00,700.00,0.00,"164,653.00","149,500.00",0.00,0.00,0.00,0.00,0.00,0.00,"1,056,937.27",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,"11,453.00","3,000.00",河南省博研助学基金会,2016,河南省博研助学基金会,2107.0
259,0.00,0.00,0.00,"31,187.50","26,571.00",0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,"4,616.50",0.00,江山市人民教育基金会,2016,江山市人民教育基金会,1888.0
260,"1,329,719.00","40,190.78",0.00,"2,605,190.78","2,543,000.00","1,329,719.00","703,219.00","626,500.00",0.00,0.00,0.00,"17,861,654.96",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"22,000.00",河北师范大学教育基金会,2016,河北师范大学教育基金会,2066.0
261,"8,382,605.00","1,477.00",0.00,"2,573,180.01","2,571,703.01","2,347,505.00",0.00,"2,347,505.00",0.00,0.00,0.00,"3,315,008.22",null,null,"6,035,100.00",0.00,0.00,"6,035,100.00",0.00,0.00,0.00,0.00,吉林省振国健康事业公益基金会,2016,吉林省振国健康事业公益基金会,924.0
262,"115,360.00",0.00,0.00,"167,340.00","154,900.00","115,360.00",0.00,"115,360.00",0.00,0.00,0.00,"3,724,760.03",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"12,440.00",哈尔滨职业技术学院教育发展基金会,2016,哈尔滨职业技术学院教育发展基金会,4409.0
263,"20,000,000.00",0.00,0.00,"3,225.00",0.00,"20,000,000.00",0.00,"20,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,225.00",0.00,内蒙古沪蒙资本市场发展基金会,2016,内蒙古沪蒙资本市场发展基金会,4954.0
264,"975,000.00","4,500.00","2,197,500.00","2,555,966.00","2,550,601.00","975,000.00",0.00,"975,000.00","2,197,500.00","2,197,500.00",0.00,"4,056,375.06",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,865.00,0.00,浙江中国计量大学教育基金会,2016,浙江中国计量大学教育基金会,6384.0
265,"3,700,000.00","39,774.40","120,120.00","4,385,687.66","3,957,142.92","3,700,000.00","1,500,000.00","2,200,000.00","120,120.00","120,120.00",0.00,"36,134,378.77",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"261,692.20","127,078.14",致福慈善基金会,2016,致福慈善基金会,3538.0
266,0.00,"9,020.00",0.00,"309,270.00","294,250.00",0.00,0.00,0.00,0.00,0.00,0.00,"2,022,519.91",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,000.00",黑龙江省许勇爱心慈善基金会,2016,黑龙江省许勇爱心慈善基金会,3773.0
267,"1,009,833.62","4,783.00",0.00,"786,951.46","746,068.46","1,009,833.62","219,000.00","790,833.62",0.00,0.00,0.00,"4,702,416.59",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"36,100.00",温州市永乐科技奖励医疗救助基金会,2016,温州市永乐科技奖励医疗救助基金会,2487.0
268,"21,109,045.00","240,141.28","16,039.80","25,584,474.65","25,313,538.34","21,109,045.00","193,712.00","20,915,333.00","16,039.80","16,039.80",0.00,"30,836,588.01",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"30,795.03",0.00,顺丰公益基金会,2016,顺丰公益基金会,3284.0
269,0.00,"2,690.00",0.00,"292,690.00","290,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"3,603,773.64",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,黑龙江垦区一戎水稻科技奖励基金会,2016,黑龙江垦区一戎水稻科技奖励基金会,3307.0
270,"4,043,100.00","7,000.00",0.00,"3,937,938.20","3,929,325.00","4,043,100.00",0.00,"4,043,100.00",0.00,0.00,0.00,"10,014,193.93",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"1,613.20",0.00,浙江省网易慈善基金会,2016,浙江省网易慈善基金会,2300.0
271,"724,357.12","5,208.50",0.00,"880,883.54","831,330.00","724,357.12",0.00,"724,357.12",0.00,0.00,0.00,"723,150.27",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"44,345.04",缙云县人民教育基金会,2016,缙云县人民教育基金会,2856.0
272,"60,000.00",0.00,0.00,"277,985.80","208,800.00","60,000.00","60,000.00",0.00,0.00,0.00,0.00,"4,944,978.31",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,093.80","55,092.00",瑞安市社会组织发展基金会,2016,瑞安市社会组织发展基金会,2684.0
273,"3,515,800.10",908.80,0.00,"735,760.99","734,852.19","3,515,800.10","730,000.10","2,785,800.00",0.00,0.00,0.00,"2,860,162.92",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,杭州市建兰中学教育发展基金会,2016,杭州市建兰中学教育发展基金会,4903.0
274,"137,500.00","14,658.20",0.00,"193,730.20","175,300.00","137,500.00","94,000.00","43,500.00",0.00,0.00,0.00,"2,045,545.55",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.00,"3,600.00",河南省金阳光慈善救助基金会,2016,河南省金阳光慈善救助基金会,3579.0
275,"4,889,251.96","85,608.52","2,935,319.65","8,319,751.66","8,176,410.36","4,863,137.64","1,882,227.64","2,980,910.00","2,935,319.65","2,935,319.65",0.00,"12,359,593.81",null,null,"26,114.32",0.00,0.00,"26,114.32",0.00,0.00,498.13,"57,234.65",浙江滴水慈善基金会,2016,浙江滴水慈善基金会,2248.0
276,0.00,"28,512.00",0.00,"1,190,309.26","831,855.68",0.00,0.00,0.00,0.00,0.00,0.00,"490,000.00",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"329,941.58",0.00,内蒙古包头市青山区教育基金会,2016,内蒙古包头市青山区教育基金会,414.0
277,"50,000.00","69,453.15",0.00,"2,146,509.99","1,991,647.06","50,000.00",0.00,"50,000.00",0.00,0.00,0.00,"3,488,292.84",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"-8,050.22","93,460.00",陕西省西安市老龄事业发展基金会,2016,陕西省西安市老龄事业发展基金会,3212.0
278,"1,675,000.00","37,679.82",0.00,"1,078,643.31","773,817.29","1,675,000.00","300,000.00","1,375,000.00",0.00,0.00,0.00,"500,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,118.00","263,028.20",贵州省青年创业就业基金会,2016,贵州省青年创业就业基金会,2984.0
279,"408,900.00","19,260.00",0.00,"946,731.06","862,500.00","408,900.00","408,900.00",0.00,0.00,0.00,0.00,"810,714.73",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"64,971.06",0.00,锦州市公安民警救助基金会,2016,锦州市公安民警救助基金会,3122.0
280,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,陕西省府谷县教育基金会,2016,陕西省府谷县教育基金会,3192.0
281,"1,840,590.00","9,330.00",0.00,"923,920.00","914,590.00","1,840,590.00",0.00,"1,840,590.00",0.00,0.00,0.00,"50,000.00",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,河南省汝州市教育发展基金会,2016,河南省汝州市教育发展基金会,4187.0
282,"500,000.00","3,000.00",0.00,"511,857.00","500,000.00","500,000.00","500,000.00",0.00,0.00,0.00,0.00,"2,025,775.23",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"1,560.00","7,297.00",云南唯真教育基金会,2016,云南唯真教育基金会,3911.0
283,"5,707,132.00","60,787.20",0.00,"7,370,039.80","6,825,852.60","5,707,132.00","1,100.00","5,706,032.00",0.00,0.00,0.00,"5,000,000.00",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"483,400.00",内蒙古社会扶贫基金会,2016,内蒙古社会扶贫基金会,4519.0
284,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,甘肃美慈教育基金会,2016,甘肃美慈教育基金会,4423.0
285,"445,341.00","28,747.20",0.00,"272,769.04","244,021.84","445,341.00","59,000.00","386,341.00",0.00,0.00,0.00,"3,417,923.68",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,西安石油大学教育基金会,2016,西安石油大学教育基金会,3693.0
286,"12,430,830.00","247,706.02",0.00,"7,892,195.98","7,624,187.80","12,430,830.00","9,100.00","12,421,730.00",0.00,0.00,0.00,"108,016,780.96",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-229,113.64","249,415.80",云南大益爱心基金会,2016,云南大益爱心基金会,321.0
287,"192,000.00",0.00,0.00,"189,981.50","164,685.00","192,000.00","192,000.00",0.00,0.00,0.00,0.00,"1,995,724.15",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"7,296.50","18,000.00",河南省丹阳助老基金会,2016,河南省丹阳助老基金会,2095.0
288,"2,110,000.00",243.00,0.00,"783,380.00","698,000.00","2,110,000.00","2,110,000.00",0.00,0.00,0.00,0.00,"8,196,326.11",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,"13,137.00","72,000.00",鄂托克旗教育基金会,2016,鄂托克旗教育基金会,3079.0
289,0.00,"185,259.23","2,381,897.56","3,845,227.40","3,561,161.01",0.00,0.00,0.00,"2,381,897.56","2,381,897.56",0.00,"1,878,530.85",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"68,929.50","29,877.66",大庆市残疾人福利基金会,2016,大庆市残疾人福利基金会,1042.0
290,"41,962,995.26","670,758.87","38,000,000.00","61,471,540.10","59,120,823.62","41,962,995.26","2,563,818.80","39,399,176.46","38,000,000.00","38,000,000.00",0.00,null,null,null,0.00,0.00,0.00,0.00,0.00,0.00,"-24,010.72","1,703,968.33",贵州省教育发展基金会,2016,贵州省教育发展基金会,2971.0
291,"1,363,753.10","26,059.00",0.00,"1,262,459.00","1,236,400.00","1,363,753.10",0.00,"1,363,753.10",0.00,0.00,0.00,"2,239,376.75",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,重庆市南川区教育基金会,2016,重庆市南川区教育基金会,3088.0
292,"777,831.42","8,957.00",0.00,"13,098,879.00","12,817,000.00","777,831.42",0.00,"777,831.42",0.00,0.00,0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"263,322.00","9,600.00",温州市瓯海区人民教育基金会,2016,温州市瓯海区人民教育基金会,2489.0
293,"270,000.00","14,125.00",0.00,"1,966,125.00","1,952,000.00","270,000.00","270,000.00",0.00,0.00,0.00,0.00,"1,830,998.99",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,绍兴市人民教育基金会,2016,绍兴市人民教育基金会,2849.0
294,"901,000.00","2,018.00",0.00,"235,018.00","228,000.00","901,000.00","1,000.00","900,000.00",0.00,0.00,0.00,"2,672,492.99",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,000.00",黑龙江省协力扶贫救助基金会,2016,黑龙江省协力扶贫救助基金会,4993.0
295,"60,000.00","17,039.67",0.00,"20,039.67",0.00,"60,000.00",0.00,"60,000.00",0.00,0.00,0.00,"4,941,408.14",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,000.00",甘肃省关心下一代基金会,2016,甘肃省关心下一代基金会,2699.0
296,"460,585.12","23,520.18",0.00,"760,070.18","736,550.00","460,585.12","351,008.33","109,576.79",0.00,0.00,0.00,"1,709,210.23",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,浙江省舟山中学教育发展基金会,2016,浙江省舟山中学教育发展基金会,2303.0
297,0.00,0.00,0.00,"383,263.50","367,100.00",0.00,0.00,0.00,0.00,0.00,0.00,"1,141,291.90",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"16,163.50",建德市见义勇为基金会,2016,建德市见义勇为基金会,1652.0
298,"3,000.00","213,304.50","9,679,500.00","10,019,668.81","9,215,798.61","3,000.00","3,000.00",0.00,"9,679,500.00","9,679,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-103.30,"590,669.00",中国法学交流基金会,2016,中国法学交流基金会,247.0
299,"70,000.00","23,254.39",0.00,"1,935,523.49","1,875,000.00","70,000.00","70,000.00",0.00,0.00,0.00,0.00,"6,785,445.29",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,969.10","34,300.00",福建省少数民族发展基金会,2016,福建省少数民族发展基金会,2791.0
300,"27,651,485.66",0.00,0.00,"20,024,677.92","18,476,937.92","27,612,317.53","10,702,317.53","16,910,000.00",0.00,0.00,0.00,"64,971,354.82",0.00,0.00,"39,168.13","39,168.13",0.00,0.00,0.00,0.00,"1,101,297.98","446,442.02",安利公益基金会,2016,安利公益基金会,1189.0
301,"362,000.00","2,869.50",0.00,"3,824,169.50","3,800,000.00","362,000.00",0.00,"362,000.00",0.00,0.00,0.00,null,null,null,0.00,0.00,0.00,0.00,0.00,0.00,"6,300.00","15,000.00",龙游县人民教育基金会,2016,龙游县人民教育基金会,3344.0
302,"10,996,380.20","32,193.79",0.00,"8,027,611.33","7,995,417.54","10,996,380.20","406,954.60","10,589,425.60",0.00,0.00,0.00,"7,845,065.88",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,辽宁省青少年发展基金会,2016,辽宁省青少年发展基金会,3033.0
303,0.00,"247,566.72",0.00,"3,417,566.72","3,170,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"106,963,104.11",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,刘彪慈善基金会,2016,刘彪慈善基金会,470.0
304,"23,103,000.00","610,738.56",0.00,"3,140,566.56","2,529,828.00","23,103,000.00",0.00,"23,103,000.00",0.00,0.00,0.00,"29,738,110.10",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,哈尔滨医科大学发展基金会,2016,哈尔滨医科大学发展基金会,950.0
305,0.00,"27,654.01",0.00,"99,654.01",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,645,566.57",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,"72,000.00",云南省亚洲微电影基金会,2016,云南省亚洲微电影基金会,3619.0
306,"231,128.09","8,873.70",0.00,"410,933.45","390,059.75","231,128.09",0.00,0.00,0.00,0.00,0.00,"139,508.52",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"12,000.00",抚顺市雷锋基金会,2016,抚顺市雷锋基金会,1716.0
307,"1,903,558.20","7,397.00",0.00,"1,946,457.00","1,939,060.00","1,903,558.20","453,558.20","1,450,000.00",0.00,0.00,0.00,"100,000.00",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,宁波市北仑区人民教育基金会,2016,宁波市北仑区人民教育基金会,1168.0
308,"375,692.26","115,633.48",0.00,"4,368,775.64","4,253,142.16","375,692.26","149,747.39","225,944.87",0.00,0.00,0.00,"51,937,423.71",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,宁波诺丁汉大学教育发展基金会,2016,宁波诺丁汉大学教育发展基金会,1186.0
309,"1,000,000.00","24,886.30",0.00,"39,063.05",0.00,"1,000,000.00",0.00,"1,000,000.00",0.00,0.00,0.00,0.00,null,null,0.00,0.00,0.00,0.00,0.00,0.00,"-2,623.25","16,800.00",重庆市渝中区教育发展基金会,2016,重庆市渝中区教育发展基金会,5113.0
