,ao_ad,ao_adex,ao_adn,ao_ate,ao_cc,ao_dd,ao_ddc,ao_ddi,ao_ddin,ao_ddn,ao_ddnn,ao_lst,ao_nni,ao_nnin,ao_od,ao_odi,ao_odin,ao_odn,ao_odnn,ao_odnnn,ao_oth,ao_slr,ba_cn,fp_yr,name,ricf_oid
1390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,山西省惠民电影基金会,2016,山西省惠民电影基金会,6113.0
1391,"1,017,897.50","5,042.00",0.00,"722,442.00","717,400.00","1,017,897.50","1,017,897.50",0.00,0.00,0.00,0.00,"2,114,491.11",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,宁海县王春文慈善基金会,2016,宁海县王春文慈善基金会,6301.0
1392,"14,536,301.67","66,153.00","45,269.00","8,198,146.00","8,087,673.00","14,536,301.67","9,174,600.00","5,361,701.67","41,920.00","45,269.00","3,349.00","2,358,328.66",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"44,320.00",重庆市江津区教育基金会,2016,重庆市江津区教育基金会,4502.0
1393,0.00,"5,599.60",0.00,"1,005,599.60","1,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"2,047,032.79",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,河北省静远教育基金会,2016,河北省静远教育基金会,2077.0
1394,"2,000.00",0.00,0.00,"167,896.60","162,049.20","2,000.00","2,000.00",0.00,0.00,0.00,0.00,"2,136,924.97",null,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,847.40",福建福海文教基金会,2016,福建福海文教基金会,2828.0
1395,"3,000,000.00",0.00,0.00,0.00,0.00,"3,000,000.00","3,000,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,浙江吴蓬艺术基金会,2016,浙江吴蓬艺术基金会,5161.0
1396,0.00,"12,242.30",0.00,"2,726,174.45","2,663,829.68",0.00,0.00,0.00,0.00,0.00,0.00,"5,011,175.17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,453.52","47,648.95",温州市警察基金会,2016,温州市警察基金会,2492.0
1397,"2,053,209.00",0.00,0.00,"8,131,237.50","8,124,321.40","2,053,209.00","3,209.00","2,050,000.00",0.00,0.00,0.00,"6,885,163.58",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,916.10",0.00,杭州市江干区人民教育基金会,2016,杭州市江干区人民教育基金会,1811.0
1398,"26,000.00","6,016.68",0.00,"496,566.68","489,960.00","26,000.00","26,000.00",0.00,0.00,0.00,0.00,"4,490,210.63",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590.00,0.00,河南交通职业技术学院教育发展基金会,2016,河南交通职业技术学院教育发展基金会,2083.0
1399,"166,315,707.69",0.00,"3,220,324.00","178,556,474.18","176,293,223.41","166,315,707.69",0.00,"166,315,707.69","3,220,324.00","3,220,324.00",0.00,"12,737,727.45",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"5,586.55","2,257,664.22",中国光彩事业基金会,2016,中国光彩事业基金会,209.0
1400,"9,833,870.82","303,284.37","1,009,778.20","16,188,665.47","15,826,951.10","9,833,870.82","72,600.00","9,761,270.82","1,009,778.20","1,009,778.20",0.00,"17,499,679.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,"58,430.00",内蒙古自治区青少年发展基金会,2016,内蒙古自治区青少年发展基金会,449.0
1401,"245,966.40","1,110.50",0.00,"268,800.40","267,345.90","5,966.40",0.00,"5,966.40",0.00,0.00,0.00,"2,013,011.50",null,null,"240,000.00","240,000.00",0.00,0.00,0.00,0.00,344.00,0.00,广西溢达杨元龙教育基金会,2016,广西溢达杨元龙教育基金会,3868.0
1402,"288,948.00","23,142.18",0.00,"299,742.18","276,600.00","288,948.00","266,800.00","22,148.00",0.00,0.00,0.00,"2,028,566.94",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,重庆心之海慈善基金会,2016,重庆心之海慈善基金会,3942.0
1403,0.00,"7,024.67","170,000.00","177,024.67","170,000.00",0.00,0.00,0.00,0.00,"170,000.00","170,000.00","2,008,346.69",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,河南省阳光文化发展基金会,2016,河南省阳光文化发展基金会,3649.0
1404,"1,803,721.77",0.00,0.00,0.00,0.00,"1,803,721.77","1,786,650.28","17,071.49",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,0.00,兰州理工大学教育发展基金会,2016,兰州理工大学教育发展基金会,402.0
1405,0.00,"15,280.70",0.00,"1,214,791.70","1,115,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"191,796.34",null,null,0.00,0.00,0.00,0.00,0.00,0.00,null,"84,511.00",温州市优秀历史文化保护发展基金会,2016,温州市优秀历史文化保护发展基金会,2482.0
1406,"20,000.00","13,787.00",0.00,"660,187.00","646,400.00","20,000.00",0.00,"20,000.00",0.00,0.00,0.00,"4,888,137.70",0.00,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,河北华耐同心公益基金会,2016,河北华耐同心公益基金会,2040.0
1407,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,云南国际文化交流基金会,2016,云南国际文化交流基金会,318.0
1408,0.00,"72,287.60",0.00,"4,259,681.33","4,104,393.73",0.00,0.00,0.00,0.00,0.00,0.00,"5,166,423.84",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"83,000.00",乌兰夫基金会,2016,乌兰夫基金会,295.0
1409,"5,914,845.32","109,146.75",0.00,"8,864,191.81","8,665,351.06","5,914,845.32",0.00,"5,914,845.32",0.00,0.00,0.00,"250,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"89,694.00",宝鸡市残疾人福利基金会,2016,宝鸡市残疾人福利基金会,1255.0
1410,"2,000,000.00","2,800.00",0.00,"391,245.60","320,350.00","2,000,000.00",0.00,"2,000,000.00",0.00,0.00,0.00,"2,040,678.77",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,964.60","59,131.00",河南省崇文教育基金会,2016,河南省崇文教育基金会,2118.0
1411,"892,305.92",0.00,0.00,"724,110.80","629,333.22","892,305.92","892,305.92",0.00,0.00,0.00,0.00,"944,263.26",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,null,"94,777.58",黑龙江省齐齐哈尔市残疾人福利基金会,2016,黑龙江省齐齐哈尔市残疾人福利基金会,3337.0
1412,"38,788,104.20","624,645.09","719,884.80","52,230,108.49","50,300,664.14","35,656,796.50","282,101.73","35,374,694.77","719,884.80","719,884.80",0.00,"3,000,000.00",0.00,0.00,"3,131,307.70","3,131,307.70",0.00,0.00,0.00,0.00,"-753,537.54","2,058,336.80",中国金融教育发展基金会,2016,中国金融教育发展基金会,274.0
1413,"100,000.00","7,302.00",0.00,"242,812.07","128,000.00","100,000.00","100,000.00",0.00,0.00,0.00,0.00,"2,190,551.35",null,null,0.00,0.00,0.00,0.00,0.00,0.00,"4,310.07","103,200.00",浙江凤林教育基金会,2016,浙江凤林教育基金会,4888.0
1414,"2,187,617.00",0.00,0.00,"9,000.00",0.00,"2,187,617.00","2,186,617.00","1,000.00",0.00,0.00,0.00,"2,182,294.56",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,000.00",山西省点爱公益基金会,2016,山西省点爱公益基金会,5969.0
1415,30773260.42,516527.27,0.0,,29862173.32,30773260.42,163695.61,30609564.81,0.0,0.0,0.0,12353942.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038658.5,上海市体育发展基金会,2016,上海市体育发展基金会,57.0
1416,274690566.76,0.0,543998.0,,157226803.24,251777205.17,84265865.19,167511339.98,543998.0,543998.0,0.0,984682574.7,0.0,0.0,22913361.59,19290267.6,0.0,3623093.99,0.0,0.0,0.0,0.0,上海交通大学教育发展基金会,2016,上海交通大学教育发展基金会,19.0
1417,5511035.4,36735.68,0.0,,584464.5,5511035.4,0.0,5511035.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.8,0.0,上海弘毅生态保护基金会,2016,上海弘毅生态保护基金会,4942.0
1418,9324100.8,161973.4,0.0,,3709876.0,9324100.8,322521.0,9001579.8,0.0,0.0,0.0,17163743.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海民建扶帮公益基金会,2016,上海民建扶帮公益基金会,115.0
1419,508373.7,10454.0,0.0,,278457.42,0.0,0.0,508373.7,0.0,0.0,0.0,1843842.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市杨浦区江浦社区公益基金会,2016,上海市杨浦区江浦社区公益基金会,4354.0
1420,2000000.0,0.0,0.0,,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海国峯慈善基金会,2016,上海国峯慈善基金会,5314.0
1421,1058589.4,3168.0,0.0,,3099790.9,1058589.4,0.0,1058589.4,0.0,0.0,0.0,10572596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,上海电力学院教育发展基金会,2016,上海电力学院教育发展基金会,133.0
1422,0.0,280.0,0.0,,0.0,2528325.4,426150.4,2102175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海华扬联众公益基金会,2016,上海华扬联众公益基金会,5410.0
1423,3978605.0,70698.54,0.0,,1414867.56,3978605.0,140000.0,3838605.0,0.0,0.0,0.0,3047203.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000.0,上海安慈公益基金会,2016,上海安慈公益基金会,4671.0
1424,0.0,5860.0,0.0,,184000.0,584000.0,0.0,584000.0,0.0,0.0,0.0,2188071.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海电机学院教育发展基金会,2016,上海电机学院教育发展基金会,4077.0
1425,0.0,49803.55,0.0,,1797453.6,0.0,0.0,0.0,0.0,0.0,0.0,1794002.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8812.56,100000.0,上海汽车工业教育基金会,2016,上海汽车工业教育基金会,122.0
1426,0.0,3183.4,0.0,,169000.0,557500.0,0.0,557500.0,0.0,0.0,0.0,2001986.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.7,0.0,上海卓越脑科学发展基金会,2016,上海卓越脑科学发展基金会,4776.0
1427,3905988.0,0.0,0.0,,1955485.0,3905988.0,0.0,3905988.0,0.0,0.0,0.0,3704139.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894.73,0.0,上海真如社区基金会,2016,上海真如社区基金会,4705.0
1428,100000.0,3500.0,0.0,,497836.9,0.0,0.0,100000.0,0.0,0.0,0.0,1908650.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海东方爱心基金会,2016,上海东方爱心基金会,15.0
1429,1000000.0,2000.0,0.0,,786082.4,1000000.0,0.0,1000000.0,0.0,0.0,0.0,1836737.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6206.1,30793.0,上海慈光皮肤健康基金会,2016,上海慈光皮肤健康基金会,4059.0
1430,0.0,7050.1,0.0,,1430901.7,4611936.71,7300.0,4604636.71,0.0,0.0,0.0,2020572.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135308.3,上海宏信公益基金会,2016,上海宏信公益基金会,4509.0
1431,300000.0,0.0,0.0,,300000.0,300000.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,上海德升青年创业发展基金会,2016,上海德升青年创业发展基金会,5019.0
1432,5361485.61,99964.27,0.0,,5169218.59,5361485.61,0.0,0.0,0.0,0.0,0.0,5534931.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206500.0,上海市人口福利基金会,2016,上海市人口福利基金会,56.0
1433,1080000.0,6602.0,0.0,,454554.55,1080000.0,0.0,1080000.0,0.0,0.0,0.0,4730378.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11118.0,0.0,上海市创新细胞生物学发展基金会,2016,上海市创新细胞生物学发展基金会,3834.0
1434,1000000.0,365588.25,0.0,,75506424.71,1000000.0,0.0,1000000.0,0.0,0.0,0.0,62207301.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742186.4,上海市大学生科技创业基金会,2016,上海市大学生科技创业基金会,67.0
1435,198582.0,11345.0,0.0,,524478.0,198582.0,39760.0,158822.0,0.0,0.0,0.0,6341987.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市甬协公益基金会,2016,上海市甬协公益基金会,84.0
1436,96807456.85,2833403.98,0.0,,51475042.57,0.0,0.0,96807456.85,0.0,0.0,0.0,72427887.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800927.33,上海市教育发展基金会,2016,上海市教育发展基金会,77.0
1437,4558043.85,454.4,1100.0,,4047193.79,4558043.85,1559736.85,2998307.0,0.0,1100.0,1100.0,3097817.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14921.49,214722.02,上海东方智慧十分孝心文化发展基金会,2016,上海东方智慧十分孝心文化发展基金会,3833.0
1438,1098000.0,75119.65,30000000.0,,2644937.1,1098000.0,10000.0,1088000.0,30000000.0,30000000.0,0.0,15870792.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15437.3,49322.53,上海吴孟超医学科技基金会,2016,上海吴孟超医学科技基金会,35.0
1439,0.0,4485.09,0.0,,160000.0,160000.0,0.0,160000.0,0.0,0.0,0.0,2005533.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海北纬三十一度文化艺术基金会,2016,上海北纬三十一度文化艺术基金会,4052.0
1440,162000.0,0.0,0.0,,337800.0,0.0,0.0,162000.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.5,0.0,上海长征镇社区基金会,2016,上海长征镇社区基金会,4901.0
1441,0.0,4250.0,0.0,,620500.0,0.0,0.0,0.0,0.0,0.0,0.0,397383.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,上海市闸北区教育基金会,2016,上海市闸北区教育基金会,92.0
1442,0.0,104562.35,0.0,,5771855.13,0.0,0.0,0.0,0.0,0.0,0.0,208338858.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643871.61,404464.71,上海工商界爱国建设特种基金会,2016,上海工商界爱国建设特种基金会,52.0
1443,0.0,2000.0,0.0,,255960.0,275000.0,275000.0,0.0,0.0,0.0,0.0,2115368.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3390.0,0.0,上海沪利历史建筑和都市改造基金会,2016,上海沪利历史建筑和都市改造基金会,124.0
1444,648800.6,46554.8,3945879.89,,4756985.34,648800.6,624400.6,24400.0,0.0,3945879.89,0.0,57422456.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388461.17,169341.8,上海市建国社会公益基金会,2016,上海市建国社会公益基金会,73.0
1445,0.0,7621.0,0.0,,3051000.0,0.0,0.0,0.0,0.0,0.0,0.0,37716683.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182900.0,上海市促进科技成果转化基金会,2016,上海市促进科技成果转化基金会,58.0
1446,2000000.0,0.0,0.0,,0.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海成长心连心公益基金会,2016,上海成长心连心公益基金会,5127.0
1447,2000000.0,116.0,0.0,,5489.4,2000000.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,上海玛娜数据科技发展基金会,2016,上海玛娜数据科技发展基金会,5197.0
1448,0.0,22255.9,0.0,,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66903.21,0.0,上海尚笙湾公益基金会,2016,上海尚笙湾公益基金会,5000.0
1449,3234610.0,74459.0,0.0,,1198308.9,3234610.0,2000.0,3232610.0,0.0,0.0,0.0,2784355.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71600.0,上海市罕见病防治基金会,2016,上海市罕见病防治基金会,4022.0
1450,718205.0,7311.6,0.0,,500000.0,718205.0,34905.0,683300.0,0.0,0.0,0.0,3434540.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15600.0,上海中华职业教育温暖工程基金会,2016,上海中华职业教育温暖工程基金会,16.0
1451,10000000.0,1922.7,0.0,,0.0,10000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海颐乐助老慈善基金会,2016,上海颐乐助老慈善基金会,5032.0
1452,2950350.0,13797.0,0.0,,2031958.3,0.0,2925000.0,25350.0,0.0,0.0,0.0,22101710.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142587.18,24000.0,上海韩天衡文化艺术基金会,2016,上海韩天衡文化艺术基金会,3781.0
1453,6658761.8,44783.8,26418.0,,2590517.2,6658761.8,5544761.8,1114000.0,26418.0,26418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154261.65,182000.0,上海梦想成真公益基金会,2016,上海梦想成真公益基金会,4922.0
1454,0.0,15490.0,0.0,,582300.0,337800.0,27800.0,310000.0,0.0,0.0,0.0,5605447.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海海洋大学教育发展基金会,2016,上海海洋大学教育发展基金会,128.0
1455,2000000.0,0.0,0.0,,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海袁立公益基金会,2016,上海袁立公益基金会,5284.0
1456,158308.3,0.0,0.0,,160300.0,0.0,0.0,158308.3,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,0.0,上海嘉定工业区社区公益基金会,2016,上海嘉定工业区社区公益基金会,4848.0
1457,2000000.0,0.0,0.0,,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,0.0,上海映绿公益发展基金会,2016,上海映绿公益发展基金会,5224.0
1458,2000000.0,6200.66,0.0,,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,上海市青橄榄树公益基金会,2016,上海市青橄榄树公益基金会,5201.0
1459,21323709.83,520154.16,0.0,,9942480.2,21323709.83,0.0,0.0,0.0,0.0,0.0,13734161.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104600.0,上海市儿童基金会,2016,上海市儿童基金会,60.0
1460,2180010.66,1077.76,0.0,,35000.0,2180010.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.94,0.0,上海艺途公益基金会,2016,上海艺途公益基金会,5081.0
1461,45000.0,9178.0,0.0,,48844.65,45000.0,0.0,0.0,0.0,0.0,0.0,23240555.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19200.0,上海市奉贤建设工程科学技术发展基金会,2016,上海市奉贤建设工程科学技术发展基金会,69.0
1462,0.0,0.0,0.0,,557565.97,0.0,0.0,0.0,0.0,0.0,0.0,2149538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50077.77,上海仁心公益基金会,2016,上海仁心公益基金会,4099.0
1463,4069935.4,412.0,0.0,,3241980.0,4069935.4,0.0,4069935.4,0.0,0.0,0.0,513640.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2753.4,43200.0,上海市奉贤区教育基金会,2016,上海市奉贤区教育基金会,68.0
1464,258430.0,0.0,0.0,,227000.0,258430.0,70000.0,188430.0,0.0,0.0,0.0,1982403.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海周桐宇公益基金会,2016,上海周桐宇公益基金会,4236.0
1465,0.0,213971.83,0.0,,9194391.0,0.0,19989.86,14620000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225175.43,上海彤程公益基金会,2016,上海彤程公益基金会,4778.0
1466,2517673.6,131126.4,0.0,,3378015.69,2517673.6,0.0,0.0,0.0,0.0,0.0,2902247.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.85,49214.11,上海美丽心灵社区公益基金会,2016,上海美丽心灵社区公益基金会,141.0
1467,0.0,115752.89,0.0,,5927851.5,0.0,0.0,0.0,6018000.0,6018000.0,0.0,4572736.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274010.0,上海医学创新发展基金会,2016,上海医学创新发展基金会,25.0
1468,9577327.37,82720.0,0.0,,2222061.0,9577327.37,9577327.37,0.0,0.0,0.0,0.0,2019806.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,上海慧佳慈善基金会,2016,上海慧佳慈善基金会,4497.0
1469,4398478.56,44146.2,0.0,,7775450.36,4398478.56,0.0,4398478.56,0.0,0.0,0.0,2609135.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146683.8,上海夏征农民族文化教育发展基金会,2016,上海夏征农民族文化教育发展基金会,45.0
1470,0.0,29838.39,0.0,,955569.22,600000.0,0.0,600000.0,0.0,0.0,0.0,6358844.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,72700.0,上海文学发展基金会,2016,上海文学发展基金会,107.0
1471,0.0,4131.0,0.0,,1564000.0,0.0,0.0,0.0,0.0,0.0,0.0,3079477.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.4,0.0,上海郑桓公文化研究基金会,2016,上海郑桓公文化研究基金会,147.0
1472,29310000.0,259524.98,0.0,,28630000.0,29310000.0,0.0,29310000.0,0.0,0.0,0.0,2141093.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501438.0,上海喜玛拉雅文化艺术基金会,2016,上海喜玛拉雅文化艺术基金会,38.0
1473,5143000.0,56320.16,0.0,,1455824.27,5143000.0,43000.0,5100000.0,0.0,0.0,0.0,4003871.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76805.54,上海仲弘公益基金会,2016,上海仲弘公益基金会,4622.0
1474,2120825.18,0.0,0.0,,513304.0,2120825.18,320825.18,1800000.0,0.0,0.0,0.0,5679307.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25766.72,0.0,上海东方证券心得益彰公益基金会,2016,上海东方证券心得益彰公益基金会,4429.0
1475,8326826.53,79251.23,0.0,,4146145.59,7998844.84,2600997.64,5397847.2,0.0,0.0,0.0,29251708.66,0.0,0.0,327981.69,0.0,0.0,327981.69,0.0,0.0,0.0,0.0,上海师范大学教育发展基金会,2016,上海师范大学教育发展基金会,99.0
1476,2350000.0,0.0,0.0,,0.0,2350000.0,2350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市未来梦想公益基金会,2016,上海市未来梦想公益基金会,5283.0
1477,4011182.16,27051.66,0.0,,1922809.82,4011182.16,0.0,4011182.16,0.0,0.0,0.0,893902.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80537.07,20712.26,上海浦东新区凝心聚力社区发展公益基金会,2016,上海浦东新区凝心聚力社区发展公益基金会,4592.0
1478,300000.0,12762.56,0.0,,730918.12,300000.0,0.0,0.0,0.0,0.0,0.0,11570475.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,上海同济高廷耀环保科技发展基金会,2016,上海同济高廷耀环保科技发展基金会,33.0
1479,0.0,5915.35,0.0,,4944271.05,9480000.0,0.0,9480000.0,0.0,0.0,0.0,17225169.55,0.0,0.0,1996796.0,1996796.0,0.0,0.0,0.0,0.0,0.0,0.0,上海科技大学教育发展基金会,2016,上海科技大学教育发展基金会,4138.0
1480,0.0,164583.09,0.0,,26801369.94,1421426.54,201426.54,1220000.0,0.0,0.0,0.0,202220163.6,0.0,0.0,4271600.0,4271600.0,0.0,0.0,0.0,0.0,-168535.51,568742.5,上海唐君远教育基金会,2016,上海唐君远教育基金会,36.0
1481,0.0,2739.3,0.0,,264231.29,315203.82,315203.82,0.0,0.0,0.0,0.0,1792023.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.6,0.0,上海市水分子公益基金会,2016,上海市水分子公益基金会,4121.0
1482,0.0,161.32,0.0,,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海市杨浦区五角场街道社区公益基金会,2016,上海市杨浦区五角场街道社区公益基金会,5066.0
1483,0.0,30447.33,12894785.56,,13327789.07,0.0,0.0,0.0,11449955.62,12894785.56,1444829.94,18022768.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3790.4,410555.99,上海觉群文教基金会,2016,上海觉群文教基金会,4339.0
1484,2000000.0,0.0,0.0,,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海钧文文化发展基金会,2016,上海钧文文化发展基金会,5510.0
1485,10264500.0,4538.81,0.0,,1159331.94,10264500.0,264500.0,10000000.0,0.0,0.0,0.0,8941900.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65436.3,上海至美公益基金会,2016,上海至美公益基金会,4120.0
1486,3339432.24,29630.7,0.0,,4186014.41,3339432.24,3339432.24,0.0,0.0,0.0,0.0,5121840.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93643.7,107400.0,上海市青浦区教育基金会,2016,上海市青浦区教育基金会,96.0
1487,0.0,0.0,0.0,,83131.0,0.0,0.0,0.0,0.0,0.0,0.0,2002551.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,9000.0,上海汇智经济学与管理学发展基金会,2016,上海汇智经济学与管理学发展基金会,4740.0
1488,14111319.56,193953.9,11674944.43,,16010062.19,1411319.56,10053194.56,4058125.0,11674944.43,11674944.43,0.0,5597543.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332489.6,上海市残疾人福利基金会,2016,上海市残疾人福利基金会,80.0
1489,10800000.0,35292.9,0.0,,755584.97,10800000.0,0.0,10800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.94,5270.91,上海东方脑医学基金会,2016,上海东方脑医学基金会,4973.0
