ba_cn	ind_year	ricf_oid
青岛市教育发展基金会	2015	3237
青岛市残疾人福利基金会	2013	3238
青岛市残疾人福利基金会	2014	3238
青岛市残疾人福利基金会	2015	3238
青岛市残疾儿童医疗康复基金会	2013	3239
青岛市残疾儿童医疗康复基金会	2014	3239
青岛市残疾儿童医疗康复基金会	2015	3239
青岛市爱国健身公益基金会	2013	3240
青岛市爱国健身公益基金会	2014	3240
青岛市爱国健身公益基金会	2015	3240
青岛市老龄事业发展基金会	2013	3241
青岛市老龄事业发展基金会	2014	3241
青岛市老龄事业发展基金会	2015	3241
青岛市见义勇为基金会	2013	3242
青岛市见义勇为基金会	2014	3242
青岛市见义勇为基金会	2015	3242
青岛市青少年发展基金会	2013	3243
青岛市青少年发展基金会	2014	3243
青岛市青少年发展基金会	2015	3243
青岛求实职业技术学院教育基金会	2013	3244
青岛求实职业技术学院教育基金会	2014	3244
青岛求实职业技术学院教育基金会	2015	3244
青岛滨海学院教育发展基金会	2013	3245
青岛滨海学院教育发展基金会	2014	3245
青岛滨海学院教育发展基金会	2015	3245
青岛科技大学教育发展基金会	2013	3246
青岛科技大学教育发展基金会	2014	3246
青岛科技大学教育发展基金会	2015	3246
青岛绿华资源利用基金会	2013	3247
青岛绿华资源利用基金会	2014	3247
青岛绿华资源利用基金会	2015	3247
青海三工公益基金会	2013	3248
青海三工公益基金会	2014	3248
青海三工公益基金会	2015	3248
青海佛教慈善基金会	2013	3249
青海佛教慈善基金会	2014	3249
青海佛教慈善基金会	2015	3249
青海冬虫夏草与人类健康研究发展基金会	2013	3250
青海冬虫夏草与人类健康研究发展基金会	2014	3250
青海冬虫夏草与人类健康研究发展基金会	2015	3250
青海天佑德教育基金会	2013	3251
青海省天佑德教育基金会	2014	3251
青海省天佑德教育基金会	2015	3251
青海妇女儿童发展基金会	2013	3252
青海妇女儿童发展基金会	2014	3252
青海妇女儿童发展基金会	2015	3252
青海省关心下一代基金会	2013	3253
青海省关心下一代基金会	2014	3253
青海省关心下一代基金会	2015	3253
青海省噶千慈爱基金会	2013	3254
青海省噶千慈爱基金会	2014	3254
青海省噶千慈爱基金会	2015	3254
青海省困难职工帮扶基金会	2013	3255
青海省困难职工帮扶基金会	2014	3255
青海省困难职工帮扶基金会	2015	3255
青海省希望明德关爱青少年基金会	2013	3256
青海省希望明德关爱青少年基金会	2014	3256
青海省希望明德关爱青少年基金会	2015	3256
青海省持修慈善基金会	2013	3257
青海省持修慈善基金会	2014	3257
青海省持修慈善基金会	2015	3257
青海省教育发展基金会	2013	3258
青海省教育发展基金会	2014	3258
青海省教育发展基金会	2015	3258
青海省格萨尔公益基金会	2013	3259
青海省格萨尔公益基金会	2014	3259
青海省格萨尔公益基金会	2015	3259
青海省残疾人福利基金会	2013	3260
青海省残疾人福利基金会	2014	3260
青海省残疾人福利基金会	2015	3260
青海省汇爱公益基金会	2013	3261
青海省汇爱公益基金会	2014	3261
青海省汇爱公益基金会	2015	3261
青海省治理荒漠化基金会	2013	3262
青海省治理荒漠化基金会	2014	3262
青海省治理荒漠化基金会	2015	3262
青海省消防抚恤救助基金会	2013	3263
青海省消防抚恤救助基金会	2014	3263
青海省消防抚恤救助基金会	2015	3263
青海省玉树州困难职工帮扶基金会	2013	3264
青海省玉树州困难职工帮扶基金会	2014	3264
青海省玉树州困难职工帮扶基金会	2015	3264
青海省福瑞慈善基金会	2013	3265
青海省福瑞慈善基金会	2014	3265
青海省福瑞慈善基金会	2015	3265
青海省西宁市国开教育公益基金会	2013	3266
青海省西宁市国开教育公益基金会	2014	3266
青海省西宁市国开教育公益基金会	2015	3266
青海省见义勇为基金会	2013	3267
青海省见义勇为基金会	2014	3267
青海省见义勇为基金会	2015	3267
青海省贫困学生助学基金会	2013	3268
青海省贫困学生助学基金会	2014	3268
青海省贫困学生助学基金会	2015	3268
青海省雪域仁济慈善基金会	2013	3269
青海省雪域仁济慈善基金会	2014	3269
青海省雪域仁济慈善基金会	2015	3269
青海省青少年发展基金会	2013	3270
青海省青少年发展基金会	2014	3270
青海省青少年发展基金会	2015	3270
青海苏曼竹巴慈善基金会	2013	3271
青海苏曼竹巴慈善基金会	2014	3271
青海苏曼竹巴慈善基金会	2015	3271
青海阿尼玛卿雪域慈善基金会	2013	3272
青海阿尼玛卿雪域慈善基金会	2014	3272
青海阿尼玛卿雪域慈善基金会	2015	3272
青田县人民教育基金会	2013	3273
青田县人民教育基金会	2014	3273
青田县人民教育基金会	2015	3273
靖江市慈善基金会	2013	3274
靖江市慈善基金会	2014	3274
靖江市慈善基金会	2015	3274
靖江市见义勇为基金会	2013	3275
靖江市见义勇为基金会	2014	3275
靖江市见义勇为基金会	2015	3275
鞍山市公安民警英烈救助基金会	2013	3276
鞍山市公安民警英烈救助基金会	2014	3276
鞍山市公安民警英烈救助基金会	2015	3276
鞍山市教育基金会	2013	3277
鞍山市教育基金会	2014	3277
鞍山市教育基金会	2015	3277
鞍山市见义勇为基金会	2013	3278
鞍山市见义勇为基金会	2014	3278
鞍山市见义勇为基金会	2015	3278
韩美林艺术基金会	2013	3279
韩美林艺术基金会	2014	3279
韩美林艺术基金会	2015	3279
韬奋基金会	2013	3280
韬奋基金会	2014	3280
韬奋基金会	2015	3280
韶关市帮扶困难职工基金会	2013	3281
韶关市帮扶困难职工基金会	2014	3281
韶关市帮扶困难职工基金会	2015	3281
韶关市教育基金会	2013	3282
韶关市教育基金会	2014	3282
韶关市教育基金会	2015	3282
顶新公益基金会	2013	3283
顶新公益基金会	2014	3283
顶新公益基金会	2015	3283
顺丰公益基金会	2013	3284
顺丰公益基金会	2014	3284
顺丰公益基金会	2015	3284
饶平县教育基金会	2013	3285
饶平县教育基金会	2014	3285
饶平县教育基金会	2015	3285
首都师范大学教育基金会	2013	3286
首都师范大学教育基金会	2014	3286
首都师范大学教育基金会	2015	3286
首都文明工程基金会	2013	3287
首都文明工程基金会	2014	3287
首都文明工程基金会	2015	3287
首都爱心公益基金会	2013	3288
首都文化艺术公益基金会	2014	3288
首都文化艺术公益基金会	2015	3288
首都见义勇为基金会	2013	3289
首都见义勇为基金会	2014	3289
首都见义勇为基金会	2015	3289
香江社会救助基金会	2013	3290
香江社会救助基金会	2014	3290
香江社会救助基金会	2015	3290
马海德基金会	2013	3291
马海德基金会	2014	3291
马海德基金会	2015	3291
马鞍山二中教育基金会	2013	3292
马鞍山二中教育基金会	2014	3292
马鞍山二中教育基金会	2015	3292
马鞍山市见义勇为基金会	2013	3293
马鞍山市见义勇为基金会	2014	3293
马鞍山市见义勇为基金会	2015	3293
高要市教育基金会	2013	3294
广东省肇庆市高要区教育基金会	2014	3294
广东省肇庆市高要区教育基金会	2015	3294
高邮市慈善基金会	2013	3295
高邮市慈善基金会	2014	3295
高邮市慈善基金会	2015	3295
高邮市见义勇为基金会	2013	3296
高邮市见义勇为基金会	2014	3296
高邮市见义勇为基金会	2015	3296
鲁山县人民教育基金会	2013	3297
鲁山县人民教育基金会	2014	3297
鲁山县人民教育基金会	2015	3297
鲁迅文化基金会	2013	3298
鲁迅文化基金会	2014	3298
鲁迅文化基金会	2015	3298
鸡西市残疾人福利基金会	2013	3299
鸡西市残疾人福利基金会	2014	3299
鸡西市残疾人福利基金会	2015	3299
鹤岗市检察人员救助基金会	2013	3300
鹤岗市检察人员救助基金会	2014	3300
鹤岗市检察人员救助基金会	2015	3300
黄冈市见义勇为基金会	2013	3301
黄冈市见义勇为基金会	2014	3301
黄冈市见义勇为基金会	2015	3301
黄冈市青少年发展基金会	2013	3302
黄冈市青少年发展基金会	2014	3302
黄冈市青少年发展基金会	2015	3302
黄奕聪慈善基金会	2013	3303
黄奕聪慈善基金会	2014	3303
黄奕聪慈善基金会	2015	3303
黄帝陵基金会	2013	3304
黄帝陵基金会	2014	3304
黄帝陵基金会	2015	3304
黑河市见义勇为奖励基金会	2013	3305
黑河市见义勇为奖励基金会	2014	3305
黑河市见义勇为奖励基金会	2015	3305
黑龙江中医药大学教育发展基金会	2013	3306
黑龙江中医药大学教育发展基金会	2014	3306
黑龙江中医药大学教育发展基金会	2015	3306
黑龙江垦区一戎水稻科技奖励基金会	2013	3307
黑龙江垦区一戎水稻科技奖励基金会	2014	3307
黑龙江垦区一戎水稻科技奖励基金会	2015	3307
黑龙江大学教育发展基金会	2013	3308
黑龙江大学教育发展基金会	2014	3308
黑龙江大学教育发展基金会	2015	3308
黑龙江工程学院教育发展基金会	2013	3309
黑龙江工程学院教育发展基金会	2014	3309
黑龙江工程学院教育发展基金会	2015	3309
黑龙江恢先地震工程学基金会	2013	3310
黑龙江恢先地震工程学基金会	2014	3310
黑龙江恢先地震工程学基金会	2015	3310
黑龙江省东北林业大学教育发展基金会	2013	3311
黑龙江省东北林业大学教育发展基金会	2014	3311
黑龙江省东北林业大学教育发展基金会	2015	3311
黑龙江省东北石油大学教育发展基金会	2013	3312
黑龙江省东北石油大学教育发展基金会	2014	3312
黑龙江省东北石油大学教育发展基金会	2015	3312
黑龙江省中华文化发展基金会	2013	3313
黑龙江省中华文化发展基金会	2014	3313
黑龙江省中华文化发展基金会	2015	3313
黑龙江省亚布力（中国）企业家论坛发展研究基	2013	3314
黑龙江省亚布力（中国）企业家论坛发展研究基金会	2014	3314
黑龙江省亚布力（中国）企业家论坛发展研究基金会	2015	3314
黑龙江省仁爱残疾人福利基金会	2013	3315
黑龙江省仁爱残疾人福利基金会	2014	3315
黑龙江省仁爱残疾人福利基金会	2015	3315
黑龙江省体育发展基金会	2013	3316
黑龙江省体育发展基金会	2014	3316
黑龙江省体育发展基金会	2015	3316
黑龙江省佳木斯大学教育发展基金会	2013	3317
黑龙江省佳木斯大学教育发展基金会	2014	3317
黑龙江省佳木斯大学教育发展基金会	2015	3317
黑龙江省佳木斯市阳光教育发展基金会	2013	3318
黑龙江省佳木斯市阳光教育发展基金会	2014	3318
黑龙江省佳木斯市阳光教育发展基金会	2015	3318
黑龙江省公安民警英烈基金会	2013	3319
黑龙江省公安民警英烈基金会	2014	3319
黑龙江省公安民警英烈基金会	2015	3319
黑龙江省华侨经济文化基金会	2013	3320
黑龙江省华侨经济文化基金会	2014	3320
黑龙江省华侨经济文化基金会	2015	3320
黑龙江省哈尔滨工业大学附属中学校教育发展基	2013	3321
黑龙江省哈尔滨工业大学附属中学校教育发展基金会	2014	3321
黑龙江省哈尔滨工业大学附属中学校教育发展基金会	2015	3321
黑龙江省哈尔滨师范大学附属中学教育发展基金会	2013	3322
黑龙江省哈尔滨师范大学附属中学教育发展基金会	2014	3322
黑龙江省哈尔滨师范大学附属中学教育发展基金会	2015	3322
黑龙江省大庆市妇女儿童基金会	2013	3323
黑龙江省大庆市妇女儿童基金会	2014	3323
黑龙江省大庆市妇女儿童基金会	2015	3323
黑龙江省大庆市见义勇为奖励基金会	2013	3324
黑龙江省大庆市见义勇为奖励基金会	2014	3324
黑龙江省大庆市见义勇为奖励基金会	2015	3324
黑龙江省妇女儿童基金会	2013	3325
黑龙江省妇女儿童基金会	2014	3325
黑龙江省妇女儿童基金会	2015	3325
黑龙江省教师奖励基金会	2013	3326
黑龙江省教师奖励基金会	2014	3326
黑龙江省教师奖励基金会	2015	3326
黑龙江省残疾人福利基金会	2013	3327
黑龙江省残疾人福利基金会	2014	3327
黑龙江省残疾人福利基金会	2015	3327
黑龙江省求真经济研究基金会	2013	3328
黑龙江省求真经济研究基金会	2014	3328
黑龙江省求真经济研究基金会	2015	3328
黑龙江省玛克威慈善基金会	2013	3329
黑龙江省玛克威慈善基金会	2014	3329
黑龙江省玛克威慈善基金会	2015	3329
黑龙江省省直机关职工爱心救助基金会	2013	3330
黑龙江省省直机关职工爱心救助基金会	2014	3330
黑龙江省省直机关职工爱心救助基金会	2015	3330
黑龙江省社会科学发展基金会	2013	3331
黑龙江省社会科学发展基金会	2014	3331
黑龙江省社会科学发展基金会	2015	3331
黑龙江省见义勇为奖励基金会	2013	3332
黑龙江省见义勇为奖励基金会	2014	3332
黑龙江省见义勇为奖励基金会	2015	3332
黑龙江省青少年发展基金会	2013	3333
黑龙江省青少年发展基金会	2014	3333
黑龙江省青少年发展基金会	2015	3333
黑龙江省青年创业就业基金会	2013	3334
黑龙江省青年创业就业基金会	2014	3334
黑龙江省青年创业就业基金会	2015	3334
黑龙江省齐齐哈尔医学院教育发展基金会	2013	3335
黑龙江省齐齐哈尔医学院教育发展基金会	2014	3335
黑龙江省齐齐哈尔医学院教育发展基金会	2015	3335
黑龙江省齐齐哈尔市公安民警救助基金会	2013	3336
黑龙江省齐齐哈尔市公安民警救助基金会	2014	3336
黑龙江省齐齐哈尔市公安民警救助基金会	2015	3336
黑龙江省齐齐哈尔市残疾人福利基金会	2013	3337
黑龙江省齐齐哈尔市残疾人福利基金会	2014	3337
黑龙江省齐齐哈尔市残疾人福利基金会	2015	3337
黑龙江飞鹤乳业有限公司助学基金会	2013	3338
黑龙江飞鹤乳业有限公司助学基金会	2014	3338
黑龙江飞鹤乳业有限公司助学基金会	2015	3338
齐齐哈尔大学教育发展基金会	2013	3339
齐齐哈尔大学教育发展基金会	2014	3339
齐齐哈尔大学教育发展基金会	2015	3339
齐齐哈尔工程学院教育发展基金会	2013	3340
齐齐哈尔工程学院教育发展基金会	2014	3340
齐齐哈尔工程学院教育发展基金会	2015	3340
齐齐哈尔市见义勇为奖励基金会	2013	3341
齐齐哈尔市见义勇为奖励基金会	2014	3341
齐齐哈尔市见义勇为奖励基金会	2015	3341
龙岩市新罗区林国仁教育基金会	2013	3342
龙岩市新罗区林国仁教育基金会	2014	3342
龙岩市新罗区林国仁教育基金会	2015	3342
龙川县教育发展基金会	2013	3343
龙川县教育发展基金会	2014	3343
龙川县教育发展基金会	2015	3343
龙游县人民教育基金会	2013	3344
龙游县人民教育基金会	2014	3344
龙游县人民教育基金会	2015	3344
黑龙江省烈士纪念事业基金会	2014	3345
黑龙江省烈士纪念事业基金会	2015	3345
湘潭市子敬慈善基金会	2014	3346
湘潭市子敬慈善基金会	2015	3346
东莞市教育基金会	2014	3347
东莞市教育基金会	2015	3347
宁夏银川大学教育发展基金会	2014	3348
宁夏银川大学教育发展基金会	2015	3348
广东省利海绿色基金会	2014	3349
广东省利海绿色基金会	2015	3349
宁夏回族自治区残疾人福利基金会	2014	3350
宁夏回族自治区残疾人福利基金会	2015	3350
广东省绿景慈善基金会	2014	3351
广东省绿景慈善基金会	2015	3351
宁夏科技创业基金会	2014	3352
宁夏科技创业基金会	2015	3352
广东省南粤广播电视发展基金会	2014	3353
广东省南粤广播电视发展基金会	2015	3353
宁夏煤炭职工扶贫济困基金会	2014	3354
宁夏煤炭职工扶贫济困基金会	2015	3354
深圳市教育发展基金会	2014	3355
深圳市教育发展基金会	2015	3355
宁夏青少年发展基金会	2014	3356
宁夏青少年发展基金会	2015	3356
宁夏文学艺术基金会	2014	3357
宁夏文学艺术基金会	2015	3357
宁夏医学科研教育基金会	2014	3358
宁夏医学科研教育基金会	2015	3358
惠来县教育基金会	2014	3359
惠来县教育基金会	2015	3359
宁夏回族自治区见义勇为基金会	2014	3360
宁夏回族自治区见义勇为基金会	2015	3360
宁夏回族自治区扶贫基金会	2014	3361
宁夏回族自治区扶贫基金会	2015	3361
宁夏中小学幼儿教师奖励基金会	2014	3362
宁夏中小学幼儿教师奖励基金会	2015	3362
深圳市社会福利基金会	2014	3363
深圳市社会福利基金会	2015	3363
宁夏回族自治区妇女儿童发展基金会	2014	3364
宁夏回族自治区妇女儿童发展基金会	2015	3364
宁夏回族自治区公安民警英烈基金会	2014	3365
宁夏回族自治区公安民警英烈基金会	2015	3365
深圳市社会公益基金会	2014	3366
深圳市社会公益基金会	2015	3366
深圳市拥军优属基金会	2014	3367
深圳市拥军优属基金会	2015	3367
四会市教育基金会	2014	3368
四会市教育基金会	2015	3368
宁夏银川市残疾人福利基金会	2014	3369
宁夏银川市残疾人福利基金会	2015	3369
银川市人民群众见义勇为基金会	2014	3370
银川市人民群众见义勇为基金会	2015	3370
宁夏盐池教育发展基金会	2014	3371
宁夏盐池教育发展基金会	2015	3371
广东省文物保护基金会	2014	3372
广东省文物保护基金会	2015	3372
汕头市澄海区教育基金会	2014	3373
汕头市澄海区教育基金会	2015	3373
新疆妇女儿童发展基金会	2014	3374
新疆妇女儿童发展基金会	2015	3374
广东省林若熹艺术基金会	2014	3375
广东省林若熹艺术基金会	2015	3375
深圳市弘法寺慈善功德基金会	2014	3376
深圳市弘法寺慈善功德基金会	2015	3376
新疆巴音郭楞蒙古自治州送温暖工程基金会	2014	3377
新疆巴音郭楞蒙古自治州送温暖工程基金会	2015	3377
新疆维吾尔自治区残疾人福利基金会	2014	3378
新疆维吾尔自治区残疾人福利基金会	2015	3378
广东省骏安慈善基金会	2014	3379
广东省骏安慈善基金会	2015	3379
广东省大成慈善基金会	2014	3380
广东省大成慈善基金会	2015	3380
新疆维吾尔自治区迪丽娜尔文化艺术交流发展基金会	2014	3381
新疆维吾尔自治区迪丽娜尔文化艺术交流发展基金会	2015	3381
深圳市腾邦慈善基金会	2014	3382
深圳市腾邦慈善基金会	2015	3382
广东省广东警官学院教育发展基金会	2014	3383
广东省广东警官学院教育发展基金会	2015	3383
新疆维吾尔自治区教育基金会	2014	3384
新疆维吾尔自治区教育基金会	2015	3384
广东省妇女儿童基金会	2014	3385
广东省妇女儿童基金会	2015	3385
新疆维吾尔自治区克拉玛依12.8专项基金会	2014	3386
新疆维吾尔自治区克拉玛依12.8专项基金会	2015	3386
新疆维吾尔自治区蓝盾基金会	2014	3387
新疆维吾尔自治区蓝盾基金会	2015	3387
新疆维吾尔自治区老龄事业发展基金会	2014	3388
新疆维吾尔自治区老龄事业发展基金会	2015	3388
新疆维吾尔自治区青少年发展基金会	2014	3389
新疆维吾尔自治区青少年发展基金会	2015	3389
新疆维吾尔自治区社会治安综合治理见义勇为奖励基金会	2014	3390
新疆维吾尔自治区社会治安综合治理见义勇为奖励基金会	2015	3390
乌鲁木齐市见义勇为基金会	2014	3391
乌鲁木齐市见义勇为基金会	2015	3391
新疆维吾尔自治区乌鲁木齐老年基金会	2014	3392
新疆维吾尔自治区乌鲁木齐老年基金会	2015	3392
新疆维吾尔自治区乌市职工送温暖工程基金会	2014	3393
新疆维吾尔自治区乌市职工送温暖工程基金会	2015	3393
新疆维吾尔自治区畜牧业发展基金会	2014	3394
新疆维吾尔自治区畜牧业发展基金会	2015	3394
新疆维吾尔自治区送温暖工程基金会	2014	3395
新疆维吾尔自治区送温暖工程基金会	2015	3395
新疆维吾尔自治区自然生态保护基金会	2014	3396
新疆维吾尔自治区自然生态保护基金会	2015	3396
援助西藏发展基金会	2014	3397
援助西藏发展基金会	2015	3397
重庆市彭水王应田教育基金会	2014	3398
重庆市彭水王应田教育基金会	2015	3398
重庆市扶贫基金会	2014	3399
重庆市扶贫基金会	2015	3399
重庆孤残儿童援助基金会	2014	3400
重庆孤残儿童援助基金会	2015	3400
广东省陈绍常慈善基金会	2014	3401
广东省陈绍常慈善基金会	2015	3401
东莞市金胜教育发展基金会	2014	3402
东莞市金胜教育发展基金会	2015	3402
重庆市儿童医疗救助基金会	2014	3403
重庆市儿童医疗救助基金会	2015	3403
广东省达清慈善基金会	2014	3404
广东省达清慈善基金会	2015	3404
重庆儿童救助基金会	2014	3405
重庆儿童救助基金会	2015	3405
广东省农工商职业技术学院教育发展基金会	2014	3406
广东省农工商职业技术学院教育发展基金会	2015	3406
中山市教育基金会	2014	3407
中山市教育基金会	2015	3407
重庆市急救医疗救助基金会	2014	3408
重庆市急救医疗救助基金会	2015	3408
广东省星海音乐学院教育发展基金会	2014	3409
广东省星海音乐学院教育发展基金会	2015	3409
广东省消防救助基金会	2014	3410
广东省消防救助基金会	2015	3410
佛山市金盾救助基金会	2014	3411
佛山市金盾救助基金会	2015	3411
深圳市新闻人才基金会	2014	3412
深圳市新闻人才基金会	2015	3412
揭阳市志英助学基金会	2014	3413
揭阳市志英助学基金会	2015	3413
广州市华侨文化发展基金会	2014	3414
广州市华侨文化发展基金会	2015	3414
佛山市顺德区职工解困基金会	2014	3415
佛山市顺德区职工解困基金会	2015	3415
重庆市华岩文教基金会	2014	3416
重庆市华岩文教基金会	2015	3416
广东省隆江慈善基金会	2014	3417
广东省隆江慈善基金会	2015	3417
重庆市光明基金会	2014	3418
重庆市光明基金会	2015	3418
广东省富迪慈善基金会	2014	3419
广东省富迪慈善基金会	2015	3419
广东省千禾社区公益基金会	2014	3420
广东省千禾社区公益基金会	2015	3420
重庆市法律援助基金会	2014	3421
重庆市法律援助基金会	2015	3421
深圳市博时慈善基金会	2014	3422
深圳市博时慈善基金会	2015	3422
重庆市残疾人福利基金会	2014	3423
重庆市残疾人福利基金会	2015	3423
广东省春桃慈善基金会	2014	3424
广东省春桃慈善基金会	2015	3424
广东省建滔慈善基金会	2014	3425
广东省建滔慈善基金会	2015	3425
重庆市丰都教育奖励扶助基金会	2014	3426
重庆市丰都教育奖励扶助基金会	2015	3426
广东省卓越慈善基金会	2014	3427
广东省卓越慈善基金会	2015	3427
广东省钻石世家慈善基金会	2014	3428
广东省钻石世家慈善基金会	2015	3428
广东省吴小兰慈善基金会	2014	3429
广东省吴小兰慈善基金会	2015	3429
重庆缙云山养生慈爱基金会	2014	3430
重庆缙云山养生慈爱基金会	2015	3430
广东省发展中医药事业基金会	2014	3431
广东省发展中医药事业基金会	2015	3431
广东省鹏城拥军优抚基金会	2014	3432
广东省鹏城拥军优抚基金会	2015	3432
重庆浙商爱心基金会	2014	3433
重庆浙商爱心基金会	2015	3433
广东省青年创业就业基金会	2014	3434
广东省青年创业就业基金会	2015	3434
广东省甲中慈善基金会	2014	3435
广东省甲中慈善基金会	2015	3435
重庆大学教育基金会	2014	3436
重庆大学教育基金会	2015	3436
广州市羊城志愿服务基金会	2014	3437
广州市羊城志愿服务基金会	2015	3437
广东省华南师大附中教育基金会	2014	3438
广东省华南师大附中教育基金会	2015	3438
广东省汕头大学教育基金会	2014	3439
广东省汕头大学教育基金会	2015	3439
广东省惠民慈善基金会	2014	3440
广东省惠民慈善基金会	2015	3440
广东省暨南大学教育发展基金会	2014	3441
广东省暨南大学教育发展基金会	2015	3441
广东省百川慈善基金会	2014	3442
广东省百川慈善基金会	2015	3442
广东省华光慈善基金会	2014	3443
广东省华光慈善基金会	2015	3443
重庆市红十字基金会	2014	3444
重庆市红十字基金会	2015	3444
深圳市中博教育发展基金会	2014	3445
深圳市中博教育发展基金会	2015	3445
广东省利贞慈善基金会	2014	3446
广东省利贞慈善基金会	2015	3446
广东省从化中学教育基金会	2014	3447
广东省从化中学教育基金会	2015	3447
重庆市麦子扶贫基金会	2014	3448
重庆市麦子扶贫基金会	2015	3448
广东省民福慈善基金会	2014	3449
广东省民福慈善基金会	2015	3449
重庆市星星灾害救助基金会	2014	3450
重庆市星星灾害救助基金会	2015	3450
广东省南澳岛扶贫助学基金会	2014	3451
广东省南澳岛扶贫助学基金会	2015	3451
广东省广东外语外贸大学教育发展基金会	2014	3452
广东省广东外语外贸大学教育发展基金会	2015	3452
重庆市青年创新创业基金会	2014	3453
重庆市青年创新创业基金会	2015	3453
重庆市青少年发展基金会	2014	3454
重庆市青少年发展基金会	2015	3454
重庆市妇女儿童基金会	2014	3455
重庆市妇女儿童基金会	2015	3455
重庆宣传文化发展基金会	2014	3456
重庆宣传文化发展基金会	2015	3456
重庆市教育发展基金会	2014	3457
重庆市教育发展基金会	2015	3457
重庆市精神健康救助基金会	2014	3458
重庆市精神健康救助基金会	2015	3458
中国器官移植发展基金会	2014	3459
中国器官移植发展基金会	2015	3459
中国保护黄河基金会	2014	3460
中国保护黄河基金会	2015	3460
湖南省岳阳县教育基金会	2014	3461
湖南省岳阳县教育基金会	2015	3461
湖南省张炳生慈善基金会	2014	3462
湖南省张炳生慈善基金会	2015	3462
湖南省长郡未来基金会	2014	3463
湖南省长郡未来基金会	2015	3463
湖南省温暖工程基金会	2014	3464
湖南省温暖工程基金会	2015	3464
湖南省文化艺术基金会	2014	3465
湖南省文化艺术基金会	2015	3465
四川省青少年发展基金会	2014	3466
四川省青少年发展基金会	2015	3466
慈利县教育基金会	2014	3467
慈利县教育基金会	2015	3467
湖南省浏阳市田家炳实验中学教育基金会	2014	3468
湖南省浏阳市田家炳实验中学教育基金会	2015	3468
永州市慈善基金会	2014	3469
永州市慈善基金会	2015	3469
湖南弘慧教育发展基金会	2014	3470
湖南弘慧教育发展基金会	2015	3470
岳阳市云溪区慈善基金会	2014	3471
岳阳市云溪区慈善基金会	2015	3471
湖南省残疾人福利基金会	2014	3472
湖南省残疾人福利基金会	2015	3472
湘乡市教育发展基金会	2014	3473
湘乡市教育发展基金会	2015	3473
花垣县教育基金会	2014	3474
花垣县教育基金会	2015	3474
长沙市明德至善教育基金会	2014	3475
长沙市明德至善教育基金会	2015	3475
湖南省南华大学教育基金会	2014	3476
湖南省南华大学教育基金会	2015	3476
湖南省体育发展基金会	2014	3477
湖南省体育发展基金会	2015	3477
湖南省湘潭大学教育基金会	2014	3478
湖南省湘潭大学教育基金会	2015	3478
湖南省铭成公益基金会	2014	3479
湖南省铭成公益基金会	2015	3479
湖南城市学院教育发展基金会	2014	3480
湖南城市学院教育发展基金会	2015	3480
长沙市公安民警互助基金会	2014	3481
长沙市公安民警互助基金会	2015	3481
张家界市武陵源区教育基金会	2014	3482
张家界市武陵源区教育基金会	2015	3482
衡南县教育基金会	2014	3483
衡南县教育基金会	2015	3483
怀化市教育基金会	2014	3484
怀化市教育基金会	2015	3484
湖南省长沙理工大学教育基金会	2014	3485
湖南省长沙理工大学教育基金会	2015	3485
湖南省娄底市教育基金会	2014	3486
湖南省娄底市教育基金会	2015	3486
湖南宋祖英助学基金会	2014	3487
湖南宋祖英助学基金会	2015	3487
湖南省安仁县教育基金会	2014	3488
湖南省安仁县教育基金会	2015	3488
湖南省张家界市教育基金会	2014	3489
湖南省张家界市教育基金会	2015	3489
湖南省何继善基金会	2014	3490
湖南省何继善基金会	2015	3490
湖南省永兴县教育基金会	2014	3491
湖南省永兴县教育基金会	2015	3491
湖南省汝城县教育基金会	2014	3492
湖南省汝城县教育基金会	2015	3492
湖南省郴州市教育基金会	2014	3493
湖南省郴州市教育基金会	2015	3493
耒阳市教育基金会	2014	3494
耒阳市教育基金会	2015	3494
衡阳县教育基金会	2014	3495
衡阳县教育基金会	2015	3495
广西桂林医学院教育发展基金会	2014	3496
广西桂林医学院教育发展基金会	2015	3496
铁岭市教育基金会	2014	3497
铁岭市教育基金会	2015	3497
重庆市巫溪县教育基金会	2015	3498
泰州职业技术学院教育发展基金会	2014	3499
泰州职业技术学院教育发展基金会	2015	3499
芜湖麻省产业技术发展基金会	2014	3500
芜湖麻省产业技术发展基金会	2015	3500
开远市同根生爱心慈善基金会	2015	3501
湖南科技学院教育基金会	2014	3502
湖南科技学院教育基金会	2015	3502
深圳市盐田区永安社区基金会	2015	3503
宁波市“创二代”公益基金会	2015	3504
北京中间艺术基金会	2015	3505
广州欧初文化教育基金会	2014	3506
广州欧初文化教育基金会	2015	3506
昌江黎族自治县教育发展基金会	2014	3507
昌江黎族自治县教育发展基金会	2015	3507
西安建筑科技大学教育基金会	2014	3508
西安建筑科技大学教育基金会	2015	3508
陕西赵季平音乐艺术基金会	2014	3509
陕西赵季平音乐艺术基金会	2015	3509
西安科技大学教育基金会	2014	3510
西安科技大学教育基金会	2015	3510
无锡多彩公益基金会	2014	3511
无锡多彩公益基金会	2015	3511
陕西立德乐善基金会	2014	3512
陕西立德乐善基金会	2015	3512
宁夏金宇爱心慈善基金会	2014	3513
宁夏金宇爱心慈善基金会	2015	3513
宁夏梅园甲天下慈善基金会	2014	3514
宁夏梅园甲天下慈善基金会	2015	3514
广西大学教育发展基金会	2014	3515
广西大学教育发展基金会	2015	3515
