	ba_cn	ind_year	ricf_oid	ba_uscc	nm_offi
6686	浙江正泰公益基金会	2013	2239	53330000501883999H	浙江正泰公益基金会
6687	浙江正泰公益基金会	2014	2239	53330000501883999H	浙江正泰公益基金会
6688	浙江正泰公益基金会	2015	2239	53330000501883999H	浙江正泰公益基金会
6689	浙江毓芳慈善基金会	2013	2240	53330000501884131C	浙江毓芳慈善基金会
6690	浙江毓芳慈善基金会	2014	2240	53330000501884131C	浙江毓芳慈善基金会
6691	浙江毓芳慈善基金会	2015	2240	53330000501884131C	浙江毓芳慈善基金会
6692	浙江水利水电学院教育基金会	2013	2241	53330000A9337680X9	浙江水利水电学院教育基金会
6693	浙江水利水电学院教育基金会	2014	2241	53330000A9337680X9	浙江水利水电学院教育基金会
6694	浙江水利水电学院教育基金会	2015	2241	53330000A9337680X9	浙江水利水电学院教育基金会
6695	浙江永强慈善基金会	2013	2242	53330000501883913N	浙江永强慈善基金会
6696	浙江永强慈善基金会	2014	2242	53330000501883913N	浙江永强慈善基金会
6697	浙江永强慈善基金会	2015	2242	53330000501883913N	浙江永强慈善基金会
6698	浙江泰隆慈善基金会	2013	2243	53330000501884350N	浙江泰隆慈善基金会
6699	浙江泰隆慈善基金会	2014	2243	53330000501884350N	浙江泰隆慈善基金会
6700	浙江泰隆慈善基金会	2015	2243	53330000501884350N	浙江泰隆慈善基金会
6701	浙江泰顺司前新农村发展基金会	2013	2244	53330000501884414L	浙江泰顺司前新农村发展基金会
6702	浙江泰顺司前新农村发展基金会	2014	2244	53330000501884414L	浙江泰顺司前新农村发展基金会
6703	浙江泰顺司前新农村发展基金会	2015	2244	53330000501884414L	浙江泰顺司前新农村发展基金会
6704	浙江海亮慈善基金会	2013	2245	533300005018835938	浙江海亮慈善基金会
6705	浙江海亮慈善基金会	2014	2245	533300005018835938	浙江海亮慈善基金会
6706	浙江海亮慈善基金会	2015	2245	533300005018835938	浙江海亮慈善基金会
6707	浙江海天慈善基金会	2013	2246	53330000A93376615L	浙江海天慈善基金会
6708	浙江海天慈善基金会	2014	2246	53330000A93376615L	浙江海天慈善基金会
6709	浙江海天慈善基金会	2015	2246	53330000A93376615L	浙江海天慈善基金会
6710	浙江海洋学院教育基金会	2013	2247	53330000A93376607R	浙江海洋学院教育基金会
6711	浙江海洋学院教育基金会	2014	2247	53330000A93376607R	浙江海洋学院教育基金会
6712	浙江海洋学院教育基金会	2015	2247	53330000A93376607R	浙江海洋学院教育基金会
6713	浙江滴水慈善基金会	2013	2248	53330000501884342U	浙江滴水慈善基金会
6714	浙江滴水慈善基金会	2014	2248	53330000501884342U	浙江滴水慈善基金会
6715	浙江滴水慈善基金会	2015	2248	53330000501884342U	浙江滴水慈善基金会
6716	浙江盛威普世慈善基金会	2013	2249	53330000A93376332C	浙江盛威普世慈善基金会
6717	浙江盛威普世慈善基金会	2014	2249	53330000A93376332C	浙江盛威普世慈善基金会
6718	浙江盛威普世慈善基金会	2015	2249	53330000A93376332C	浙江盛威普世慈善基金会
6719	浙江省三立慈善基金会	2013	2250	53330000A93376543U	浙江省三立慈善基金会
6720	浙江省三立慈善基金会	2014	2250	53330000A93376543U	浙江省三立慈善基金会
6721	浙江省三立慈善基金会	2015	2250	53330000A93376543U	浙江省三立慈善基金会
6722	浙江省义乌市教育基金会	2013	2251	533300007639269446	浙江省义乌市教育基金会
6723	浙江省义乌市教育基金会	2014	2251	533300007639269446	浙江省义乌市教育基金会
6724	浙江省义乌市教育基金会	2015	2251	533300007639269446	浙江省义乌市教育基金会
6725	浙江省亚德客慈善基金会	2013	2252		
6726	浙江省亚德客慈善基金会	2014	2252		
6727	浙江省亚德客慈善基金会	2015	2252		
6728	浙江省人民对外友好交流基金会	2013	2253	53330000501872771C	浙江省人民对外友好交流基金会
6729	浙江省人民对外友好交流基金会	2014	2253	53330000501872771C	浙江省人民对外友好交流基金会
6730	浙江省人民对外友好交流基金会	2015	2253	53330000501872771C	浙江省人民对外友好交流基金会
6731	浙江省人民教育基金会	2013	2254	53330000778282459T	浙江省人民教育基金会
6732	浙江省人民教育基金会	2014	2254	53330000778282459T	浙江省人民教育基金会
6733	浙江省人民教育基金会	2015	2254	53330000778282459T	浙江省人民教育基金会
6734	浙江省仁爱慈善基金会	2013	2255	53330000A933761132	浙江省仁爱慈善基金会
6735	浙江省仁爱慈善基金会	2014	2255	53330000A933761132	浙江省仁爱慈善基金会
6736	浙江省仁爱慈善基金会	2015	2255	53330000A933761132	浙江省仁爱慈善基金会
6737	浙江省余姚中学奖教奖学基金会	2013	2256	5333000050187665X8	浙江省余姚中学奖教奖学基金会
6738	浙江省余姚中学奖教奖学基金会	2014	2256	5333000050187665X8	浙江省余姚中学奖教奖学基金会
6739	浙江省余姚中学奖教奖学基金会	2015	2256	5333000050187665X8	浙江省余姚中学奖教奖学基金会
6740	浙江省关心下一代基金会	2013	2257	53330000A93377060F	浙江省关心下一代基金会
6741	浙江省关心下一代基金会	2014	2257	53330000A93377060F	浙江省关心下一代基金会
6742	浙江省关心下一代基金会	2015	2257	53330000A93377060F	浙江省关心下一代基金会
6743	浙江省农业技术推广基金会	2013	2258	533300005018740801	浙江省农业技术推广基金会
6744	浙江省农业技术推广基金会	2014	2258	533300005018740801	浙江省农业技术推广基金会
6745	浙江省农业技术推广基金会	2015	2258	533300005018740801	浙江省农业技术推广基金会
6746	浙江省北京师范大学南湖附属学校教育基金会	2013	2259	53330000A93376842R	浙江省北京师范大学南湖附属学校教育基金会
6747	浙江省北京师范大学南湖附属学校教育基金会	2014	2259	53330000A93376842R	浙江省北京师范大学南湖附属学校教育基金会
6748	浙江省北京师范大学南湖附属学校教育基金会	2015	2259	53330000A93376842R	浙江省北京师范大学南湖附属学校教育基金会
6749	浙江省华福慈善基金会	2013	2260	53330000679591694X	浙江省华福慈善基金会
6750	浙江省华福慈善基金会	2014	2260	53330000679591694X	浙江省华福慈善基金会
6751	浙江省华福慈善基金会	2015	2260	53330000679591694X	浙江省华福慈善基金会
6752	浙江省南海实验学校伟兴教育发展基金会	2013	2261	53330000A933762288	浙江省南海实验学校伟兴教育发展基金会
6753	浙江省南海实验学校伟兴教育发展基金会	2014	2261	53330000A933762288	浙江省南海实验学校伟兴教育发展基金会
6754	浙江省南海实验学校伟兴教育发展基金会	2015	2261	53330000A933762288	浙江省南海实验学校伟兴教育发展基金会
6755	浙江省博爱教育基金会	2013	2262	53330000781832239W	浙江省博爱教育基金会
6756	浙江省博爱教育基金会	2014	2262	53330000781832239W	浙江省博爱教育基金会
6757	浙江省博爱教育基金会	2015	2262	53330000781832239W	浙江省博爱教育基金会
6758	浙江省发展侨务事业基金会	2013	2263	53330000501874216P	浙江省发展侨务事业基金会
6759	浙江省发展侨务事业基金会	2014	2263	53330000501874216P	浙江省发展侨务事业基金会
6760	浙江省发展侨务事业基金会	2015	2263	53330000501874216P	浙江省发展侨务事业基金会
6761	浙江省台州市农业技术推广基金会	2013	2264	53330000A93376121W	浙江省台州市农业技术推广基金会
6762	浙江省台州市农业技术推广基金会	2014	2264	53330000A93376121W	浙江省台州市农业技术推广基金会
6763	浙江省台州市农业技术推广基金会	2015	2264	53330000A93376121W	浙江省台州市农业技术推广基金会
6764	浙江省合盛慈善基金会	2013	2265	53330000A93376965T	浙江省合盛慈善基金会
6765	浙江省合盛慈善基金会	2014	2265	53330000A93376965T	浙江省合盛慈善基金会
6766	浙江省合盛慈善基金会	2015	2265	53330000A93376965T	浙江省合盛慈善基金会
6767	浙江省吴定酒慈善基金会	2013	2266	53330000A933767626	浙江省吴定酒慈善基金会
6768	浙江省吴定酒慈善基金会	2014	2266	53330000A933767626	浙江省吴定酒慈善基金会
6769	浙江省吴定酒慈善基金会	2015	2266	53330000A933767626	浙江省吴定酒慈善基金会
6770	浙江省和平慈善基金会	2013	2267	53330000A93376797Q	浙江省和平慈善基金会
6771	浙江省和平慈善基金会	2014	2267	53330000A93376797Q	浙江省和平慈善基金会
6772	浙江省和平慈善基金会	2015	2267	53330000A93376797Q	浙江省和平慈善基金会
6773	浙江省国际茶人之家基金会	2013	2268		
6774	浙江省国际茶人之家基金会	2014	2268		
6775	浙江省国际茶人之家基金会	2015	2268		
6776	浙江省大爱慈善基金会	2013	2269	53330000A933768857	浙江省大爱慈善基金会
6777	浙江省大爱慈善基金会	2014	2269	53330000A933768857	浙江省大爱慈善基金会
6778	浙江省大爱慈善基金会	2015	2269	53330000A933768857	浙江省大爱慈善基金会
6779	浙江省妇女儿童基金会	2013	2270	53330000501874443W	浙江省妇女儿童基金会
6780	浙江省妇女儿童基金会	2014	2270	53330000501874443W	浙江省妇女儿童基金会
6781	浙江省妇女儿童基金会	2015	2270	53330000501874443W	浙江省妇女儿童基金会
6782	浙江省娃哈哈慈善基金会	2013	2271	53330000501883921H	浙江省娃哈哈慈善基金会
6783	浙江省娃哈哈慈善基金会	2014	2271	53330000501883921H	浙江省娃哈哈慈善基金会
6784	浙江省娃哈哈慈善基金会	2015	2271	53330000501883921H	浙江省娃哈哈慈善基金会
6785	浙江省宁海县人民教育基金会	2013	2272	5333000050187577XQ	浙江省宁海县人民教育基金会
6786	浙江省宁海县人民教育基金会	2014	2272	5333000050187577XQ	浙江省宁海县人民教育基金会
6787	浙江省宁海县人民教育基金会	2015	2272	5333000050187577XQ	浙江省宁海县人民教育基金会
6788	浙江省宗文慈善基金会	2013	2273	53330000501883518F	浙江省宗文慈善基金会
6789	浙江省宗文慈善基金会	2014	2273	53330000501883518F	浙江省宗文慈善基金会
6790	浙江省宗文慈善基金会	2015	2273	53330000501883518F	浙江省宗文慈善基金会
6791	浙江省实方慈善基金会	2013	2274	53330000A9337648XT	浙江省实方慈善基金会
6792	浙江省实方慈善基金会	2014	2274	53330000A9337648XT	浙江省实方慈善基金会
6793	浙江省实方慈善基金会	2015	2274	53330000A9337648XT	浙江省实方慈善基金会
6794	浙江省寅幸慈善基金会	2013	2275	53330000A933764120	浙江省寅幸慈善基金会
6795	浙江省寅幸慈善基金会	2014	2275	53330000A933764120	浙江省寅幸慈善基金会
6796	浙江省寅幸慈善基金会	2015	2275	53330000A933764120	浙江省寅幸慈善基金会
6797	浙江省富阳市老龄事业发展基金会	2013	2276		
6798	浙江省富阳市老龄事业发展基金会	2014	2276		
6799	浙江省富阳市老龄事业发展基金会	2015	2276		
6800	浙江省常山县教育基金会	2013	2277	53330000501883729Y	浙江省常山县教育基金会
6801	浙江省常山县教育基金会	2014	2277	53330000501883729Y	浙江省常山县教育基金会
6802	浙江省常山县教育基金会	2015	2277	53330000501883729Y	浙江省常山县教育基金会
6803	浙江省幸福助老基金会	2013	2278	53330000A93376690D	浙江省幸福助老基金会
6804	浙江省幸福助老基金会	2014	2278	53330000A93376690D	浙江省幸福助老基金会
6805	浙江省幸福助老基金会	2015	2278	53330000A93376690D	浙江省幸福助老基金会
6806	浙江省广济慈善基金会	2013	2279		
6807	浙江省广济慈善基金会	2014	2279		
6808	浙江省广济慈善基金会	2015	2279		
6809	浙江省康恩贝慈善救助基金会	2013	2280	53330000501883681N	浙江省康恩贝慈善救助基金会
6810	浙江省康恩贝慈善救助基金会	2014	2280	53330000501883681N	浙江省康恩贝慈善救助基金会
6811	浙江省康恩贝慈善救助基金会	2015	2280	53330000501883681N	浙江省康恩贝慈善救助基金会
6812	浙江省弘毅公益基金会	2013	2281	53330000A93376455D	浙江省弘毅公益基金会
6813	浙江省弘毅公益基金会	2014	2281	53330000A93376455D	浙江省弘毅公益基金会
6814	浙江省弘毅公益基金会	2015	2281	53330000A93376455D	浙江省弘毅公益基金会
6815	浙江省微笑明天慈善基金会	2013	2282	53330000A933770284	浙江省微笑明天慈善基金会
6816	浙江省微笑明天慈善基金会	2014	2282	53330000A933770284	浙江省微笑明天慈善基金会
6817	浙江省微笑明天慈善基金会	2015	2282	53330000A933770284	浙江省微笑明天慈善基金会
6818	浙江省必达爱心慈善基金会	2013	2283	53330000A933764045	浙江省必达爱心慈善基金会
6819	浙江省必达爱心慈善基金会	2014	2283	53330000A933764045	浙江省必达爱心慈善基金会
6820	浙江省必达爱心慈善基金会	2015	2283	53330000A933764045	浙江省必达爱心慈善基金会
6821	浙江省惠民慈善基金会	2013	2284	53330000A93376391F	浙江省惠民慈善基金会
6822	浙江省惠民慈善基金会	2014	2284	53330000A93376391F	浙江省惠民慈善基金会
6823	浙江省惠民慈善基金会	2015	2284	53330000A93376391F	浙江省惠民慈善基金会
