机构ID	机构名称	报表时间	本年度捐赠收入_现金	来自境内的捐赠_现金	来自境内自然人的捐赠_现金	来自境内法人或者其他组织的捐赠_现金	来自境外的捐赠_现金	来自境外自然人的捐赠_现金	来自境外法人或者其他组织的捐赠_现金	接受非公益性捐赠情况_现金	本年度捐赠收入_非现金	来自境内的捐赠_非现金	来自境内自然人的捐赠_非现金	来自境内法人或者其他组织的捐赠_非现金	来自境外的捐赠_非现金	来自境外自然人的捐赠_非现金	来自境外法人或者其他组织的捐赠_非现金	接受非公益性捐赠情况_非现金	上年度基金余额	本年度总支出	本年度用于公益事业的支出	工作人员工资福利支出	行政办公支出	捐赠主体ID	捐赠主体名称	捐赠额_现金_限定	捐赠额_非现金_限定	捐赠额_现金_非限定	捐赠额_非现金_非限定	用途
ricf_oid	ba_cn	fp_dt	ao_ad	ao_dd	ao_ddc	ao_ddi	ao_od	ao_odn	ao_odi	ao_nni	ao_adn	ao_ddn	ao_ddnn	ao_ddin	ao_odnn	ao_odnn	ao_odin	ao_nnin	ao_lst	ao_ate	ao_cc	ao_slr	ao_adex	ao_did	ao_dn	ao_dcae	ao_ncae	ao_dcan	ao_ncan	ao_use
1625	广西壮族自治区扶贫基金会	2013	2706940.64 	2108193.30 	8193.30 	2100000.00 	598747.34 	0.00 	598747.34 	0	0	0	0	0	0	0	0	0		3690032.98 	3431518.95 	181608.00 	54382.55 							
1626	广西壹方慈善基金会	2013	1611556.80 	1611556.80 	1050267.00 	561289.80 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1193529.38 	1060213.44 	97584.17 	16871.42 							
1627	广西妇女儿童发展基金会	2013	3389580.00 	3389580.00 	70000.00 	3319580.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2772101.38 	2591636.50 	59580.70 	12814.07 							
1628	广西师范大学教育发展基金会	2013	7660294.00 	7660294.00 	499944.00 	7160350.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		7162716.83 	7015492.53 	70514.00 	75405.16 							
1629	广西帮帮忙教育扶贫基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1825563.57 	1659158.00 	12375.17 	154030.40 							
1630	广西廖荣纳基金会	2013	368864.00 	368864.00 	0.00 	368864.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		574296.30 	430570.00 	88260.00 	55466.30 							
1631	广西拥军优属基金会	2013	21583.34 	21583.34 	21583.34 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		214407.30 	200545.00 	7958.30 	5725.00 							
1632	广西李宁基金会	2013	3996708.24 	89999.00 	0.00 	89999.00 	3906709.24 	0.00 	3906709.24 	0	0	0	0	0	0	0	0	0		3275125.92 	2422148.03 	337268.51 	515709.38 							
1633	广西桂嘉汇青少年儿童救助基金会	2013	2000000.00 	2000000.00 	0.00 	2000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1738045.20 	1731000.00 	0.00 	6800.00 							
1634	广西残疾人福利基金会	2013	2429381.40 	2208895.40 	94050.00 	2114845.40 	220486.00 	0.00 	220486.00 	0	0	0	0	0	0	0	0	0		3268212.90 	3161469.38 	44650.72 	62092.80 							
1635	广西民族大学教育基金会	2013	14443145.00 	14443145.00 	11443145.00 	3000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		11447306.60 	11443145.00 	0.00 	4161.60 							
1636	广西民族教育发展基金会	2013	1073750.00 	1073750.00 	1073750.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		18997305.67 	18605912.99 	186337.90 	205054.78 							
1637	广西社会和谐稳定发展基金会	2013	3307100.00 	3307100.00 	7100.00 	3300000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		6854272.84 	6231228.28 	346240.04 	276804.52 							
1638	广西红十字基金会	2013	6331201.54 	6331201.54 	6331201.54 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		17756563.43 	16495115.54 	455398.99 	803167.90 							
1639	广西老年基金会	2013	10000.00 	10000.00 	0.00 	10000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1083954.66 	886467.90 	76291.80 	19108.86 							
1640	广西荣和爱心基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		940804.00 	938800.00 	0.00 	2004.00 							
1641	广西见义勇为基金会	2013	14305843.11 	14305843.11 	2822595.10 	11483248.01 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		4618839.55 	4368507.31 	96591.30 	106054.80 							
1642	广西青少年发展基金会	2013	31891280.55 	31891280.55 	31891280.55 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		24950611.09 	24167191.94 	269000.42 	261465.21 							
1643	广西革命老区建设基金会	2013	1370000.00 	1370000.00 	1370000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
1644	庄希泉基金会	2013	240000.00 	240000.00 	0.00 	240000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		497148.04 	450000.00 	36000.00 	11148.04 							
1645	延吉市人民教育基金会	2013	901350.00 	20200.00 	20200.00 	0.00 	881150.00 	4000.00 	877150.00 	0	0	0	0	0	0	0	0	0		1002311.60 	962150.00 	6000.00 	34161.60 							
1646	延吉市公安民警优抚基金会	2013	2500000.00 	2500000.00 	0.00 	2500000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
1648	延安教科文发展基金会	2013	209000.00 	203000.00 	0.00 	203000.00 	6000.00 	0.00 	6000.00 	9905.93	0	0	0	0	0	0	0	0		155115.18 	67000.00 	0.00 	88115.18 							
1649	延边大学教育基金会	2013	7805698.73 	4170650.00 	804250.00 	3366400.00 	3635048.73 	561974.99 	3073073.74 	0	0	0	0	0	0	0	0	0		16673961.53 	13242167.23 	163422.24 	897259.82 							
1652	建德市见义勇为基金会	2013	950000.00 	950000.00 	0.00 	950000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		173405.61 	150400.00 	17100.00 	5475.21 							
1653	建湖县教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		900000.00 	897000.00 	0.00 	0.00 							
1654	建湖县见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		38351.50 	36000.00 	0.00 	2351.50 							
1655	开明慈善基金会	2013	7456107.95 	7456107.95 	0.00 	7456107.95 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2175650.24 	2157591.74 	0.00 	18058.50 							
1656	张学良教育基金会	2013	59112888.50 	58723636.04 	3365435.00 	55358201.04 	389252.46 	289252.46 	100000.00 	0	0	0	0	0	0	0	0	0		57032363.90 	56995208.83 	0.00 	37155.07 							
1657	张家口市残疾人创业慈善基金会	2013	181748.50 	181748.50 	40000.00 	141748.50 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		185518.10 	180297.00 	0.00 	4790.10 							
1658	张家港保税区慈善基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		179587.50 	175740.00 	0.00 	3847.50 							
1659	张家港市七里庙村利民基金会	2013	46400.00 	46400.00 	0.00 	46400.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		790306.75 	786799.25 	0.00 	3507.50 							
1660	张家港市党员关爱暨帮扶困难群众基金会	2013	11422806.00 	11422806.00 	0.00 	11422806.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		10097400.00 	10063400.00 	0.00 	16000.00 							
1661	张家港市农联爱心基金会	2013	633000.00 	633000.00 	633000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		227386.83 	224300.00 	0.00 	3086.83 							
1662	张家港市巨桥惠民基金会	2013	431000.00 	431000.00 	431000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		488651.50 	478629.00 	0.00 	10022.50 							
1663	张家港市慈善基金会	2013	9132394.70 	9132394.70 	29300.00 	9103094.70 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		15732756.38 	15212208.30 	93262.20 	153665.88 							
1664	张家港市李巷益民基金会	2013	862000.00 	862000.00 	0.00 	862000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1826058.00 	1805334.50 	0.00 	20723.50 							
1665	张家港市永联为民基金会	2013	16648251.00 	16648251.00 	1638251.00 	15010000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		15882219.83 	15840959.87 	2147.00 	37745.16 							
1666	张家港市见义勇为基金会	2013	500000.00 	500000.00 	500000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1181650.00 	1178150.00 	0.00 	3500.00 							
1667	张家港市闸上慈善基金会	2013	309400.00 	309400.00 	43900.00 	265500.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1215882.72 	1156082.58 	0.00 	28826.48 							
1668	张家港市韩山福民基金会	2013	515600.00 	515600.00 	515600.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		355533.00 	350150.00 	0.00 	5383.00 							
1669	徐州工程学院教育发展基金会	2013	378000.00 	378000.00 	0.00 	378000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		190556.46 	187000.00 	0.00 	0.00 							
1670	徐州市云龙区见义勇为基金会	2013	1400000.00 	1400000.00 	0.00 	1400000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		21862.00 	20000.00 	0.00 	1862.00 							
1671	徐州市慈善基金会	2013	45430573.61 	45430573.61 	0.00 	45430573.61 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		28180901.74 	25875612.00 	322639.65 	544455.79 							
1672	徐州市泉山区见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
1673	徐州市见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1761417.16 	1591446.60 	0.00 	169970.56 							
1674	徐州市铜山区见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		15000.00 	15000.00 	0.00 	0.00 							
1675	徐州幼儿师范高等专科学校教育发展基金会	2013	3000000.00 	3000000.00 	100000.00 	2900000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		321432.10 	320000.00 	0.00 	1432.10 							
1676	德州市见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		391244.00 	355491.50 	12000.00 	16542.00 							
1677	德康博爱基金会	2013	171338.00 	171338.00 	0.00 	171338.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		17234353.96 	17037323.61 	138936.71 	56325.84 							
1678	德清县人民教育基金会	2013	568500.00 	568500.00 	29000.00 	539500.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		811608.60 	803880.60 	0.00 	7708.00 							
1679	德阳市教育基金会	2013	1877605.00 	1877605.00 	53170.00 	1824435.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3823329.80 	3636686.30 	96651.14 	54910.25 							
1680	心平公益基金会	2013	31217123.00 	995.00 	0.00 	995.00 	31216128.00 	31216128.00 	0.00 	0	0	0	0	0	0	0	0	0		30003511.10 	29151407.14 	539496.96 	282518.44 							
1681	思利及人公益基金会	2013	4334693.01 	4323993.21 	1229389.08 	3094604.13 	10699.80 	10699.80 	0.00 	0	0	0	0	0	0	0	0	0		1965139.50 	1934050.00 	0.00 	31089.50 							
1682	惠州市协和医疗救助基金会	2013	568395.80 	568395.80 	568395.80 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		176778.50 	170000.00 	0.00 	5952.00 							
1684	惠州市惠城区爱心教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		293808.00 	282200.00 	0.00 	11608.00 							
1685	惠州市金盾公安民警救助基金会	2013	2362129.00 	2362129.00 	0.00 	2362129.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		460.00 	0.00 	0.00 	460.00 							
1686	慈济慈善事业基金会	2013	155149198.49 	58415059.44 	51576754.31 	6838305.13 	96734139.05 	16806804.08 	79927334.97 	0	0	0	0	0	0	0	0	0		88748609.85 	86667406.23 	1708477.62 	344623.04 							
1687	慈溪市人民教育基金会	2013	533132.20 	533132.20 	533132.20 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1518843.00 	1494805.00 	0.00 	0.00 							
1688	慈溪市老龄事业发展基金会	2013	2645204.89 	2645204.89 	2645204.89 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		4344519.68 	4126328.60 	218191.08 	0.00 							
1689	成都信息工程学院科技教育基金会	2013	566119.42 	566119.42 	124807.70 	441311.72 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		296122.38 	283632.00 	2400.00 	10090.38 							
1690	成都公和社区发展基金会	2013	568368.00 	568368.00 	568368.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1467200.29 	1407871.00 	12000.00 	47329.29 							
1691	成都大熊猫繁育研究基金会	2013	27551897.65 	4037411.00 	2646164.00 	1391247.00 	23514486.65 	12557876.00 	10956610.65 	0	0	0	0	0	0	0	0	0		23514267.96 	22245165.50 	762464.24 	490266.80 							
1692	成都市成华区爱心教育基金会	2013	4534148.73 	4534148.73 	0.00 	4534148.73 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3021002.83 	3004784.63 	0.00 	16218.20 							
1693	成都市教育基金会	2013	8114031.72 	7041243.71 	79900.00 	6961343.71 	1072788.01 	41504.52 	1031283.49 	0	0	0	0	0	0	0	0	0		5771291.96 	5407949.49 	299096.47 	64246.00 							
1695	成都市残疾人福利基金会	2013	9145085.29 	9145085.29 	1246000.00 	7899085.29 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		8653947.12 	8337720.57 	171339.50 	144887.05 							
1697	成都市老龄事业发展基金会	2013	401528.20 	401528.20 	74481.70 	327046.50 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1419963.30 	1336673.00 	47200.00 	33725.18 							
1698	成都市育汉教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		173261.50 	170000.00 	0.00 	3261.50 							
1699	成都市见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		343945.62 	315700.00 	0.00 	28245.62 							
1700	成都市锦江区社会组织发展基金会	2013	2056670.00 	2056670.00 	0.00 	2056670.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		7728026.29 	7197514.42 	329498.22 	201013.65 							
1701	成都市青少年发展基金会	2013	623295.52 	623295.52 	129683.90 	493611.62 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		619376.80 	586675.00 	4500.00 	28201.80 							
1702	成都市龙泉驿区关心下一代基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
1703	成都理工大学教育发展基金会	2013	458600.00 	458600.00 	36600.00 	422000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		445873.90 	440000.00 	0.00 	5873.90 							
1704	成都羊安宏志教育基金会	2013	400000.00 	400000.00 	0.00 	400000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		219027.50 	201427.50 	15600.00 	2000.00 							
1705	成都贺麟教育基金会	2013	2212631.43 	2212631.43 	405000.00 	1807631.43 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1759322.14 	1641447.54 	110060.00 	6642.10 							
1706	扬中市见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1054878.38 	901679.00 	0.00 	153199.38 							
1707	扬州大学教育发展基金会	2013	20814819.23 	20814819.23 	30000.00 	20784819.23 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		15544855.60 	15538384.60 	0.00 	6471.00 							
1708	扬州市教育发展基金会	2013	19628160.00 	19628160.00 	0.00 	19628160.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		16208987.25 	16153000.00 	38862.05 	2225.20 							
1709	扬州市残疾人福利基金会	2013	4255500.00 	4195500.00 	19100.00 	4176400.00 	60000.00 	60000.00 	0.00 	0	0	0	0	0	0	0	0	0		905252.80 	850661.00 	10800.00 	43791.80 							
1710	扬州市江都区见义勇为基金会	2013	383330.00 	383330.00 	0.00 	383330.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		611417.06 	560231.00 	21300.00 	29886.06 							
1711	扬州市禹振飞慈善基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2538856.00 	2400000.00 	115720.00 	21120.00 							
1712	扬州市翔宇妇女儿童基金会	2013	1142486.10 	1142486.10 	0.00 	1142486.10 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		599885.80 	559022.00 	7600.00 	2133.60 							
1713	扬州市见义勇为基金会	2013	29053000.00 	29053000.00 	0.00 	29053000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		2777067.03 	2472314.00 	163200.00 	77385.03 							
1714	扬州文峰慈善基金会	2013	3000000.00 	3000000.00 	0.00 	3000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
1715	抚顺市公安民警救助基金会	2013	1044900.00 	1044900.00 	444900.00 	600000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		8229296.83 	8201800.00 	8800.00 	18696.83 							
1717	招商局慈善基金会	2013	50460421.57 	47460421.57 	440221.57 	47020200.00 	3000000.00 	0.00 	3000000.00 	0	0	0	0	0	0	0	0	0		45817342.94 	44832945.96 	126979.32 	855536.56 							
1718	揭阳市大学生发展基金会	2013	8130174.03 	7736574.03 	1005374.03 	6731200.00 	393600.00 	393600.00 	0.00 	0	0	0	0	0	0	0	0	0		5592753.30 	5420043.30 	87000.00 	47808.20 							
1721	揭阳市见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		40545.00 	38000.00 	0.00 	2545.00 							
1724	攀枝花市关心下一代基金会	2013	793800.00 	793800.00 	143800.00 	650000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		209722.90 	190815.40 	18400.00 	507.50 							
1725	文成县人民教育基金会	2013	1130000.00 	1130000.00 	100000.00 	1030000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		847031.00 	840017.00 	0.00 	7014.00 							
1727	文成县陈伯远教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		406520.00 	400300.00 	0.00 	6220.00 							
1729	新乡市教育基金会	2013	1910000.00 	1910000.00 	0.00 	1910000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1733792.18 	1705000.58 	10200.00 	18591.60 							
1730	新乡市环卫爱心基金会	2013	1930000.00 	1930000.00 	0.00 	1930000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		211482.32 	198178.60 	0.00 	13303.72 							
1731	新余市教育基金会	2013	49216772.77 	49216772.77 	24838292.77 	24378480.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		32438206.54 	32247522.54 	95342.00 	95342.00 							
1732	新化县教育基金会	2013	560000.00 	560000.00 	0.00 	560000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1360690.80 	1278939.00 	46000.00 	35751.80 							
1733	新奥公益慈善基金会	2013	18983140.80 	18983140.80 	730629.30 	18252511.50 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		26558887.90 	25986070.00 	0.00 	558263.60 							
1734	新昌县人民教育基金会	2013	5170000.00 	5170000.00 	5170000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		6891258.80 	6743939.00 	42900.00 	104419.80 							
1735	新昌县道才公益基金会	2013	10000000.00 	10000000.00 	10000000.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		160000.00 	160000.00 	0.00 	0.00 							
1736	新昌爱莲美丽乡村基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		404854.00 	387000.00 	12600.00 	2000.00 							
1737	新沂市慈善基金会	2013	7689200.00 	7689200.00 	1150.00 	7688050.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		6948685.72 	6804563.00 	100324.91 	43797.81 							
1738	新沂市教育发展基金会	2013	5000000.00 	5000000.00 	0.00 	5000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
1739	新沂市见义勇为基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		5500.00 	5000.00 	0.00 	500.00 							
1740	新疆农业大学教育发展基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		0.00 	0.00 	0.00 	0.00 							
1741	新疆夕阳爱心基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		40291.52 	0.00 	21046.00 	0.00 							
1742	新疆大学教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		705198.51 	600000.00 	8904.36 	0.00 							
1743	新疆汇嘉十分孝心基金会	2013	1971580.64 	1971580.64 	0.00 	1971580.64 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1036623.22 	855629.87 	122478.88 	52636.47 							
1745	新疆生产建设兵团农二师华山中学教育基金会	2013	3701500.00 	3701500.00 	3001500.00 	700000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1824382.00 	1185886.00 	7200.00 	3142.00 							
1746	新疆生产建设兵团青少年发展基金会	2013	9353947.85 	9353947.85 	2098633.95 	7255313.90 	0.00 	0.00 	0.00 	246283.92	0	0	0	0	0	0	0	0		12298720.77 	11808239.45 	0.00 	0.00 							
1748	新疆红石慈善基金会	2013	1965125.61 	1965125.61 	1965125.61 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1692803.25 	1344327.45 	105432.75 	243043.05 							
1749	新疆维吾尔自治区心田社会公益基金会	2013	38826.00 	38826.00 	38826.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		309408.40 	282000.00 	0.00 	50.00 							
1750	新疆维吾尔自治区新勇教育基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		674515.63 	0.00 	496116.75 	91750.44 							
1751	新疆维吾尔自治区见义勇为基金会	2013	1444119.70 	1444119.70 	7885.00 	1436234.70 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1449873.28 	1391501.00 	5800.00 	52187.78 							
1752	新疆维吾尔自治区资助教育基金会	2013	4799096.39 	4799096.39 	598642.00 	4200454.39 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		4241655.20 	4044863.58 	37935.91 	159808.33 							
1753	新疆维吾尔自治区陈逢干大学生助学基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1682998.71 	1644000.00 	35617.00 	0.00 							
1754	新疆青年创业就业基金会	2013	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		5697.00 	490.00 	0.00 	4547.00 							
1755	无锡公安大病特困救助基金会	2013	25000000.00 	25000000.00 	0.00 	25000000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		10104664.90 	10002544.30 	32400.00 	69720.60 							
1756	无锡华地慈善基金会	2013	2338069.82 	2338069.82 	2238069.82 	100000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		586611.77 	567751.00 	0.00 	15782.72 							
1757	无锡商业职业技术学院教育发展基金会	2013	87500.00 	87500.00 	0.00 	87500.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		914678.00 	905278.00 	0.00 	9400.00 							
1758	无锡城市职业技术学院教育发展基金会	2013	8416100.00 	8416100.00 	5723600.00 	2692500.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		3190895.70 	3055460.00 	0.00 	33660.90 							
1759	无锡太湖文化发展基金会	2013	3120000.00 	3120000.00 	0.00 	3120000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1111193.20 	1111000.00 	0.00 	193.20 							
1760	无锡市太湖禁毒基金会	2013	2150000.00 	2150000.00 	0.00 	2150000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		102116.83 	81500.00 	12000.00 	8616.83 							
1761	无锡市文化遗产保护基金会	2013	890000.00 	890000.00 	0.00 	890000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1604196.50 	1585030.50 	7800.00 	11366.00 							
1762	无锡市滨湖区慈善基金会	2013	34312841.22 	34312841.22 	34312841.22 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		24158505.66 	23306608.80 	292087.00 	559809.86 							
1763	无锡市见义勇为基金会	2013	400000.00 	400000.00 	0.00 	400000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1830368.19 	1699766.00 	63200.00 	67402.19 							
1764	无锡灵山慈善基金会	2013	13652008.52 	13652008.52 	8705305.52 	4946703.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		11373603.24 	10828925.31 	408005.03 	136672.90 							
1765	无锡职业技术学院教育发展基金会	2013	7029763.10 	7029763.10 	6808779.20 	220983.90 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		8074190.00 	8071200.00 	0.00 	2990.00 							
1766	日照职业技术学院教育基金会	2013	700000.00 	700000.00 	0.00 	700000.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		9153.60 	0.00 	0.00 	9153.60 							
1767	昆山市党员关爱暨帮扶困难群众基金会	2013	7493944.00 	7493944.00 	7493944.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		12209774.15 	12076000.00 	108000.00 	18580.30 							
1770	昆山祥和帮困基金会	2013	2275686.00 	2275686.00 	18000.00 	2257686.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0	0	0	0		1895388.00 	1829500.00 	0.00 	65888.00 							
