机构ID	机构名称	报表时间	捐赠收入_限定	会费收入_限定	提供服务收入_限定	政府购买服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	调整净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	政府购买服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	调整净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
ricf_oid	ba_cn	fp_dt	fa_dine	fa_asine	fa_sine	fa_gse	fa_pine	fa_gine	fa_inine	fa_otine	fa_intoe	fa_accoe	fa_adexe	fa_fuexe	fa_otexe	fa_cotoe	fa_etoue	fa_chase	fa_neche	fa_dinu	fa_asinu	fa_sinu	fa_gsu	fa_pinu	fa_ginu	fa_ininu	fa_otinu	fa_intou	fa_accou	fa_adexu	fa_fuexu	fa_otexu	fa_cotou	fa_etouu	fa_chasu	fa_nechu
1885	汕尾市教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	3991400.00 	0	0		0	0	0.00 	11540.08 	4002940.08 	5272000	85076.60 	0.00 	581.65 	5357658.25 	0.00 		-1354718.17 
1886	江南大学太湖学院教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	4620000.00 	0	0		0	0	0.00 	18970.35 	4638970.35 	7426733.5	8268.00 	0.00 	451.78 	7435453.28 	0.00 		-2796482.93 
1887	江南大学教育发展基金会	2013	11646763.96 	0	0		0	0	0	0	11646763.96 	6522500.07 	0	-9781.79	0	6512718.28 	0.00 		5134045.68	2310212.00 	0	0		0	0	0.00 	169620.18 	2479832.18 	2440167.71	556691.73 	-1327284.16 	0.00 	1669575.28 	0.00 		810256.90 
1888	江山市人民教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1020000.00 	0	0		0	0	0.00 	1000000.00 	2020000.00 	1123412.54	2899.00 	0.00 	0.00 	1126311.54 	0.00 		-6311.54 
1889	江山市农村公益基金会	2013	680000.00 	0	0		0	4299000	0	0	4979000.00 	5114000.00 	0	0	0	5114000.00 	-135000.00 		0	0.00 	0	0		0	0	0.00 	857.95 	857.95 	0	0.00 	0.00 	3.25 	3.25 	135000.00 		-134145.30 
1890	江汉大学教育发展基金会	2013	243576.00 	0	0		0	0	0	0	243576.00 	247800.00 	0	0	0	247800.00 	0.00 		-4224	0.00 	0	0		0	0	0.00 	39042.58 	39042.58 	600000	755.00 	0.00 	0.00 	600755.00 	0.00 		-561712.42 
1891	江苏七彩凤凰母语发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	700000.00 	0	0		0	0	0.00 	0.00 	700000.00 	202627	63137.40 	-725.19 	0.00 	265039.21 	0.00 		434960.79 
1893	江苏中外大学女校长教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	500000.00 	0	0		0	0	0.00 	76175.74 	576175.74 	671690.9	63689.80 	0.00 	1078.00 	736458.70 	0.00 		-160282.96 
1894	江苏中大公益基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	0.00 	0.00 	2629184.2	25965.50 	-62404.53 	0.00 	2592745.17 	0.00 		-2592745.17 
1895	江苏中远助学帮老基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1103000.00 	0	0		0	0	0.00 	5357.99 	1108357.99 	870000	114244.40 	0.00 	0.00 	984244.40 	0.00 		124113.59 
1896	江苏仁医基金会	2013	1311500.00 	0	0		0	0	0	0	1311500.00 	833855.30 	0	0	0	833855.30 	0.00 		477644.7	5035505.02 	0	0		0	0	376091.41 	14543.80 	5426140.23 	1890979.47	54492.87 	11577.00 	0.00 	1957049.34 	0.00 		3469090.89 
1897	江苏信息职业技术学院教育发展基金会	2013	2892485.37 	0	0		0	0	0	0	2892485.37 	585821.40 	0	0	0	585821.40 	0.00 		0	0.00 	0	0		0	0	0.00 	22182.25 	22182.25 	19943.2	0.00 	0.00 	3418.50 	23361.70 	0.00 		0.00 
1898	江苏元林慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	250000000.00 	0	0		0	0	8748934.45 	31563.69 	258780498.14 	190782721.7	1167792.78 	0.00 	0.00 	191950514.48 	0.00 		66829983.66 
1899	江苏光彩事业基金会	2013	3631137.70 	0	0		0	0	0	0	3631137.70 	0.00 	0	0	0	0.00 	2700000.00 		931137.7	2333900.00 	0	0		0	0	0.00 	41674.28 	2375574.28 	5206687.5	380.56 	0.00 	0.00 	5207068.06 	-2700000.00 		-131493.78 
1902	江苏农牧科技职业学院教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1775225.30 	0	0		0	0	0.00 	13583.91 	1788809.21 	1578483.1	17545.70 	0.00 	0.00 	1596028.80 	0.00 		192780.41 
1903	江苏华仁扶贫发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	11600000.00 	0	0		0	0	0.00 	5608.96 	11605608.96 	2637500	163962.00 	0.00 	1500000.00 	4301462.00 	0.00 		7304146.96 
1904	江苏华佳关爱基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	10095.00 	0	0		0	0	0.00 	0.00 	10095.00 	119336.55	5492.47 	-1839.40 	661.20 	123650.82 	0.00 		-113555.82 
1905	江苏华夏慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	96546.50 	0	0		0	0	0.00 	0.00 	96546.50 	186501.5	10466.00 	-1503.79 	0.00 	195463.71 	0.00 		-98917.21 
1906	江苏华科事业群慈爱基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	3300000.00 	0	0		0	0	0.00 	12516.55 	3312516.55 	768841.1	73795.00 	206.00 	0.00 	842842.10 	0.00 		2469674.45 
1910	江苏博爱助困基金会  	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	0.00 	0.00 	255000	198.50 	0.00 	0.00 	255198.50 	0.00 		-255198.50 
1911	江苏博爱助残基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	18191.25 	18191.25 	28980	25038.09 	2588.00 	0.00 	56606.09 	0.00 		-38414.84 
1912	江苏喻继高艺术基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	500000.00 	0	0		0	0	51643.29 	7673.32 	559316.61 	58000	5621.55 	0.00 	0.00 	63621.55 	0.00 		495695.06 
1913	江苏国信企业发展研究基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	17366.97 	17366.97 	0	61811.46 	425.50 	0.00 	62236.96 	0.00 		-44869.99 
1914	江苏国泰国际集团企业发展研究基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	0.00 	0.00 	390000	86695.92 	-3034.04 	895641.95 	1369303.83 	0.00 		-1369303.83 
1915	江苏大同博爱基金会	2013	300000.00 	0	0		0	0	0	0	300000.00 	300000.00 	0	0	0	300000.00 	0.00 		0	319600.00 	0	0		0	0	0.00 	473.54 	320073.54 	315700	56667.66 	40662.00 	38.10 	413067.76 	0.00 		-92994.22 
1917	江苏宏大青少年人才发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	503642.40 	0.00 	503642.40 	749770.34	11149.00 	540.68 	118859.61 	880319.63 	0.00 		-376677.23 
1918	江苏宏德文化出版基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1000000.00 	0	0		0	0	0.00 	0.00 	1000000.00 	694584.06	61032.00 	-137.64 	0.00 	755478.42 	0.00 		244521.58 
1919	江苏师范大学教育发展基金会	2013	680000.00 	0	0		0	0	0	0	680000.00 	0.00 	0	0	0	0.00 	749219.60 		-69219.6	23794021.77 	0	0		0	0	0.00 	46463.31 	23840485.08 	26010591.68	305988.80 	298390.30 	0.00 	26614970.78 	-749219.60 		-2025266.10 
1920	江苏建筑职业技术学院教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	5000.00 	0	0		0	0	0.00 	99617.19 	104617.19 	3095626	34578.00 	34109.00 	22.00 	3164335.00 	0.00 		-3059717.81 
1921	江苏恒力慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
1923	江苏捷安特自行车文体基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1100000.00 	0	0		0	0	0.00 	8334.83 	1108334.83 	1072186.47	64053.24 	0.00 	0.00 	1136239.71 	0.00 		-27904.88 
1924	江苏教育传媒基金会	2013	0.00 	0	0		0	0	0	0	0.00 	63098.70 	2010.5	0	0	65109.20 	0.00 		98803.12	110000.00 	0	0		0	0	0.00 	53912.32 	163912.32 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
1925	江苏教育学院教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	8464000.00 	0	0		0	0	0.00 	155910.34 	8619910.34 	12987675	2000.00 	37.25 	0.00 	12989712.25 	0.00 		-4369801.91 
1929	江苏昌明教育基金会	2013	2683725.00 	0	0		0	0	0	0	2683725.00 	3588275.50 	0	0	0	3588275.50 	0.00 		-904550.5	19800.00 	0	0		0	0	0.00 	9249.65 	29049.65 	310151.09	132716.46 	35907.00 	2515.40 	481289.95 	0.00 		-452237.30 
1930	江苏梦之蓝公益基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	6700250.00 	0	0		0	0	0.00 	16709.56 	6716959.56 	2724342	0.00 	0.00 	0.00 	2724342.00 	0.00 		0.00 
1931	江苏汝立公益基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	2000000.00 	0	0		0	0	0.00 	0.00 	2000000.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
1932	江苏沙钢公益基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1891400.00 	0	0		0	0	0.00 	183360.64 	2074760.64 	1215190	0.00 	0.00 	7496.00 	1222686.00 	0.00 		852074.64 
1933	江苏海事职业技术学院教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	1581.76 	1581.76 	0	0.00 	0.00 	651.00 	651.00 	0.00 		930.76 
1934	江苏海协教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1809200.00 	0	0		0	0	0.00 	1603.32 	1810803.32 	1177200	14600.00 	279.50 	0.00 	1192079.50 	0.00 		618723.82 
1935	江苏海澜教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	430608.89 	430608.89 	8333683.49	12000.00 	-87.95 	0.00 	8345595.54 	0.00 		-7914986.65 
1936	江苏熔盛爱心基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
1938	江苏现代农民创业基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	800000.00 	0	0		0	0	0.00 	301747.53 	1101747.53 	275000	9441.00 	0.00 	16817.50 	301258.50 	0.00 		800489.03 
1939	江苏理工学院教育发展基金会	2013	10000.00 	0	0		0	0	0	0	10000.00 	11344.00 	0	0	0	11344.00 	0.00 		-1344	25202593.44 	0	0		0	0	0.00 	156814.30 	25359407.74 	20000000	10121.50 	0.00 	0.00 	20010121.50 	0.00 		5349286.24 
1940	江苏盐阜扶贫济困基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
1941	江苏省中医院医学发展医疗救助基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	5020000.00 	0	0		0	0	0.00 	1828.88 	5021828.88 	0	72.75 	0.00 	0.00 	72.75 	0.00 		5021756.13 
1943	江苏省关心下一代基金会	2013	6720554.47 	0	0		0	150000	500000	28394.04	7398948.51 	2843297.50 	0	159427.4	0	3002724.90 	688533.28 		4396223.61	70000.00 	0	0		0	0	955934.25 	7593.02 	1033527.27 	436340	96973.04 	155220.24 	0.00 	688533.28 	3002724.90 		344993.99 
1945	江苏省华夏三农事业发展基金会	2013	815000.00 	0	50000		0	200000	0	0	1065000.00 	1057360.00 	0	0	0	1057360.00 	0.00 		0	0.00 	0	0		0	0	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
1947	江苏省南京工程高等职业学校教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	2949000.00 	0	0		0	0	0.00 	0.00 	2949000.00 	666675	3498.00 	202305.31 	0.00 	872478.31 	0.00 		2481132.31 
1949	江苏省常州建设高等职业技术学校教育发展基金会	2013	391172.00 	0	0		0	0	0	0	391172.00 	29105.10 	0	0	0	29105.10 	56.70 		362010.2	7830745.13 	0	0		0	0	326309.18 	87287.89 	8244342.20 	11864044.6	4129.00 	599.72 	0.00 	11868773.32 	-56.70 		-3624374.42 
1950	江苏省扬州中学教育发展基金会	2013	897800.00 	0	0		0	0	0	0	897800.00 	757800.00 	0	0	0	757800.00 	0.00 		140000	7798200.00 	0	0		0	0	0.00 	154217.18 	7952417.18 	2945300	42603.80 	36000.00 	0.00 	3023903.80 	0.00 		4928513.38 
1958	江苏省海门中学教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	9285000.00 	0	0		0	0	2830000.00 	4766.56 	12119766.56 	1676750	25530.00 	226.50 	0.00 	1702506.50 	0.00 		10417260.06 
1959	江苏省美德基金会	2013	0.00 	0	0		0	0	0	0	0.00 	100000.00 	0	0	0	100000.00 	0.00 		-100000	864078.00 	0	0		0	0	0.00 	70101.27 	934179.27 	361000	0.00 	256.00 	0.00 	361256.00 	0.00 		572923.27 
1962	江苏省豪爵慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1100000.00 	0	0		0	0	0.00 	0.00 	1100000.00 	1470000	2839.00 	-257910.35 	0.00 	1214928.65 	0.00 		0.00 
1966	江苏秉龙慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	1413303.29 	1413303.29 	1738146	135471.63 	-6816.18 	0.00 	1866801.45 	0.00 		-453498.16 
1970	江苏言恭达文化基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	60446.79 	1244.98 	61691.77 	364575.1	1355.80 	0.00 	0.00 	365930.90 	0.00 		-304239.13 
1972	江苏费孝通教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1005000.00 	0	0		0	0	0.00 	1229.62 	1006229.62 	578000	54024.50 	0.00 	0.00 	632024.50 	0.00 		374205.12 
1975	江苏邦德爱心基金会	2013	469650.00 	0	0		0	0	0	0	469650.00 	0.00 	0	0	0	0.00 	0.00 		0	63390.00 	0	0		0	0	600000.00 	0.00 	663390.00 	1166951.43	138750.71 	0.00 	5086.60 	1310788.74 	0.00 		0.00 
1978	江苏金陵旅游教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1259000.00 	0	0		0	0	0.00 	20303.23 	1279303.23 	1000000	3560.00 	0.00 	0.00 	1003560.00 	0.00 		275743.23 
1979	江苏铁军文化发展基金会	2013	1000.00 	0	0		0	300000	0	0	301000.00 	400000.00 	0	0	0	400000.00 	0.00 		-99000	200000.00 	0	0		0	0	400620.17 	0.00 	600620.17 	53715	1550.00 	11575.12 	3715.00 	70555.12 	0.00 		533780.05 
1981	江苏长江平民教育基金会	2013	19850.00 	0	0		0	0	0	372.75	20222.75 	10111.00 	0	0	0	10111.00 	0.00 		10111.75	2010816.89 	0	0		0	0	0.00 	24410.71 	2035227.60 	793224.4	18032.10 	13440.50 	0.00 	824697.00 	0.00 		1210530.60 
1984	江苏韩培信扶持响水孤儿贫困学生教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	52000.00 	0	0		0	0	408767.12 	0.00 	460767.12 	592500	8942.50 	-15254.15 	0.00 	586188.35 	0.00 		-125421.23 
1989	江西师范大学教育发展基金会	2013	150999.50 	0	0		0	0	0	0	150999.50 	150000.00 	0	0	0	150000.00 	0.00 		0	15424002.00 	0	0		0	0	0.00 	44025.03 	15468027.03 	7553700	69716.88 	0.00 	465.80 	7623882.68 	0.00 		7844144.35 
1990	江西惠农扶贫基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1490471.00 	0	0		0	0	0.00 	3102.23 	1493573.23 	0	17597.00 	0.00 	0.00 	17597.00 	0.00 		1475976.23 
1992	江西新力慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
1993	江西泰豪动漫职业学院教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	11000.00 	0	0		0	0	0.00 	64378.80 	75378.80 	819714	4737.10 	0.00 	0.00 	824451.10 	0.00 		0.00 
1994	江西省“五个一工程”基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	70717.33 	70717.33 	55165.9	3136.60 	0.00 	0.00 	58302.50 	0.00 		12414.83 
1995	江西省体育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	8444965.00 	0	0		0	0	0.00 	15498.26 	8460463.26 	6625718.5	6914.00 	0.00 	0.00 	6632632.50 	0.00 		1827830.76 
1997	江西省公安民警英烈基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	45000.00 	0	0		0	0	0.00 	235539.20 	280539.20 	731900	35425.00 	641.70 	0.00 	767966.70 	0.00 		-487427.50 
1998	江西省农村信用社百福慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	16309000.00 	0.00 	16309000.00 	12680100	62138.52 	-25373.63 	0.00 	12716864.89 	0.00 		3592135.11 
2000	江西省庐山东林净土文化基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	46471000.00 	0	0		0	0	0.00 	44354.00 	46515354.00 	43289702	17041.00 	0.00 	0.00 	43306743.00 	0.00 		3208611.00 
2001	江西省德兴市教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	500000	0.00 	94123.18 	594123.18 	0	0.00 	0.00 	302150.00 	302150.00 	0.00 		291973.18 
2002	江西省抚州市临川区教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1573000.00 	0	0		0	126000	6747.85 	3933.78 	1709681.63 	0	75300.41 	0.00 	0.00 	75300.41 	0.00 		1634381.22 
2003	江西省检察人员救助基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	300000.00 	0	0		0	0	0.00 	3316.32 	303316.32 	115000	12278.00 	0.00 	0.00 	127278.00 	0.00 		176038.32 
2005	江西省残疾人福利基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	9989485.33 	0	0		0	0	0.00 	8123.52 	9997608.85 	4327553.02	387188.00 	89540.61 	106775.20 	4911056.83 	0.00 		5086552.02 
2007	江西省煌上煌爱心基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	203288.00 	0	0		0	0	0.00 	5410.28 	208698.28 	200000	3288.00 	0.00 	160.00 	203448.00 	0.00 		5250.28 
2008	江西省直机关困难党员救助基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	5000.00 	0	0		0	0	0.00 	0.00 	5000.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
2009	江西省红土情慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
2010	江西省绿化基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	720226.03 	31729.94 	751955.97 	5058	158210.03 	0.00 	0.00 	163268.03 	0.00 		588687.93 
2011	江西省萍乡城北地产教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	2000000.00 	0	0		0	0	0.00 	0.00 	2000000.00 	417004.4	5881.60 	-1187.11 	121.22 	421820.11 	0.00 		1578179.89 
2012	江西省青少年发展基金会	2013	40749358.33 	0	0		0	0	0	0	40749358.33 	0.00 	0	0	0	0.00 	37790015.00 		2959343.33	293459.00 	0	0		0	0	0.00 	677527.64 	970986.64 	37977103.1	805215.44 	278159.08 	0.00 	39060477.62 	-37790015.00 		-299475.98 
2013	江西省革命老区爱心基金会	2013	5712277.91 	0	0		0	950000	0	263160.82	6925438.73 	4899207.18 	392737.67	171700	221037.67	5684682.52 	0.00 		1633493.88	0.00 	0	0		0	0	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
2014	江西科技学院基金会	2013	0.00 	0	0		0	0	0	0	0.00 	424700.00 	2800	0	2244	429744.00 	431527.04 		-861271.04	0.00 	0	0		0	0	0.00 	1783.04 	1783.04 	0	0.00 	0.00 	0.00 	0.00 	-431527.04 		433310.08 
2015	江西财经大学教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	11345883.00 	0	0		0	0	0.00 	11721.61 	11357604.61 	90000	190.80 	0.00 	0.00 	90190.80 	0.00 		11267413.81 
2019	江门市五邑侨乡文化基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	237542.53 	67776.00 	305318.53 	860000	44593.80 	-5739.48 	62136.72 	960991.04 	0.00 		-655672.51 
2020	江门市新会区教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	288139.73 	288139.73 	204287	9929.30 	0.00 	0.00 	214216.30 	0.00 		73923.43 
2022	江阴伟成师生教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	84050.00 	0	0		0	0	0.00 	0.00 	84050.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
2023	江阴北缪家爱心基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	2778960.00 	0	0		0	0	0.00 	411000.00 	3189960.00 	834850	6021.00 	0.00 	199138.00 	1040009.00 	0.00 		2149951.00 
2024	江阴市新沟村慈爱基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	149750.00 	0	0		0	0	0.00 	0.00 	149750.00 	154850.5	22069.80 	-812.19 	0.00 	176108.11 	0.00 		-26358.11 
2025	江阴市朱蒋巷帮扶基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	251400.00 	0	0		0	0	0.00 	1052934.09 	1304334.09 	809490	21210.63 	0.00 	52800.00 	883500.63 	0.00 		420833.46 
2027	江阴市陆丰村关爱帮扶基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	500000.00 	648.31 	500648.31 	459600	2326.00 	0.00 	0.00 	461926.00 	0.00 		38722.31 
2028	江阴市陆桥社区关爱帮扶基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	360000.00 	217.06 	360217.06 	324010	2434.20 	0.00 	21959.00 	348403.20 	0.00 		11813.86 
2029	江阴长龄助学扶贫基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	385203.99 	385203.99 	1365692	39945.72 	0.00 	0.00 	1405637.72 	0.00 		-1020433.73 
2030	汨罗市教师奖励基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	981744.00 	0	0		0	600000	268000.00 	2318.90 	1852062.90 	592465	3272.90 	38231.00 	0.00 	633968.90 	0.00 		1218094.00 
2031	沈阳市公安民警英烈救助基金会	2013	11471306.90 	0	0		0	0	0	0	11471306.90 	8801694.20 	0	0	0	8801694.20 	0.00 		2669612.7	0.00 	0	0		0	0	0.00 	61169.23 	61169.23 	0	10155.50 	0.00 	0.00 	10155.50 	0.00 		51013.73 
2032	沈阳市教育基金会	2013	390000.00 	0	0		0	475000	0	0	865000.00 	865000.00 	0	0	0	865000.00 	0.00 		0	17012966.95 	0	0		0	0	31386.21 	20016.23 	17064369.39 	14202055.48	620590.01 	265561.35 	62255.20 	15150462.04 	0.00 		1913907.35 
2033	沈阳市残疾人福利基金会	2013	12195696.28 	0	0		0	0	0	0	12195696.28 	11196972.78 	0	0	0	11196972.78 	0.00 		998723.5	608046.68 	0	0		0	0	0.00 	14829.82 	622876.50 	2522843.52	44749.20 	0.00 	0.00 	2567592.72 	0.00 		-1944716.22 
