机构ID	机构名称	报表时间	捐赠收入_限定	会费收入_限定	提供服务收入_限定	政府购买服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	调整净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	政府购买服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	调整净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
ricf_oid	ba_cn	fp_dt	fa_dine	fa_asine	fa_sine	fa_gse	fa_pine	fa_gine	fa_inine	fa_otine	fa_intoe	fa_accoe	fa_adexe	fa_fuexe	fa_otexe	fa_cotoe	fa_etoue	fa_chase	fa_neche	fa_dinu	fa_asinu	fa_sinu	fa_gsu	fa_pinu	fa_ginu	fa_ininu	fa_otinu	fa_intou	fa_accou	fa_adexu	fa_fuexu	fa_otexu	fa_cotou	fa_etouu	fa_chasu	fa_nechu
809	南京理工大学泰州科技学院教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	13521591.32 	0	0		0	0	0.00 	182844.67 	13704435.99 	6000000	20017.00 	0.00 	585.00 	6020602.00 	0.00 		7683833.99 
810	南京理工大学紫金学院教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	2110000.00 	0	0		0	0	0.00 	211843.50 	2321843.50 	2390700	54979.38 	1.00 	0.00 	2445680.38 	0.00 		-123836.88 
811	南京航空航天大学教育发展基金会	2013	10297370.00 	0	0		0	0	0	0	10297370.00 	379926.49 	0	0	0	379926.49 	0.00 		9917443.51	221220.30 	0	0		0	0	0.00 	8872740.88 	9093961.18 	24806000	16510.50 	0.00 	0.00 	24822510.50 	0.00 		-15728549.32 
812	南京艺术学院教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	15675000.00 	0	0		0	0	0.00 	123850.79 	15798850.79 	1375000	5200.00 	575.50 	95.69 	1380871.19 	0.00 		14417979.60 
813	南京财经大学教育发展基金会	2013	830498.48 	0	0		0	0	0	0	830498.48 	836400.00 	0	0	0	836400.00 	0.00 		-5901.52	125000.00 	0	0		0	0	0.00 	95559.48 	220559.48 	13004996	26187.00 	0.00 	0.00 	13031183.00 	0.00 		-12810623.52 
814	南京邮电大学教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	25141400.00 	0	0		0	0	0.00 	191946.89 	25333346.89 	26305050	11040.00 	0.00 	0.00 	26316090.00 	0.00 		-982743.11 
815	南京金陵文化保护发展基金会	2013	405000000.00 	0	0		0	0	0	0	405000000.00 	0.00 	0	0	0	0.00 	0.00 		405000000	0.00 	0	0		0	0	0.00 	5909683.01 	5909683.01 	1550000	95956.52 	96736.30 	0.00 	1742692.82 	0.00 		4166990.19 
816	南京金鹰国际慈济基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	0.00 	0.00 	1485000	52750.00 	-15776.30 	0.00 	1521973.70 	0.00 		-1521973.70 
817	南京铁道职业技术学院教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	106407.25 	106407.25 	0	5705.50 	0.00 	0.00 	5705.50 	0.00 		100701.75 
818	南京鼓楼医院医学发展医疗救助基金会	2013	200000.00 	0	0		0	0	0	0	200000.00 	92540.10 	0	0	0	92540.10 	0.00 		107459.9	7715657.60 	0	0		0	0	0.00 	515829.28 	8231486.88 	2522946.81	46360.40 	300.50 	11616.30 	2581224.01 	0.00 		5650262.87 
819	南充市教育基金会	2013	1178127.22 	0	0		0	0	0	0	1178127.22 	1178127.22 	0	0	0	1178127.22 	0.00 		0	39000.00 	0	0		0	1200000	0.00 	8343.02 	1247343.02 	844588	144158.50 	0.00 	0.00 	988746.50 	0.00 		258596.52 
820	南充市高坪区阳光助学基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	93000.00 	0	0		0	130000	0.00 	902729.92 	1125729.92 	352840	30632.25 	0.00 	0.00 	383472.25 	0.00 		742257.04 
821	南宁市教育基金会	2013	100000.00 	0	0		0	0	0	0	100000.00 	100000.00 	0	0	0	100000.00 	0.00 		0	14736609.52 	0	0		0	150000	282985.60 	0.00 	15169595.12 	10623696.82	154735.02 	0.00 	0.00 	10778431.84 	0.00 		4391163.28 
822	南安市仑苍镇教育发展基金会	2013	13000.00 	0	0		0	2840000	0	0	2853000.00 	2325000.00 	0	0	0	2325000.00 	0.00 		528000	6549008.00 	0	0		0	0	0.00 	3864.88 	6552872.88 	6377380.4	32657.53 	0.00 	2009.00 	6412046.93 	0.00 		140825.95 
824	南安市山前扶贫基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	2123000.00 	0	0		0	0	0.00 	974.41 	2123974.41 	86200	2423.60 	0.00 	0.00 	88623.60 	0.00 		2035350.81 
825	南安市李德茂教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	450000.42 	0	0		0	0	0.00 	2274.52 	452274.94 	597871	11301.00 	0.00 	0.00 	609172.00 	0.00 		-156897.06 
826	南安市石井创新社会管理公益基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	30000.00 	0	0		0	0	0.00 	6510.23 	36510.23 	218000	15054.79 	0.00 	0.00 	233054.79 	0.00 		-196544.56 
827	南安市芙蓉基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	15070.18 	0	0		0	10000	80799.75 	6669095.77 	6774965.70 	6871046.3	1010484.56 	0.00 	0.00 	7881530.86 	0.00 		-1106565.16 
828	南安市英都教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	270000.00 	114.01 	270114.01 	223286	12445.90 	0.00 	0.00 	235731.90 	0.00 		34382.11 
829	南安市黄良庵慈善基金会	2013	112000.00 	0	0		0	0	0	0	112000.00 	112000.00 	0	0	0	112000.00 	0.00 		112000	1468120.00 	0	0		0	0	0.00 	212190.56 	1680310.56 	637784.3	83732.38 	59750.00 	0.00 	781266.68 	0.00 		781266.68 
830	南平市困难党员帮扶基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	2307410.46 	2307410.46 	2004000	10126.03 	0.00 	0.00 	2014126.03 	0.00 		293284.43 
831	南昌市教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	54555340.40 	0	0		0	0	0.00 	937111.47 	55492451.87 	35469458.3	315813.91 	364.80 	20.00 	35785657.01 	0.00 		19706794.86 
832	南昌市汇仁教育基金会	2013	10000000.00 	0	0		0	0	0	0	10000000.00 	0.00 	883748	-9125.78	0	874622.22 	0.00 		9125377.78	0.00 	0	0		0	0	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
833	南昌市青少年发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	0.00 	0.00 	0	4633.00 	0.00 	0.00 	4633.00 	0.00 		0.00 
834	南航“十分”关爱基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	5082919.50 	0	0		0	0	0.00 	822742.79 	5905662.29 	7111190.1	377404.40 	0.00 	0.00 	7488594.50 	0.00 		-1582932.21 
835	南通公安大病特困救助基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	19885700.00 	0	0		0	0	2700000.00 	42642.35 	22628342.35 	1136000	1000.00 	30.00 	0.00 	1137030.00 	0.00 		21491612.35 
836	南通大学教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	59414750.00 	0	0		0	0	217800.00 	138365.81 	59770915.81 	57665374	0.00 	0.00 	0.00 	57665374.00 	0.00 		2105541.81 
837	南通市崇川区慈善基金会	2013	2284510.00 	0	0		0	0	0	0	2284510.00 	36800.00 	0	0	0	36800.00 	0.00 		2247710	1426585.00 	0	0		0	500000	1240000.00 	1665.92 	3168250.92 	1287547.4	27066.40 	0.00 	0.00 	1314613.80 	0.00 		1853637.12 
838	南通市崇川区见义勇为基金会	2013	2600000.00 	0	0		0	0	0	0	2600000.00 	0.00 	0	0	0	0.00 	0.00 		0	133250.00 	0	0		0	0	656666.67 	2926.05 	792842.72 	139701	26609.10 	0.00 	0.00 	166310.10 	0.00 		626532.62 
839	南通市广播电视大学教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1080000.00 	0	0		0	0	0.00 	13976.74 	1093976.74 	754872.39	2049.50 	0.00 	0.00 	756921.89 	0.00 		337054.85 
840	南通市慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	1840000.00 	7471579.68 	9311579.68 	1836928	4000.00 	880.00 	0.00 	1841808.00 	0.00 		7469771.68 
841	南通市法律援助基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	1122752.47 	1122752.47 	396102.94	40646.62 	0.00 	0.00 	436749.56 	0.00 		686002.91 
842	南通市港闸区慈善基金会	2013	163100.00 	0	0		0	0	0	0	163100.00 	136000.00 	0	0	0	136000.00 	0.00 		27100	401538.60 	0	0		0	0	0.00 	0.00 	401538.60 	456848.6	7456.00 	0.00 	2100.00 	466404.60 	0.00 		-64866.00 
843	南通市港闸区见义勇为基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	371519.40 	5230.93 	376750.33 	169620	11981.60 	0.00 	2000.00 	183601.60 	0.00 		193148.73 
844	南通市爱心帮困基金会	2013	5900.00 	0	0		0	190000	0	0	195900.00 	195900.00 	0	0	0	195900.00 	0.00 		0	195304.00 	0	0		0	3767100	375000.00 	7203.47 	4344607.47 	2536117	64470.00 	25000.00 	0.00 	2625587.00 	0.00 		1719020.47 
845	南通市老区扶贫基金会	2013	1390617.61 	0	0		0	0	0	0	1390617.61 	1161057.61 	62800	0	0	1223857.61 	0.00 		166760	1000.00 	0	0		0	0	2927333.00 	25099.02 	2953432.02 	2782660	257195.00 	0.00 	0.00 	3039855.00 	0.00 		-86422.98 
846	南通市见义勇为基金会	2013	2670000.00 	0	0		0	0	0	0	2670000.00 	0.00 	0	0	0	0.00 	0.00 		2670000	0.00 	0	0		0	1000000	0.00 	1039041.65 	2039041.65 	580804	59853.50 	0.00 	85.00 	640742.50 	0.00 		1388299.15 
847	南通市通州区慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	8447016.50 	0	0		0	100000	0.00 	3726808.70 	12273825.20 	9515900.5	224648.90 	0.00 	0.00 	9740549.40 	0.00 		0.00 
848	南通市通州区见义勇为基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	5001298.89	0.00 	220855.16 	5222154.05 	84200	8578.00 	0.00 	0.00 	92778.00 	0.00 		0.00 
849	南通开发区慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	49.27 	49.27 	0	0.00 	0.00 	60.00 	60.00 	0.00 		0.00 
850	南通泰慕士爱心基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	256230.00 	0	0		0	0	101862.00 	70.63 	358162.63 	202117.08	16387.00 	0.00 	566.50 	219070.58 	0.00 		139092.05 
851	南通理治教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	100000.00 	0	0		0	0	170056.44 	3291.42 	273347.86 	246587	1256.37 	2798.00 	0.00 	250641.37 	0.00 		22706.49 
852	南通纺织职业技术学院教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1638000.00 	0	0		0	0	0.00 	0.00 	1638000.00 	1595849	4680.00 	0.00 	0.00 	1600529.00 	0.00 		69296.61 
853	南通经济技术开发区见义勇为基金会	2013	0.00 	0	0		0	0	0	428195.66	428195.66 	618344.00 	0	0	0	618344.00 	0.00 		0	132500.00 	0	0		0	0	0.00 	0.00 	132500.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
854	南通职业大学教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	3058048.34 	0	0		0	0	0.00 	10727.39 	3068775.73 	4850000	4000.00 	0.00 	650.00 	4854650.00 	0.00 		-1785874.27 
855	南通高等师范学校教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	12220000.00 	0	0		0	0	0.00 	4596.91 	12224596.91 	11390000	1993.50 	0.00 	0.00 	11391993.50 	0.00 		832603.41 
856	南都公益基金会	2013	8346521.06 	0	0		0	0	0	0	8346521.06 	0.00 	0	0	0	0.00 	3614871.84 		4731649.22	16010016.43 	0	0		0	0	3852498.86 	71782.58 	19934297.87 	24849425.4	1348965.30 	40891.30 	0.00 	26239282.00 	-3614871.84 		-2690112.29 
857	南阳油田中小学教师奖励基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	819400.00 	0	0		0	0	0.00 	78782.43 	898182.43 	800322	30659.00 	0.00 	291.30 	831272.30 	0.00 		66910.13 
859	厦门中山医院基金会	2013	2035000.00 	0	0		0	0	0	0	2035000.00 	1261854.48 	0	0	0	1261854.48 	0.00 		0	0.00 	0	0		0	0	576468.32 	4188.76 	580657.08 	167920.58	113732.79 	98063.96 	0.00 	379717.33 	0.00 		0.00 
860	厦门仁爱医疗基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	5000000.00 	0	0		0	0	0.00 	0.00 	5000000.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		5000000.00 
861	厦门双十中学教育基金会	2013	330000.00 	0	0		0	0	0	0	330000.00 	0.00 	0	0	0	0.00 	-2654815.00 		2984815	2548000.00 	0	0		0	0	1065270.35 	40526.45 	3653796.80 	3224996	19059.47 	0.00 	0.00 	3244055.47 	2654815.00 		-2245073.67 
862	厦门大博医疗慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	2000000.00 	0	0		0	0	0.00 	0.00 	2000000.00 	0	0.00 	-602.78 	0.00 	-602.78 	0.00 		0.00 
863	厦门大学教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	125825148.41 	0	0		0	0	358076.47 	15117436.81 	141300661.69 	33999951.89	2051.00 	818588.00 	0.00 	34820590.89 	0.00 		106480070.80 
864	厦门大学陈安国际法学发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	159400.00 	0	0		0	0	0.00 	0.00 	159400.00 	160047.9	2000.00 	-10517.71 	0.00 	151530.19 	0.00 		7869.81 
865	厦门工商旅游学校教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	125420.00 	0	0		0	0	0.00 	22431.10 	147851.10 	177043.78	3747.50 	0.00 	0.00 	180791.28 	0.00 		-32940.18 
866	厦门市妇女儿童发展基金会	2013	2452446.30 	0	0		0	0	0	0	2452446.30 	1340331.00 	0	0	0	1340331.00 	0.00 		1112115.3	1200.00 	0	0		0	0	300083.33 	13599.99 	314883.32 	416277.1	60109.46 	8750.00 	0.00 	485136.56 	0.00 		-170253.24 
867	厦门市教育基金会	2013	51879950.01 	0	0		0	190000	0	0	52069950.01 	42884071.31 	0	0	0	42884071.31 	-169000.00 		9309878.7	1072000.00 	0	0		0	0	9639025.04 	17984.10 	10729009.14 	4588489.09	901319.92 	0.00 	0.00 	5489809.01 	124000.00 		5115200.13 
868	厦门市红十字基金会	2013	7316512.57 	0	0		0	0	0	0	7316512.57 	6976747.50 	0	0	0	6976747.50 	0.00 		339765.07	11618940.09 	0	0		0	0	3109775.80 	292222.96 	15020938.85 	13155987.56	939056.98 	77578.65 	0.00 	14172623.19 	0.00 		848315.66 
869	厦门市翔业爱心基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	0.00 	0.00 	1617957.67	158621.08 	-17364.47 	0.00 	1759214.28 	0.00 		-1759214.28 
870	厦门市翔安区教育基金会	2013	4214488.49 	0	0		0	51000	0	0	4265488.49 	0.00 	0	0	0	0.00 	1178590.00 		3086898.49	7292350.00 	0	0		0	549018	0.00 	1591828.95 	9433196.95 	10287210	352004.37 	0.00 	0.00 	10639214.37 	-1178590.00 		-27427.42 
871	厦门市老年基金会	2013	4041000.00 	0	0		0	5000000	1785504.35	40062.13	10866566.48 	2795323.15 	0	0	0	2795323.15 	-8817.50 		8080060.83	335200.00 	0	0		0	0	2659555.28 	21377.40 	3016132.68 	4011226.14	379601.74 	0.00 	0.00 	4390827.88 	8817.50 		-1383512.70 
872	厦门市集美社公业基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1600000.00 	0	0		0	0	0.00 	38136.65 	1638136.65 	1498335	116833.50 	0.00 	0.00 	1615168.50 	0.00 		22968.15 
873	厦门市革命传统教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	1350000.00 	0	0		0	0	0.00 	48617.75 	1398617.75 	312200	19383.40 	0.00 	100.00 	331683.40 	0.00 		1066934.35 
874	厦门建安慈善基金会	2013	941000.00 	0	0		0	0	0	0	941000.00 	261983.00 	0	0	0	261983.00 	87200.00 		591817	1427574.00 	0	0		0	0	149600.00 	3775.65 	1580949.65 	3411965	124280.58 	0.00 	0.00 	3536245.58 	-87200.00 		-1868095.93 
875	厦门春水爱心基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	2000000.00 	0	0		0	0	0.00 	0.00 	2000000.00 	172100	6345.50 	-33335.57 	0.00 	145109.93 	0.00 		1854890.07 
876	厦门残疾人福利基金会	2013	1230511.30 	0	0		0	0	0	0	1230511.30 	2578398.20 	0	0	0	2578398.20 	0.00 		-1347886.9	4675208.58 	0	0		0	1600000	0.00 	47408.37 	6322616.95 	2231456.82	464124.23 	1556.50 	0.00 	2697137.55 	0.00 		3625479.40 
877	厦门眼科中心光明基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	3900000.00 	0	0		0	0	0.00 	6638.45 	3906638.45 	3920757.32	2023.50 	0.00 	0.00 	3922780.82 	0.00 		-16142.37 
878	厦门第一中学教育基金会	2013	6745000.00 	0	0		0	0	0	0	6745000.00 	3757541.00 	0	0	0	3757541.00 	0.00 		2987459	1081131.80 	0	0		0	0	485390.00 	28854.61 	1595376.41 	406200	172734.60 	0.00 	0.00 	578934.60 	0.00 		1016441.81 
879	厦门苏颂科技教育基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	3671800.00 	0	0		0	0	0.00 	0.00 	3671800.00 	346745.9	28796.07 	1643.63 	0.00 	377185.60 	0.00 		3294614.40 
880	厦门观音寺慈善基金会	2013	2058440.06 	0	0		0	0	0	0	2058440.06 	2030000.00 	0	0	0	2030000.00 	0.00 		28440.06	209385.00 	0	0		0	0	0.00 	4786.97 	214171.97 	429926	43647.00 	130.00 	3000.00 	476703.00 	165824.56 		-262531.03 
881	厦门集友陈嘉庚教育基金会	2013	10000.00 	0	0		0	0	0	0	10000.00 	10000.00 	0	0	0	10000.00 	0.00 		0	1550051.10 	0	0		0	0	0.00 	168186.31 	1718237.41 	543136.6	17662.20 	0.00 	0.00 	560798.80 	0.00 		1157438.61 
882	友成企业家扶贫基金会	2013	34492850.29 	0	0		0	0	0	0	34492850.29 	0.00 	0	0	0	0.00 	24116617.50 		10376232.79	1584500.00 	0	0		0	0	1518144.87 	342421.67 	3445066.54 	32696822.53	1539116.54 	77096.15 	13151.00 	34326186.22 	-24116617.50 		-6764502.18 
883	双流县教育基金会	2013	14200.00 	0	0		0	151874	0	0	166074.00 	531404.50 	0	0	0	531404.50 	251900.00 		-617230.5	187804.71 	0	0		0	0	0.00 	151648.75 	339453.46 	429300	27400.60 	0.00 	0.00 	456700.60 	-251900.00 		134652.86 
887	台州市老年事业发展基金会	2013	804375.00 	0	0		0	0	0	0	804375.00 	1627551.00 	0	0	0	1627551.00 	0.00 		-823176	0.00 	0	0		0	320000	0.00 	1186755.70 	1506755.70 	0	103255.63 	0.00 	0.00 	103255.63 	0.00 		1403500.07 
888	台州市见义勇为基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	3225000.00 	0	0		0	0	0.00 	20982.98 	3245982.98 	424791	4020.00 	0.00 	0.00 	428811.00 	0.00 		2817171.98 
889	台州市路桥区教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	100000.00 	0	0		0	0	0.00 	40991.96 	140991.96 	5441221.16	142792.21 	0.00 	0.00 	5584013.37 	0.00 		-5443021.41 
890	台州市黄岩区慈善基金会	2013	377500.00 	0	0		0	0	0	0	377500.00 	377500.00 	0	0	0	377500.00 	0.00 		0	670000.00 	0	0		0	0	0.00 	9374.69 	679374.69 	380000	35830.00 	229.50 	0.00 	416059.50 	0.00 		0.00 
891	台州市黄岩区教育发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	0.00 	0	0		0	0	0.00 	19780.70 	19780.70 	0	6034.00 	0.00 	0.00 	6034.00 	0.00 		13746.70 
892	台州职业技术学院涌泉奖助基金会	2013	11100.00 	0	0		0	0	0	0	11100.00 	11100.00 	0	0	0	11100.00 	0.00 		0	859736.98 	0	0		0	0	0.00 	373343.61 	1233080.59 	564000	50034.00 	0.00 	0.00 	614034.00 	0.00 		619046.59 
893	合浦县同心共建和谐基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	2010000.00 	0	0		0	0	0.00 	2022.62 	2012022.62 	2010000	11306.00 	0.00 	0.00 	2021306.00 	0.00 		-9283.38 
894	合肥宝业救助特困群体基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	5490000.00 	0	0		0	0	0.00 	97098.00 	5587098.00 	500000	1129.80 	0.00 	-16170.35 	484959.45 	0.00 		5102138.55 
895	合肥工业大学教育基金会	2013	31683000.00 	0	0		0	0	566040	1051145.46	33300185.46 	25909358.70 	109745.3	0	0	26019104.00 	0.00 		7281081.46	0.00 	0	0		0	0	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
896	合肥市关爱环卫工人基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	464200.00 	0	0		0	0	30032.88 	5374.53 	499607.41 	19000	3921.80 	0.00 	0.00 	22921.80 	0.00 		476685.61 
897	合肥市巾帼妇女发展基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	2000000.00 	0	0		0	0	29700.00 	0.00 	2029700.00 	0	1170.00 	-1258.00 	4540.80 	4452.80 	0.00 		2025247.20 
898	合肥市幸福瑶海公益慈善基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	2190000.00 	0	0		0	0	640000.00 	813.68 	2830813.68 	773000	34767.88 	0.00 	0.00 	807767.88 	0.00 		2023045.80 
899	合肥市见义勇为奖励基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	700000.00 	0	0		0	0	0.00 	104105.87 	804105.87 	318700	7853.00 	0.00 	0.00 	326553.00 	0.00 		477552.87 
900	合肥市阳光志愿服务基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	3100000.00 	0	0		0	0	0.00 	0.00 	3100000.00 	0	0.00 	0.00 	0.00 	0.00 	0.00 		0.00 
901	合肥火炬青年创业基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	20000.00 	0	0		0	0	0.00 	0.00 	20000.00 	0	665.00 	0.00 	-70.15 	594.85 	0.00 		19405.15 
902	吉林大学唐敖庆教育基金会	2013	150000.00 	0	0		0	0	0	0	150000.00 	150000.00 	0	0	0	150000.00 	0.00 		0	0.00 	0	0		0	0	0.00 	141460.53 	141460.53 	470000	17278.00 	0.00 	0.00 	487278.00 	0.00 		-345817.47 
903	吉林大学教育基金会	2013	25367297.65 	0	0		0	0	308394.79	78785.3	25754477.74 	8932255.61 	0	0	0	8932255.61 	0.00 		16822222.13	1000350.00 	0	0		0	0	18410.96 	791366.00 	1810126.96 	200000	327879.90 	0.00 	740.12 	528620.02 	0.00 		1281506.94 
905	吉林市公安民警优抚基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	200000.00 	0	0		0	0	0.00 	105633.54 	305633.54 	1822500	16110.50 	0.00 	0.00 	1838610.50 	0.00 		-1532976.96 
906	吉林市白山发电厂爱心救助基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	123000.00 	0	0		0	0	0.00 	4566.12 	127566.12 	160000	0.00 	0.00 	1378.00 	161378.00 	0.00 		-33811.88 
908	吉林师范大学助学基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	3181000.00 	0	0		0	0	0.00 	13051.79 	3194051.79 	701796	59657.90 	0.00 	0.00 	761453.90 	0.00 		2432597.89 
909	吉林康乃尔助学基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	2350000.00 	0	0		0	0	0.00 	1026.28 	2351026.28 	856800	17505.00 	0.00 	0.00 	874305.00 	0.00 		1476721.28 
910	吉林省中东爱心基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	404038.60 	0	0		0	0	0.00 	270160.76 	674199.36 	783833.68	8819.00 	0.00 	120.00 	792772.68 	0.00 		118573.32 
911	吉林省交通助老基金会	2013	0.00 	0	0		0	0	0	0	0.00 	0.00 	0	0	0	0.00 	0.00 		0	360000.00 	0	0		0	0	0.00 	17374.56 	377374.56 	161446	18021.64 	0.00 	9514.07 	188981.71 	0.00 		188392.85 
