机构ID	数据年度	货币资金	短期投资	应收款项	预付账款	存货	待摊费用	一年内到期的长期债权投资	其他流动资产	流动资产合计	长期股权投资	长期债权投资	其他长期投资	长期投资合计	固定资产原价	累计折旧	固定资产净值	在建工程	文物文化资产	固定资产清理	固定资产合计	无形资产	受托代理资产	资产合计	短期借款	应付款项	应付工资	应交税金	预收帐款	预提费用	预计负债	一年内到期的长期负债	其他流动负债	流动负债合计	长期借款	长期应付款	其他长期负债	长期负债合计	受托代理负债	负债合计	非限定性净资产	限定性净资产	净资产合计	负债和净资产合计
ricf_oid	fp_yr	fp_csh	fp_sti	fp_rec	fp_prp	fp_rm	fp_deex	fp_onin	fp_otfl	fp_tofl	fp_lost	fp_lode	fp_loin	fp_loto	fp_fior	fp_fide	fp_fias	fp_inbu	fp_clas	fp_fifx	fp_fito	fp_noas	fp_agas	fp_asto	fp_shbo	fp_shpa	fp_shsa	fp_shta	fp_fra	fp_prex	fp_prde	fp_ode	fp_otde	fp_flde	fp_lobo	fp_lopa	fp_otld	fp_ldto	fp_agd	fp_det	fp_unls	fp_lims	fp_ntt	fp_tt
2	2013	4000.01	0	646784	0	0	0	0	0	650784.01	0	0	0	0	0	0	0	0	0	0	0	0	0	650784.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650784.01	0	650784.01	650784.01
3	2013	4890262.96	0	1430000	0	0	0	0	0	6418614.03	102000000	0	0	102000000	0	0	0	0	0	0	0	0	0	108418614	0	133424	0	0	0	0	0	0	0	133424	0	0	0	0	0	133424	80609055.07	27676134.96	108285190	108418614
5	2013	4039480.65	0	0	0	0	0	0	0	4039480.65	0	0	0	0	9450	2887.61	6562.39	0	0	0	6562.39	0	0	4046043.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4046043.04	0	4046043.04	4046043.04
6	2013	2000812.78	0	0	0	0	0	0	0	2000812.78	0	0	0	0	0	0	0	0	0	0	0	0	0	2000812.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000812.78	0	2000812.78	2000812.78
7	2013	23959564.88	0	0	0	0	0	0	0	23959564.88	30000000	0	0	30000000	0	0	0	0	0	0	0	0	0	53959564.88	0	400	0	0	0	0	0	0	0	400	0	0	0	0	0	400	53959164.88	0	53959164.88	53959564.88
8	2013	13829692.11	0	200	0	0	0	0	0	13829892.11	0	0	0	0	2806963	0	2806963	0	0	0	2806963	0	0	16636855.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16636855.11	0	16636855.11	16636855.11
9	2013	142002.65	0	100000	0	0	0	0	0	242002.65	0	0	0	0	4680	4680	0	0	0	0	0	0	0	242002.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-386407.38	628410.03	242002.65	242002.65
10	2013	1906553.39	0	1879520	0	0	0	0	0	3841839.62	100000	0	0	100000	130000	40978.8	89021.2	0	0	0	89021.2	0	0	4030860.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4030860.82	0	4030860.82	4030860.82
11	2013	4576054.56	0	0	0	0	0	0	0	4576054.56	0	0	0	0	0	0	0	0	0	0	0	0	0	4576054.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4576054.56	0	4576054.56	4576054.56
12	2013	478518.97	0	620000	0	0	0	0	0	2003518.97	0	0	0	0	0	0	0	0	0	0	0	0	0	2003518.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2003518.97	0	2003518.97	2003518.97
13	2013	28602151.58	0	0	0	0	0	0	0	28602151.58	0	0	0	0	0	0	0	0	0	0	0	0	0	28602151.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21100922.04	7501229.54	28602151.58	28602151.58
14	2013	2952746.11	0	98462.45	0	0	370000.14	0	0	3421208.7	0	0	0	0	6582451.95	5389900.17	1192551.78	0	0	0	1192551.78	0	0	4613760.48	0	3249.8	0	18	0	0	0	0	0	3267.8	0	0	0	0	0	3267.8	4610492.68	0	4610492.68	4613760.48
15	2013	68764.91	0	34536.5	0	0	0	0	0	103301.41	1000000	0	0	1000000	687548	273345.28	414202.72	0	0	0	414202.72	0	0	1517504.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1517504.13	0	1517504.13	1517504.13
16	2013	3609626.31	0	0	0	0	0	0	0	3609626.31	0	0	0	0	16100	10959.38	5140.62	0	0	0	5140.62	0	0	3614766.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3614766.93	0	3614766.93	3614766.93
17	2013	56738476.79	0	1152426.11	0	0	0	0	0	57890902.9	21500000	0	0	21500000	0	0	0	0	0	0	0	0	0	79390902.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49709782.11	29681120.79	79390902.9	79390902.9
18	2013	23117667.73	40000000	430257.38	0	0	0	0	0	63547925.11	0	0	0	0	20609	18784.73	1824.27	0	0	0	1824.27	0	0	63549749.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25121791.88	38427957.5	63549749.38	63549749.38
19	2013	95362371.9	112630546.4	1232350.18	0	0	0	0	0	209225268.5	619637200	0	0	619637200	8001530.15	7242097.24	759432.91	0	655000	0	1414432.91	0	0	830276901.4	0	48017.18	0	0	0	0	0	0	0	48017.18	0	0	0	0	151000000	151048017.2	33405358.18	645823526	679228884.2	830276901.4
20	2013	282437.48	6600000	9636	0	0	0	0	0	6892073.48	0	0	0	0	45712	12361.14	33350.86	0	0	0	33350.86	0	0	6925424.34	0	491781.13	0	0	0	0	0	0	0	491781.13	0	0	0	0	0	491781.13	4939680.56	1493962.65	6433643.21	6925424.34
21	2013	6661599.62	41000000	7800000	0	0	0	0	0	55461599.62	0	120000000	0	120000000	16600	7280	9320	0	0	0	9320	0	0	175470919.6	0	1000000	0	0	0	0	0	0	0	1000000	0	0	0	0	0	1000000	172571340.2	1899579.47	174470919.6	175470919.6
22	2013	820839.09	59143381.24	47000.2	0	0	0	0	0	60035508.53	0	0	0	0	1530998	28228.76	1502769.24	0	0	0	1502769.24	0	0	61538277.77	0	414081.3	0	0	0	26000	0	0	0	440081.3	0	0	0	0	0	440081.3	61098196.47	0	61098196.47	61538277.77
23	2013	2205774.36	0	0	0	0	0	0	0	2205774.36	0	0	0	0	0	0	0	0	0	0	0	0	0	2205774.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2005774.36	200000	2205774.36	2205774.36
24	2013	1860104.58	0	0	0	0	0	0	0	1860104.58	0	0	0	0	0	0	0	0	0	0	0	0	0	1860104.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1860104.58	0	1860104.58	1860104.58
25	2013	10414565.87	0	490000	2666355.76	0	0	0	0	13570921.63	0	0	0	0	6982	2133.34	4848.66	0	0	0	4848.66	0	0	13575770.29	0	61526.2	0	120843.52	0	0	0	0	0	11577435.72	0	0	0	0	0	11577435.72	1998334.57	0	1998334.57	13575770.29
26	2013	2329361.39	5000000	0	7575.5	0	0	0	0	7336936.89	0	0	0	0	487471.81	14369.26	473102.55	0	0	0	473102.55	0	0	7810039.44	0	0	0	952.38	0	0	0	0	0	952.38	0	0	0	0	0	952.38	3004884.87	4804202.19	7809087.06	7810039.44
27	2013	13126236.96	0	0	0	0	0	0	0	13126236.96	0	0	0	0	0	0	0	0	0	0	0	0	0	13126236.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1988184.15	11138052.81	13126236.96	13126236.96
28	2013	32176555.83	0	0	56400	0	35746.7	0	1567885.99	34075067.9	0	0	0	0	8180	1499.63	6680.37	0	0	0	6680.37	0	0	34081748.27	0	218782.2	0	3283.83	0	0	0	0	898824.94	2120890.97	0	0	0	0	0	2120890.97	31960857.3	0	31960857.3	34081748.27
29	2013	1522137.18	0	0	0	0	0	0	0	1522137.18	1800000	0	0	1800000	20950	20950	0	0	0	0	0	0	0	3322137.18	0	486000	0	0	0	0	0	0	0	486000	0	0	0	0	0	486000	2836137.18	0	2836137.18	3322137.18
30	2013	2467854.11	0	130684.17	0	0	0	0	0	2598538.28	0	0	0	0	339396.35	268123.12	71273.23	0	0	0	71273.23	0	0	2669811.51	0	0	64667.54	0	0	0	0	0	0	64667.54	0	0	0	0	0	64667.54	605143.97	2000000	2605143.97	2669811.51
31	2013	2489441.96	0	33510	0	0	0	14000000	0	16522951.96	0	0	0	0	378064.88	246506.63	131558.25	0	0	0	131558.25	0	0	16654510.21	0	888748.9	0	11663.6	0	0	0	0	0	900412.5	0	0	0	0	0	900412.5	1643335.38	14110762.33	15754097.71	16654510.21
32	2013	83806874.53	43000000	3300000	0	0	0	0	0	130106874.5	0	10000000	0	10000000	88665	65903.99	22761.01	0	0	0	22761.01	0	0	140129635.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19772356.56	120357279	140129635.5	140129635.5
33	2013	4727042.89	0	1000	0	0	0	0	0	4728042.89	0	0	0	0	32829	29758.41	3070.59	0	0	0	3070.59	0	0	4731113.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4731113.48	0	4731113.48	4731113.48
34	2013	3360023.49	0	0	0	0	0	0	0	3360023.49	0	0	0	0	0	0	0	0	0	0	0	0	0	3360023.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3360023.49	0	3360023.49	3360023.49
35	2013	18085517.35	0	1035850	0	0	0	0	0	19121367.35	33803319.14	0	0	33803319.14	49212	43801.65	5410.35	0	0	0	5410.35	0	0	52930096.84	0	33828525	0	0	0	0	0	0	0	33828525	0	0	0	0	0	33828525	19101571.84	0	19101571.84	52930096.84
36	2013	7983252.19	95248340.25	69928.28	0	0	0	0	0	103301520.7	0	63000000	0	63000000	16912657.12	7954590.16	8958066.96	0	0	0	8958066.96	0	0	175259587.7	0	0	0	22342.46	0	0	0	0	0	22342.46	0	0	0	0	0	22342.46	65173721.4	110063523.8	175237245.2	175259587.7
37	2013	3226111.75	0	0	0	0	0	0	0	3226111.75	0	0	0	0	2648	584	2064	0	0	0	2064	0	0	3228175.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515175.75	2713000	3228175.75	3228175.75
38	2013	86701.01	0	0	0	0	0	0	0	86701.01	0	0	0	0	301190	71533.8	229656.2	0	0	0	229656.2	0	0	316357.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316357.21	0	316357.21	316357.21
39	2013	257759.21	0	0	0	0	0	0	20000000	20257759.21	0	0	0	0	0	0	0	0	0	0	0	0	0	20257759.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907759.21	19350000	20257759.21	20257759.21
40	2013	9219672.91	6000000	0	0	0	0	0	0	15219672.91	0	0	0	0	0	0	0	0	0	0	0	0	0	15219672.91	0	0	59829.94	0	0	0	0	0	0	59829.94	0	0	0	0	0	59829.94	15148842.97	11000	15159842.97	15219672.91
41	2013	86814.93	2517839.99	0	0	0	0	0	0	2604654.92	0	10202608.88	0	10202608.88	140381.64	115774.93	24606.71	0	0	0	24606.71	0	0	12831870.51	0	0	0	45	0	0	0	0	0	185725	0	0	0	0	0	185725	12646145.51	0	12646145.51	12831870.51
42	2013	6125124.05	0	0	0	0	0	0	0	6125124.05	0	0	0	0	0	0	0	0	0	0	0	0	0	6125124.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6125124.05	0	6125124.05	6125124.05
43	2013	144045902.5	2000080	28594.48	0	0	0	0	0	146074577	0	118547543	0	118547543	635952.17	411031.64	224920.53	0	0	0	224920.53	0	0	264847040.5	0	62576.99	0	0	0	0	0	0	0	644131.5	0	0	0	0	0	644131.5	47473719.98	216729189	264202909	264847040.5
44	2013	10037063.47	0	0	0	0	0	0	0	10037063.47	0	0	0	0	0	0	0	0	0	0	0	0	0	10037063.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10037063.47	0	10037063.47	10037063.47
45	2013	3890872.63	0	2090846.94	0	0	0	0	0	6131119.57	130000	0	0	130000	24400	16428.73	7971.27	0	0	0	7971.27	0	0	6269090.84	0	2857849.5	0	45	0	0	0	0	0	2857894.5	0	0	0	0	0	2857894.5	1411196.34	2000000	3411196.34	6269090.84
46	2013	13008941.91	0	32500	0	0	0	0	0	13041441.91	0	0	0	0	0	0	0	0	0	0	0	0	0	13041441.91	0	876000	0	0	0	0	0	0	0	876000	0	0	0	0	0	876000	9301200.34	2864241.57	12165441.91	13041441.91
48	2013	3506454.05	0	0	0	0	0	0	0	3506454.05	0	0	0	0	0	0	0	0	0	0	0	0	0	3506454.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3506454.05	3506454.05	3506454.05
49	2013	2004202.32	0	0	0	0	0	0	0	2004202.32	0	0	0	0	0	0	0	0	0	0	0	0	0	2004202.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2004202.32	0	2004202.32	2004202.32
50	2013	50130002.31	0	0	0	0	0	0	0	50134518.31	396070000	76300000	0	472370000	1694721.7	1132422.05	562299.65	0	0	0	562299.65	0	0	523066818	0	2546810.17	0	0	0	0	0	0	0	2771974.49	0	0	0	0	0	2771974.49	22877539.51	497417304	520294843.5	523066818
51	2013	49216.51	1977713.36	0	0	0	0	0	1039.5	2027969.37	0	0	0	0	0	0	0	0	0	0	0	0	0	2027969.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2027969.37	0	2027969.37	2027969.37
52	2013	303744.55	11700000	0	10000000	0	0	0	0	22003744.55	144606503.4	45231250	0	189837753.4	5582606.83	2929200.92	2653405.91	0	0	0	2653405.91	0	0	214494903.8	0	6213387.59	0	270	0	0	0	0	0	16438657.59	0	0	0	0	0	16438657.59	198056246.2	0	198056246.2	214494903.8
53	2013	6376776.09	0	1000000	0	0	0	0	0	7376776.09	0	0	0	0	35500	35500	0	0	0	0	0	0	0	7376776.09	0	0	0	0	0	0	0	0	0	0	0	5000000	0	5000000	0	5000000	2376776.09	0	2376776.09	7376776.09
54	2013	6984010.29	90277474.12	0	0	0	0	0	0	97284175.82	2376418.62	0	0	2376418.62	102689	86527	16162	0	0	0	16162	0	0	99676756.44	0	10142596.74	0	200	0	0	0	0	0	10142796.74	0	0	0	0	0	10142796.74	71533959.7	18000000	89533959.7	99676756.44
55	2013	5416751.98	0	0	0	0	0	0	0	5416751.98	0	0	0	0	0	0	0	0	0	0	0	0	0	5416751.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5416751.98	0	5416751.98	5416751.98
56	2013	3526461.7	9600000	0	15555.2	0	0	0	0	13142016.9	0	0	0	0	56220	2556.6	53663.4	0	0	0	53663.4	0	0	13195680.3	0	0	0	45	0	0	0	0	0	800045	0	0	0	0	0	800045	9184153.18	3211482.12	12395635.3	13195680.3
57	2013	12413930.81	45300000	6025	0	0	0	0	0	58073231.81	370000000	0	0	370000000	1602613	528952.27	1073660.73	0	0	0	1073660.73	0	0	429146892.5	0	53786.8	191166	0	0	0	0	0	0	244952.8	0	0	0	0	0	244952.8	428901939.7	0	428901939.7	429146892.5
58	2013	1768054.32	0	0	0	0	0	0	0	1768054.32	0	35748837.14	0	35748837.14	30680	16972.05	13707.95	0	0	0	13707.95	0	0	37530599.41	0	30000	0	2918.1	0	0	0	0	0	825418.1	0	0	0	0	0	825418.1	16705181.31	20000000	36705181.31	37530599.41
59	2013	14740957.67	0	500	0	0	0	0	0	19644315.82	0	0	0	0	3985621.38	797283.87	3188337.51	0	0	0	3188337.51	0	0	22832653.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13687338.18	9145315.15	22832653.33	22832653.33
60	2013	31394617.02	0	83969.75	0	0	0	0	0	31478586.77	1437055	0	0	1437055	173150	46400	126750	0	0	0	126750	0	0	33042391.77	0	12119464.79	0	0	0	0	0	0	0	12119464.79	0	0	0	0	0	12119464.79	9868601.26	11054325.72	20922926.98	33042391.77
61	2013	4983925.39	28700000	2595678.69	0	0	0	0	0	39281274.08	1000000	0	0	1000000	69651	9600.32	60050.68	0	0	0	60050.68	0	0	40341324.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17627972.97	22713351.79	40341324.76	40341324.76
62	2013	98815966.25	28701145.69	399263.74	0	0	0	0	0	127916375.7	10530000	2000000	0	12530000	0	0	0	0	0	0	0	0	0	140446375.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15850598.01	124595777.7	140446375.7	140446375.7
63	2013	5276129.16	11000000	500220.3	0	0	0	0	0	16879611.56	0	0	0	0	288414	208853.1	79560.9	0	0	0	79560.9	0	0	16959172.46	0	1569674.17	0	0	0	0	0	0	0	1569674.17	0	0	0	0	8626520.84	10196195.01	5609305.19	1153672.26	6762977.45	16959172.46
64	2013	482857.93	10000000	0	0	0	0	0	0	10482857.93	0	0	0	0	20219	18598.02	1620.98	0	0	0	1620.98	0	0	10484478.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8587619.53	1896859.38	10484478.91	10484478.91
65	2013	5867409.85	0	0	0	0	0	0	0	5867409.85	0	0	0	0	0	0	0	0	0	0	0	0	0	5867409.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5867409.85	5867409.85	5867409.85
66	2013	3224206.16	12000000	0	0	0	0	0	0	15224206.16	0	10000000	0	10000000	0	0	0	0	0	0	0	0	0	25224206.16	0	109369	0	0	0	0	0	0	0	109369	0	0	0	0	0	109369	11044726.65	14070110.51	25114837.16	25224206.16
67	2013	576535279.5	0	71198197.72	122.6	0	0	0	0	647733599.8	299250191.3	0	0	299250191.3	12538967.13	1696424.78	10842542.35	0	0	0	10842542.35	3149.89	0	957829483.4	0	5887.6	0	847.08	0	0	0	0	0	6734.68	0	0	0	0	0	6734.68	41583790.65	916238958	957822748.7	957829483.4
68	2013	5787635.96	10000000	0	0	0	0	0	0	15787635.96	0	0	0	0	0	0	0	0	0	0	0	0	0	15787635.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15787635.96	0	15787635.96	15787635.96
69	2013	1381232.4	0	20300000	0	0	0	0	0	21681232.4	825000	0	0	825000	6650	6600	50	0	0	0	50	0	0	22506282.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22506282.4	0	22506282.4	22506282.4
70	2013	8846211.66	4700995.2	0	0	0	150000.04	0	0	14310798.07	0	0	0	0	6627703	3299747.98	3327955.02	0	0	0	3327955.02	0	0	17638753.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17638753.09	0	17638753.09	17638753.09
71	2013	489767.41	7550000	0	0	0	0	0	0	8039767.41	0	0	0	0	0	0	0	0	0	0	0	0	0	8039767.41	0	1819425	0	0	0	0	0	0	0	1819425	0	0	0	0	0	1819425	6220342.41	0	6220342.41	8039767.41
72	2013	2508250.12	11000000	0	0	0	0	0	0	13667721.12	630000	0	0	630000	395359	291704.84	103654.16	0	0	0	103654.16	0	0	14401375.28	0	0	0	284948.21	0	0	0	0	2054186	2339134.21	0	0	0	0	0	2339134.21	9562241.07	2500000	12062241.07	14401375.28
73	2013	760019.72	22581550.63	356887.5	0	0	0	0	0	23698457.85	11916333.01	0	0	11916333.01	14572410	3406839.23	11165570.77	0	0	0	11165570.77	0	0	46780361.63	0	4251151.82	0	469532.02	0	0	0	0	0	5162350.51	0	0	0	0	0	5162350.51	13653308.97	27964702.15	41618011.12	46780361.63
74	2013	22825783.34	0	0	0	0	0	0	0	22825783.34	20000	0	0	20000	0	0	0	0	0	0	0	0	0	22845783.34	0	401195.82	0	0	0	0	0	0	0	401195.82	0	0	0	0	0	401195.82	14436050.76	8008536.76	22444587.52	22845783.34
75	2013	1021395150	5204135.1	3771312.55	0	0	0	0	0	1040698318	552473078.3	455000000	0	1007473078	41895262.09	11342265.64	30552996.45	14600000	946000	0	46098996.45	325931.58	0	2094596324	0	26481523.11	0	0	0	0	0	0	0	26481523.11	0	0	0	0	0	26481523.11	777221330.3	1290893471	2068114801	2094596324
76	2013	200910300.3	48526525.03	17835269.37	0	0	0	0	0	267272094.7	269260636.1	16489719.56	0	285750355.7	87500035	15896269.07	71603765.93	69794581	0	0	141398346.9	0	0	694420797.3	0	25596340.9	0	5817.57	0	0	0	0	0	25602158.47	0	0	0	0	0	25602158.47	654578951.6	14657974.71	669236926.3	694839084.8
77	2013	1595165.22	215902630	1298117.87	0	0	0	0	0	218795913.1	0	0	0	0	6029432.01	1555552.53	4473879.48	25143752.3	0	0	29617631.78	0	0	248413544.9	12416354.46	0	0	28278.24	0	0	0	0	0	12444632.7	0	0	0	0	0	12444632.7	221355907.4	14613004.81	235968912.2	248413544.9
78	2013	8130230.17	0	0	0	0	0	0	0	8130230.17	2000000	0	0	2000000	0	0	0	0	0	0	0	0	0	10130230.17	0	500000	0	0	0	0	0	0	0	500000	0	0	0	0	0	500000	9630230.17	0	9630230.17	10130230.17
79	2013	4860140.19	0	0	0	0	0	0	0	4860140.19	76860.6	0	0	76860.6	0	0	0	0	0	0	0	0	0	4937000.79	0	412804.38	0	0	0	100000	0	0	0	512804.38	0	0	0	0	0	512804.38	3027054.96	1397141.45	4424196.41	4937000.79
80	2013	12040855.99	0	77240	0	0	0	0	0	14195913.99	0	0	0	0	1097715	678083.93	419631.07	0	0	0	419631.07	0	0	14615545.06	0	184874.82	0	0	0	0	0	0	0	184874.82	0	0	0	0	0	184874.82	8898275.02	5532395.22	14430670.24	14615545.06
81	2013	49926916.46	68423193.99	0	0	0	0	0	0	118350110.5	0	0	0	0	309600	228605.56	80994.44	0	0	0	80994.44	0	0	118431104.9	0	0	0	28.8	0	0	0	0	0	28.8	0	0	0	0	0	28.8	118431076.1	0	118431076.1	118431104.9
82	2013	898021.74	11059544.09	0	0	0	0	0	0	11957565.83	0	0	0	0	418884.05	92271.5	326612.55	0	0	0	326612.55	0	0	12284178.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639800	639800	11644378.38	0	11644378.38	12284178.38
83	2013	32629034.48	0	0	0	0	0	0	0	32629034.48	0	0	0	0	120760	86675.49	34084.51	0	0	0	34084.51	0	0	32663118.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30217994.63	2445124.36	32663118.99	32663118.99
84	2013	88543.94	0	4000000	0	0	0	0	0	4088543.94	0	2000000	0	2000000	0	0	0	0	0	0	0	0	0	6088543.94	0	150000	0	0	0	0	0	0	0	150000	0	0	0	0	0	150000	5938543.94	0	5938543.94	6088543.94
85	2013	5088959.73	0	4320	0	0	0	0	0	5093279.73	0	0	0	0	21250	20607.84	642.16	0	0	0	642.16	0	0	5093921.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5093921.89	0	5093921.89	5093921.89
86	2013	308619415.6	0	176085.58	0	0	25025.6	0	0	309416936.8	575600	68500000	0	69075600	4842986.03	2441478	2401508.03	0	0	0	2401508.03	81600	0	380975644.9	0	7212199.02	0	4661.25	0	0	0	0	0	7216860.27	0	0	0	0	0	7216860.27	344198442.2	29560342.38	373758784.6	380975644.9
87	2013	82779892.45	0	12000	0	0	0	0	0	82791892.45	0	0	0	0	274757.94	31917.26	242840.68	0	0	0	242840.68	0	0	83034733.13	0	4414738.31	0	0	0	0	0	0	0	4414738.31	0	0	0	0	0	4414738.31	16174830.37	62445164.45	78619994.82	83034733.13
88	2013	1290449.55	5918950.94	0	0	0	0	0	0	7209400.49	0	0	0	0	0	0	0	0	0	0	0	0	0	7209400.49	0	0	0	38.66	0	0	0	0	0	38.66	0	0	0	0	0	38.66	7209361.83	0	7209361.83	7209400.49
89	2013	9255076.96	0	17573.22	0	0	0	0	0	9272650.18	70000	0	0	70000	3928304.64	0	3928304.64	0	0	0	3928304.64	0	0	13270954.82	0	3903383	0	0	0	0	0	0	0	3903383	0	0	0	0	0	3903383	3979806.48	5387765.34	9367571.82	13270954.82
90	2013	30460745.81	0	0	0	0	0	0	0	30460745.81	0	0	0	0	0	0	0	0	0	0	0	0	0	30460745.81	0	30000	0	0	0	0	0	0	0	30000	0	0	0	0	0	30000	30430745.81	0	30430745.81	30460745.81
91	2013	1627673.98	11000000	75853.13	0	0	0	0	0	12703527.11	0	0	0	0	8599	5099.8	3499.2	0	0	0	3499.2	0	0	12707026.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11034396.31	1672630	12707026.31	12707026.31
92	2013	11443275.04	0	0	0	0	0	0	0	11443275.04	0	0	0	0	0	0	0	0	0	0	0	0	0	11443275.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11443275.04	0	11443275.04	11443275.04
93	2013	6837539.21	0	1700000	0	0	0	0	0	8537539.21	0	0	0	0	0	0	0	0	0	0	0	0	0	8537539.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8537539.21	0	8537539.21	8537539.21
94	2013	82922681.53	0	141708.86	0	0	0	0	4193719.21	87258109.6	0	0	0	0	46266283.03	0	46266283.03	0	0	0	46266283.03	0	0	133524392.6	0	0	0	0	0	0	0	0	682.6	682.6	0	0	0	0	0	682.6	8352230.45	125171479.6	133523710	133524392.6
95	2013	15020607.63	5000000	930000	0	0	0	0	0	20950607.63	100000	0	0	100000	59800	15386.02	44413.98	0	0	0	44413.98	50400	0	21145421.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10554649.11	10590772.5	21145421.61	21145421.61
96	2013	4937635.49	0	16000000	0	0	0	0	1499.17	20939134.66	0	0	0	0	6555727.18	2134175.3	4421551.88	0	0	0	4421551.88	0	0	25360686.54	0	0	0	6638.64	0	0	0	0	0	890138.64	0	0	0	0	0	890138.64	24470547.9	0	24470547.9	25360686.54
97	2013	18350865.16	0	0	0	0	0	0	0	18350865.16	500000	0	0	500000	0	0	0	0	0	0	0	0	0	18850865.16	0	176168.26	0	0	0	0	0	0	0	176168.26	0	0	0	0	0	176168.26	18674696.9	0	18674696.9	18850865.16
98	2013	17516771.02	0	0	0	0	0	0	0	17516771.02	565273.5	50000000	0	50565273.5	83530	81064.55	2465.45	0	0	0	2465.45	0	0	68084509.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62474035.97	5610474	68084509.97	68084509.97
99	2013	7128733.82	8000000	500000	0	0	0	0	0	15628733.82	0	0	0	0	0	0	0	0	0	0	0	0	0	15628733.82	0	17700	0	0	0	0	0	0	0	28806.4	0	0	0	0	0	28806.4	15599927.42	0	15599927.42	15628733.82
100	2013	5684633.12	0	0	0	0	0	0	0	5684633.12	0	0	0	0	0	0	0	0	0	0	0	0	0	5684633.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3530264.69	2154368.43	5684633.12	5684633.12
101	2013	1905270.85	0	0	0	0	0	0	0	1905270.85	0	0	0	0	0	0	0	0	0	0	0	0	0	1905270.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1905270.85	0	1905270.85	1905270.85
102	2013	2358223.1	0	0	0	0	0	0	0	2358223.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2358223.1	0	0	4385.5	24.45	0	0	0	0	0	4409.95	0	0	0	0	0	4409.95	2296958.24	56854.91	2353813.15	2358223.1
103	2013	5684389.52	0	0	0	0	0	0	0	5684389.52	0	0	0	0	0	0	0	0	0	0	0	0	0	5684389.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5684389.52	0	5684389.52	5684389.52
104	2013	54296.73	8900000	2000	4500	0	0	0	0	8960796.73	0	0	0	0	6370	2154.17	4215.83	0	0	0	4215.83	0	0	8965012.56	0	0	0	246.1	0	0	0	0	0	246.1	0	0	0	0	0	246.1	4842122.22	4122644.24	8964766.46	8965012.56
105	2013	25200.77	0	690000	0	0	0	0	0	2015200.77	0	0	0	0	0	0	0	0	0	0	0	0	0	2015200.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2015200.77	0	2015200.77	2015200.77
