机构ID	数据年度	货币资金	短期投资	应收款项	预付账款	存货	待摊费用	一年内到期的长期债权投资	其他流动资产	流动资产合计	长期股权投资	长期债权投资	其他长期投资	长期投资合计	固定资产原价	累计折旧	固定资产净值	在建工程	文物文化资产	固定资产清理	固定资产合计	无形资产	受托代理资产	资产合计	短期借款	应付款项	应付工资	应交税金	预收帐款	预提费用	预计负债	一年内到期的长期负债	其他流动负债	流动负债合计	长期借款	长期应付款	其他长期负债	长期负债合计	受托代理负债	负债合计	非限定性净资产	限定性净资产	净资产合计	负债和净资产合计
ricf_oid	fp_yr	fp_csh	fp_sti	fp_rec	fp_prp	fp_rm	fp_deex	fp_onin	fp_otfl	fp_tofl	fp_lost	fp_lode	fp_loin	fp_loto	fp_fior	fp_fide	fp_fias	fp_inbu	fp_clas	fp_fifx	fp_fito	fp_noas	fp_agas	fp_asto	fp_shbo	fp_shpa	fp_shsa	fp_shta	fp_fra	fp_prex	fp_prde	fp_ode	fp_otde	fp_flde	fp_lobo	fp_lopa	fp_otld	fp_ldto	fp_agd	fp_det	fp_unls	fp_lims	fp_ntt	fp_tt
1363	2013	3006402.44	0	0	0	0	0	0	0	3006402.44	0	0	0	0	0	0	0	0	0	0	0	0	0	3006402.44	0	237	0	0	0	0	0	0	0	237	0	0	0	0	0	237	6165.44	3000000	3006165.44	3006402.44
1364	2013	7195212.6	0	0	0	0	0	0	0	7195212.6	0	0	0	0	0	0	0	0	0	0	0	0	0	7195212.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4568907.16	2626305.44	7195212.6	7195212.6
1365	2013	2707131.73	0	0	0	0	0	0	0	2707131.73	1520000	6000000	0	7520000	0	0	0	0	0	0	0	0	0	10227131.73	0	2310	0	0	0	0	0	0	0	2310	0	0	0	0	0	2310	8042927.21	2181894.52	10224821.73	10227131.73
1366	2013	777817.62	0	5000	0	0	0	22000000	0	22782817.62	0	0	0	0	0	0	0	0	0	0	0	0	0	22782817.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22782817.62	0	22782817.62	22782817.62
1367	2013	6332155.69	0	0	0	0	0	0	0	6332155.69	0	83095000	0	83095000	0	0	0	0	0	0	0	0	0	89427155.69	0	500000	0	0	0	0	0	0	0	500000	0	0	0	0	0	500000	5832155.69	83095000	88927155.69	89427155.69
1368	2013	3086145.02	0	0	0	0	0	0	0	3086145.02	0	0	0	0	0	0	0	0	0	0	0	0	0	3086145.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3026145.02	60000	3086145.02	3086145.02
1369	2013	1728765.29	0	709400	5000	0	0	0	0	2443165.29	0	0	0	0	0	0	0	0	0	0	0	0	0	2443165.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2443165.29	0	2443165.29	2443165.29
1371	2013	2399638.39	2000000	1500000	0	0	0	0	0	5899638.39	0	0	0	0	0	0	0	0	0	0	0	0	0	5899638.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6700	5899638.39	5906338.39	5906338.39
1372	2013	3931976.32	0	6000000	0	0	0	0	0	9931976.32	0	0	0	0	751033	0	751033	0	0	0	751033	0	0	10683009.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751033	9931976.32	10683009.32	10683009.32
1373	2013	4925274.48	2130000	0	0	0	0	0	0	7055274.48	0	0	0	0	0	0	0	0	0	0	0	0	0	7055274.48	0	29240	0	0	0	0	0	0	0	29240	0	0	0	0	0	29240	7026034.48	0	7026034.48	7055274.48
1375	2013	3001308.88	0	0	0	0	0	0	0	3001308.88	0	0	0	0	0	0	0	0	0	0	0	0	0	3001308.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3001308.88	0	3001308.88	3001308.88
1376	2013	3759912.61	17000000	3000000	0	0	0	0	0	23759912.61	0	0	0	0	2706	0	2706	0	0	0	2706	0	0	23762618.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23762618.61	0	23762618.61	23762618.61
1377	2013	886555.63	2000000	0	0	0	0	0	0	2886555.63	0	0	0	0	0	0	0	0	0	0	0	0	0	2886555.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-113444.37	3000000	2886555.63	2886555.63
1378	2013	37048124.44	0	0	0	0	0	0	0	37048124.44	35000000	0	0	35000000	0	0	0	0	0	0	0	0	0	72048124.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71848124.44	200000	72048124.44	72048124.44
1379	2013	2925593.03	0	0	0	0	0	0	0	2925593.03	0	0	0	0	0	0	0	0	0	0	0	0	0	2925593.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2925593.03	0	2925593.03	2925593.03
1380	2013	15935690.42	0	0	0	0	0	0	0	15935690.42	30000	0	0	30000	0	0	0	0	0	0	0	0	0	15965690.42	0	150000	0	0	0	0	0	0	0	150000	0	0	0	0	0	150000	15815690.42	0	15815690.42	15965690.42
1381	2013	358098.61	0	9000000	0	0	0	0	0	9358098.61	0	0	0	0	826241.98	0	826241.98	0	0	0	826241.98	0	0	10184340.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10184340.59	0	10184340.59	10184340.59
1382	2013	1326247.09	0	15910050	0	0	0	0	0	17236297.09	0	0	0	0	0	0	0	0	0	0	0	0	0	17236297.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17236297.09	0	17236297.09	17236297.09
1383	2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1384	2013	17331744.52	0	0	0	0	0	0	0	17331744.52	0	0	0	0	15700	4522	11178	0	0	0	11178	0	0	17342922.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8242126.02	9100796.5	17342922.52	17342922.52
1386	2013	2563070.05	0	50000	0	0	0	0	0	2613070.05	0	0	0	0	0	0	0	0	0	0	0	0	0	2613070.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1709707.05	903363	2613070.05	2613070.05
1387	2013	2581154.7	44221400	0	0	0	0	0	0	46802554.7	0	0	0	0	0	0	0	0	0	0	0	0	0	46802554.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46802554.7	0	46802554.7	46802554.7
1388	2013	3258319.66	0	0	0	0	0	0	0	3258319.66	0	0	0	0	0	0	0	0	0	0	0	0	0	3258319.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3258319.66	0	3258319.66	3258319.66
1389	2013	2165151.38	0	0	0	0	0	0	0	2165151.38	0	66100000	0	66100000	219179.9	0	219179.9	0	0	0	219179.9	0	0	68484331.28	0	0	0	0	0	0	0	0	500000	500000	0	0	0	0	0	500000	67984331.28	0	67984331.28	68484331.28
1390	2013	4192041.69	0	0	0	0	0	0	0	4192041.69	0	0	0	0	0	0	0	0	0	0	0	0	0	4192041.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4192041.69	0	4192041.69	4192041.69
1391	2013	85811428.15	87000000	0	0	0	0	0	0	172811428.2	0	81000000	0	81000000	485317	0	485317	0	0	0	485317	200000	0	254496745.2	0	536000	0	0	0	0	0	0	0	536000	0	0	0	0	0	536000	253960745.2	0	253960745.2	254496745.2
1392	2013	547052.97	500000	0	0	0	0	0	0	1047052.97	0	30060000	0	30060000	215329	0	215329	0	0	0	215329	0	0	31322381.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31322381.97	0	31322381.97	31322381.97
1393	2013	3505214.52	0	200000	0	0	0	0	0	3705214.52	0	0	0	0	0	0	0	0	0	0	0	0	0	3705214.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3705214.52	0	3705214.52	3705214.52
1394	2013	8284656.27	0	5000000	0	0	0	0	0	13284656.27	0	0	0	0	0	0	0	0	0	0	0	0	0	13284656.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8284656.27	5000000	13284656.27	13284656.27
1396	2013	1102161.27	0	28000000	0	0	0	0	0	29102161.27	0	0	0	0	0	0	0	0	0	0	0	0	0	29102161.27	0	1900000	0	0	0	0	0	0	0	1900000	0	0	0	0	0	1900000	17202161.27	10000000	27202161.27	29102161.27
1397	2013	1113267.16	0	10000000	0	0	0	0	0	11113267.16	0	0	0	0	0	0	0	0	0	0	0	0	0	11113267.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5863267.16	5250000	11113267.16	11113267.16
1398	2013	470562.95	0	5793000	0	0	0	0	0	6263562.95	0	100000000	0	100000000	12201	708.82	11492.18	0	0	0	11492.18	0	0	106275055.1	0	109840	0	0	0	0	0	0	0	109840	0	0	0	0	0	109840	106165215.1	0	106165215.1	106275055.1
1399	2013	102081545.6	0	5805875	0	0	0	0	0	107887420.6	0	0	0	0	17500	8731.08	8768.92	0	0	0	8768.92	0	0	107896189.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105801291.5	2094898	107896189.5	107896189.5
1400	2013	51903.39	0	4000000	0	0	0	0	0	4051903.39	0	0	0	0	6678	0	6678	0	0	0	6678	0	0	4058581.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31397.39	4027184	4058581.39	4058581.39
1401	2013	10517418.37	0	0	0	0	0	0	0	10517418.37	0	0	0	0	12840	0	12840	0	0	0	12840	0	0	10530258.37	0	824600	0	0	0	0	0	0	0	824600	0	0	0	0	0	824600	9703258.37	2400	9705658.37	10530258.37
1402	2013	3654.65	0	0	0	0	0	0	2669580	2673234.65	0	0	0	0	0	0	0	0	0	0	0	0	0	2673234.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2673234.65	0	2673234.65	2673234.65
1403	2013	25205909.08	0	0	0	0	0	0	0	25205909.08	1700000	0	0	1700000	0	0	0	0	0	0	0	0	0	26905909.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25431839.28	1474069.8	26905909.08	26905909.08
1404	2013	344081.76	0	6944200	0	0	0	0	0	7288281.76	0	0	0	0	229006	74645.78	154360.22	0	0	0	154360.22	0	0	7442641.98	0	249487.5	0	0	0	0	0	0	0	249487.5	0	0	0	0	0	249487.5	3692129.48	4000000	7692129.48	7941616.98
1405	2013	26295.46	0	2000000	0	0	0	0	0	2026295.46	0	0	0	0	0	0	0	0	0	0	0	0	0	2026295.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2026295.46	0	2026295.46	2026295.46
1406	2013	12540354.54	0	18131787.27	0	0	0	0	0	30672141.81	0	0	0	0	0	0	0	0	0	0	0	0	0	30672141.81	0	1000000	0	0	0	0	0	0	0	1000000	0	0	0	0	0	1000000	29672141.81	0	29672141.81	30672141.81
1407	2013	4498981.3	0	30000	0	0	0	0	0	4528981.3	0	0	0	0	32030	0	32030	0	0	0	32030	0	0	4561011.3	0	548000	0	0	0	0	0	0	0	548000	0	0	0	0	0	548000	4013011.3	0	4013011.3	4561011.3
1409	2013	4324996.68	0	191000	0	0	0	0	0	4515996.68	0	0	0	0	1104866	380944.1	723921.9	0	0	0	723921.9	0	0	5239918.58	0	172868.01	0	0	0	0	0	0	0	172868.01	0	0	0	0	0	172868.01	1751335.3	3315715.27	5067050.57	5239918.58
1410	2013	8696069.29	0	0	60000	0	0	0	0	8756069.29	0	0	0	0	0	0	0	0	0	0	0	0	0	8756069.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6517832.22	2238237.07	8756069.29	8756069.29
1411	2013	3414687.52	0	3443.68	0	0	0	0	0	3418131.2	0	0	0	0	22775.1	4706.82	18068.28	0	0	0	18068.28	0	0	3436199.48	0	0	-0.01	321.67	0	6324.8	0	0	0	6646.46	0	0	0	0	0	6646.46	3429553.02	0	3429553.02	3436199.48
1412	2013	2004195.84	0	0	0	0	0	0	0	2004195.84	0	0	0	0	0	0	0	0	0	0	0	0	0	2004195.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2004195.84	0	2004195.84	2004195.84
1413	2013	1236896.28	0	0	0	0	0	0	0	1236896.28	0	0	0	0	0	0	0	0	0	0	0	0	0	1236896.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1236896.28	0	1236896.28	1236896.28
1415	2013	87750160.4	67633056.82	107197.69	2000000	0	41939.64	0	0	157532354.6	0	0	0	0	599807.99	480294.84	119513.15	0	0	0	119513.15	0	0	157651867.7	0	263138	0	14661.67	0	0	0	0	0	277799.67	0	0	0	0	0	277799.67	22091096.03	135282972	157374068	157651867.7
1417	2013	5589.54	0	2000130.4	0	0	287332.75	0	0	2293052.69	0	0	0	0	11800	0	11800	0	0	0	11800	0	0	2304852.69	0	364752	7630.4	0	0	12000	0	0	0	384382.4	0	0	0	0	0	384382.4	1920470.29	0	1920470.29	2304852.69
1418	2013	2021262.16	0	0	0	0	0	0	0	2021262.16	0	0	0	0	6003	1592.4	4410.6	0	0	0	4410.6	0	0	2025672.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2025672.76	0	2025672.76	2025672.76
1420	2013	2009545.97	0	1200	0	0	0	0	0	2010745.97	0	0	0	0	0	0	0	0	0	0	0	0	0	2010745.97	0	0	0	56041	0	0	0	0	0	56041	0	0	0	0	0	56041	1954704.97	0	1954704.97	2010745.97
1422	2013	753903.73	12000000	0	0	0	0	204583.33	0	12958487.06	0	135000	0	135000	2703549	0	2703549	0	0	0	2703549	0	0	15797036.06	0	0	0	0	0	0	0	0	120000	120000	0	0	0	0	0	120000	13119549.06	2557487	15677036.06	15797036.06
1424	2013	5419668.68	0	0	0	0	0	0	2594758.02	8014426.7	82500	0	0	82500	22945.44	0	22945.44	0	0	0	22945.44	0	1200000	9319872.14	0	42964.8	0	0	0	0	0	0	0	42964.8	0	0	0	0	0	42964.8	9276907.34	0	9276907.34	9319872.14
1425	2013	14045865.51	0	15993296.33	0	0	0	0	1580882.97	31620044.81	32861000	0	0	32861000	278255	278255	0	0	0	0	0	0	0	64481044.81	0	0	0	1735382.32	0	0	0	0	3755079.03	5490461.35	0	0	0	0	0	5490461.35	58990583.46	0	58990583.46	64481044.81
1426	2013	50024305.56	0	0	0	0	0	0	0	50024305.56	0	0	0	0	0	0	0	0	0	0	0	0	0	50024305.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50024305.56	0	50024305.56	50024305.56
1427	2013	2154422.98	0	0	0	0	0	0	0	2154422.98	0	0	0	0	0	0	0	0	0	0	0	0	0	2154422.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2154422.98	0	2154422.98	2154422.98
1428	2013	96410.42	1904742	0	0	0	0	0	0	2001152.42	0	0	0	0	0	0	0	0	0	0	0	0	0	2001152.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1991041.27	10111.15	2001152.42	2001152.42
1429	2013	15063666.75	0	0	0	0	0	0	0	15063666.75	0	0	0	0	33623	11207.88	22415.12	0	0	0	22415.12	0	0	15086081.87	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	30	2085943.73	13000108.14	15086051.87	15086081.87
1431	2013	3671019.3	0	0	0	0	0	0	0	3694799.3	0	0	0	0	0	0	0	0	0	0	0	0	0	3694799.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2519465.66	1175333.64	3694799.3	3694799.3
1432	2013	999947.89	0	0	0	0	0	0	0	999947.89	0	0	0	0	0	0	0	0	0	0	0	0	0	999947.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1000052.11	2000000	999947.89	999947.89
1434	2013	182047077	0	10000	0	0	0	0	0	182057077	0	0	0	0	395988.2	0	395988.2	0	0	0	395988.2	0	0	182453065.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127173997.8	55279067.43	182453065.2	182453065.2
1435	2013	1383774.08	0	0	0	0	0	0	0	3216774.08	0	0	0	0	0	0	0	0	0	0	0	0	0	3216774.08	0	0	0	0	0	0	0	0	80604.8	80604.8	0	0	0	0	0	80604.8	3136169.28	0	3136169.28	3216774.08
1437	2013	2175684.21	0	0	0	0	0	0	0	2175684.21	0	0	0	0	8766.8	4896.62	3870.18	0	0	0	3870.18	0	0	2179554.39	0	0	5500	0	0	0	0	0	0	5500	0	0	0	0	0	5500	2000000	174054.39	2174054.39	2179554.39
1438	2013	2032727.08	0	0	0	0	0	0	0	2032727.08	0	0	0	0	3498	0	3498	0	0	0	3498	0	0	2036225.08	0	20000	0	0	0	0	0	0	0	20000	0	0	0	0	0	20000	2016225.08	0	2016225.08	2036225.08
1439	2013	3996434.03	0	0	0	0	0	0	0	3996434.03	0	0	0	0	0	0	0	0	0	0	0	0	0	3996434.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3996434.03	0	3996434.03	3996434.03
1440	2013	1946474.03	0	13300	0	0	0	0	0	1959774.03	0	0	0	0	0	0	0	0	0	0	0	0	0	1959774.03	0	121.25	5000	0	0	0	0	0	0	5121.25	0	0	0	0	0	5121.25	1954652.78	0	1954652.78	1959774.03
1441	2013	3033498.34	0	0	0	0	0	0	0	3033498.34	0	0	0	0	0	0	0	0	0	0	0	0	0	3033498.34	0	8000	0	0	0	0	0	0	0	8000	0	0	0	0	0	8000	88418.34	2937080	3025498.34	3033498.34
1442	2013	28588741.83	0	344456	0	0	0	0	0	28933197.83	0	0	0	0	0	0	0	0	0	0	0	0	0	28933197.83	0	22920	0	0	0	0	0	0	0	22920	0	0	0	0	0	22920	2137264.7	26773013.13	28910277.83	28933197.83
1443	2013	2011718.39	0	1003000	0	0	0	0	0	3014718.39	0	0	0	0	265838	21605.52	244232.48	0	0	0	244232.48	0	0	3258950.87	0	1799	0	-10.5	0	0	0	0	0	1788.5	0	0	0	0	0	1788.5	675866.72	2581295.65	3257162.37	3258950.87
1444	2013	32244082.53	0	633868	0	0	0	0	0	32877950.53	0	0	0	0	0	0	0	0	0	0	0	0	0	32877950.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10195509.87	22682440.66	32877950.53	32877950.53
1445	2013	2011454.44	0	0	0	0	0	0	0	2011454.44	0	0	0	0	0	0	0	0	0	0	0	0	0	2011454.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2011454.44	0	2011454.44	2011454.44
1446	2013	2016704.16	0	0	0	0	0	0	0	2016704.16	0	0	0	0	0	0	0	0	0	0	0	3560	0	2020264.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1998264.16	22000	2020264.16	2020264.16
1447	2013	165975033.2	5000000	1603226.45	0	0	0	0	0	172583009.6	5000000	0	0	5000000	163821	95632.37	68188.63	0	0	0	68188.63	78000	0	177729198.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44802877.68	132926320.6	177729198.3	177729198.3
1448	2013	2038291.09	0	0	0	0	0	0	0	2038291.09	0	0	0	0	0	0	0	0	0	0	0	0	0	2038291.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2038291.09	2038291.09	2038291.09
1449	2013	2706095.92	0	334901.34	0	0	0	0	0	3040997.26	0	0	0	0	0	0	0	0	0	0	0	0	0	3040997.26	0	10000	0	0	0	376335.9	0	0	0	386335.9	0	0	0	0	0	386335.9	2107772.92	546888.44	2654661.36	3040997.26
1450	2013	478651.15	27800000	0	0	0	0	0	0	28278651.15	0	0	0	0	9300	8835	465	0	0	0	465	0	0	28279116.15	0	0	0	401.5	0	0	0	0	0	401.5	0	0	0	0	0	401.5	28278714.65	0	28278714.65	28279116.15
1451	2013	4586260.99	0	126859	0	0	0	0	0	4713119.99	0	0	0	0	3233	179.62	3053.38	0	0	0	3053.38	0	0	4716173.37	0	4000	0	1712.28	0	0	0	0	0	819928.78	0	0	0	0	0	819928.78	3896244.59	0	3896244.59	4716173.37
1452	2013	525406.74	0	8100	0	0	0	0	0	533506.74	10450000	0	0	10450000	12762.3	2160.36	10601.94	0	0	0	10601.94	0	0	10994108.68	0	1009840	0	0	0	0	0	0	0	1009855.48	0	0	0	0	0	1009855.48	7524579.45	2459673.75	9984253.2	10994108.68
1453	2013	140699.78	6327311.28	0	20000	0	0	0	0	6488011.06	0	0	0	0	0	0	0	0	0	0	0	0	0	6488011.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6488011.06	0	6488011.06	6488011.06
1454	2013	1918079.57	0	0	0	0	0	0	0	1918079.57	0	0	0	0	0	0	0	0	0	0	0	0	0	1918079.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1918079.57	0	1918079.57	1918079.57
1455	2013	3263965.02	0	0	0	0	0	0	0	3263965.02	0	0	0	0	0	0	0	0	0	0	0	0	0	3263965.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2001965.02	1262000	3263965.02	3263965.02
1456	2013	121984.23	0	307.68	0	0	0	0	0	122291.91	0	0	0	0	0	0	0	0	0	0	0	0	0	122291.91	0	709449.66	0	0	0	0	0	0	0	709449.66	0	0	0	0	22297.2	731746.86	-705797.95	96343	-609454.95	122291.91
1457	2013	22744100.43	0	0	0	0	0	0	0	22744100.43	0	0	0	0	200000	0	200000	0	0	0	200000	0	0	22944100.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294100.43	22650000	22944100.43	22944100.43
1458	2013	3918336.09	0	231621	3489030	0	3957.26	0	0	7642944.35	0	0	0	0	32400	15190.78	17209.22	0	0	0	17209.22	0	0	7660153.57	0	0	0	5511.38	0	0	0	0	0	5511.38	0	0	0	0	0	5511.38	7657642.19	0	7657642.19	7663153.57
1459	2013	2000000	0	0	0	0	0	0	0	2000000	0	0	0	0	0	0	0	0	0	0	0	0	0	2000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000000	0	2000000	2000000
1460	2013	1811391.94	0	0	0	0	0	0	0	1811391.94	0	0	0	0	0	0	0	0	0	0	0	0	0	1811391.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1811391.94	0	1811391.94	1811391.94
1461	2013	2005126.92	0	0	0	0	0	0	0	2005126.92	0	0	0	0	0	0	0	0	0	0	0	0	0	2005126.92	0	13000	0	0	0	0	0	0	0	13000	0	0	0	0	0	13000	1992126.92	0	1992126.92	2005126.92
1462	2013	91228.37	0	0	0	0	0	0	0	91228.37	2000000	0	0	2000000	0	0	0	0	0	0	0	0	0	2091228.37	0	0	0	66666.67	0	0	0	0	0	66666.67	0	0	0	0	0	66666.67	2024561.7	0	2024561.7	2091228.37
1463	2013	2986128.01	0	0	0	0	0	0	0	2988128.01	0	0	0	0	0	0	0	0	0	0	0	0	0	2988128.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2988128.01	0	2988128.01	2988128.01
1464	2013	4062421.8	0	0	0	0	0	0	0	4062421.8	0	0	0	0	0	0	0	0	0	0	0	0	0	4062421.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4062421.8	0	4062421.8	4062421.8
1465	2013	9078423.92	10500000	0	0	0	0	0	0	19578423.92	0	0	0	0	4608	4608	0	0	0	0	0	0	0	19578423.92	0	508164.88	0	0	0	0	0	0	0	508164.88	0	0	0	0	0	508164.88	19070259.04	0	19070259.04	19578423.92
1467	2013	2209825.91	0	429000	180114	0	0	0	0	2818939.91	0	0	0	0	774146	51641.5	722504.5	0	0	0	722504.5	0	0	3541444.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3541444.41	0	3541444.41	3541444.41
1469	2013	137460.35	0	300000	0	0	0	0	0	2002010.35	0	0	0	0	0	0	0	0	0	0	0	0	0	2002010.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2002010.35	0	2002010.35	2002010.35
1470	2013	2336676.78	0	0	0	0	0	0	0	2336676.78	0	0	0	0	0	0	0	0	0	0	0	0	0	2336676.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2336676.78	0	2336676.78	2336676.78
1471	2013	2324571.67	0	188.7	3000	0	0	0	0	2349200.37	0	0	0	0	34899	0	34899	0	0	0	34899	0	0	2384099.37	0	3500	0	0	0	0	0	0	380599.37	384099.37	0	0	0	0	0	384099.37	2000000	0	2000000	2384099.37
1472	2013	2019683.41	0	0	0	0	0	0	0	2019683.41	0	0	0	0	0	0	0	0	0	0	0	0	0	2019683.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2019683.41	0	2019683.41	2019683.41
1473	2013	2102136.13	0	54213	0	0	0	0	0	2156349.13	0	0	0	0	30704	3413	27291	0	0	0	27291	0	0	2183640.13	0	2372	0	0	0	0	0	0	0	2372	0	0	0	0	0	2372	2181268.13	0	2181268.13	2183640.13
1474	2013	12036769.19	2000000	0	0	0	0	0	0	14040144.19	0	0	0	0	0	0	0	0	0	0	0	0	0	14040144.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6463481.37	7576662.82	14040144.19	14040144.19
1475	2013	30709.85	0	0	0	0	0	0	0	30709.85	0	0	0	0	0	0	0	0	0	0	0	0	0	30709.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30709.85	0	30709.85	30709.85
1476	2013	3516404.61	0	54782.75	0	0	0	0	0	3571187.36	0	0	0	0	2350	0	2350	0	745.4	0	3095.4	0	0	3574282.76	0	0	0	1279.27	0	0	0	0	0	1279.27	0	0	0	0	0	1279.27	2676477.43	896526.06	3573003.49	3574282.76
1477	2013	2060117.06	0	20131.4	0	0	0	0	0	2080248.46	0	0	0	0	21350	12644.45	8705.55	0	0	0	8705.55	0	274465	2363419.01	0	100000	0	0	0	0	0	0	0	100000	0	0	0	0	0	100000	1294848.31	968570.7	2263419.01	2363419.01
1478	2013	33912597.82	0	5000000	0	0	0	40000000	0	78912597.82	0	0	0	0	37150	2476.67	34673.33	0	13033910	0	13068583.33	0	0	91981181.15	0	1620	6439.5	142902.43	0	0	0	0	0	150961.93	0	0	0	0	0	150961.93	91830219.22	0	91830219.22	91981181.15
1479	2013	2025149.52	0	500	0	0	38909.03	0	0	2064558.55	0	0	0	0	39882	7208.32	32673.68	0	0	0	32673.68	0	0	2097232.23	0	103884.47	2733.92	0	0	0	0	0	0	106618.39	0	0	0	0	0	106618.39	1376515.84	614098	1990613.84	2097232.23
1480	2013	2393390.18	0	350000	45000	0	0	0	14590	2802980.18	0	0	0	0	32050	4658.25	27391.75	0	0	0	27391.75	0	0	2830371.93	0	0	-1181.1	0	0	0	0	0	0	-1181.1	0	0	0	0	0	-1181.1	114553.07	2716999.96	2831553.03	2830371.93
1481	2013	2402234.31	0	0	0	0	0	0	0	2402234.31	0	0	0	0	0	0	0	0	0	0	0	0	0	2402234.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2402234.31	0	2402234.31	2402234.31
1482	2013	12455685.72	0	0	0	0	0	0	0	12455685.72	0	0	0	0	0	0	0	0	0	0	0	0	0	12455685.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12455685.72	0	12455685.72	12455685.72
1483	2013	3368316	0	0	0	0	0	0	0	3368316	0	0	0	0	0	0	0	0	0	0	0	0	0	3368316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2022472.01	1345843.99	3368316	3368316
1484	2013	2000233.33	0	0	0	0	0	0	0	2000233.33	0	0	0	0	0	0	0	0	0	0	0	0	0	2000233.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000233.33	0	2000233.33	2000233.33
1485	2013	2000194.44	0	0	0	0	0	0	0	2000194.44	0	0	0	0	0	0	0	0	0	0	0	0	0	2000194.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000194.44	0	2000194.44	2000194.44
