ricf_oid_2013	ba_cn	fp_dt	ao_ad	ao_dd	ao_ddc	ao_ddi	ao_od	ao_odn	ao_odi	ao_nni	ao_adn	ao_ddn	ao_ddnn	ao_ddin	ao_odnn	ao_odnn.1	ao_odin	ao_nnin	ao_lst	ao_ate	ao_cc	ao_slr	ao_adex	ao_did	ao_dn	ao_dcae	ao_ncae	ao_dcan	ao_ncan	ao_use	ricf_oid	ba_uscc
1478	广东省岭南文化艺术促进基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		13141788.02	13033910.0	56210.35	51667.67								1478	53440000059904231L
1479	广东省崇善乐慈善基金会	2013	1076828.0	1076828.0	389828.0	687000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1083562.9	925368.0	50241.0	107953.9								1479	53440000058536457R
1480	广东省希贤教育基金会	2013	10001.45	10001.45	10001.45	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1554820.24	1451123.84	0.0	100310.89								1480	53440000062108447J
1481	广东省广东华侨中学教育发展基金会	2013	2400000.0	2400000.0	0.0	2400000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		3372.1	3000.0	0.0	0.0								1481	5344000007191423XM
1483	广东省广东工业大学教育发展基金会	2013	2137227.99	2137227.99	259752.88	1877475.11	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1608944.0	1608884.0	0.0	60.0								1483	5344000058635186XE
1484	广东省广东药学院教育发展基金会	2013	2000000.0	2000000.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0								1484	534400000868482475
1485	广东省广东财经大学教育发展基金会	2013	2000000.0	2000000.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0								1485	53440000086848140R
1487	广东省广发证券社会公益基金会	2013	4010162.49	4010162.49	1575851.4	2434311.09	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		3333658.6	3294766.4	0.0	38892.2								1487	
1488	广东省广州中医药大学教育发展基金会	2013	14760000.0	14460000.0	0.0	14460000.0	300000.0	300000.0	0.0	0.0	0	0	0	0	0	0	0	0		490611.0	482500.0	0.0	8111.0								1488	53440000581391096W
1489	广东省广州交响乐团艺术发展基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		897794.2	810000.0	66000.0	21794.2								1489	534400005847247495
1490	广东省广州大学附属中学教育发展基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2461333.9	2461333.9	0.0	0.0								1490	53440000053764231Q
1491	广东省广州工商职业技术学院教育发展基金会	2013	24660.0	24660.0	12660.0	12000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		251742.0	245120.0	0.0	6622.0								1491	534400005847248021
1492	广东省广州美术学院教育发展基金会	2013	11234550.0	11234550.0	6521550.0	4713000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2448976.08	2316880.0	0.0	132096.08								1492	53440000586351843U
1493	广东省广济慈善基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		870408.88	688732.0	0.0	180348.0								1493	5344000005067912XF
1494	广东省广雅教育发展基金会	2013	2974800.02	2974800.02	1342800.02	1632000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2321411.03	2269400.03	33600.0	18411.0								1494	534400000567506950
1495	广东省德云文化慈善基金会	2013	200000.0	200000.0	200000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		3772981.7	3733000.0	30000.0	9981.7								1495	53440000058569363M
1496	广东省德耆慈善基金会	2013	6671300.0	6671300.0	3300.0	6668000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		3898509.11	3540988.5	208526.9	148993.71								1496	53440000050739698M
1497	广东省志愿者事业发展基金会	2013	13437865.04	13437865.04	212828.76	13225036.28	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		5068013.7	4851162.56	0.0	216619.64								1497	5344000066332935X8
1498	广东省怀仁慈善基金会	2013	2001000.0	2001000.0	2001000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1894829.26	1734104.7	0.0	160724.56								1498	
1499	广东省思兰慈善基金会	2013	2000000.0	2000000.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		37285.49	30000.0	0.0	7285.49								1499	5344000006212018XF
1500	广东省慈光慈善基金会	2013	2302800.0	2302800.0	0.0	2302800.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2301285.99	2087933.9	0.0	212376.5								1500	534400000750922538
1502	广东省执信教育发展基金会	2013	1841195.65	1841195.65	1841195.65	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1370589.08	1315106.66	0.0	54439.5								1502	534400005814354827
1503	广东省扶贫基金会	2013	526990193.24	526990193.24	0.0	526990193.24	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		502810681.39	500869273.99	1091749.3	849658.1								1503	534400005153563569
1504	广东省振兴科技基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1176377.96	1107973.0	0.0	64603.96								1504	53440000515355310B
1505	广东省教育基金会	2013	6719573.5	6719573.5	0.0	6719573.5	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		9246926.4	8496478.7	533313.49	217134.21								1505	53440000515355011D
1506	广东省新兴县北英慈善基金会	2013	448000.0	448000.0	348000.0	100000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		12386891.53	12029266.0	0.0	357625.53								1506	534400007811609383
1510	广东省明医医疗慈善基金会	2013	12940002.0	12940002.0	1100002.0	11840000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1000708.9	995082.0	0.0	5626.9								1510	53440000590076872L
1511	广东省明德幸福文化教育基金会	2013	3801401.57	3801401.57	3601401.57	200000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		707490.58	650519.59	0.0	59700.0								1511	53440000071881642P
1512	广东省明楷慈善基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		114020.0	80000.0	30000.0	4020.0								1512	53440000557315085N
1513	广东省易方达教育基金会	2013	2233000.0	2233000.0	2233000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		8865266.36	8722380.0	0.0	32096.89								1513	
1514	广东省星河湾艺术基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0								1514	
1515	广东省林治平慈善基金会	2013	3426472.8	3426472.8	2121944.8	1304528.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2271767.85	2243152.8	0.0	28122.15								1515	534400000615177087
1516	广东省柯麟医学教育基金会	2013	1205761.65	752485.37	752485.37	0.0	453276.28	226638.14	226638.14	0.0	0	0	0	0	0	0	0	0		1306913.05	1292041.86	0.0	14871.19								1516	53440000515357084C
1517	广东省桂贤慈善基金会	2013	176770.0	176770.0	70000.0	106770.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		177375.0	169735.0	0.0	7640.0								1517	53440000668224266L
1518	广东省棕榈园林公益基金会	2013	1555574.5	1555574.5	1555574.5	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2880353.12	2792800.0	0.0	86080.32								1518	53440000588347063G
1519	广东省正义阳光救助基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		222163.4	221630.0	0.0	533.4								1519	53440000053750032U
1520	广东省残培教育发展基金会	2013	2200110.47	2200110.47	110.47	2200000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		57566.98	25000.0	0.0	17259.28								1520	5344000005996332X7
1521	广东省残疾人公益基金会	2013	3274073.35	3274073.35	332743.0	2941330.35	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		7261147.37	6704059.67	345773.57	211314.13								1521	53440000592109762C
1522	广东省泉英爱心基金会	2013	2000000.0	2000000.0	2000000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0								1522	5344000008678655X9
1523	广东省海鸥文教基金会	2013	160000.0	160000.0	0.0	160000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		519794.2	259897.1	257284.6	2612.5								1523	534400005778964110
1524	广东省深圳市郭春园中医发展基金会	2013	377034.96	377034.96	792.0	376242.96	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		258970.5	239427.0	0.0	19543.5								1524	53440000791222717N
1525	广东省源本善慈善基金会	2013	6639524.55	6639524.55	6639524.55	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		896968.02	643205.2	0.0	251938.82								1525	
1526	广东省潮剧发展与改革基金会	2013	4338600.0	4338600.0	0.0	4338600.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2005302.58	1757341.39	147967.38	99993.81								1526	53440000791222725H
1527	广东省潮商公益基金会	2013	16127320.0	16127320.0	1909650.0	14217670.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		18641953.69	18275714.0	243210.08	123029.61								1527	53440000595814897W
1528	广东省潮汕星河奖基金会	2013	1850000.0	1850000.0	1850000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		5928407.3	5220556.85	278544.02	429306.43								1528	53440000515369675N
1530	广东省环境保护基金会	2013	7136707.5	7136707.5	1300.0	7135407.5	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2882582.05	2254074.24	459007.06	169500.75								1530	53440000747092185H
1531	广东省环球公益基金会	2013	492400.93	492400.93	492400.93	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		637203.59	577923.3	30000.0	29280.29								1531	53440000566689134T
1532	广东省珠江航运事业发展基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		278222.0	273302.0	0.0	4920.0								1532	534400005573151067
1534	广东省盈峰慈善基金会	2013	234815.4	234815.4	120837.0	113978.4	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2212637.37	2017812.5	0.0	191433.87								1534	53440000555618103Y
1537	广东省禁毒基金会	2013	900672.3	900672.3	0.0	900672.3	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1367862.45	935207.42	251273.07	181381.96								1537	534400007629424089
1538	广东省福德慈善基金会	2013	1000000.0	1000000.0	0.0	1000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1000000.0	1000000.0	0.0	0.0								1538	534400005829935077
1539	广东省科学探险基金会	2013	983244.0	983244.0	0.0	983244.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		982230.62	921385.3	45532.52	15312.8								1539	
1540	广东省粤安公共卫生安全事业发展基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		45118.65	41210.0	0.0	5707.0								1540	53440000577896454D
1541	广东省紫琳慈善基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		12401861.0	12330362.0	0.0	71499.0								1541	53440000557291431A
1542	广东省繁荣粤剧基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		8713532.38	8222343.0	331534.76	159654.62								1542	53440000787913283R
1543	广东省红绿灯交通救助基金会	2013	2000000.0	2000000.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		538162.24	330000.0	0.0	208162.24								1543	534400000621202190
1544	广东省绣丽人生慈善基金会	2013	2160000.0	2160000.0	160000.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		171969.4	161155.0	0.0	10520.4								1544	53440000066664774L
1545	广东省绿芽乡村妇女发展基金会	2013	31329.0	31329.0	18769.0	12560.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1210950.46	1091896.33	0.0	114108.19								1545	534400000621084045
1546	广东省罗定市太平教育基金会	2013	2000000.0	2000000.0	2000000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0								1546	5344000008680894X2
1547	广东省美丽关爱慈善基金会	2013	617100.0	617100.0	199100.0	418000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		603011.0	594500.0	0.0	8511.0								1547	53440000588347100N
1548	广东省老区建设基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2117294.2	1909116.0	150160.16	58018.04								1548	53440000515355003J
1549	广东省老年基金会	2013	351477.9	351477.9	0.0	351477.9	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		817459.34	434041.48	328131.39	55286.47								1549	53440000515357412M
1550	广东省肇庆学院教育发展基金会	2013	1848860.2	1848860.2	723760.2	1125100.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		849160.1	805813.7	0.0	42756.4								1550	53440000564506891W
1551	广东省茂华慈善基金会	2013	97564.03	97564.03	0.0	97564.03	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1318519.67	1279265.0	0.0	39254.67								1551	534400005556356918
1552	广东省蓝态幸福文化公益基金会	2013	2158656.22	2158656.22	2158656.22	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2695741.39	2458485.8	166240.75	71014.84								1552	53440000055394895N
1553	广东省见义勇为基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		4710903.0	4320305.65	287846.31	102751.04								1553	53440000515355708R
1554	广东省谢汉才慈善基金会	2013	2200000.0	2200000.0	2200000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		201035.9	198200.0	0.0	2835.9								1554	534400000615270843
1555	广东省豪爵慈善基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		5025045.0	5020000.0	0.0	5045.0								1555	53440000665009042P
1556	广东省远大慈善基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		596847.6	500000.0	0.0	96500.0								1556	53440000053756397X
1557	广东省金东海公益基金会	2013	2000000.0	2000000.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1365425.0	1365000.0	0.0	425.0								1557	53440000584724714J
1558	广东省金匙救助基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1573421.87	1560000.0	0.0	13421.87								1558	53440000566647321E
1559	广东省金秋慈善基金会	2013	452944.5	452944.5	59794.5	393150.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2132131.19	1878580.38	246822.0	6728.81								1559	53440000515357009K
1561	广东省陆叶慈善基金会	2013	1798287.61	1698287.61	311846.11	1486441.5	100000.0	0.0	100000.0	0.0	0	0	0	0	0	0	0	0		1133699.42	1032250.7	0.0	101448.72								1561	53440000564506840L
1562	广东省陈德良慈善基金会	2013	414500.0	414500.0	6500.0	408000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		463444.64	461524.24	0.0	1920.4								1562	53440000579651194L
1563	广东省陈香梅慈善基金会	2013	600000.0	600000.0	600000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		609890.69	600000.0	0.0	9890.69								1563	
1564	广东省雁洋公益基金会	2013	279772578.8	248425918.8	15668888.8	232757030.0	31346660.0	31346660.0	0.0	0.0	0	0	0	0	0	0	0	0		241690.5	0.0	0.0	0.0								1564	53440000066711024X
1565	广东省雅居乐公益基金会	2013	39220000.0	39220000.0	0.0	39220000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		38980012.5	38973000.0	0.0	6540.0								1565	53440000056802408Y
1566	广东省青少年发展基金会	2013	44763558.59	42467916.25	12740374.87	29727541.38	2295642.34	1130642.34	1165000.0	0.0	0	0	0	0	0	0	0	0		43346165.98	42847888.15	223427.02	274850.81								1566	534400005153564950
1567	广东省青少年科学基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		119313.18	110586.18	0.0	8727.0								1567	534400005153561294
1569	广东省顺丰慈善基金会	2013	12669817.47	12669817.47	12669817.47	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		10195351.15	9839752.93	0.0	349345.0								1569	53440000692456104E
1570	广东省顺商公益基金会	2013	633000.0	633000.0	418000.0	215000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		0.0	0.0	0.0	0.0								1570	534400005882871796
1571	广东省顺德职业技术学院教育发展基金会	2013	3132705.0	3132705.0	582486.25	2550218.75	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2449305.65	2373489.57	0.0	75816.08								1571	534400005940362100
1572	广东省颐养健康科学基金会	2013	2000000.0	2000000.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1946.0	0.0	0.0	1946.0								1572	5344000008255951XM
1574	广东省鸿光心脏医疗救助基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		46531.68	37160.48	0.0	9371.2								1574	53440000577896542U
1575	广东省鸿发慈善基金会	2013	2500000.0	2500000.0	0.0	2500000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2504958.05	2100000.0	0.0	404958.05								1575	534400000599633387
1577	广东省麦田教育基金会	2013	8415855.9	8415855.9	6435937.48	1979918.42	0.0	0.0	0.0	51335.77	0	0	0	0	0	0	0	0		6454537.59	6109782.4	200785.52	143969.67								1577	53440000562560667P
1579	广元市教育基金会	2013	3143804.42	3143804.42	3143804.42	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		3190182.0	3159327.0	0.0	30283.0								1579	53510000791818772T
1580	广宁县教育基金会	2013	1196620.77	1196620.77	1196620.77	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		4666040.0	4666040.0	0.0	0.0								1580	53440000762910879L
1584	广州市人口福利基金会	2013	150000.0	150000.0	0.0	150000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		623370.77	555281.57	54889.2	13200.0								1584	53440000517355111F
1586	广州市体育基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		472186.41	410000.0	0.0	62186.41								1586	53440000517361175W
1587	广州市促进文化艺术发展繁荣基金会	2013	1000000.0	1000000.0	0.0	1000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1757439.0	1490000.0	237129.12	30309.88								1587	53440000675211789E
1588	广州市公安民警基金会	2013	64750224.98	64250284.98	64250284.98	0.0	499940.0	499940.0	0.0	0.0	0	0	0	0	0	0	0	0		23591456.2	23360092.82	59550.0	171813.38								1588	53440000517358603N
1590	广州市南山自然科学学术交流基金会	2013	442500.0	442500.0	0.0	442500.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1900165.11	1767573.5	101856.55	30735.06								1590	53440000781193625L
1591	广州市南沙区教育基金会	2013	6864693.0	2884693.0	0.0	2884693.0	3980000.0	3980000.0	0.0	0.0	0	0	0	0	0	0	0	0		9986800.0	9986800.0	0.0	0.0								1591	53440000597437095G
1592	广州市合力科普基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		854384.92	767180.0	57042.76	30162.16								1592	5344000079779592X5
1594	广州市平恩慈善基金会	2013	450000.0	450000.0	450000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		538368.0	532660.0	0.0	5708.0								1594	53440000564506824Y
1596	广州市振兴粤剧基金会	2013	10000.0	10000.0	10000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		6351247.37	5861752.57	221600.0	267894.8								1596	5344000051735512X7
1597	广州市教育基金会	2013	711685.2	711685.2	711685.2	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		4367746.12	3826137.1	60451.83	361607.43								1597	534400005173550749
1598	广州市新塘群众文化基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		3108.0	0.0	0.0	3108.0								1598	53440000557291773M
1599	广州市时代地产公益基金会	2013	32673339.16	32673339.16	0.0	32673339.16	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		24661577.65	23953848.29	0.0	725621.14								1599	53440000799369430P
1600	广州市春雨助学基金会	2013	403000.0	403000.0	203000.0	200000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		822845.5	767560.0	0.0	54583.5								1600	53440000592109826A
1601	广州市残疾人福利基金会	2013	2043725.31	2043725.31	348172.6	1695552.71	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2666688.01	1721399.4	200406.67	744881.94								1601	53440000517355509X
1602	广州市番禺区何贤社会福利基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		525231.0	515188.0	7700.0	2343.0								1602	53440000517367606G
1603	广州市番禺区教育基金会	2013	9143673.0	8986600.0	6750000.0	2236600.0	157073.0	0.0	157073.0	0.0	0	0	0	0	0	0	0	0		9396381.02	9170372.0	144971.52	81037.5								1603	53440000517417001T
1604	广州市番禺区科学技术进步基金会	2013	20000.0	20000.0	0.0	20000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		149332.5	135500.0	0.0	13832.5								1604	53440000721983975B
1605	广州市番禺区见义勇为基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		817246.51	738721.6	0.0	78524.91								1605	534400007314511043
1606	广州市白云区科技进步基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		269546.0	250000.0	0.0	19546.0								1606	53440000517355752Q
1608	广州市禁毒基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2524799.62	2273707.3	138673.04	112419.28								1608	53440000664957403N
1609	广州市科技进步基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		3055688.51	2572760.42	305393.17	177534.92								1609	53440000517356456B
1610	广州市红棉文艺发展基金会	2013	209560.0	209560.0	0.0	209560.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		214207.0	150000.0	0.0	3307.0								1610	534400007629114681
1611	广州市老龄事业发展基金会	2013	1130200.0	1130200.0	0.0	1130200.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		627525.97	562160.57	65188.0	177.4								1611	5344000051735547XD
1612	广州市职工济难基金会	2013	1950476.05	1950476.05	0.0	1950476.05	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		28234111.86	27416096.86	668812.93	149202.07								1612	534400007163067931
1613	广州市花都区教育基金会	2013	397078.0	397078.0	0.0	397078.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		9988021.79	9665995.16	0.0	17533.63								1613	53440000731447199F
1614	广州市见义勇为基金会	2013	2001228.0	2001228.0	2001228.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		5029725.71	4547764.17	239469.31	242492.23								1614	53440000C1490688X2
1615	广州市青少年发展基金会	2013	31241256.07	31241256.07	31241256.07	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		25915838.69	24838368.07	353728.86	717487.76								1615	53440000517355533E
1616	广西医学教育与科学研究发展基金会	2013	300000.0	300000.0	300000.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		145570.72	132272.51	12000.0	1000.21								1616	53450000559419830F
1617	广西华侨爱心基金会	2013	4900282.5	4650000.0	3200.0	4646800.0	250282.5	150282.5	100000.0	0.0	0	0	0	0	0	0	0	0		4243007.64	3954462.8	158180.0	130364.84								1617	534500006927728951
1618	广西华鼎教育基金会	2013	292000.0	292000.0	70000.0	222000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		186866.72	180000.0	0.0	6866.72								1618	5345000006171287XA
1619	广西协力扶助基金会	2013	7053686.51	6782434.0	994900.0	5787534.0	271252.51	125812.81	145439.7	0.0	0	0	0	0	0	0	0	0		5927227.61	5824047.24	80198.0	22982.37								1619	53450000507164848D
1620	广西可高基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1030020.48	1031845.84	0.0	3058.0								1620	534500000617430197
1621	广西吕贻标爱心基金会	2013	10030000.0	10030000.0	0.0	10030000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		418527.08	228515.0	68911.73	14389.0								1621	53450000068894944R
1622	广西启明扶助基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		535784.64	489007.0	18500.0	28277.64								1622	5345000055944573XX
1623	广西和正慈善基金会	2013	1044890.0	1044890.0	1044890.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		886626.68	881642.59	0.0	4984.09								1623	53450000692787843H
1624	广西国海扶贫助学基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		303900.0	303900.0	0.0	0.0								1624	53450000507164821M
1625	广西壮族自治区扶贫基金会	2013	2706940.64	2108193.3	8193.3	2100000.0	598747.34	0.0	598747.34	0.0	0	0	0	0	0	0	0	0		3690032.98	3431518.95	181608.0	54382.55								1625	5345000050716037X8
1626	广西壹方慈善基金会	2013	1611556.8	1611556.8	1050267.0	561289.8	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1193529.38	1060213.44	97584.17	16871.42								1626	53450000059523041C
1627	广西妇女儿童发展基金会	2013	3389580.0	3389580.0	70000.0	3319580.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		2772101.38	2591636.5	59580.7	12814.07								1627	534500005071593959
1628	广西师范大学教育发展基金会	2013	7660294.0	7660294.0	499944.0	7160350.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		7162716.83	7015492.53	70514.0	75405.16								1628	5345000050716483XD
1629	广西帮帮忙教育扶贫基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1825563.57	1659158.0	12375.17	154030.4								1629	53450000507162519X
1630	广西廖荣纳基金会	2013	368864.0	368864.0	0.0	368864.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		574296.3	430570.0	88260.0	55466.3								1630	
1631	广西拥军优属基金会	2013	21583.34	21583.34	21583.34	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		214407.3	200545.0	7958.3	5725.0								1631	534500005718489618
1632	广西李宁基金会	2013	3996708.24	89999.0	0.0	89999.0	3906709.24	0.0	3906709.24	0.0	0	0	0	0	0	0	0	0		3275125.92	2422148.03	337268.51	515709.38								1632	53450000507164813T
1633	广西桂嘉汇青少年儿童救助基金会	2013	2000000.0	2000000.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0		1738045.2	1731000.0	0.0	6800.0								1633	534500005071648643
