ricf_oid_2013	ba_cn	fp_dt	cf_doc	cf_soc	cf_srvc	cf_proc	cf_govc	cf_otca	cf_atci	cf_dopc	cf_stpc	cf_psc	cf_otpc	cf_atco	cf_anc	cf_inc	cf_inrc	cf_assc	cf_oc	cf_itci	cf_aspc	cf_inpc	cf_oinc	cf_tinc	cf_intc	cf_leca	cf_tfc	cf_tfic	cf_bopc	cf_inpc.1	cf_ofc	cf_tfoc	cf_nfl	cf_exch	cf_ninc	ricf_oid	ba_uscc
1302	山东省送温暖工程基金会	2013	200.0	0.0	0.0	0.0	0.0	127619.71	127819.71	1292000.0	0.0	0.0	21805.53	1313805.53	-1185985.82	20000000.0	1508867.34	0.0	0.0	21508867.34	4635.0	20000000.0	0.0	20004635.0	1504232.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1302	53370000MJD6758604
1304	山东省青岛第二中学教育发展基金会	2013	6326999.0	0.0	0.0	0.0	0.0	32943.16	6359942.16	1445042.56	8400.0	0.0	504669.5	1958112.06	4401830.1	0.0	0.0	0.0	0.0	0.0	0.0	6300000.0	0.0	6300000.0	-6300000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1304	53370000MJD6752890
1305	山东省青年创业就业基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1305	53370000MJD6781211
1306	山东省鲁卫预防性病艾滋病基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1306	53370000MJD6765999
1309	山东科技大学教育发展基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1309	53370000MJD675430A
1310	山东英才学院教育发展基金会	2013	7181981.7	0.0	0.0	0.0	0.0	1505962.26	8687943.96	3455314.95	0.0	0.0	1506833.94	4962148.89	3725795.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1310	53370000MJD675465W
1311	山东财经大学教育基金会	2013	7020000.0	0.0	0.0	0.0	0.0	12616.05	7032616.05	1558690.9	0.0	46791.78	327307.86	1932790.54	5099825.51	4130000.0	1317768.87	0.0	0.0	5447768.87	0.0	23130000.0	0.0	23130000.0	-17682231.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1311	53370000MJD675553B
1313	山西省东冶建成教育基金会	2013	0.0	0.0	0.0	0.0	0.0	386.35	386.35	174000.0	0.0	0.0	15484.0	189484.0	-189097.65	0.0	382725.0	0.0	0.0	382725.0	0.0	150000.0	0.0	150000.0	232725.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1313	53140000586172490E
1314	山西省人民教育基金会	2013	3981000.0	0.0	0.0	0.0	0.0	7416431.53	11397431.53	5150882.0	139213.9	0.0	4041803.94	9331899.84	2065531.69	0.0	0.0	0.0	0.0	0.0	10186.0	0.0	0.0	10186.0	-10186.0	0.0	826200.0	826200.0	0.0	0.0	7450.0	7450.0	818750.0	0.0	0	1314	531400007832635519
1315	山西省代县雁门济困助学基金会	2013	0.0	0.0	0.0	0.0	0.0	10312.77	10312.77	2861700.0	71800.0	41570.86	26750.0	3001820.86	-2991508.09	0.0	1500000.0	0.0	0.0	1500000.0	0.0	0.0	0.0	0.0	1500000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1315	53140000597386611N
1317	山西省健康促进基金会	2013	7000000.0	0.0	0.0	0.0	0.0	36307.49	7036307.49	12650.0	0.0	28529.7	0.0	41179.7	6995127.79	0.0	157370.01	0.0	0.0	157370.01	0.0	38421.58	0.0	38421.58	118948.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1317	53140000058854826Y
1318	山西省公安民警抚恤救助基金会	2013	8365716.5	0.0	0.0	0.0	0.0	248888.56	8614605.06	1052000.0	52800.0	0.0	170860.79	1275660.79	7338944.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1318	53140000788532263P
1319	山西省关心下一代事业发展基金会	2013	0.0	0.0	0.0	0.0	0.0	7535.96	7535.96	195971.0	0.0	15650.0	824.0	212445.0	-204909.04	0.0	370000.0	0.0	0.0	370000.0	6850.0	0.0	0.0	6850.0	363150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1319	53140000MJ163205XN
1320	山西省出生缺陷干预救助基金会	2013	300000.0	0.0	0.0	0.0	65526.62	365526.62	1500000.0	76955.0	0.0	97732.43	1674687.43	-1309160.81	0.0	0.0	0.0	0.0	0.0	0.0	12330.0	0.0	0.0	12330.0	-12330.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1320	531400000588670966
1322	山西省华宇慈善基金会	2013	160980.0	0.0	0.0	0.0	0.0	6791600.0	6952580.0	160980.0	0.0	0.0	6793669.17	6954649.17	-2069.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1322	53140000694250783D
1323	山西省华安扶贫基金会	2013	0.0	0.0	0.0	0.0	0.0	10670000.0	10670000.0	4955428.0	250000.0	0.0	5220843.51	10426271.51	243728.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1323	531400005812000930
1324	山西省合创爱心助困基金会	2013	142000.0	0.0	0.0	0.0	0.0	117924.51	259924.51	178600.0	0.0	4124.4	531.0	183255.4	76669.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1324	53140000662390159R
1325	山西省吕梁东江教育基金会	2013	3500000.0	0.0	0.0	0.0	0.0	5748.42	3505748.42	444000.0	15000.0	0.0	5058.0	464058.0	3041690.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1325	
1326	山西省和顺县扶贫基金会	2013	3580000.0	0.0	0.0	0.0	0.0	6860.19	3586860.19	1802559.0	43200.0	132407.47	0.0	1978166.47	1608693.72	0.0	621000.0	0.0	0.0	621000.0	0.0	2000000.0	0.0	2000000.0	-1379000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1326	53140000051995415H
1327	山西省大同市扶贫基金会	2013	100000.0	0.0	0.0	0.0	0.0	6439471.35	6539471.35	6810830.0	60120.0	0.0	85229.7	6956179.7	-416708.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1327	53140000729654340C
1329	山西省妇女儿童发展基金会	2013	10850000.0	0.0	0.0	0.0	0.0	0.0	10850000.0	200000.0	0.0	0.0	0.0	200000.0	10650000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4576.69	4576.69	0.0	0.0	67.1	67.1	4509.59	0.0	0	1329	53140000MJ16325191
1330	山西省姚奠中国学教育基金会	2013	0.0	3242450.0	0.0	0.0	0.0	7208.91	3249658.91	1727770.75	71900.0	0.0	116105.83	1915776.58	1333882.33	0.0	0.0	0.0	0.0	0.0	9586.0	0.0	0.0	9586.0	-9586.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1330	53140000699145333A
1331	山西省孝义市扶贫基金会	2013	822000.0	0.0	0.0	0.0	975000.0	1812669.86	3609669.86	2176300.0	89000.0	133148.25	2500000.0	4898448.25	-1288778.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1331	531400006898756584
1332	山西省岚县民觉教育基金会	2013	1000000.0	0.0	0.0	0.0	0.0	14672.12	1014672.12	1286400.0	0.0	0.0	66887.0	1353287.0	-338614.88	0.0	800000.0	0.0	0.0	800000.0	0.0	0.0	0.0	0.0	800000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1332	531400005684760286
1333	山西省平顺县申纪兰扶贫助教基金会	2013	35000.0	0.0	0.0	0.0	0.0	6406.18	41406.18	34000.0	0.0	0.0	48285.0	82285.0	-40878.82	0.0	180000.0	0.0	0.0	180000.0	0.0	2300000.0	0.0	2300000.0	-2120000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1333	531400006862555416
1334	山西省德盛昌慈善基金会	2013	1115105.0	0.0	0.0	0.0	0.0	36.03	1115141.03	1109790.0	111171.0	0.0	42989.0	1263950.0	-148808.97	100000.0	49000.0	0.0	0.0	149000.0	13680.0	0.0	0.0	13680.0	135320.0	0.0	0.0	0.0	0.0	0.0	43.0	43.0	-43.0	0.0	0	1334	53140000MJ1632412M
1335	山西省恒富助学奖学基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	817800.0	0.0	0.0	1600.0	819400.0	-819400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3261.83	3261.83	0.0	3261.83	3261.83	0.0	0.0	0.0	0.0	3261.83	0.0	0	1335	531400005973765873
1337	山西省振兴京剧基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1337	53140000681934879F
1339	山西省文化发展基金会	2013	1797500.0	0.0	0.0	0.0	0.0	64039.82	1861539.82	2304382.0	356692.0	0.0	491226.27	3152300.27	-1290760.45	2000000.0	289638.33	0.0	0.0	2289638.33	24005.0	0.0	0.0	24005.0	2265633.33	0.0	1500000.0	1500000.0	0.0	0.0	84291.5	84291.5	1415708.5	0.0	0	1339	53140000566314981X
1341	山西省晋中市扶贫基金会	2013	210000.0	0.0	734820.0	0.0	50000.0	972315.85	1967135.85	703492.26	15000.0	0.0	1800000.0	2518492.26	-551356.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1341	5314000079420424XY
1342	山西省晋商文化基金会	2013	3000000.0	0.0	0.0	0.0	0.0	0.0	3000000.0	175500.0	85500.0	3137.6	678735.3	942872.9	2057127.1	0.0	4218082.19	0.0	0.0	4218082.19	0.0	20000000.0	0.0	20000000.0	-15781917.81	0.0	13611.0	13611.0	0.0	0.0	878.9	878.9	12732.1	0.0	0	1342	531400005973736772
1343	山西省晋城市创业就业基金会	2013	3100000.0	0.0	0.0	0.0	0.0	0.0	3100000.0	2850000.0	67520.0	0.0	141651.4	3059171.4	40828.6	0.0	392222.07	0.0	0.0	392222.07	0.0	0.0	2000000.0	2000000.0	-1607777.93	0.0	22004.1	22004.1	0.0	0.0	885.08	885.08	21119.02	0.0	0	1343	53140000597388078Y
1346	山西省残疾人福利基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1346	53140000792203323E
1347	山西省汇丰兴业集团公益基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	650000.0	0.0	0.0	551630.0	1201630.0	-1201630.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5461.19	5461.19	0.0	793.5	0.0	793.5	4667.69	0.0	0	1347	53140000MJ1632359R
1348	山西省汇邦慈善基金会	2013	3711180.0	0.0	0.0	0.0	0.0	96062.51	3807242.51	1278780.0	0.0	0.0	574.58	1279354.58	2527887.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1348	53140000MJ1632439D
1349	山西省汾酒集团公益基金会	2013	6195372.1	0.0	0.0	0.0	0.0	34878.1	6230250.2	8565994.5	42000.0	0.0	369626.84	8977621.34	-2747371.14	0.0	0.0	0.0	0.0	0.0	5599.0	0.0	0.0	5599.0	-5599.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1349	53140000566325082W
1350	山西省潞安扶贫助学基金会	2013	1720000.0	0.0	0.0	0.0	0.0	461620.54	2181620.54	2231250.0	0.0	18670.04	62412.3	2312332.34	-130711.8	10000000.0	830000.0	0.0	0.0	10830000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1350	53140000792234584H
1351	山西省煤炭职业技术教育发展基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1307100.0	102733.7	61921.26	0.0	1471754.96	-1471754.96	0.0	2052316.33	0.0	0.0	2052316.33	0.0	0.0	0.0	2052316.33	0.0	0.0	0.0	0.0	0.0	0.0	542066.92	542066.92	-542066.92	0.0	0	1351	53140000MJ1632113P
1352	山西省社会救助基金会	2013	0.0	0.0	0.0	0.0	0.0	130411.52	130411.52	100000.0	6000.0	47501.44	0.0	153501.44	-23089.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1352	
1354	山西省程海庆教育基金会	2013	0.0	0.0	0.0	0.0	0.0	9916.36	9916.36	558640.0	0.0	43241.0	1154.5	603035.5	-593119.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1354	53140000051966841Y
1355	山西省葵花公益基金会	2013	2112708.3	0.0	0.0	0.0	475000.0	0.0	2587708.3	2122059.87	0.0	0.0	14437.57	2136497.44	451210.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1355	53140000660439086N
1356	山西省西山慈善基金会	2013	2323909.0	0.0	0.0	0.0	0.0	31415.45	2355324.45	4140000.0	0.0	0.0	22567.0	4162567.0	-1807242.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1356	531400006701501399
1357	山西省通力达司法救济基金会	2013	2589718.0	0.0	0.0	0.0	0.0	3968.19	2593686.19	367358.5	9000.0	15462.0	2141168.38	2532988.88	60697.31	0.0	0.0	0.0	0.0	0.0	30530.0	0.0	0.0	30530.0	-30530.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1357	53140000058874800R
1358	山西省阳光教育基金会	2013	0.0	0.0	0.0	0.0	0.0	1945.84	1945.84	30000.0	17000.0	8290.8	219.0	55509.8	-53563.96	0.0	450000.0	0.0	0.0	450000.0	0.0	0.0	0.0	0.0	450000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1358	53140000586174533M
1359	山西省阳泉市矿区特困帮扶基金会	2013	0.0	0.0	0.0	0.0	4130000.0	11826.63	4141826.63	1236717.72	0.0	0.0	2415555.7	3652273.42	489553.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1359	53140000597378136J
1360	山西省青少年发展基金会	2013	11608522.84	0.0	0.0	0.0	0.0	288232.29	11896755.13	12313228.17	36048.0	0.0	244297.79	12593573.96	-696818.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1360	531400005061013947
1362	山西省龙城卫士伤残救助基金会	2013	10000.0	0.0	0.0	0.0	0.0	318156.15	328156.15	256000.0	0.0	0.0	5748.0	261748.0	66408.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1362	53140000597369512A
1363	山西财经大学教育发展基金会	2013	1000000.0	0.0	0.0	0.0	0.0	6402.44	1006402.44	0.0	0.0	0.0	0.0	0.0	1006402.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000000.0	2000000.0	0.0	0.0	0.0	0.0	2000000.0	0.0	0	1363	531400000704812681
1364	岱山县人民教育基金会	2013	5613227.76	0.0	0.0	0.0	0.0	0.0	5613227.76	2229902.72	0.0	0.0	0.0	2229902.72	3383325.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1364	53330000501883868M
1365	岳阳市岳阳楼区教师奖励基金会	2013	953042.0	0.0	0.0	0.0	579797.0	0.0	1532839.0	776259.0	17100.0	0.0	19490.0	812849.0	719990.0	0.0	600000.0	0.0	0.0	600000.0	0.0	1000000.0	0.0	1000000.0	-400000.0	0.0	14329.34	14329.34	0.0	0.0	70.0	70.0	14259.34	0.0	0	1365	53430000770058006R
1366	岳阳市教师奖励基金会	2013	940869.0	0.0	0.0	0.0	500000.0	899000.0	2339869.0	2717516.82	0.0	0.0	117408.92	2834925.74	-495056.74	0.0	1482500.0	0.0	0.0	1482500.0	0.0	1500000.0	0.0	1500000.0	-17500.0	0.0	0.0	0.0	0.0	0.0	4958.0	4958.0	-4958.0	0.0	0	1366	534300007680435699
1367	岳阳市特困家庭大病医疗慈善救助基金会	2013	29952069.0	0.0	0.0	0.0	0.0	527448.0	30479517.0	4635000.0	0.0	0.0	563.5	4635563.5	25843953.5	0.0	0.0	0.0	0.0	0.0	0.0	21000000.0	0.0	21000000.0	-21000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1367	534300006895286640
1368	峨眉山行愿慈善事业基金会	2013	3082770.8	0.0	0.0	0.0	0.0	3644.22	3086415.02	0.0	0.0	0.0	270.0	270.0	3086145.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1368	535100000739646528
1369	崇州市绍生助学基金会	2013	1103000.0	0.0	0.0	0.0	0.0	50350.33	1153350.33	100418.0	0.0	0.0	63613.5	1064031.5	89318.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1992.51	1992.51	-1992.51	0.0	0	1369	535100006969684574
1373	常宁市教育基金会	2013	661243.0	0.0	0.0	0.0	220000.0	274888.4	1156131.4	143000.0	0.0	0.0	746367.0	889367.0	266764.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000000.0	1000000.0	-1000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1373	53430000550739782C
1375	常州信息职业技术学院教育发展基金会	2013	0.0	0.0	0.0	0.0	0.0	4929.88	4929.88	0.0	0.0	0.0	3621.0	3621.0	1308.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1375	53320000509161974D
1376	常州公安大病特困救助基金会	2013	6310000.0	35400.0	0.0	0.0	0.0	0.0	6345400.0	1686200.0	24000.0	5903.0	0.0	1716103.0	4629297.0	10000000.0	350583.33	0.0	0.0	10350583.33	2706.0	17000000.0	0.0	17002706.0	-6652122.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1376	53320000509160621N
1377	常州君合慈善基金会	2013	3000632.4	0.0	0.0	0.0	0.0	2981.23	3003613.63	29000.0	0.0	87520.0	538.0	117058.0	2886555.63	0.0	0.0	0.0	0.0	0.0	0.0	2000000.0	0.0	2000000.0	-2000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1377	533200005091619828
1378	常州大学教育发展基金会	2013	32745868.0	0.0	0.0	0.0	0.0	54756.94	32800624.94	800500.0	0.0	11761.4	0.0	812261.4	31988363.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17502.0	17502.0	-17502.0	0.0	0	1378	53320000509159428A
1379	常州宝林慈善基金会	2013	0.0	0.0	0.0	0.0	0.0	5718.53	5718.53	80000.0	0.0	0.0	125.5	80125.5	-74406.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3000000.0	3000000.0	0.0	0.0	0.0	0.0	3000000.0	0.0	0	1379	53320000509161958P
1380	常州工程职业技术学院教育发展基金会	2013	1393007.41	0.0	0.0	0.0	0.0	57483.21	1450490.62	3459000.0	0.0	8660.5	0.0	3467660.5	-2017169.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1380	533200005091594365
1381	常州市体育发展基金会	2013	0.0	1800000.0	0.0	0.0	0.0	571331.81	2371331.81	0.0	0.0	0.0	2601119.95	2601119.95	-229788.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1381	533200005091591377
1383	常州市戚墅堰区见义勇为基金会	2013	15000.0	0.0	0.0	0.0	0.0	801.77	15801.77	31100.0	57600.0	246168.0	0.0	334868.0	-319066.23	0.0	500000.0	0.0	0.0	500000.0	4100.0	0.0	0.0	4100.0	495900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1383	
1384	常州市教育发展基金会	2013	5401794.5	0.0	0.0	0.0	0.0	172439.97	5574234.47	3800498.0	32000.0	0.0	35288.7	3867786.7	1706447.77	0.0	0.0	0.0	0.0	0.0	960.0	0.0	0.0	960.0	-960.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1384	53320000509161237T
1386	常州市新北区西夏墅慈善基金会	2013	1487600.0	0.0	0.0	0.0	0.0	0.0	1487600.0	1111370.0	0.0	0.0	0.0	1111370.0	376230.0	0.0	551.53	0.0	0.0	551.53	0.0	0.0	0.0	0.0	551.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1386	53320000509161368N
1388	常州市武进区树人教育发展基金会	2013	3550000.0	0.0	0.0	0.0	0.0	8512.16	3558512.16	0.0	0.0	0.0	300192.5	300192.5	3258319.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3000000.0	0.0	3000000.0	3000000.0	0.0	0.0	3000000.0	0.0	0.0	0	1388	533200005091619310
1389	常州市武进区见义勇为基金会	2013	0.0	0.0	0.0	0.0	0.0	1921.74	1921.74	2062157.7	21600.0	0.0	19710.71	2103468.41	-2103468.41	0.0	1843200.0	0.0	0.0	1843200.0	17900.0	0.0	0.0	17900.0	1825300.0	500000.0	0.0	500000.0	200000.0	0.0	0.0	200000.0	300000.0	0.0	0	1389	53320000509172761N
1390	常州市美德基金会	2013	190000.0	0.0	0.0	0.0	4002002.78	0.0	4192002.78	0.0	0.0	0.0	0.0	0.0	4192002.78	0.0	0.0	0.0	38.91	38.91	0.0	0.0	0.0	0.0	38.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1390	53320000509162088Y
1391	常州市见义勇为基金会	2013	61771860.0	0.0	0.0	0.0	0.0	404296.0	62176156.0	7849680.0	192880.0	1937322.13	0.0	9979882.13	52196273.87	80000000.0	6344034.73	0.0	0.0	86344034.73	94828.0	108000000.0	0.0	108094828.0	-21750793.27	0.0	2000.0	2000.0	0.0	0.0	0.0	0.0	2000.0	0.0	0	1391	53320000509171240X
1394	常州轻工职业技术学院教育发展基金会	2013	1645000.0	0.0	0.0	0.0	0.0	3568.25	1648568.25	1087592.0	12000.0	0.0	637.6	1100229.6	548338.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1394	53320000509159778G
1396	常德市教师奖励基金会	2013	2482977.0	0.0	0.0	0.0	5080000.0	0.0	7562977.0	959922.6	0.0	0.0	0.0	959922.6	6603054.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	438505.0	438505.0	-438505.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1396	53430000501424397E
1397	常德市鼎城区教育基金会	2013	5830129.0	0.0	0.0	0.0	2250000.0	17333.71	8097462.71	1245465.0	0.0	0.0	10127657.0	11373122.0	-3275659.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1397	53430000060106288F
1398	常熟市党员关爱暨帮扶困难群众基金会	2013	2618062.6	0.0	0.0	0.0	0.0	4006565.6	6624628.2	6893960.0	12800.0	0.0	227622.5	7134382.5	-509754.3	0.0	0.0	0.0	0.0	0.0	12201.0	0.0	0.0	12201.0	-12201.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1398	53320000509161667L
1400	常熟市残疾人福利基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1400	53320000509159487D
1401	常熟市见义勇为基金会	2013	0.0	0.0	0.0	0.0	519700.0	4674.78	524374.78	802815.0	0.0	0.0	36585.5	839400.5	-315025.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1401	53320000509158361U
1402	常熟振华孝心基金会	2013	42000.0	0.0	0.0	0.0	0.0	250009.77	292009.77	264500.0	28908.99	0.0	360.0	293768.99	-1759.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1402	53320000509160859X
1403	常熟理工学院教育发展基金会	2013	20769801.0	0.0	0.0	0.0	0.0	318336.95	21088137.95	25671230.2	0.0	0.0	24177.0	25695407.2	-4607269.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1403	53320000509159620W
1404	平湖市农业技术推广基金会	2013	174000.0	0.0	0.0	0.0	2915000.0	468394.16	3557394.16	975696.33	53576.37	0.0	63949.2	1093221.9	2464172.26	0.0	0.0	0.0	0.0	0.0	0.0	2300000.0	0.0	2300000.0	-2300000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1404	53330000A933769570
