ricf_oid_2013	ba_cn	fp_dt	cf_doc	cf_soc	cf_srvc	cf_proc	cf_govc	cf_otca	cf_atci	cf_dopc	cf_stpc	cf_psc	cf_otpc	cf_atco	cf_anc	cf_inc	cf_inrc	cf_assc	cf_oc	cf_itci	cf_aspc	cf_inpc	cf_oinc	cf_tinc	cf_intc	cf_leca	cf_tfc	cf_tfic	cf_bopc	cf_inpc.1	cf_ofc	cf_tfoc	cf_nfl	cf_exch	cf_ninc	ricf_oid	ba_uscc
259	中国社会福利基金会	2013	170869013.7	0.0	0.0	0.0	950000.0	4805999.59	176625013.26	126239706.91	9200276.26	0.0	4793466.94	140233450.11	36391563.15	0.0	0.0	0.0	0.0	0.0	719368.8	0.0	0.0	719368.8	-719368.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	259.0	53100000500019795A
260	中国禁毒基金会	2013	8602800.0	0.0	0.0	0.0	0.0	6239565.64	14842365.64	5839719.45	331335.8	0.0	80110.23	6251165.48	8591200.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	260.0	53100000500018688M
261	中国科学技术大学教育基金会	2013	30665412.12	0.0	0.0	0.0	0.0	3554088.07	34219500.19	18794801.06	0.0	0.0	4645649.78	23440450.84	10779049.35	0.0	0.0	0.0	0.0	0.0	353360.0	0.0	0.0	353360.0	-353360.0	0.0	0.0	0.0	0.0	0.0	56580.0	56580.0	-56580.0	0.0	0	261.0	5334000074676594XQ
262	中国科技馆发展基金会	2013	8000000.0	0.0	758000.0	0.0	0.0	711323.97	9469323.97	5841338.29	16300.0	54850.6	140120.03	6052608.92	3416715.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	262.0	531000005000069352
263	中国移动慈善基金会	2013	36000000.0	0.0	0.0	0.0	0.0	0.0	36000000.0	38300000.0	0.0	0.0	10196.0	38310196.0	-2310196.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1086574.96	1086574.96	0.0	0.0	400.0	400.0	1086174.96	0.0	0	263.0	531000005000214654
264	中国红十字基金会	2013	112757837.7	0.0	0.0	0.0	80000000.0	21964723.72	214722561.39	248221907.49	5718298.73	4557664.35	6306354.0	264804224.57	-50081663.18	0.0	0.0	2100.0	0.0	2100.0	380701.3	0.0	0.0	380701.3	-378601.3	0.0	0.0	0.0	0.0	0.0	1006683.97	1006683.97	-1006683.97	0.0	0	264.0	531000005000160090
265	中国经济改革研究基金会	2013	2493000.0	0.0	0.0	0.0	0.0	6872.49	2499872.49	2857756.19	15677.59	0.0	81734.67	2955168.45	-455295.96	2000000.0	1812900.0	0.0	0.0	3812900.0	0.0	0.0	0.0	0.0	3812900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	265.0	531000005000184776
266	中国绿化基金会	2013	109559608.3	0.0	0.0	0.0	7627400.0	5536907.37	122723915.71	128694778.98	2066183.08	2050000.0	1044229.52	133855191.58	-11131275.87	5000000.0	459000.0	0.0	0.0	5459000.0	371661.0	0.0	0.0	371661.0	5087339.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-10712.88	0	266.0	531000005000069277
267	中国绿色碳汇基金会	2013	92765019.36	0.0	760000.0	0.0	1045000.0	6745766.94	101315786.3	108700654.99	1445709.13	0.0	6185574.85	116331938.97	-15016152.67	450230000.0	10439531.46	0.0	0.0	460669531.46	44069.0	445250000.0	0.0	445294069.0	15375462.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	267.0	531000005000218798
268	中国老龄事业发展基金会	2013	64392315.42	0.0	0.0	0.0	950000.0	25616500.45	90958815.87	0.0	1143604.02	985234.28	40816316.18	42945154.48	48013661.39	91052876.71	0.0	0.0	0.0	91052876.71	0.0	500000.0	90000000.0	90500000.0	552876.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	268.0	531000005000081643
269	中国职工发展基金会	2013	300000.0	0.0	0.0	0.0	0.0	622939.06	922939.06	300000.0	0.0	16974.5	0.0	316974.5	605964.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	269.0	53100000500016922F
270	中国肝炎防治基金会	2013	27930142.85	0.0	0.0	0.0	950000.0	135118.09	29015260.94	28476403.21	645850.1	0.0	157269.35	29279522.66	-264261.72	37000000.0	67276.66	0.0	0.0	37067276.66	23662.0	37000000.0	0.0	37023662.0	43614.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3007.54	0	270.0	5310000050001867XM
271	中国航天基金会	2013	1300000.0	0.0	36100000.0	0.0	0.0	118860.13	37518860.13	22890000.0	1039000.0	6494967.98	1634402.27	32058370.25	5460489.88	51700000.0	11263347.63	0.0	0.0	62963347.63	0.0	60000000.0	0.0	60000000.0	2963347.63	0.0	0.0	0.0	0.0	0.0	2749500.0	2749500.0	-2749500.0	0.0	0	271.0	53100000500017546E
272	中国艺术节基金会	2013	1900000.0	0.0	0.0	0.0	0.0	607988.16	2507988.16	0.0	470820.28	703300.42	14181.03	1188301.73	1319686.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	272.0	53100000500007268X
273	中国西部人才开发基金会	2013	24190000.0	0.0	0.0	0.0	570000.0	873383.6	25633383.6	24344175.38	1029217.87	0.0	216483.54	25589876.79	43506.81	0.0	0.0	0.0	0.0	0.0	7370.0	0.0	0.0	7370.0	-7370.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	273.0	53100000500020278U
274	中国金融教育发展基金会	2013	11133061.17	0.0	1981741.0	0.0	0.0	23003.74	13137805.91	11054631.36	1284894.23	0.0	53392.19	12392917.78	744888.13	24000000.0	4278212.1	0.0	0.0	28278212.1	59528.0	46000000.0	0.0	46059528.0	-17781315.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22175.33	0	274.0	53100000500010272H
275	中国青少年发展基金会	2013	474108353.8	0.0	0.0	0.0	0.0	15967400.99	490075754.83	402286679.25	13899214.21	0.0	35177446.19	451363339.65	38712415.18	607601000.0	198805498.38	0.0	0.0	806406498.38	143810042.78	708000000.0	0.0	851810042.78	-45403544.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-346076.17	0	275.0	531000005000074878
276	中国青年创业就业基金会	2013	144638988.0	0.0	0.0	0.0	0.0	1816175.39	146455163.41	77594423.8	920505.31	0.0	8853930.16	87368859.27	59086304.14	130000000.0	15312406.24	0.0	0.0	145312406.24	253830.7	30000000.0	0.0	30253830.7	115058575.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	276.0	53100000500020294H
277	中国预防性病艾滋病基金会	2013	8797339.21	0.0	0.0	0.0	0.0	474353.41	9271692.62	10387076.36	916474.24	0.0	366729.45	11670280.05	-2398587.43	25000000.0	1045524.65	0.0	0.0	26045524.65	7190.0	0.0	0.0	7190.0	26038334.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	277.0	531000005000094827
278	中国马克思主义研究基金会	2013	6900000.0	0.0	0.0	0.0	0.0	1651021.7	8551021.7	3864428.16	396004.25	123535.19	176347.23	4560314.83	3990706.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	278.0	53100000500714245N
279	中央财经大学教育基金会	2013	10281465.67	0.0	0.0	0.0	603964.0	0.0	10885429.67	11099189.58	23783.0	449427.91	335251.52	11907652.01	-1022222.34	0.0	2710283.44	0.0	0.0	2710283.44	0.0	0.0	0.0	0.0	2710283.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	279.0	53100000500021617G
281	中方县康龙助学基金会	2013	0.0	0.0	0.0	0.0	0.0	6173872.21	6173872.21	128900.0	19800.0	1606.5	0.0	150306.5	6023565.71	0.0	201062.68	0.0	0.0	201062.68	0.0	6200000.0	0.0	6200000.0	-5998937.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	281.0	53430000597573177T
282	中社社会工作发展基金会	2013	25271503.65	0.0	654.0	0.0	0.0	3251092.19	28523249.84	7142324.76	329718.69	0.0	245991.77	7718035.22	20805214.62	0.0	0.0	0.0	0.0	0.0	63680.0	0.0	0.0	63680.0	-63680.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-104.21	0	282.0	53100000717829000A
283	中科院研究生教育基金会	2013	13156682.98	0.0	0.0	0.0	0.0	109781.39	13266464.37	10268310.09	68151.9	5600.0	77763.54	10419825.53	2846638.84	14139090.7	0.0	0.0	0.0	14139090.7	0.0	17490680.47	0.0	17490680.47	-3351589.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	283.0	531000005000215960
284	中远慈善基金会	2013	56324238.06	0.0	0.0	0.0	950000.0	1031312.25	58305550.31	33487717.5	102000.0	0.0	3816312.96	37406030.46	20899519.85	577320110.35	12655813.59	0.0	0.0	589975923.94	0.0	662057797.26	0.0	662057797.26	-72081873.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	284.0	53100000500019947N
286	临安市见义勇为奖励基金会	2013	660000.0	0.0	0.0	0.0	0.0	0.0	660000.0	190561.0	0.0	0.0	3263.9	193824.9	466175.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4980.92	4980.92	0.0	0.0	0.0	0.0	4980.92	0.0	0	286.0	53330000774388299Q
287	临沂市见义勇为基金会	2013	1300000.0	0.0	0.0	0.0	0.0	34214.35	1334214.35	331500.0	47236.58	1505671.0	9462.0	1893869.58	-559655.23	12000000.0	710712.1	0.0	0.0	12710712.1	19248.0	14000000.0	0.0	14019248.0	-1308535.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	287.0	53370000MJD676257X
289	临高县教育基金会	2013	6295504.4	0.0	0.0	0.0	407500.0	158490.39	6861494.79	1191300.0	39080.0	0.0	98582.08	1328962.08	5532532.71	0.0	0.0	0.0	0.0	0.0	0.0	3958.0	0.0	3958.0	-3958.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	289.0	534600007742929081
290	丹东市公安民警救助基金会	2013	1240000.0	0.0	0.0	0.0	0.0	79614.86	1319614.86	1905550.0	35400.0	27915.0	71.8	1968936.8	-649321.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	290.0	532100006994174238
291	丹阳市见义勇为基金会	2013	52000.0	0.0	0.0	0.0	0.0	0.0	52000.0	1844768.55	10700.0	0.0	60991.2	1916459.75	-1864459.75	0.0	0.0	0.0	704832.88	704832.88	0.0	0.0	0.0	0.0	704832.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	291.0	5332000050915802XD
292	丽水学院教育基金会	2013	2000000.0	0.0	0.0	0.0	0.0	2003.03	2002003.03	0.0	0.0	0.0	0.0	0.0	2002003.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	292.0	53330000A93376914J
293	丽水市人民教育基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	293.0	53330000780475698T
294	丽水市莲都区人民教育基金会	2013	146600.0	0.0	0.0	0.0	0.0	150053.06	296653.06	308100.0	21000.0	0.0	5695.0	334795.0	-38141.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	294.0	53330000501872659D
296	乌兰察布市教育发展基金会	2013	1000500.0	0.0	0.0	0.0	0.0	0.0	1000500.0	2000000.0	0.0	0.0	0.0	2000000.0	-999500.0	0.0	0.0	0.0	1243.09	1243.09	0.0	0.0	654.0	654.0	589.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	296.0	53150000061621505H
298	乌兰浩特市城乡困难群众大病医疗救助基金会	2013	20000.0	0.0	0.0	0.0	2380000.0	24649.11	2424649.11	1331716.0	0.0	0.0	687.5	1332403.5	1092245.61	19700000.0	1416070.39	0.0	0.0	21116070.39	0.0	22800000.0	0.0	22800000.0	-1683929.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	298.0	53152200573263318X
299	乌兰浩特市扶贫基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	299.0	531500000755747971
300	乐山市关心下一代基金会	2013	36153.0	0.0	0.0	0.0	500000.0	0.0	0.0	536153.0	36153.0	0.0	0.0	36153.0	500000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15975.0	15975.0	0.0	0.0	24.0	24.0	15951.0	0.0	0	300.0	5351000006032850XT
301	乐山市教育基金会	2013	41614383.2	0.0	0.0	0.0	20000.0	1165091.76	42799474.96	23230544.2	77728.0	0.0	2426253.29	25734525.49	17064949.49	0.0	0.0	0.0	0.0	0.0	12890.0	0.0	0.0	12890.0	-12890.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	301.0	53510000504650568A
302	乐清市社会组织发展基金会	2013	0.0	0.0	0.0	0.0	0.0	18227.55	18227.55	309700.0	0.0	2040.0	0.0	311740.0	-293512.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	302.0	53330000A93376279G
303	乐至县教育基金会	2013	934000.0	0.0	0.0	0.0	0.0	102056.82	1036056.82	1198570.0	0.0	0.0	23479.0	1222049.0	-185992.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	303.0	535100005228075494
304	九江市兆龙教育基金会	2013	0.0	0.0	0.0	0.0	0.0	905.3	905.3	169540.0	28500.0	0.0	15803.0	213843.0	-212937.7	0.0	225000.0	0.0	0.0	225000.0	0.0	0.0	0.0	0.0	225000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	304.0	53360000792815784R
305	九江市教育基金会	2013	18054900.0	0.0	0.0	0.0	0.0	475135.48	18530035.48	11367118.12	64800.0	0.0	101114.7	11533032.82	6997002.66	0.0	0.0	0.0	0.0	0.0	11240.0	0.0	0.0	11240.0	-11240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	305.0	53360000563835343L
306	九江银行敬老爱幼慈善基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	306.0	53360000079041293Q
307	云南三益文化国防基金会	2013	1120174.0	0.0	0.0	0.0	0.0	4149.92	1124323.92	1187801.32	0.0	0.0	804511.68	1992313.0	-867989.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	307.0	535300005501068892
308	云南东陆教育发展基金会	2013	150000.0	0.0	0.0	0.0	0.0	20000.0	170000.0	0.0	0.0	0.0	51591.0	51591.0	118409.0	0.0	0.0	0.0	2000000.0	2000000.0	0.0	0.0	0.0	0.0	2000000.0	0.0	23749.25	23749.25	0.0	0.0	0.0	0.0	23749.25	0.0	0	308.0	53530000059491959W
309	云南中美二战国际友谊基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000500.0	107127.88	7200.0	15039.5	10129867.38	-10129867.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3381.26	3381.26	0.0	0.0	501.2	501.2	2880.06	0.0	0	309.0	5353000079723863X2
311	云南华商公益基金会	2013	4958867.19	0.0	0.0	0.0	0.0	26133.22	4985000.41	5950168.91	133715.54	3811.3	183787.52	6271483.27	-1286482.86	0.0	300000.0	0.0	0.0	300000.0	0.0	0.0	0.0	0.0	300000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	311.0	53530000574651291L
312	云南厚德教育基金会	2013	2000000.0	0.0	0.0	0.0	0.0	4972.81	2004972.81	40000.0	2444.55	12542.96	2359.0	57346.51	1947626.3	0.0	58300.0	0.0	0.0	58300.0	0.0	0.0	0.0	0.0	58300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	312.0	53530000067124876D
313	云南同行公益基金会	2013	4100000.0	0.0	0.0	0.0	0.0	0.0	4100000.0	94200.0	13000.0	0.0	3674.0	110874.0	3989126.0	0.0	0.0	0.0	0.0	0.0	3280.0	3000000.0	0.0	3003280.0	-3003280.0	0.0	11180.56	11180.56	0.0	0.0	0.0	0.0	11180.56	0.0	0	313.0	5353000006983576XB
314	云南君仁博爱基金会	2013	457422.0	0.0	0.0	0.0	0.0	1304221.91	1761643.91	601200.0	57600.0	0.0	700.0	659500.0	1102143.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	314.0	5353000056880540XF
315	云南启晨生命生存生活教育基金会	2013	0.0	750000.0	0.0	0.0	0.0	1898837.08	2648837.08	1242722.17	1374785.92	135403.2	1297422.15	4050333.44	-1401496.36	0.0	0.0	0.0	0.0	0.0	115741.3	0.0	0.0	115741.3	-115741.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	315.0	5353000057980359X8
316	云南启航教育基金会	2013	11000000.0	0.0	0.0	0.0	0.0	2109.69	11002109.69	5500000.0	0.0	0.0	4661.8	5504661.8	5497447.89	23000000.0	8094.24	0.0	0.0	23008094.24	8980.0	28500000.0	0.0	28508980.0	-5500885.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	316.0	53530000072459742E
317	云南和谊公益基金会	2013	150000.0	5500000.0	0.0	0.0	0.0	2645.96	5652645.96	1500000.0	0.0	0.0	11202.5	1511202.5	4141443.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2950000.0	2950000.0	-2950000.0	0.0	0	317.0	53530000075259738D
318	云南国际文化交流基金会	2013	400000.0	0.0	0.0	0.0	0.0	0.0	400000.0	0.0	0.0	0.0	0.0	0.0	400000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	318.0	535300005183751734
319	云南士恒教育基金会	2013	2090260.0	0.0	0.0	0.0	0.0	3284.84	2093544.84	823345.4	0.0	0.0	1186781.6	2010127.0	83417.84	0.0	0.0	0.0	0.0	0.0	1720.0	0.0	0.0	1720.0	-1720.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	319.0	5353000069569196XL
320	云南大理白族自治州扶贫基金会	2013	557900.0	0.0	0.0	0.0	165000.0	323599.02	1046499.02	663052.1	67040.0	0.0	29310.31	759402.41	287096.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13175.0	13175.0	-13175.0	0.0	0	320.0	535300005183609671
321	云南大益爱心基金会	2013	27984790.1	0.0	0.0	0.0	0.0	499052.89	28483842.99	4554107.26	109269.57	0.0	0.0	4663376.83	23820466.16	7118298.34	0.0	0.0	0.0	7118298.34	0.0	0.0	0.0	0.0	7118298.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	321.0	53530000668269448R
322	云南孝尊教育基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132087.1	74880.0	0.0	31600.0	238567.1	-238567.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	322.0	53530000052224583M
323	云南宝华福田慈善基金会	2013	320100.0	0.0	0.0	0.0	0.0	0.0	320100.0	300000.0	0.0	4689.2	0.0	304689.2	15410.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	717.2	717.2	0.0	0.0	0.0	0.0	717.2	0.0	0	323.0	53530000069827903N
324	云南慧邦尼公益基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49200.0	0.0	647.0	0.0	49847.0	-49847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000000.0	2000000.0	-2000000.0	73295.0	2000000.0	2073295.0	0.0	0.0	0.0	0.0	2073295.0	0.0	0	324.0	5353000008044783X6
325	云南振英润云公益基金会	2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000000.0	2000000.0	0.0	0.0	0.0	0.0	2000000.0	0.0	0	325.0	53530000086384331Y
326	云南教育基金会	2013	15889700.0	0.0	0.0	0.0	1000000.0	77047.46	16966747.46	16272765.4	97040.0	170045.37	333569.79	16873420.56	93326.9	17000000.0	1988944.52	0.0	0.0	18988944.52	0.0	30000000.0	0.0	30000000.0	-11011055.48	0.0	0.0	0.0	0.0	0.0	93400.0	93400.0	-93400.0	0.0	0	326.0	53530000518360086W
327	云南民族文化发展基金会	2013	3029052.82	0.0	0.0	0.0	0.0	1929654.6	4958707.42	4863388.7	105152.0	0.0	282176.91	5250717.61	-292010.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9779.65	0.0	9779.65	0.0	0.0	0.0	0.0	9779.65	0.0	0	327.0	5353000051836030XW
328	云南民间国际友好交流基金会	2013	0.0	0.0	0.0	0.0	4000000.0	0.0	4000000.0	0.0	0.0	0.0	0.0	0.0	4000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	328.0	53530000086368374R
330	云南滇池保护治理基金会	2013	80000.0	0.0	0.0	0.0	0.0	507148.96	587148.96	0.0	147922.56	0.0	3056784.4	3204706.96	-2617558.0	0.0	0.0	0.0	0.0	0.0	67794.0	0.0	0.0	67794.0	-67794.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	330.0	53530000552724146R
331	云南省俊发教育扶贫基金会	2013	3205910.0	0.0	0.0	0.0	0.0	1150000.0	4355910.0	6698597.52	0.0	0.0	16076.15	6714673.67	-2358763.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	331.0	53530000662605308R
332	云南省公安民警英烈基金会	2013	5787140.0	0.0	0.0	0.0	0.0	62179.03	5849319.03	3690000.0	0.0	2991.0	719116.55	4412107.55	1437211.48	11000000.0	8100000.0	0.0	0.0	19100000.0	0.0	0.0	0.0	0.0	19100000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	332.0	53530000778570960B
333	云南省关心下一代基金会	2013	1120174.0	0.0	0.0	0.0	0.0	4149.92	1124323.92	1187801.32	0.0	0.0	804511.68	1992313.0	-867989.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	333.0	535300005873667640
334	云南省医疗扶贫基金会	2013	3555000.0	0.0	0.0	0.0	0.0	3555000.0	7110000.0	0.0	331299.0	0.0	3258657.46	3589956.46	3520043.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	334.0	5353000069568214XL
335	云南省妇女儿童发展基金会	2013	2971849.41	0.0	0.0	0.0	0.0	1429962.3	4401811.71	2019078.47	23600.0	6220.0	477394.81	2526293.28	1875518.43	4000000.0	0.0	0.0	0.0	4000000.0	0.0	5000000.0	0.0	5000000.0	-1000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	335.0	53530000K3764469X9
336	云南省工业人才发展基金会	2013	600000.0	0.0	0.0	0.0	0.0	0.0	600000.0	0.0	63600.0	11534.0	44675.28	119809.28	480190.72	0.0	0.0	0.0	0.0	0.0	34850.0	0.0	0.0	34850.0	-34850.0	0.0	452738.76	452738.76	0.0	0.0	0.0	0.0	452738.76	0.0	0	336.0	53530000064257278E
337	云南省扶贫基金会	2013	8396320.28	0.0	0.0	0.0	0.0	326148.68	8722468.96	7640490.28	169760.0	84377.97	196787.99	8091416.24	631052.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	337.0	535300005183588240
338	云南省普洱市教育基金会	2013	621000.0	0.0	0.0	0.0	600000.0	31097.79	1252097.79	1734000.0	0.0	0.0	14185.2	1748185.2	-496087.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	338.0	535300006787308751
339	云南省杨善洲绿化基金会	2013	864912.4	0.0	0.0	0.0	0.0	340200.54	1205112.94	787805.98	64800.0	175540.4	80618.92	1108765.3	96347.64	0.0	0.0	0.0	0.0	0.0	1280.0	0.0	0.0	1280.0	-1280.0	0.0	0.0	0.0	0.0	0.0	45292.0	45292.0	-45292.0	0.0	0	339.0	5353000057467379XM
340	云南省残疾人福利基金会	2013	39725.0	0.0	0.0	0.0	200000.0	318479.3	558204.3	318681.4	0.0	9200.0	224180.43	552061.83	6142.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	340.0	53530000518359931L
341	云南省法律援助基金会	2013	29850.0	0.0	0.0	0.0	0.0	308898.64	338748.64	500000.0	0.0	3972.9	341809.17	845782.07	-507033.43	0.0	0.0	0.0	0.0	0.0	300.0	0.0	0.0	300.0	-300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	341.0	535300006956836360
342	云南省泸商长江公益基金会	2013	0.0	0.0	0.0	0.0	0.0	11100.0	11100.0	0.0	5000.0	0.0	1000.0	6000.0	5100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000000.0	2000000.0	0.0	0.0	0.0	0.0	2000000.0	0.0	0	342.0	53530000083273847T
