机构ID	机构名称	报表时间	接受捐赠收到的现金	收取会员费收到的现金	提供服务收到的现金	销售商品收到的现金	政府补贴收到的现金	收到的与其他业务活动有关的现金	业务活动现金流入小计	提供捐赠或者资助支付的现金	支付给员工以及为员工支付的现金	购买商品接受服务支付的现金	支付的其他与业务活动有关的现金	业务活动现金流出小计	业务活动产生的现金净流量	收回投资所收到的现金	取得投资收益所收到的现金	处置固定资产和无形资产所收回的现金	收到的其他与投资有关的现金	投资活动现金流入小计	购建固定资产和无形资产所支付的现金	对外投资所支付的现金	支付的其他与投资活动有关的现金	投资活动现金流出小计	投资活动产生的现金流量净额	借款所收到的现金	收到的其他与筹资活动有关的现金	筹资活动现金流入小计	偿还借款所支付的现金	偿还利息所支付的现金	支付的其他与筹资活动有关的现金	筹资活动现金流出小计	筹措活动产生的现金流量净额	汇率变动对现金的影响	现金及现金等价物净增加额
ricf_oid	ba_cn	fp_dt	cf_doc	cf_soc	cf_srvc	cf_proc	cf_govc	cf_otca	cf_atci	cf_dopc	cf_stpc	cf_psc	cf_otpc	cf_atco	cf_anc	cf_inc	cf_inrc	cf_assc	cf_oc	cf_itci	cf_aspc	cf_inpc	cf_oinc	cf_tinc	cf_intc	cf_leca	cf_tfc	cf_tfic	cf_bopc	cf_inpc	cf_ofc	cf_tfoc	cf_nfl	cf_exch	cf_ninc
86	上海市老年基金会	2013	54291874.39	0	0	0	46463355.5	3859200.86	104614430.75 	92133021.05 	1886657.38	0	1624260.43 	95643938.86 	8970491.89 	118000000.00 	10649819.17 	0	0	128649819.17 	173181.00 	0.00 	0.00 	173181.00 	128476638.17 	0	0	0	0	0	50032.92 	50032.92 	-50032.92 	0	0
87	上海市职工帮困基金会	2013	3403997.18	0	0	0	28020000	6474078.98	37898076.16 	26457021.00 	0	0	5926967.94 	32383988.94 	5514087.22 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
88	上海市自然与健康基金会	2013	24129	0	0	0	0	6322.78	30451.78 	872270.00 	81808	0	18457.94 	972535.94 	-942084.16 	206784.16 	0.00 	0	14590	221374.16 	0.00 	0.00 	0.00 	0.00 	221374.16 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
89	上海市虹口区教育基金会	2013	0	0	72000	0	0	382364.73	454364.73 	222110.00 	0	19466.2	321300.00 	562876.20 	-108511.47 	0.00 	55608.00 	0	0	55608.00 	0.00 	0.00 	0.00 	0.00 	55608.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
90	上海市长宁区教育基金会	2013	2777533.58	0	0	0	5000000	265735.11	8043268.69 	0.00 	75120	136168.83	3189124.80 	3400413.63 	4642855.06 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
91	上海市闵行区中小幼教师奖励基金会	2013	1140000	0	0	0	0	2484540.31	3624540.31 	0.00 	5500	0	3988710.54 	3994210.54 	-369670.23 	10000000.00 	838191.76 	0	0	10838191.76 	4199.00 	0.00 	11000000.00 	11004199.00 	-166007.24 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
92	上海市闸北区教育基金会	2013	0	0	0	0	0	376698.51	376698.51 	0.00 	71737	0	428565.00 	500302.00 	-123603.49 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
93	上海市防癌抗癌事业发展基金会	2013	171000	0	0	0	0	109603.21	280603.21 	0.00 	57600	0	447317.10 	504917.10 	-224313.89 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
94	上海市青少年发展基金会	2013	36008565.09	0	0	0	0	1000585.7	37009150.79 	18272222.42 	0	0	766062.62 	19038285.04 	17970865.75 	99000000.00 	1468279.80 	0	0	100468279.80 	0.00 	99000000.00 	0.00 	99000000.00 	1468279.80 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
95	上海市青年创业就业基金会	2013	721031.8	0	0	0	0	62718.59	783750.39 	714106.00 	0	14400	30405.77 	758911.77 	24838.62 	71000000.00 	506279.44 	0	0	71506279.44 	0.00 	76000000.00 	0.00 	76000000.00 	-4493720.56 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
96	上海市青浦区教育基金会	2013	2373000	0	5207165	0	0	1124258.66	8704423.66 	4505450.00 	148800	0	2603574.10 	7257824.10 	1446599.56 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
97	上海市静安区教育基金会	2013	0	0	0	0	0	857709.24	857709.24 	0.00 	0	7350	567517.18 	574867.18 	282842.06 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
98	上海市黄浦区教育基金会	2013	0	0	0	0	0	310032.91	310032.91 	6336316.40 	0	0	338874.62 	6675191.02 	-6365158.11 	60000000.00 	3221548.69 	0	0	63221548.69 	0.00 	50000000.00 	0.00 	50000000.00 	13221548.69 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
99	上海师范大学教育发展基金会	2013	6472751.17	0	63797	0	0	0	6536548.17 	0.00 	62339.1	3006318.28	32000.00 	3100657.38 	3435890.79 	0.00 	133520.56 	0	0	133520.56 	0.00 	8000000.00 	0.00 	8000000.00 	-7866479.44 	0	296125.72	296125.72	0	0	37443.75 	37443.75 	258681.97 	0	0
100	上海应用技术学院教育发展基金会	2013	2115000	0	0	0	0	0	2115000.00 	30000.00 	0	5292.5	0.00 	35292.50 	2079707.50 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	105643.62	105643.62	0	0	718.00 	718.00 	104925.62 	0	0
101	上海志成公益基金会	2013	2000000	0	0	0	0	5480.85	2005480.85 	100000.00 	0	0	210.00 	100210.00 	1905270.85 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
102	上海思麦公益基金会	2013	1459060.31	0	0	0	0	111440.61	1570500.92 	875499.35 	161657.4	0	9278.07 	1046434.82 	524066.10 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
103	上海恩德公益基金会	2013	4001000	0	0	0	0	16497.02	4017497.02 	1064239.00 	0	0	33570.50 	1097809.50 	2919687.52 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
104	上海慈慧公益基金会	2013	7736450.62	0	0	0	0	1002001.69	8738452.31 	4407095.89 	398782.71	0	76743.67 	4882622.27 	3855830.04 	25900000.00 	248981.91 	0	0	26148981.91 	1260.00 	30100000.00 	0.00 	30101260.00 	-3952278.09 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
105	上海慈源爱心基金会	2013	160000	0	0	0	0	9.08	160009.08 	160000.00 	0	0	3180.00 	163180.00 	-3170.92 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
106	上海文化发展基金会	2013	23884005	0	0	0	74353750	6960777.8	105198532.80 	90764638.78 	2126069.8	1439539.7	5973574.13 	100303822.41 	4894710.39 	0.00 	0.00 	520	0	520.00 	434217.00 	0.00 	0.00 	434217.00 	-433697.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
107	上海文学发展基金会	2013	789000	0	0	0	0	230757.22	1019757.22 	909854.58 	67800	0	29389.78 	1007044.36 	12712.86 	3185953.50 	762137.06 	0	0	3948090.56 	0.00 	3549785.20 	0.00 	3549785.20 	398305.36 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
109	上海新建桥老龄事业发展基金会	2013	1061185	0	0	0	0	172916.75	1234101.75 	312598.00 	0	0	50518.00 	363116.00 	870985.75 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
110	上海新泰高新技术研究与发展基金会	2013	0	0	0	0	0	374307.58	374307.58 	1300000.00 	39600	0	77432.85 	1417032.85 	-1042725.27 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
111	上海明德公益基金会	2013	56313.7	0	0	0	0	343544.54	399858.24 	106500.00 	80654	35075.36	78443.65 	300673.01 	99185.23 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	59394.54	59394.54	0	0	1621.50 	1621.50 	57773.04 	0	0
112	上海曙光中医药研究发展基金会	2013	2182500	0	0	0	0	54176.73	2236676.73 	0.00 	24000	22239.4	1016197.59 	1062436.99 	1174239.74 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
114	上海木兰教育基金会	2013	4008	0	0	0	0	323298.11	327306.11 	252000.00 	20575.1	7486.9	0.00 	280062.00 	47244.11 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
115	上海民建扶帮公益基金会	2013	13777522	0	0	0	0	0	13777522.00 	9791274.70 	0	0	39508.20 	9830782.90 	3946739.10 	0.00 	108269.94 	114000	0	222269.94 	0.00 	3484881.18 	0.00 	3484881.18 	-3262611.24 	0	35382.94	35382.94	0	0	183.00 	183.00 	35199.94 	0	0
116	上海民生公益基金会	2013	3060725.25	0	0	0	0	131703.17	3192428.42 	2206242.40 	17600	13218	653413.95 	2890474.35 	301954.07 	20087658.96 	956715.12 	0	0	21044374.08 	3300.00 	0.00 	14880000.00 	14883300.00 	6161074.08 	2900000	0	2900000	9060660	364899.2	0.00 	9425559.20 	-6525559.20 	0	0
117	上海民生艺术基金会	2013	112000000	0	0	0	0	0	112000000.00 	37680000.00 	114460	0	23515.02 	37817975.02 	74182024.98 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
118	上海水资源保护基金会	2013	2511520.54	0	0	0	0	10946.55	2522467.09 	139633.50 	228778.2	0	347142.32 	715554.02 	1806913.07 	0.00 	0.00 	0	0	0.00 	3000.00 	0.00 	0.00 	3000.00 	-3000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
119	上海汇添富公益基金会	2013	4447519.21	0	0	0	0	14234.46	4461753.67 	2505940.30 	0	0	208778.60 	2714718.90 	1747034.77 	12617178.08 	934490.33 	0	0	13551668.41 	0.00 	6000000.00 	0.00 	6000000.00 	7551668.41 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
121	上海汤臣慈善基金会	2013	2700000	0	0	0	0	4126.38	2704126.38 	475000.00 	0	0	1243590.40 	1718590.40 	985535.98 	0.00 	0.00 	0	0	0.00 	0.00 	1700000.00 	0.00 	1700000.00 	-1700000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
122	上海汽车工业教育基金会	2013	0	0	0	0	0	0	0.00 	1259664.74 	100000	52209.43	235461.00 	1647335.17 	-1647335.17 	0.00 	1840300.00 	0	11171.44	1851471.44 	20889.00 	0.00 	0.00 	20889.00 	1830582.44 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
123	上海汽车工业科技发展基金会	2013	0	0	0	0	0	207709.15	207709.15 	0.00 	16800	89460.2	3102720.00 	3208980.20 	-3001271.05 	0.00 	3494385.25 	0	0	3494385.25 	0.00 	0.00 	0.00 	0.00 	3494385.25 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
124	上海沪利历史建筑和都市改造基金会	2013	0	0	0	0	0	1000.82	1000.82 	0.00 	0	0	87219.70 	87219.70 	-86218.88 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
125	上海浦东新区社会发展基金会	2013	15430674.6	0	0	0	0	498555.56	15929230.16 	15316649.70 	577876.23	0	319810.46 	16214336.39 	-285106.23 	18927825.28 	2119070.91 	2003212.7	0	23050108.89 	3750.00 	0.00 	24000000.00 	24003750.00 	-953641.11 	0	2724413.68	2724413.68	0	0	62094.70 	62094.70 	2662318.98 	0	0
126	上海浦发公益基金会	2013	1179000	0	0	0	0	105831.71	1284831.71 	2378759.50 	23160	0	557027.55 	2958947.05 	-1674115.34 	59015710.00 	1683834.31 	0	0	60699544.31 	4599.90 	56915710.00 	0.00 	56920309.90 	3779234.41 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
127	上海海事大学教育发展基金会	2013	2489769.12	0	0	0	0	35050.48	2524819.60 	550000.00 	0	0	4421.50 	554421.50 	1970398.10 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
128	上海海洋大学教育发展基金会	2013	3601468.7	0	0	0	0	20634.19	3622102.89 	990000.00 	0	0	7164.00 	997164.00 	2624938.89 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
129	上海淑德公益基金会	2013	600000	0	0	0	0	0	600000.00 	50467.00 	0	0	9230.60 	59697.60 	540302.40 	0.00 	30701.69 	0	0	30701.69 	0.00 	0.00 	0.00 	0.00 	30701.69 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
130	上海特殊关爱基金会	2013	1700313.96	0	0	0	0	21127.1	1721441.06 	2306381.45 	147805	1439150	18434.80 	3911771.25 	-2190330.19 	2000000.00 	0.00 	0	0	2000000.00 	0.00 	0.00 	0.00 	0.00 	2000000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
131	上海现代服务业发展研究基金会	2013	8879739.3	540000	0	0	0	1772500.61	11192239.91 	4952142.19 	0	28859.7	1020000.00 	6001001.89 	5191238.02 	0.00 	0.00 	0	0	0.00 	0.00 	4720000.00 	0.00 	4720000.00 	-4720000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
132	上海理工大学教育发展基金会	2013	3091848.2	0	0	0	0	0	3091848.20 	1871616.60 	0	0	16560.00 	1888176.60 	1203671.60 	44160000.00 	315492.54 	0	0	44475492.54 	0.00 	45925000.00 	0.00 	45925000.00 	-1449507.46 	0	82555.12	82555.12	0	0	0.00 	0.00 	82555.12 	0	0
133	上海电力学院教育发展基金会	2013	1132507.76	0	0	0	0	170137.89	1302645.65 	1197509.00 	12000	0	0.00 	1209509.00 	93136.65 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
134	上海百马慈善基金会	2013	500000	0	0	0	0	0	500000.00 	38900.00 	44563.6	0	242823.53 	326287.13 	173712.87 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	41.37	41.37	0	0	526.30 	526.30 	-484.93 	0	0
135	上海盛立公益基金会	2013	551747.5	13500	207705.9	0	0	6829.76	779783.16 	230000.00 	0	0	62798.56 	292798.56 	486984.60 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
136	上海真爱梦想公益基金会	2013	57524631.94	0	0	0	455000	-6201.6	57973430.34 	33413973.81 	2434138.33	0	884379.06 	36732491.20 	21240939.14 	217162276.40 	8400.01 	0	0	217170676.41 	54260.00 	231134931.46 	0.00 	231189191.46 	-14018515.05 	0	0	0	0	0	819238.69 	819238.69 	-819238.69 	0	0
137	上海科技发展基金会	2013	636000	0	9877433	0	0	42416.76	10555849.76 	22137494.20 	466362.9	0	583203.17 	23187060.27 	-12631210.51 	0.00 	22993475.00 	0	0	22993475.00 	36107.00 	0.00 	0.00 	36107.00 	22957368.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
138	上海科普教育发展基金会	2013	2421519.8	0	0	0	0	0	2421519.80 	1851957.20 	147440	5601583.35	52466.25 	7653446.80 	-5231927.00 	40000000.00 	11079264.71 	0	0	51079264.71 	0.00 	0.00 	0.00 	0.00 	51079264.71 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
139	上海立信会计学院潘序伦教育发展基金会	2013	256200	0	0	0	0	4910.29	261110.29 	200025.00 	0	0	2051.00 	202076.00 	59034.29 	0.00 	0.00 	0	0	0.00 	0.00 	4000000.00 	0.00 	4000000.00 	-4000000.00 	0	2000000	2000000	0	0	0.00 	0.00 	2000000.00 	0	0
140	上海第一财经公益基金会	2013	2034794	0	0	0	0	7156.52	2041950.52 	0.00 	0	0	30.00 	30.00 	2041920.52 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
141	上海美丽心灵社区公益基金会	2013	90821.73	0	0	0	0	1500000	1590821.73 	647641.98 	154119.4	0	0.00 	801761.38 	789060.35 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
142	上海联劝公益基金会	2013	25034657.26	0	86000	0	615300.9	375128.91	26111087.07 	19327676.67 	1336404.8	0	694474.78 	21358556.25 	4752530.82 	0.00 	0.00 	0	0	0.00 	46681.00 	8000000.00 	0.00 	8046681.00 	-8046681.00 	0	0	0	0	0	0.00 	0.00 	0.00 	420.98	0
143	上海联和新泰战略研究与发展基金会	2013	100000000	0	0	0	0	336407.6	100336407.60 	610000.00 	0	29579	1321.30 	640900.30 	99695507.30 	0.00 	0.00 	0	0	0.00 	9668.00 	0.00 	0.00 	9668.00 	-9668.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
144	上海能近公益基金会	2013	1467862	0	0	0	0	58222.08	1526084.08 	524151.00 	26000	131551	19489.80 	701191.80 	824892.28 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
145	上海视觉艺术学院教育发展基金会	2013	80099063.93	0	197345.52	0	0	0	80296409.45 	1438000.00 	0	0	24708.40 	1462708.40 	78833701.05 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	5052759.5	5052759.5	0	0	0.00 	0.00 	5052759.50 	0	0
147	上海郑桓公文化研究基金会	2013	0	0	0	0	0	317.57	317.57 	0.00 	0	0	45870.00 	45870.00 	-45552.43 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
148	上海金山卫镇为民大病重病帮扶基金会	2013	0	0	0	0	0	321.69	321.69 	380000.00 	9600	10410.5	12853.00 	412863.50 	-412541.81 	0.00 	400000.00 	0	0	400000.00 	0.00 	0.00 	0.00 	0.00 	400000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
149	上海钟笑炉集邮基金会	2013	0	0	0	255583	0	7626	263209.00 	0.00 	41720	0	142174.00 	183894.00 	79315.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
150	上海长江出版交流基金会	2013	980000	0	0	0	0	99956.43	1079956.43 	1150000.00 	0	0	7446.60 	1157446.60 	-77490.17 	10849.32 	0.00 	0	0	10849.32 	0.00 	0.00 	0.00 	0.00 	10849.32 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
151	上海阎宝航社会公益基金会	2013	177921.51	0	0	0	4000000	1621.78	4179543.29 	111036.33 	950629	0	8399101.44 	9460766.77 	-5281223.48 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	1007.00 	1007.00 	-1007.00 	0	0
152	上海阮仪三城市遗产保护基金会	2013	1017527.3	21540	0	0	0	27113.89	1066181.19 	0.00 	75000	0	626399.16 	701399.16 	364782.03 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
153	上海阳光公益基金会	2013	5000000	0	0	0	0	38438.68	5038438.68 	0.00 	6000	0	11357.76 	17357.76 	5021080.92 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	5000000.00 	5000000.00 	-5000000.00 	0	0	0	0	0	60.50 	60.50 	-60.50 	0	0
154	上海韩哲一教育扶贫基金会	2013	1526960	0	0	0	0	607312.04	2134272.04 	1428960.00 	46000	0	110843.24 	1585803.24 	548468.80 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
155	上海颜德馨中医药基金会	2013	600000	0	0	0	0	124973.75	724973.75 	0.00 	40800	360567.8	0.00 	401367.80 	323605.95 	0.00 	0.00 	0	0	0.00 	1379.00 	0.00 	0.00 	1379.00 	-1379.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
158	东北师大附中教育发展基金会	2013	9635500	0	0	0	0	32779.93	9668279.93 	2164224.00 	0	0	463828.10 	2628052.10 	7040227.83 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
159	东北师范大学教育基金会	2013	4106011.95	0	0	0	0	23905.35	4129917.30 	1916700.24 	0	0	630781.00 	2547481.24 	1582436.06 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
160	东南大学成贤学院教育发展基金会	2013	9019800	0	0	0	0	15693.94	9035493.94 	4971792.49 	0	0	5141613.68 	10113406.17 	-1077912.23 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
161	东南大学教育基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
162	东台市慈善基金会	2013	5921881.56	0	0	0	0	136190.17	6058071.73 	3494876.20 	0	0	5160333.59 	8655209.79 	-2597138.06 	0.00 	0.00 	0	0	0.00 	11720.00 	0.00 	0.00 	11720.00 	-11720.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
163	东台市见义勇为基金会	2013	0	0	0	0	1000000	56100	1056100.00 	39800.00 	0	1980	2000.00 	43780.00 	1012320.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
164	东台市阳光助残基金会	2013	1599600	0	0	0	50000	386.14	1649986.14 	1276160.00 	41801.8	150000	37303.26 	1505265.06 	144721.08 	0.00 	0.00 	0	0	0.00 	0.00 	100000.00 	0.00 	100000.00 	-100000.00 	100000	0	100000	0	0	8763.00 	8763.00 	91237.00 	0	0
165	东安县教育基金会	2013	1817883.7	0	0	0	0	7941.33	1825825.03 	615918.80 	0	0	1198261.00 	1814179.80 	11645.23 	0.00 	20250.00 	0	0	20250.00 	0.00 	0.00 	0.00 	0.00 	20250.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
166	东海县见义勇为基金会	2013	0	0	0	0	0	3287.9	3287.90 	49600.00 	0	0	0.00 	49600.00 	-46312.10 	4000000.00 	250000.00 	0	0	4250000.00 	0.00 	0.00 	0.00 	0.00 	4250000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
167	东莞市东莞理工学院教育发展基金会	2013	5698547	0	0	0	0	42817.36	5741364.36 	1688738.16 	0	200941.79	1043770.57 	2933450.52 	2807913.84 	0.00 	3300000.00 	0	0	3300000.00 	0.00 	0.00 	0.00 	0.00 	3300000.00 	0	0	0	0	0	83159.60 	83159.60 	-83159.60 	0	0
168	东莞市医疗救济基金会	2013	3000700	0	5300000	0	0	44746.66	8345446.66 	9929952.00 	371532.7	2955079	56847.57 	13313411.27 	-4967964.61 	0.00 	7767000.00 	0	0	7767000.00 	2599.00 	0.00 	0.00 	2599.00 	7764401.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
169	东莞市残疾人福利基金会	2013	1577013.1	0	0	0	100000	116741.49	1793754.59 	2271881.46 	0	0	248967.44 	2520848.90 	-727094.31 	0.00 	512421.92 	0	0	512421.92 	0.00 	2500000.00 	0.00 	2500000.00 	-1987578.08 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
170	东莞市沙田教育基金会	2013	1127081.56	0	0	0	1497415	329052.97	2953549.53 	240200.00 	31219.9	0	22748.70 	294168.60 	2659380.93 	0.00 	0.00 	0	0	0.00 	11386.00 	9950000.00 	0.00 	9961386.00 	-9961386.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
171	东莞市见义勇为基金会	2013	0	0	0	0	0	9881.3	9881.30 	6194632.00 	410898.82	0	20585.10 	6626115.92 	-6616234.62 	4000000.00 	8980000.00 	0	0	12980000.00 	0.00 	4000000.00 	0.00 	4000000.00 	8980000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
172	东营市见义勇为基金会	2013	0	0	0	0	0	705016.55	705016.55 	85000.00 	31245.06	0	9738.80 	125983.86 	579032.69 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
174	东阳市社会治安综合治理基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	24000.00 	24000.00 	-24000.00 	0.00 	73268.26 	0	0	73268.26 	0.00 	0.00 	790.00 	790.00 	72478.26 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
175	东风公益基金会	2013	28020200	0	0	0	0	748667.49	28768867.49 	21859800.00 	0	0	13000707.00 	34860507.00 	-6091639.51 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
176	中关村教育基金会	2013	3000000	0	0	0	0	11048.55	3011048.55 	3000000.00 	0	0	8566.00 	3008566.00 	2482.55 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
177	中兴通讯公益基金会	2013	52602001.97	0	0	0	0	209190.89	52811192.86 	4003301.00 	351933.68	1501700	72404.52 	5929339.20 	46881853.66 	20600000.00 	1598105.72 	0	0	22198105.72 	0.00 	65600000.00 	0.00 	65600000.00 	-43401894.28 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
178	中华健康快车基金会	2013	53647631.13	0	0	0	760000	526121.55	54933752.68 	20505736.64 	1414168.34	0	2773022.04 	24692927.02 	30240825.66 	0.00 	0.00 	610	0	610.00 	57000.00 	0.00 	0.00 	57000.00 	-56390.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
179	中华全国体育基金会	2013	61215087.34	0	0	0	20000000	2031426.95	83246514.29 	19891339.00 	586665.87	0	7613710.74 	28091715.61 	55154798.68 	1650000.00 	26421285.59 	0	0	28071285.59 	21149.00 	0.00 	0.00 	21149.00 	28050136.59 	0	0	0	0	0	369645.00 	369645.00 	-369645.00 	0	0
