ricf_oid_2013	ba_cn	fp_dt	fa_dine	fa_asine	fa_sine	fa_gse	fa_pine	fa_gine	fa_inine	fa_otine	fa_intoe	fa_accoe	fa_adexe	fa_fuexe	fa_otexe	fa_cotoe	fa_etoue	fa_chase	fa_neche	fa_dinu	fa_asinu	fa_sinu	fa_gsu	fa_pinu	fa_ginu	fa_ininu	fa_otinu	fa_intou	fa_accou	fa_adexu	fa_fuexu	fa_otexu	fa_cotou	fa_etouu	fa_chasu	fa_nechu	ricf_oid	ba_uscc
303	乐至县教育基金会	2013	934000.0	0	0.0		0	0.0	0.0	0.0	934000.0	1198570.0	0.0	0.0	0.0	1198570.0	0.0		-264570.0	0.0	0.0	0.0		0.0	0.0	0.0	102056.82	102056.82	0.0	23479.0	0.0	0.0	23479.0	0.0		78577.82	303.0	535100005228075494
304	九江市兆龙教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	225000.0	905.3	225905.3	169540.0	44303.0	0.0	0.0	213843.0	0.0		12062.3	304.0	53360000792815784R
305	九江市教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	18054900.0	0.0	0.0		0.0	0.0	0.0	0.0	18054900.0	0.0	0.0	0.0	0.0	0.0	0.0		6591261.66	305.0	53360000563835343L
306	九江银行敬老爱幼慈善基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	306.0	53360000079041293Q
307	云南三益文化国防基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	1120174.0	0.0	0.0		0.0	0.0	0.0	4149.92	1124323.92	1187801.32	131646.98	1151.2	0.0	1320599.5	0.0		-196275.58	307.0	535300005501068892
308	云南东陆教育发展基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	150000.0	0.0	0.0		0.0	0.0	0.0	23749.25	173749.25	50168.0	4678.0	0.0	0.0	54846.0	0.0		118903.25	308.0	53530000059491959W
309	云南中美二战国际友谊基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	10000000.0	0.0	0.0	0.0	10000000.0	0.0		-10000000.0	0.0	0.0	0.0		0.0	0.0	0.0	2880.06	2880.06	0.0	131500.04	0.0	0.0	131500.04	0.0		-128619.98	309.0	5353000079723863X2
311	云南华商公益基金会	2013	5058528.39	0	0.0		0	0.0	0.0	0.0	5058528.39	5519685.41	0.0	0.0	0.0	5519685.41	0.0		-461157.02	7636.8	0.0	0.0		0.0	0.0	300000.0	0.0	307636.8	527505.0	505417.9	-14796.4	0.0	1018126.5	0.0		-710489.7	311.0	53530000574651291L
312	云南厚德教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	2000000.0	0.0	0.0		0.0	0.0	58300.0	0.0	2058300.0	53452.56	3778.35	-4857.21	14574.85	66948.55	0.0		1991351.45	312.0	53530000067124876D
313	云南同行公益基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	4100000.0	0.0	0.0		0.0	0.0	0.0	0.0	4100000.0	235500.0	16674.0	-11180.56	0.0	240993.44	0.0		3859006.56	313.0	5353000006983576XB
314	云南君仁博爱基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	457422.0	0.0	0.0		0.0	0.0	0.0	0.0	457422.0	601200.0	58300.0	0.0	-4221.91	655278.09	0.0		-197856.09	314.0	5353000056880540XF
315	云南启晨生命生存生活教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	750000.0	0.0	0.0		0.0	0.0	0.0	0.0	750000.0	4197884.02	58675.35	-917.56	0.0	4255641.81	0.0		-3505641.81	315.0	5353000057980359X8
316	云南启航教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	11000000.0	0.0	0.0		0.0	0.0	80094.24	2109.69	11082203.93	5500000.0	5445.69	0.0	0.0	5505445.69	0.0		5576758.24	316.0	53530000072459742E
317	云南和谊公益基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	150000.0	5500000.0	0.0		0.0	0.0	0.0	2645.96	5652645.96	1500000.0	11202.5	0.0	0.0	1511202.5	0.0		4141443.46	317.0	53530000075259738D
318	云南国际文化交流基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	400000.0	0.0	0.0	0.0	400000.0	0.0		0.0	400000.0	0.0	0.0		0.0	0.0	0.0	0.0	400000.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	318.0	535300005183751734
319	云南士恒教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11550.0		-11550.0	2090260.0	0.0	0.0		0.0	0.0	0.0	3284.84	2093544.84	823345.4	85537.91	0.0	1103214.2	2012097.51	-11550.0		92997.33	319.0	5353000069569196XL
320	云南大理白族自治州扶贫基金会	2013	557900.0	0	0.0		0	0.0	0.0	0.0	557900.0	595500.0	0.0	0.0	0.0	595500.0	0.0		-37600.0	0.0	0.0	0.0		0.0	155000.0	0.0	323599.02	478599.02	67552.1	91350.31	13175.0	0.0	172077.41	0.0		306521.61	320.0	535300005183609671
321	云南大益爱心基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	27984790.1	0.0	0.0		0.0	0.0	-84058.87	583111.76	28483842.99	4783814.76	327133.85	36276.5	0.0	5147225.11	0.0		23336617.88	321.0	53530000668269448R
322	云南孝尊教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	132087.1	83464.02	0.0	0.0	215551.12	0.0		-215551.12	322.0	53530000052224583M
323	云南宝华福田慈善基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	320100.0	0.0	0.0		0.0	0.0	0.0	2000000.0	2320100.0	300000.0	3743.0	229.0	0.0	303972.0	0.0		2016128.0	323.0	53530000069827903N
324	云南慧邦尼公益基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	49200.0	24095.0	0.0	0.0	73295.0	0.0		-73295.0	324.0	5353000008044783X6
325	云南振英润云公益基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	2000000.0	0.0	0.0		0.0	0.0	0.0	0.0	2000000.0	0.0	0.0	0.0	0.0	0.0	0.0		2000000.0	325.0	53530000086384331Y
326	云南教育基金会	2013	0.0	0	0.0		0	1000000.0	0.0	0.0	1000000.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	15889700.0	0.0	0.0		0.0	0.0	1988944.52	34087.46	17912731.98	16434647.81	367499.05	93400.0	0.0	16895546.86	0.0		1017185.12	326.0	53530000518360086W
327	云南民族文化发展基金会	2013	1462892.82	0	0.0		0	0.0	0.0	0.0	1462892.82	2199282.7	0.0	0.0	0.0	2199282.7	0.0		-736389.88	1566160.0	0.0	0.0		0.0	0.0	0.0	0.0	1566160.0	2664106.0	408724.44	-9779.65	0.0	3063050.79	0.0		-1496890.79	327.0	5353000051836030XW
328	云南民间国际友好交流基金会	2013	0.0	0	0.0		0	4000000.0	0.0	0.0	4000000.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	328.0	53530000086368374R
330	云南滇池保护治理基金会	2013	80000.0	0	0.0		0	0.0	0.0	0.0	80000.0	2883690.0	0.0	0.0	0.0	2883690.0	0.0		-2803690.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	232326.12	-507048.46	0.0	-274722.34	0.0		274722.34	330.0	53530000552724146R
331	云南省俊发教育扶贫基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	3205910.0	0.0	0.0		0.0	0.0	0.0	0.0	3205910.0	2541897.52	11808.0	-943.85	5212.0	2557973.67	0.0		647936.33	331.0	53530000662605308R
332	云南省公安民警英烈基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	5787140.0	0.0	0.0		0.0	0.0	8100000.0	62179.03	13949319.03	4001640.8	2991.0	0.0	0.0	4004631.8	0.0		9944687.23	332.0	53530000778570960B
333	云南省关心下一代基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	1120174.0	0.0	0.0		0.0	0.0	0.0	4149.92	1124323.92	1187801.32	131646.98	1151.2	0.0	1320599.5	0.0		-196275.58	333.0	535300005873667640
334	云南省医疗扶贫基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	73266850.0	0.0	0.0		0.0	0.0	0.0	0.0	73266850.0	64225506.75	688191.22	-273.64	8661.0	64922085.33	0.0		8344764.67	334.0	5353000069568214XL
335	云南省妇女儿童发展基金会	2013	2971849.41	0	0.0		0	0.0	0.0	0.0	2971849.41	2019078.47	0.0	0.0	0.0	2019078.47	0.0		952770.94	0.0	0.0	0.0		0.0	0.0	917000.0	112962.3	1029962.3	0.0	107214.81	0.0	0.0	107214.81	0.0		922747.49	335.0	53530000K3764469X9
336	云南省工业人才发展基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	4600000.0	0.0	0.0		0.0	0.0	0.0	0.0	4600000.0	0.0	123299.38	-52738.76	0.0	70560.62	0.0		4529439.38	336.0	53530000064257278E
337	云南省扶贫基金会	2013	8396320.28	0	0.0		0	0.0	0.0	0.0	8396320.28	7640490.28	0.0	0.0	0.0	7640490.28	620000.0		135830.0	0.0	0.0	0.0		0.0	0.0	0.0	185009.68	185009.68	84377.97	274235.59	0.0	288515.64	647129.2	-620000.0		157880.48	337.0	535300005183588240
338	云南省普洱市教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	621000.0	0.0	0.0		0.0	600000.0	16419.2	14678.59	1252097.79	1734000.0	0.0	14185.2	0.0	1748185.2	0.0		-496087.41	338.0	535300006787308751
339	云南省杨善洲绿化基金会	2013	4014312.4	0	0.0		0	0.0	0.0	0.0	4014312.4	2311117.98	0.0	0.0	0.0	2311117.98	0.0		1703194.42	4528700.0	0.0	0.0		0.0	0.0	0.0	340200.54	4868900.54	4449028.0	232808.41	69292.4	0.0	4751128.81	0.0		117771.73	339.0	5353000057467379XM
340	云南省残疾人福利基金会	2013	2018232.01	0	0.0		0	0.0	0.0	0.0	2018232.01	2001768.01	0.0	0.0	0.0	2001768.01	0.0		16464.0	0.0	0.0	0.0		0.0	200000.0	0.0	18479.3	218479.3	72137.2	169442.8	0.0	0.0	241580.0	0.0		-23100.7	340.0	53530000518359931L
341	云南省法律援助基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	29850.0	0.0	0.0		0.0	0.0	0.0	309325.31	339175.31	811160.0	67187.69	14607.84	0.0	892955.53	0.0		-553780.22	341.0	535300006956836360
342	云南省泸商长江公益基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	6000.0	0.0	0.0	6000.0	0.0		-6000.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	342.0	53530000083273847T
344	云南省生物多样性保护基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	3700000.0	0.0	0.0		0.0	0.0	1387992.89	0.0	5087992.89	1334586.43	142002.37	17089.72	0.0	1493678.52	0.0		3628493.81	344.0	53530000563176368B
345	云南省禁毒与防治艾滋病基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	10000.0	19230.16	218.02	0.0	29448.18	0.0		-29448.18	345.0	53530000778577089Q
346	云南省绿色环境发展基金会	2013	3134126.6	790000	0.0		0	0.0	0.0	0.0	3924126.6	5280016.14	0.0	0.0	0.0	5280016.14	257309.21		-1613198.75	0.0	0.0	0.0		0.0	0.0	178761.64	13264.46	192026.1	0.0	367117.27	21138.6	2161.5	390417.37	-257309.21		58917.94	346.0	535300006708537829
347	云南省老龄事业发展基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	6322000.0	0.0	0.0		0.0	0.0	654745.33	6690.46	6983435.79	6285998.7	232195.3	0.0	0.0	6518194.0	0.0		465241.79	347.0	535300005183605377
348	云南省董勒成公益发展基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	1000000.0	0.0	0.0		0.0	0.0	0.0	108.25	1000108.25	166000.0	2295.0	0.0	0.0	168295.0	0.0		831813.25	348.0	535300007972138704
349	云南省见义勇为基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	1145395.9	0.0	0.0		0.0	7000000.0	4295000.0	5923.45	12446319.35	5519294.7	51270.32	0.0	0.0	5570565.02	0.0		6875754.33	349.0	535300007816689858
350	云南省视界留学基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	37213.0		0.0	0.0	0.0	2463.52	39676.52	1750156.66	192165.34	0.0	0.0	1942322.0	0.0		-1902645.48	350.0	535300005501282525
351	云南省青少年发展基金会	2013	82789817.93	0	0.0		0	475000.0	0.0	0.0	83264817.93	0.0	0.0	0.0	0.0	0.0	69808544.08		13456273.85	0.0	0.0	0.0		0.0	0.0	3449991.62	445026.08	3895017.7	69942018.71	1268818.44	787199.57	0.0	71998036.72	-69808544.08		1705525.06	351.0	535300005183599667
352	云南省青年创业就业基金会	2013	2580300.0	0	0.0		0	0.0	0.0	0.0	2580300.0	0.0	0.0	0.0	0.0	0.0	2850220.0		-269920.0	0.0	0.0	0.0		0.0	0.0	222154.94	15001.04	237155.98	2850220.0	120142.66	0.0	0.0	2970362.66	-2850220.0		117013.32	352.0	53530000697975990F
354	云南聂耳音乐基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	1100000.0	0.0	3582.24	1103582.24	174309.45	41500.1	0.0	0.0	215809.55	0.0		887772.69	354.0	53530000760439673G
355	云南蒲公英民族扶贫助学基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	10000.0	0.0	0.0		0.0	0.0	0.0	0.0	10000.0	863011.7	77949.59	6753.99	0.0	947715.28	0.0		-937715.28	355.0	53530000566214403K
356	云南西双版纳州热带雨林保护基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	377800.0	0.0	0.0		0.0	0.0	0.0	30687.36	408487.36	1267830.6	132597.97	0.0	0.0	1400428.57	0.0		-991941.21	356.0	535300005577568844
358	云和县人民教育基金会	2013	1373626.0	0	0.0		0	0.0	0.0	93110.66	1466736.66	1721000.0	13909.0	0.0	0.0	1734909.0	0.0		-268172.34	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	358.0	53330000501883673U
359	云霄县下坂扶贫助学基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	359.0	53350000671914516Y
360	亨通慈善基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	12102962.0	0.0	0.0		0.0	1262300.0	346910.19	1286625.68	14998797.87	13670929.37	601690.1	1333.91	0.0	14273953.38	0.0		724844.49	360.0	53100000717829182E
362	人保慈善基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	2039620.23	2039620.23	22597543.8	48511.5	0.0	0.0	22646055.3	0.0		-20606435.07	362.0	53100000500020999Q
363	亿利公益基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	12020000.0	0.0	0.0		0.0	0.0	0.0	21990.14	12041990.14	8623525.2	199380.0	0.0	0.0	8822905.2	0.0		3219084.94	363.0	53100000717830263U
364	什邡市教育基金会	2013	1506058.1	0	0.0		0	0.0	0.0	0.0	1506058.1	0.0	0.0	0.0	0.0	0.0	2052700.0		-546641.9	7105131.87	0.0	0.0		0.0	0.0	323202.45	8746.21	7437080.53	6374913.3	65011.0	23370.48	0.0	6463294.78	-2052700.0		3026485.75	364.0	535100005727970192
365	仁寿县景圣景荟爱教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	3757605.43	0.0	0.0		0.0	0.0	0.0	224000.0	3981605.43	3978305.43	0.0	0.0	455.16	3978760.59	0.0		2844.84	365.0	535100000521677776
366	从化市教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	2684800.0	0.0	0.0		0.0	500000.0	0.0	27797.98	3212597.98	1677366.0	31643.5	0.0	0.0	1709009.5	0.0		1503588.48	366.0	534400007629115132
367	从化市见义勇为基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	1578.05	1578.05	6400.0	7908.54	0.0	0.0	14308.54	0.0		-12730.49	367.0	534400007629107729
368	仙居县人民教育基金会	2013	0.0	0	0.0		0	0.0	0.0	128446.0	128446.0	60840.0	0.0	0.0	0.0	60840.0	0.0		67606.0	0.0	0.0	0.0		0.0	0.0	0.0	33765.55	33765.55	10311195.95	21475.6	0.0	0.0	10332671.55	0.0		-10298906.0	368.0	53330000765225551A
369	仪征万博慈善基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	7040000.0	0.0	0.0		0.0	0.0	0.0	0.0	7040000.0	498000.0	1098.0	0.0	-361.95	498736.05	0.0		6550263.95	369.0	533200005091615609
370	仪征市见义勇为基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	2160000.0	0.0	0.0		0.0	0.0	0.0	2015.03	2162015.03	72384.6	10571.0	1100.0	0.0	84055.6	0.0		0.0	370.0	533200005091602500
371	仰恩基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	250477.85	250477.85	500000.0	17019.5	0.0	0.0	517019.5	0.0		-266541.65	371.0	533500006765366659
372	伊金霍洛旗人民教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	4802011.0	110427.15	4912438.15	12519084.0	140202.64	0.0	0.0	12659286.64	0.0		-7746848.49	372.0	53150000695941009U
373	伊金霍洛旗圣地英才基金会	2013	46000000.0	0	0.0		0	0.0	2700000.0	21181.06	48721181.06	702546.1	9464.0	0.0	880.0	712890.1	0.0		48008290.96	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	373.0	53150627057823745T
374	伊金霍洛旗少数民族发展基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	51550.69	11462.14	63012.83	0.0	4240.0	0.0	0.0	4240.0	0.0		58772.83	374.0	531506275973263285
375	伊金霍洛旗扶贫基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	250000.0	0.0	0.0		0.0	0.0	672000.0	709.24	922709.24	450680.0	45020.27	0.0	315.92	496016.19	0.0		426693.05	375.0	53150000MJ2227814Y
376	伊金霍洛旗民族文化发展基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	380000.0	0.0	0.0		0.0	0.0	83432.62	19589.77	483022.39	385000.0	65147.0	0.0	0.0	430557.23	0.0		0.0	376.0	53150627588840691W
377	伊金霍洛旗特殊人群救助发展基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	65000.0	0.0	0.0		0.0	0.0	0.0	14193.55	79193.55	65000.0	6123.0	0.0	0.0	71123.0	0.0		8070.55	377.0	53150627594601937N
378	伊金霍洛旗玉良爱心基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	455000.0	0.0	380.0	0.0	455380.0	0.0		-455380.0	0.0	0.0	0.0		0.0	0.0	0.0	7089.9	7089.9	0.0	0.0	-7089.9	0.0	-7089.9	0.0		14179.8	378.0	53150627053905831U
379	传媒大学教育基金会	2013	12470000.0	0	0.0		0	0.0	0.0	0.0	12470000.0	5369142.6	0.0	0.0	0.0	5369142.6	0.0		7100857.4	50000.0	0.0	0.0		0.0	0.0	0.0	335872.06	385872.06	1000000.0	75632.98	0.0	0.0	1075632.98	0.0		-689760.92	379.0	53100000500020630M
380	余姚市人民教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	1054596.4	0.0	0.0		0.0	0.0	0.0	54025.53	1108621.93	4165506.4	14585.0	0.0	0.0	4180091.4	0.0		-3071469.47	380.0	53330000501876588L
381	余姚市高级中学教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	235000.0	0.0	0.0		0.0	0.0	0.0	173.54	235173.54	224717.0	9719.88	0.0	0.0	234436.88	0.0		736.66	381.0	533300005018843266
382	余彭年慈善基金会	2013	11300000.0	0	0.0		0	0.0	0.0	505753.43	11805753.43	13072643.1	218721.03	-23318.09	0.0	13268046.04	0.0		-1462292.61	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	382.0	5310000050002165XQ
383	佛山市建设文化事业基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	210844.81	210844.81	352331.37	0.0	0.0	219414.04	571745.41	0.0		-360900.6	383.0	53440000515356137Y
385	佛山市炽昌慈善基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	1400000.0	0.0	0.0		0.0	0.0	0.0	3439.69	1403439.69	433000.0	15100.0	63.5	0.0	448163.5	0.0		955276.19	385.0	53440000663322385E
387	佛山市顺德区教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	8703144.84	8703144.84	8276473.54	6930.0	0.0	0.0	8283403.54	0.0		419741.3	387.0	5344000076291153XL
389	保定军校基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	56892.0	0.0	0.0		0.0	0.0	0.0	0.0	56892.0	2257221.0	111505.42	343.27	0.0	2369069.69	0.0		-2311191.15	389.0	591300007777217048
392	儋州市思源高级中学首正教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	3485200.0	0.0	0.0		0.0	0.0	0.0	0.0	3485200.0	2652254.0	69864.19	4108.62	0.0	2726226.81	0.0		758973.19	392.0	53460000583948580M
395	兰坪县大通照昀教育发展基金会	2013	2000000.0	0	0.0		0	0.0	0.0	0.0	2000000.0	2000000.0	0.0	0.0	0.0	2000000.0	0.0		0.0	10000.0	0.0	0.0		0.0	0.0	0.0	2428.06	12428.06	0.0	1302.5	0.0	0.0	1302.5	0.0		11125.56	395.0	53530000069828156Y
397	兰州大学教育发展基金会	2013	6843859.51	0	0.0		0	0.0	0.0	0.0	6843859.51	1708629.23	0.0	0.0	0.0	1708629.23	0.0		5135230.28	0.0	0.0	0.0		0.0	0.0	0.0	363624.46	363624.46	0.0	16000.0	244.45	0.0	16244.45	0.0		347380.01	397.0	531000007178354439
403	兰溪市教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	4852.0	0.0	0.0	4852.0	0.0		-4852.0	24306999.0	0.0	0.0		0.0	0.0	0.0	200155.07	24507154.07	21610570.0	103010.0	0.0	0.0	21713580.0	0.0		2793574.07	403.0	533300007639269521
405	兴化市见义勇为基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	61000.0	0.0	0.0		0.0	0.0	0.0	245768.88	306768.88	70000.0	12238.8	0.0	0.0	82238.8	0.0		0.0	405.0	53320000509161413P
407	兴安盟人民教育基金会	2013	1000000.0	0	0.0		0	1000000.0	0.0	0.0	2000000.0	2000000.0	0.0	0.0	0.0	2000000.0	0.0		0.0	3103565.75	0.0	0.0		0.0	0.0	0.0	8068.72	3111634.47	4926365.0	238119.83	0.0	0.0	5164484.83	0.0		-2052850.36	407.0	53150000MJ2227718M
408	兴安盟扶贫基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	268500.0	0.0	0.0		0.0	0.0	0.0	0.0	268500.0	268500.0	0.0	0.0	0.0	268500.0	0.0		0.0	408.0	53150000686513096W
409	内江市市中区教育基金会	2013	0.0	0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	949780.4	0.0	0.0		0.0	0.0	0.0	148821.52	1098601.92	1865210.0	47120.8	5020.0	0.0	1917350.8	0.0		-818748.88	409.0	53510000694844960G
