机构ID	机构名称	数据年度	货币资金	短期投资	应收款项	预付账款	存货	待摊费用	一年内到期的长期债权投资	其他流动资产	流动资产合计	长期股权投资	长期债权投资	其他长期投资	长期投资合计	固定资产原价	累计折旧	固定资产净值	在建工程	文物文化资产	固定资产清理	固定资产合计	无形资产	受托代理资产	资产合计	短期借款	应付款项	应付工资	应交税金	预收帐款 	预提费用	预计负债	一年内到期的长期负债	其他流动负债	流动负债合计	长期借款	长期应付款	其他长期负债	长期负债合计	受托代理负债	负债合计	非限定性净资产	限定性净资产	净资产合计	负债和净资产合计
ricf_id	ba_cn 	fp_yr	fp_csh 	fp_sti 	fp_rec 	fp_prp 	fp_rm 	fp_deex 	fp_onin 	fp_tofl 	fp_tofl 	fp_lost 	fp_lode 	fp_loin 	fp_loto 	fp_fior 	fp_fide 	fp_fias 	fp_inbu 	fp_clas 	fp_fifx 	fp_fito 	fp_noas 	fp_agas 	fp_asto 	fp_shbo 	fp_shpa 	fp_shsa 	fp_shta 	fp_fra 	fp_prex 	fp_prde 	fp_ode 	fp_otde	fp_flde 	fp_lobo 	fp_lopa 	fp_otld 	fp_ldto 	fp_agd 	fp_det 	fp_unls	fp_lims 	fp_ntt 	fp_tt
1891	江苏七彩凤凰母语发展基金会	2014	770865.6	0	817512.49	0		329960.66	0	0	1918338.75	1065000	0	0	1065000	285000	266237.5	18762.5	0	0	0	18762.5	0	0	3002101.25	0	0	0	118		0	0	0	0	118	0	0	0	0	0	118	3001983.25	0	3001983.25	3002101.25
1892	江苏中南慈善基金会	2014	2381619.14	0	25427.6	117067045.49		0	0	0	120262513.23	0	0	0	0	0	0	0	0	0	0	0	0	0	120262513.23	0	631173.62	0	0		0	0	0	0	100631173.62	0	0	0	0	0	100631173.62	19631339.61	0	19631339.61	120262513.23
1893	江苏中外大学女校长教育发展基金会	2014	5409919.39	0	0	0		0	0	0	5409919.39	0	0	0	0	26964	13931.4	13032.6	0	0	0	13032.6	0	0	5422951.99	0	3000	0	0		0	0	0	0	3000	0	0	0	0	0	3000	5419951.99	0	5419951.99	5422951.99
1894	江苏中大公益基金会	2014	10063941.35	40000000	0	0		0	0	0	50063941.35	0	0	0	0	2500	791.67	1708.33	0	0	0	1708.33	0	0	50065649.68	0	0	0	213367.99		0	0	0	0	213367.99	0	0	0	0	0	213367.99	49852281.69	0	49852281.69	50065649.68
1895	江苏中远助学帮老基金会	2014	1950680.32	0	0	0		0	0	0	1950680.32	0	0	0	0	0	0	0	0	0	0	0	0	0	1950680.32	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	15487.9	1935192.42	1950680.32	1950680.32
1896	江苏仁医基金会	2014	18125100.11	4000000	0	0		0	0	0	22125100.11	0	5100000	0	5100000	13500	4050	9450	0	0	0	9450	0	0	27234550.11	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	23345821.38	3888728.73	27234550.11	27234550.11
1897	江苏信息职业技术学院教育发展基金会	2014	7346330.3	0	0	0		0	0	0	7346330.3	0	0	0	0	428000	0	428000	0	0	0	428000	0	0	7774330.3	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	5030553.46	2743776.84	7774330.3	7774330.3
1898	江苏元林慈善基金会	2014	28491268.55	256220000	5014360.73	0		0	0	0	289725629.28	0	150641000	0	150641000	0	0	0	0	0	0	0	0	0	440366629.28	0	0	0	2949		0	0	0	0	2949	0	0	0	0	0	2949	420363680.28	20000000	440363680.28	440366629.28
1899	江苏光彩事业基金会	2014	3740442.62	0	0	0		0	0	0	3740442.62	0	0	0	0	0	0	0	0	0	0	0	0	0	3740442.62	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2750298.1	990144.52	3740442.62	3740442.62
1900	江苏兴达爱心基金会	2014	546619.82	0	8415200	0		0	0	0	8961819.82	0	0	0	0	0	0	0	0	0	0	0	0	0	8961819.82	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	8961819.82	0	8961819.82	8961819.82
1901	江苏农林职业技术学院教育发展基金会	2014	12785225.55	0	5000000	0		0	0	0	17785225.55	0	0	0	0	0	0	0	0	0	0	0	0	0	17785225.55	0	101076.53	0	0		0	0	0	0	101076.53	0	0	0	0	0	101076.53	17684149.02	0	17684149.02	17785225.55
1902	江苏农牧科技职业学院教育发展基金会	2014	4006193.37	0	3100000	0		0	0	0	7106193.37	0	0	0	0	1450	0	1450	0	0	0	1450	0	0	7107643.37	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	7107643.37	0	7107643.37	7107643.37
1903	江苏华仁扶贫发展基金会	2014	701415.38	0	29760628.49	0		0	0	0	30462043.87	0	0	0	0	0	0	0	0	0	0	0	0	0	30462043.87	0	0	82866	0		0	0	0	6620380	6703246	0	0	0	0	0	6703246	23758797.87	0	23758797.87	30462043.87
1904	江苏华佳关爱基金会	2014	1880873.88	0	446600	0		0	0	0	2327473.88	0	0	0	0	0	0	0	0	0	0	0	0	0	2327473.88	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2327473.88	0	2327473.88	2327473.88
1905	江苏华夏慈善基金会	2014	1983592.34	0	0	0		0	0	0	1983592.34	0	0	0	0	0	0	0	0	0	0	0	0	0	1983592.34	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1983592.34	0	1983592.34	1983592.34
1906	江苏华科事业群慈爱基金会	2014	2294702.74	5000000	0	0		0	0	0	7294702.74	0	0	0	0	0	0	0	0	0	0	0	0	0	7294702.74	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	7294702.74	0	7294702.74	7294702.74
1907	江苏协力爱暮基金会	2014	367234.28	0	2500000	0		0	0	0	2867234.28	0	0	0	0	0	0	0	0	0	0	0	0	0	2867234.28	0	2500	0	29474.24		0	0	0	0	31974.24	0	0	0	0	0	31974.24	2835260.04	0	2835260.04	2867234.28
1908	江苏卓越国际交流教育基金会	2014	3913818.11	0	1037264	0		0	0	0	4951082.11	1550000	0	0	1550000	2300	0	2300	0	0	0	2300	0	0	6503382.11	0	229514	0	0		0	0	0	0	229514	0	0	0	0	0	229514	6273868.11	0	6273868.11	6503382.11
1909	江苏南航金城教育发展基金会	2014	24129815.72	0	88286675.5	0		0	0	0	112416491.22	0	0	0	0	5260	5260	0	0	0	0	0	0	0	112416491.22	0	0	68250	0		0	0	0	0	68250	0	0	0	0	0	68250	112348241.22	0	112348241.22	112416491.22
1910	江苏博爱助困基金会	2014	1287279.69	0	0	0		0	0	0	1287279.69	0	0	0	0	0	0	0	0	0	0	0	0	0	1287279.69	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1287279.69	0	1287279.69	1287279.69
1911	江苏博爱助残基金会	2014	222744.18	0	270000	35000		0	0	0	527744.18	0	0	0	0	0	0	0	0	0	0	0	0	0	527744.18	0	0	0	0		0	0	0	5856	5856	0	0	0	0	0	5856	521888.18	0	521888.18	527744.18
1912	江苏喻继高艺术基金会	2014	1280110.72	2800000	0	940000		0	0	0	5020110.72	0	0	0	0	615867	166956.52	448910.48	1634965.66	0	0	2083876.14	580489	0	7684475.86	0	523500	0	0		0	0	0	200000	723500	0	0	0	0	0	723500	3969282.86	2991693	6960975.86	7684475.86
1913	江苏国信企业发展研究基金会	2014	282738.71	2600000	0	0		0	0	0	2882738.71	0	28000000	0	28000000	21552	5364.55	16187.45	0	0	0	16187.45	0	0	30898926.16	0	82180	0	0		0	0	0	0	82180	0	0	0	0	0	82180	30816746.16	0	30816746.16	30898926.16
1914	江苏国泰国际集团企业发展研究基金会	2014	418442.48	0	22616000	0		0	0	0	23034442.48	0	0	0	0	0	0	0	0	0	0	0	0	0	23034442.48	0	19577044	-45000	0		0	0	0	0	19532044	0	0	0	0	0	19532044	3502398.48	0	3502398.48	23034442.48
1915	江苏大同博爱基金会	2014	2291916.96	0	606000	0		0	0	0	2897916.96	0	0	0	0	9619	9243.73	375.27	0	0	0	375.27	0	0	2898292.23	0	110000	0	0		0	0	0	0	110000	0	0	0	0	0	110000	2788292.23	0	2788292.23	2898292.23
1916	江苏太平洋技工教育基金会	2014	776888.92	2000000	262400	0		0	0	0	3039288.92	0	0	0	0	0	0	0	0	0	0	0	0	0	3039288.92	0	434522.24	2600	0		0	0	0	0	437122.24	0	0	0	0	0	437122.24	2602166.68	0	2602166.68	3039288.92
1917	江苏宏大青少年人才发展基金会	2014	4624.51	0	8157090.81	0		0	0	0	8161715.32	0	0	0	0	21000	19950	1050	0	0	0	1050	0	0	8162765.32	0	0	0	552008.35		0	0	0	0	552008.35	0	0	0	0	0	552008.35	7610756.97	0	7610756.97	8162765.32
1918	江苏宏德文化出版基金会	2014	583491.14	690000	0	0		0	0	0	1273491.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1273491.14	0	0	0	137809.52		0	0	0	0	137809.52	0	0	0	0	0	137809.52	1135681.62	0	1135681.62	1273491.14
1919	江苏师范大学教育发展基金会	2014	5388744.28	0	5000000	0		0	0	0	10388744.28	24000000	0	0	24000000	306740	206584.6	100155.4	0	0	0	100155.4	0	0	34488899.68	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	32572488.25	1916411.43	34488899.68	34488899.68
1920	江苏建筑职业技术学院教育发展基金会	2014	20176985.27	0	0	0		0	0	0	20176985.27	0	0	0	0	0	0	0	0	0	0	0	0	0	20176985.27	0	5585067.59	0	0		0	0	0	0	5585067.59	0	0	0	0	0	5585067.59	14591917.68	0	14591917.68	20176985.27
1921	江苏恒力慈善基金会	2014	9863022.2	0	0	0		0	0	0	9863022.2	0	0	0	0	0	0	0	0	0	0	0	0	0	9863022.2	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	9863022.2	0	9863022.2	9863022.2
1922	江苏振达帮困助学基金会	2014	141765.83	0	2700000	0		0	0	0	2841765.83	0	0	0	0	0	0	0	0	0	0	0	0	0	2841765.83	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2841765.83	0	2841765.83	2841765.83
1923	江苏捷安特自行车文体基金会	2014	2441670.5	0	0	0		0	0	0	2441670.5	0	0	0	0	19749	14258.28	5490.72	0	0	0	5490.72	0	0	2447161.22	0	20239.5	0	0		0	0	0	0	20239.5	0	0	0	0	0	20239.5	2426921.72	0	2426921.72	2447161.22
1924	江苏教育传媒基金会	2014	2232488.9	0	0	0		0	0	0	2232488.9	0	0	0	0	0	0	0	0	0	0	0	0	0	2232488.9	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2232488.9	0	2232488.9	2232488.9
1925	江苏教育学院教育发展基金会	2014	6094453	0	0	0		0	0	0	6094453	0	0	0	0	0	0	0	0	0	0	0	0	0	6094453	0	1074075	0	0		0	0	0	0	1074075	0	0	0	0	0	1074075	5020378	0	5020378	6094453
1927	江苏新潮仁爱基金会	2014	2251215.62	20049392.69	4000000	0		0	0	0	26300608.31	750000	0	0	750000	8184861.22	101724.7	8083136.52	0	0	0	8083136.52	0	0	35133744.83	0	304500	0	0		0	0	0	0	304500	0	0	0	0	0	304500	34829244.83	0	34829244.83	35133744.83
1928	江苏新英慈爱基金会	2014	2370455.16	0	0	0		0	0	0	2370455.16	0	0	0	0	0	0	0	0	0	0	0	0	0	2370455.16	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2370455.16	0	2370455.16	2370455.16
1929	江苏昌明教育基金会	2014	1632376.92	0	861886.48	15300		0	0	0	2519577.17	0	0	0	0	31399	27403.26	3995.74	0	0	0	3995.74	0	0	2523572.91	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	5158.11	2518414.8	2523572.91	2523572.91
1930	江苏梦之蓝公益基金会	2014	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1931	江苏汝立公益基金会	2014	1932841.85	0	0	0		0	0	0	1932841.85	0	0	0	0	0	0	0	0	0	0	0	0	0	1932841.85	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1932841.85	0	1932841.85	1932841.85
1932	江苏沙钢公益基金会	2014	6866580.85	7000000	0	0		0	0	0	13866580.85	0	0	0	0	0	0	0	0	0	0	0	0	0	13866580.85	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	11931013.44	1935567.41	13866580.85	13866580.85
1933	江苏海事职业技术学院教育发展基金会	2014	465065.07	0	2563510	0		0	0	0	3028575.07	0	0	0	0	0	0	0	0	0	0	0	0	0	3028575.07	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	3028575.07	0	3028575.07	3028575.07
1934	江苏海协教育基金会	2014	2305822.49	0	0	0		0	0	0	2305822.49	0	0	0	0	0	0	0	0	0	0	0	0	0	2305822.49	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2305822.49	0	2305822.49	2305822.49
1935	江苏海澜教育发展基金会	2014	100862806.55	0	0	0		0	0	0	100862806.55	0	0	0	0	0	0	0	0	0	0	0	0	0	100862806.55	0	8000000	0	0		0	0	0	0	8000000	0	0	0	0	0	8000000	92862806.55	0	92862806.55	100862806.55
1936	江苏熔盛爱心基金会	2014	3006512.16	0	0	0		0	0	0	3006512.16	0	0	0	0	0	0	0	0	0	0	0	0	0	3006512.16	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	3006512.16	0	3006512.16	3006512.16
1937	江苏牛尾英才助学基金会	2014	1490367.68	0	0	0		0	0	0	1490367.68	0	0	0	0	0	0	0	0	0	0	0	0	0	1490367.68	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1490367.68	0	1490367.68	1490367.68
1938	江苏现代农民创业基金会	2014	2977418.41	3000000	0	0		0	0	0	5977418.41	0	0	0	0	0	0	0	0	0	0	0	0	0	5977418.41	0	0	0	0		0	0	0	20000	20000	0	0	0	0	0	20000	5957418.41	0	5957418.41	5977418.41
1939	江苏理工学院教育发展基金会	2014	13038519.75	0	0	0		0	0	0	13038519.75	0	0	0	0	0	0	0	0	0	0	0	0	0	13038519.75	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	13032364.45	6155.3	13038519.75	13038519.75
1940	江苏盐阜扶贫济困基金会	2014	144400.18	0	0	0		0	0	0	144400.18	0	0	0	0	0	0	0	0	0	0	0	0	0	144400.18	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	144400.18	0	144400.18	144400.18
1941	江苏省中医院医学发展医疗救助基金会	2014	6972706.75	0	0	0		0	0	0	6972706.75	2000000	0	0	2000000	0	0	0	0	0	0	0	0	0	8972706.75	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	8972706.75	0	8972706.75	8972706.75
1942	江苏省儿童少年福利基金会	2014	15414493.99	17000000	1651.4	24000		0	0	0	32756353.14	0	0	0	0	443822	401781.12	42040.88	0	0	0	42040.88	0	0	32798394.02	0	3032086	0	0		0	0	0	0	3145817.05	0	0	0	0	0	3145817.05	17652957.38	11999619.59	29652576.97	32798394.02
1943	江苏省关心下一代基金会	2014	5237854.19	0	150000	0		0	0	0	5387854.19	0	29500000	0	29500000	134649	87620.79	47028.21	0	0	0	47028.21	0	0	34934882.4	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	13402990.06	21531892.34	34934882.4	34934882.4
1944	江苏省华侨公益基金会	2014	1044136.5	5000000	0	0		0	0	0	6044136.5	0	0	0	0	0	0	0	0	0	0	0	0	0	6044136.5	0	0	0	-80083.71		0	0	0	0	-80083.71	0	0	0	0	0	-80083.71	6124220.21	0	6124220.21	6044136.5
1945	江苏省华夏三农事业发展基金会	2014	10062.38	0	1833777.34	0		0	0	0	1843839.72	0	0	0	0	23258	23258	0	0	0	0	0	0	0	1843839.72	0	0	0	0		0	0	0	0	3800	0	0	0	0	0	3800	1445814.42	394225.3	1840039.72	1843839.72
1947	江苏省南京工程高等职业学校教育发展基金会	2014	8862185.8	0	0	0		0	0	0	8862185.8	0	0	0	0	0	0	0	0	0	0	0	0	0	8862185.8	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	8862185.8	0	8862185.8	8862185.8
1948	江苏省发展体育基金会	2014	35809781.57	0	30112298.5	0		24302.79	0	0	67125783.86	572500	30201000	0	30773500	2240574.3	667747.67	1572826.63	0	16431550	0	18004376.63	0	0	115903660.49	0	484.5	0	2730		0	0	0	0	3214.5	0	0	0	0	0	3214.5	82500445.99	33400000	115900445.99	115903660.49
1949	江苏省常州建设高等职业技术学校教育发展基金会	2014	21066963.37	0	0	250000		0	0	0	21316963.37	0	0	0	0	0	0	0	0	0	0	0	0	0	21316963.37	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	19903579.59	1413383.78	21316963.37	21316963.37
1950	江苏省扬州中学教育发展基金会	2014	10974971.3	0	0	0		0	0	0	10974971.3	0	0	0	0	0	0	0	0	0	0	0	0	0	10974971.3	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	10924971.3	50000	10974971.3	10974971.3
1951	江苏省扶贫基金会	2014	3894598.65	0	35320000	0		0	0	0	39214598.65	0	22000000	0	22000000	2388267	947774.7	1440492.3	0	0	0	1440492.3	0	0	62655090.95	0	5000	0	0		0	0	0	0	5000	35000000	0	0	35000000	0	35005000	27550090.95	100000	27650090.95	62655090.95
1952	江苏省教育基金会	2014	87908823.71	0	0	0		0	0	0	87908823.71	0	0	0	0	281020	0	281020	0	0	0	281020	0	0	88189843.71	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	88189843.71	0	88189843.71	88189843.71
1953	江苏省文化发展基金会	2014	8279450.11	0	72010000	0		2491712.81	0	0	86363062.92	0	0	0	0	1130993	696408.81	434584.19	0	0	0	434584.19	0	0	86797647.11	0	1000000	0	0		0	0	0	0	1000000	0	0	0	0	0	1000000	86323803.11	0	86323803.11	87323803.11
1954	江苏省星美生育关怀基金会	2014	54162.44	0	0	0		0	0	0	1993319.89	0	0	0	0	93300	47513.95	45786.05	0	0	0	45786.05	0	0	2039105.94	0	317350	0	0		0	0	0	0	317350	0	0	0	0	0	317350	1721755.94	0	1721755.94	2039105.94
1955	江苏省残疾人福利基金会	2014	2189555.97	0	3000	0		0	0	0	13573003.67	0	47000000	0	47000000	1140814.27	411366.14	729448.13	0	0	0	729448.13	0	0	61302451.8	0	4120	0	0		0	0	0	0	4120	0	0	0	0	0	4120	59298331.8	2000000	61298331.8	61302451.8
1956	江苏省法律援助基金会	2014	2263656.67	0	440	0		0	0	0	2264096.67	0	81798513.33	0	81798513.33	857061	408562.83	448498.17	0	0	0	448498.17	0	0	84511108.17	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	83294528.17	1216580	84511108.17	84511108.17
1957	江苏省泰州中学教育发展基金会	2014	14188737.15	0	20000000	0		0	0	0	34188737.15	0	0	0	0	20079	17067.15	3011.85	0	0	0	3011.85	0	0	34191749	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	34191749	0	34191749	34191749
1958	江苏省海门中学教育发展基金会	2014	6822637.11	36500000	0	0		0	0	0	43322637.11	0	0	0	0	0	0	0	0	0	0	0	0	0	43322637.11	0	1035560	0	0		0	0	0	0	1035560	0	0	0	0	0	1035560	42287077.11	0	42287077.11	43322637.11
1959	江苏省美德基金会	2014	6514316.31	35000000	0	0		0	0	0	41514316.31	0	10000000	0	10000000	0	0	0	0	0	0	0	0	0	51514316.31	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	51484316.31	30000	51514316.31	51514316.31
1960	江苏省老龄事业发展基金会	2014	1787487.54	0	15053494.05	0		0	0	0	16840981.59	1096008.73	0	0	1096008.73	136954	82650	54304	0	0	0	54304	0	0	17991294.32	0	670448.71	0	0		0	0	0	0	670448.71	0	0	0	0	0	670448.71	3320845.61	14000000	17320845.61	17991294.32
1961	江苏省见义勇为基金会	2014	12584141.28	70000000	0	0		0	0	0	82584141.28	0	0	0	0	816219	702248.51	113970.49	0	0	0	113970.49	0	0	82698111.77	0	92000	0	0		0	0	0	0	92000	0	0	0	0	0	92000	79508949.17	3097162.6	82606111.77	82698111.77
1962	江苏省豪爵慈善基金会	2014	10115261.66	0	0	0		0	0	0	10115261.66	0	0	0	0	0	0	0	0	0	0	0	0	0	10115261.66	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	10115261.66	0	10115261.66	10115261.66
1963	江苏省青少年发展基金会	2014	37171770.73	0	0	0		0	0	0	37171770.73	0	0	0	0	0	0	0	0	0	0	0	0	0	37171770.73	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	10340625.07	26831145.66	37171770.73	37171770.73
1966	江苏秉龙慈善基金会	2014	1139827.55	0	23750000	0		0	0	0	24889827.55	2750000	0	0	2750000	18910	17844.5	1065.5	0	0	0	1065.5	0	0	27640893.05	0	0	0	0		0	0	0	13262984	13262984	0	0	0	0	0	13262984	15188245.05	0	15188245.05	28451229.05
1967	江苏科技大学教育发展基金会	2014	21981096.97	0	0	0		0	0	0	21981096.97	0	0	0	0	72000	28800	43200	0	0	0	43200	0	0	22024296.97	0	10000	0	0		0	0	0	0	10000	0	0	0	0	0	10000	17578340.22	4435956.75	22014296.97	22024296.97
1968	江苏经贸职业技术学院教育发展基金会	2014	2956622.49	0	0	0		0	0	0	2956622.49	0	0	0	0	20000	0	20000	0	0	0	20000	0	0	2976622.49	0	77400	0	0		0	0	0	0	77400	0	0	0	0	0	77400	1827132.69	1072089.8	2899222.49	2976622.49
1969	江苏联创爱心基金会	2014	1009937.46	0	0	0		0	0	0	1009937.46	0	0	0	0	0	0	0	0	0	0	0	0	0	1009937.46	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1009937.46	0	1009937.46	1009937.46
1970	江苏言恭达文化基金会	2014	5474.2	3940000	0	3100000		0	0	0	7045474.2	0	0	0	0	0	0	0	0	0	0	0	0	0	7045474.2	0	0	0	0		0	0	0	0	4480000	0	0	0	0	0	4480000	2565474.2	0	2565474.2	7045474.2
1971	江苏警官学院教育发展基金会	2014	27695530.38	0	0	0		0	0	0	27695530.38	0	0	0	0	0	0	0	0	0	0	0	0	0	27695530.38	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	27695530.38	0	27695530.38	27695530.38
1972	江苏费孝通教育基金会	2014	439023.26	0	12021400	0		0	0	0	12460423.26	0	0	0	0	0	0	0	0	0	0	0	0	0	12460423.26	0	0	0	45900		0	0	0	0	45900	0	0	0	0	0	45900	12414523.26	0	12414523.26	12460423.26
1974	江苏远东慈善基金会	2014	25610.72	1010000	0	0		0	0	0	1035610.72	0	0	0	0	30548	20521.64	10026.36	0	1150000	0	1160026.36	0	0	2195637.08	0	1988	19406.67	0		0	0	0	0	21394.67	0	0	0	0	0	21394.67	2174242.41	0	2174242.41	2195637.08
1975	江苏邦德爱心基金会	2014	188232.25	2250000	0	0		0	0	0	2438232.25	0	0	0	0	37750	14935.09	22814.91	0	0	0	22814.91	0	0	2461047.16	0	7410.87	0	0		0	0	0	0	7410.87	0	0	0	0	0	7410.87	453636.29	2000000	2453636.29	2461047.16
1976	江苏郑和航海文化基金会	2014	2248723.83	0	49000	0		0	0	0	2297723.83	535225	0	0	535225	0	0	0	0	0	0	0	0	0	2832948.83	0	98000	0	0		0	0	0	0	98000	0	0	0	0	0	98000	2105019.27	629929.56	2734948.83	2832948.83
1978	江苏金陵旅游教育发展基金会	2014	5698528.1	0	410000	0		0	0	0	6108528.1	0	0	0	0	0	0	0	0	0	0	0	0	0	6108528.1	0	26000	0	0		0	0	0	0	26000	0	0	0	0	0	26000	6082528.1	0	6082528.1	6108528.1
1979	江苏铁军文化发展基金会	2014	1441550.48	0	0	0		0	0	0	1441550.48	0	5000000	0	5000000	0	0	0	0	0	0	0	0	0	6441550.48	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	5167550.48	1274000	6441550.48	6441550.48
1980	江苏长新爱心救助基金会	2014	19744.18	0	1762474.36	0		0	0	0	1782218.54	0	0	0	0	99998	0	99998	0	0	0	99998	0	0	1882216.54	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1882216.54	0	1882216.54	1882216.54
1981	江苏长江平民教育基金会	2014	8861846.49	0	0	0		0	0	0	8861846.49	0	0	0	0	0	0	0	0	0	0	0	0	0	8861846.49	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	7852133.44	1009713.05	8861846.49	8861846.49
1982	江苏阳光帮扶基金会	2014	3744255.4	0	0	0		0	0	0	3744255.4	0	0	0	0	0	0	0	0	0	0	0	0	0	3744255.4	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	3744255.4	0	3744255.4	3744255.4
1983	江苏陶欣伯助学基金会	2014	28268070.68	375500000	0	746500		13219818	0	0	417734388.68	298178908.97	321500000	0	619678908.97	88187	29652.95	58534.05	0	0	0	58534.05	0	0	1037471831.7	0	1539.55	0	0		0	0	0	0	1539.55	0	0	0	0	0	1539.55	284362615.26	753107676.89	1037470292.15	1037471831.7
1984	江苏韩培信扶持响水孤儿贫困学生教育基金会	2014	2207771.17	0	0	0		0	0	0	2211771.17	3900000	0	0	3900000	0	0	0	0	0	0	0	0	0	6111771.17	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	6111771.17	0	6111771.17	6111771.17
1993	江西泰豪动漫职业学院教育基金会	2014	6663591.73	0	0	0		0	0	0	6663591.73	0	0	0	0	0	0	0	0	0	0	0	0	0	6663591.73	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4663591.73	2000000	6663591.73	6663591.73
1998	江西省农村信用社百福慈善基金会	2014	1596272.25	0	0	0		0	0	0	1596272.25	200000000	0	0	200000000	0	0	0	0	0	0	0	0	0	201596272.25	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	199596272.25	2000000	201596272.25	201596272.25
2001	江西省德兴市教育基金会	2014	2994812.06	0	0	0		0	0	0	2994812.06	0	0	0	0	0	0	0	0	0	0	0	0	0	2994812.06	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2994812.06	0	2994812.06	2994812.06
2002	江西省抚州市临川区教育基金会	2014	1730970.57	4000000	8000	0		0	0	0	5738970.57	0	0	0	0	0	0	0	0	0	0	0	0	0	5738970.57	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1738970.57	4000000	5738970.57	5738970.57
2005	江西省残疾人福利基金会	2014	1954088.32	0	2000000	0		0	0	0	5297183.1	100000	0	0	100000	219976.92	195087.92	24889	0	0	0	24889	0	0	5422072.1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1422072.1	4000000	5422072.1	5422072.1
2007	江西省煌上煌爱心基金会	2014	2132347.9	0	0	0		0	0	0	2132347.9	0	0	0	0	0	0	0	0	0	0	0	0	0	2132347.9	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	132347.9	2000000	2132347.9	2132347.9
2011	江西省萍乡城北地产教育基金会	2014	58267.53	0	1283100	70000		0	0	0	1411367.53	0	0	0	0	0	0	0	0	0	0	0	0	0	1411367.53	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	-588632.47	2000000	1411367.53	1411367.53
2012	江西省青少年发展基金会	2014	19279715.16	0	52452.4	127840.92		0	0	0	20036991.98	0	0	0	0	8326137.62	2147920.4	6178217.22	4263308.23	0	0	10441525.45	0	0	30478517.43	0	28120	0	0		0	0	0	0	28120	0	0	0	0	0	28120	10370238.23	20080159.2	30450397.43	30478517.43
2013	江西省革命老区爱心基金会	2014	9542932	0	0	0		0	0	0	9542932	0	0	0	0	342917	191383	151534	0	0	0	151534	0	0	9694466	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	9694466	9694466	9694466
2014	江西科技学院基金会	2014	1463711.51	0	0	0		0	0	0	1463711.51	0	0	0	0	0	0	0	0	0	0	0	0	0	1463711.51	0	2440	0	0		0	0	0	0	2440	0	0	0	0	0	2440	0	1461271.51	1461271.51	1463711.51
